,CPUPAXFE Index_ratio
13049,1009.176854359898
13050,1009.176854359898
13051,1009.176854359898
13052,1009.176854359898
13053,1009.176854359898
13054,1009.176854359898
13055,1009.176854359898
13056,1010.1406380358352
13057,1010.1406380358352
13058,1010.1406380358352
13059,1010.1406380358352
13060,1010.1406380358352
13061,1010.1406380358352
13062,1010.1406380358352
13063,1010.1406380358352
13064,1010.1406380358352
13065,1010.1406380358352
13066,1010.1406380358352
13067,1010.1406380358352
13068,1010.1406380358352
13069,1010.1406380358352
13070,1010.1406380358352
13071,1010.1406380358352
13072,1010.1406380358352
13073,1010.1406380358352
13074,1010.1406380358352
13075,1010.1406380358352
13076,1010.1406380358352
13077,1010.1406380358352
13078,1010.1406380358352
13079,1010.1406380358352
13080,1010.1406380358352
13081,1010.1406380358352
13082,1010.1406380358352
13083,1010.1406380358352
13084,1010.1406380358352
13085,1010.1406380358352
13086,1010.1406380358352
13087,1010.1406380358352
13088,1010.1406380358352
13089,1010.1406380358352
13090,1010.1406380358352
13091,1010.1406380358352
13092,1010.1406380358352
13093,1010.1406380358352
13094,1010.1406380358352
13095,1010.1406380358352
13096,1010.1406380358352
13097,1010.1406380358352
13098,1010.1406380358352
13099,1010.1406380358352
13100,1010.1406380358352
13101,1010.1406380358352
13102,1010.1406380358352
13103,1010.1406380358352
13104,1010.1406380358352
13105,1010.1406380358352
13106,1010.1406380358352
13107,1010.1406380358352
13108,1010.1406380358352
13109,1010.1406380358352
13110,1010.1406380358352
13111,1010.1406380358352
13112,1010.1406380358352
13113,1010.1406380358352
13114,1010.1406380358352
13115,1010.1406380358352
13116,1010.1406380358352
13117,1010.1406380358352
13118,1010.1406380358352
13119,1010.1406380358352
13120,1010.1406380358352
13121,1010.1406380358352
13122,1010.1406380358352
13123,1010.1406380358352
13124,1010.1406380358352
13125,1010.1406380358352
13126,1010.1406380358352
13127,1010.1406380358352
13128,1010.1406380358352
13129,1010.1406380358352
13130,1010.1406380358352
13131,1010.1406380358352
13132,1010.1406380358352
13133,1010.1406380358352
13134,1010.1406380358352
13135,1010.1406380358352
13136,1010.1406380358352
13137,1010.1406380358352
13138,1010.1406380358352
13139,1010.1406380358352
13140,1010.1406380358352
13141,1010.1406380358352
13142,1010.1406380358352
13143,1010.1406380358352
13144,1010.1406380358352
13145,1010.1406380358352
13146,1010.1406380358352
13147,1010.1406380358352
13148,1011.7090277436376
13149,1011.7090277436376
13150,1011.7090277436376
13151,1011.7090277436376
13152,1011.7090277436376
13153,1011.7090277436376
13154,1011.7090277436376
13155,1011.7090277436376
13156,1011.7090277436376
13157,1011.7090277436376
13158,1011.7090277436376
13159,1011.7090277436376
13160,1011.7090277436376
13161,1011.7090277436376
13162,1011.7090277436376
13163,1011.7090277436376
13164,1011.7090277436376
13165,1011.7090277436376
13166,1011.7090277436376
13167,1011.7090277436376
13168,1011.7090277436376
13169,1011.7090277436376
13170,1011.7090277436376
13171,1011.7090277436376
13172,1011.7090277436376
13173,1011.7090277436376
13174,1011.7090277436376
13175,1011.7090277436376
13176,1011.7090277436376
13177,1011.7090277436376
13178,1011.7090277436376
13179,1011.7090277436376
13180,1011.7090277436376
13181,1011.7090277436376
13182,1011.7090277436376
13183,1011.7090277436376
13184,1011.7090277436376
13185,1011.7090277436376
13186,1011.7090277436376
13187,1011.7090277436376
13188,1011.7090277436376
13189,1011.7090277436376
13190,1011.7090277436376
13191,1011.7090277436376
13192,1011.7090277436376
13193,1011.7090277436376
13194,1011.7090277436376
13195,1011.7090277436376
13196,1011.7090277436376
13197,1011.7090277436376
13198,1011.7090277436376
13199,1011.7090277436376
13200,1011.7090277436376
13201,1011.7090277436376
13202,1011.7090277436376
13203,1011.7090277436376
13204,1011.7090277436376
13205,1011.7090277436376
13206,1011.7090277436376
13207,1011.7090277436376
13208,1011.7090277436376
13209,1011.7090277436376
13210,1011.7090277436376
13211,1011.7090277436376
13212,1011.7090277436376
13213,1011.7090277436376
13214,1011.7090277436376
13215,1011.7090277436376
13216,1011.7090277436376
13217,1011.7090277436376
13218,1011.7090277436376
13219,1011.7090277436376
13220,1011.7090277436376
13221,1011.7090277436376
13222,1011.7090277436376
13223,1011.7090277436376
13224,1011.7090277436376
13225,1011.7090277436376
13226,1011.7090277436376
13227,1011.7090277436376
13228,1011.7090277436376
13229,1011.7090277436376
13230,1011.7090277436376
13231,1011.7090277436376
13232,1011.7090277436376
13233,1011.7090277436376
13234,1011.7090277436376
13235,1011.7090277436376
13236,1011.7090277436376
13237,1011.7090277436376
13238,1008.9466459984741
13239,1008.9466459984741
13240,1008.9466459984741
13241,1008.9466459984741
13242,1008.9466459984741
13243,1008.9466459984741
13244,1008.9466459984741
13245,1008.9466459984741
13246,1008.9466459984741
13247,1008.9466459984741
13248,1008.9466459984741
13249,1008.9466459984741
13250,1008.9466459984741
13251,1008.9466459984741
13252,1008.9466459984741
13253,1008.9466459984741
13254,1008.9466459984741
13255,1008.9466459984741
13256,1008.9466459984741
13257,1008.9466459984741
13258,1008.9466459984741
13259,1008.9466459984741
13260,1008.9466459984741
13261,1008.9466459984741
13262,1008.9466459984741
13263,1008.9466459984741
13264,1008.9466459984741
13265,1008.9466459984741
13266,1008.9466459984741
13267,1008.9466459984741
13268,1008.9466459984741
13269,1008.9466459984741
13270,1008.9466459984741
13271,1008.9466459984741
13272,1008.9466459984741
13273,1008.9466459984741
13274,1008.9466459984741
13275,1008.9466459984741
13276,1008.9466459984741
13277,1008.9466459984741
13278,1008.9466459984741
13279,1008.9466459984741
13280,1008.9466459984741
13281,1008.9466459984741
13282,1008.9466459984741
13283,1008.9466459984741
13284,1008.9466459984741
13285,1008.9466459984741
13286,1008.9466459984741
13287,1008.9466459984741
13288,1008.9466459984741
13289,1008.9466459984741
13290,1008.9466459984741
13291,1008.9466459984741
13292,1008.9466459984741
13293,1008.9466459984741
13294,1008.9466459984741
13295,1008.9466459984741
13296,1008.9466459984741
13297,1008.9466459984741
13298,1008.9466459984741
13299,1008.9466459984741
13300,1008.9466459984741
13301,1008.9466459984741
13302,1008.9466459984741
13303,1008.9466459984741
13304,1008.9466459984741
13305,1008.9466459984741
13306,1008.9466459984741
13307,1008.9466459984741
13308,1008.9466459984741
13309,1008.9466459984741
13310,1008.9466459984741
13311,1008.9466459984741
13312,1008.9466459984741
13313,1008.9466459984741
13314,1008.9466459984741
13315,1008.9466459984741
13316,1008.9466459984741
13317,1008.9466459984741
13318,1008.9466459984741
13319,1008.9466459984741
13320,1008.9466459984741
13321,1008.9466459984741
13322,1008.9466459984741
13323,1008.9466459984741
13324,1008.9466459984741
13325,1008.9466459984741
13326,1008.9466459984741
13327,1008.9466459984741
13328,1008.9466459984741
13329,1008.5493245898092
13330,1008.5493245898092
13331,1008.5493245898092
13332,1008.5493245898092
13333,1008.5493245898092
13334,1008.5493245898092
13335,1008.5493245898092
13336,1008.5493245898092
13337,1008.5493245898092
13338,1008.5493245898092
13339,1008.5493245898092
13340,1008.5493245898092
13341,1008.5493245898092
13342,1008.5493245898092
13343,1008.5493245898092
13344,1008.5493245898092
13345,1008.5493245898092
13346,1008.5493245898092
13347,1008.5493245898092
13348,1008.5493245898092
13349,1008.5493245898092
13350,1008.5493245898092
13351,1008.5493245898092
13352,1008.5493245898092
13353,1008.5493245898092
13354,1008.5493245898092
13355,1008.5493245898092
13356,1008.5493245898092
13357,1008.5493245898092
13358,1008.5493245898092
13359,1008.5493245898092
13360,1008.5493245898092
13361,1008.5493245898092
13362,1008.5493245898092
13363,1008.5493245898092
13364,1008.5493245898092
13365,1008.5493245898092
13366,1008.5493245898092
13367,1008.5493245898092
13368,1008.5493245898092
13369,1008.5493245898092
13370,1008.5493245898092
13371,1008.5493245898092
13372,1008.5493245898092
13373,1008.5493245898092
13374,1008.5493245898092
13375,1008.5493245898092
13376,1008.5493245898092
13377,1008.5493245898092
13378,1008.5493245898092
13379,1008.5493245898092
13380,1008.5493245898092
13381,1008.5493245898092
13382,1008.5493245898092
13383,1008.5493245898092
13384,1008.5493245898092
13385,1008.5493245898092
13386,1008.5493245898092
13387,1008.5493245898092
13388,1008.5493245898092
13389,1008.5493245898092
13390,1008.5493245898092
13391,1008.5493245898092
13392,1008.5493245898092
13393,1008.5493245898092
13394,1008.5493245898092
13395,1008.5493245898092
13396,1008.5493245898092
13397,1008.5493245898092
13398,1008.5493245898092
13399,1008.5493245898092
13400,1008.5493245898092
13401,1008.5493245898092
13402,1008.5493245898092
13403,1008.5493245898092
13404,1008.5493245898092
13405,1008.5493245898092
13406,1008.5493245898092
13407,1008.5493245898092
13408,1008.5493245898092
13409,1008.5493245898092
13410,1008.5493245898092
13411,1008.5493245898092
13412,1008.5493245898092
13413,1008.5493245898092
13414,1008.5493245898092
13415,1008.5493245898092
13416,1008.5493245898092
13417,1008.5493245898092
13418,1008.5493245898092
13419,1008.5493245898092
13420,1008.5493245898092
13421,1010.2670385085567
13422,1010.2670385085567
13423,1010.2670385085567
13424,1010.2670385085567
13425,1010.2670385085567
13426,1010.2670385085567
13427,1010.2670385085567
13428,1010.2670385085567
13429,1010.2670385085567
13430,1010.2670385085567
13431,1010.2670385085567
13432,1010.2670385085567
13433,1010.2670385085567
13434,1010.2670385085567
13435,1010.2670385085567
13436,1010.2670385085567
13437,1010.2670385085567
13438,1010.2670385085567
13439,1010.2670385085567
13440,1010.2670385085567
13441,1010.2670385085567
13442,1010.2670385085567
13443,1010.2670385085567
13444,1010.2670385085567
13445,1010.2670385085567
13446,1010.2670385085567
13447,1010.2670385085567
13448,1010.2670385085567
13449,1010.2670385085567
13450,1010.2670385085567
13451,1010.2670385085567
13452,1010.2670385085567
13453,1010.2670385085567
13454,1010.2670385085567
13455,1010.2670385085567
13456,1010.2670385085567
13457,1010.2670385085567
13458,1010.2670385085567
13459,1010.2670385085567
13460,1010.2670385085567
13461,1010.2670385085567
13462,1010.2670385085567
13463,1010.2670385085567
13464,1010.2670385085567
13465,1010.2670385085567
13466,1010.2670385085567
13467,1010.2670385085567
13468,1010.2670385085567
13469,1010.2670385085567
13470,1010.2670385085567
13471,1010.2670385085567
13472,1010.2670385085567
13473,1010.2670385085567
13474,1010.2670385085567
13475,1010.2670385085567
13476,1010.2670385085567
13477,1010.2670385085567
13478,1010.2670385085567
13479,1010.2670385085567
13480,1010.2670385085567
13481,1010.2670385085567
13482,1010.2670385085567
13483,1010.2670385085567
13484,1010.2670385085567
13485,1010.2670385085567
13486,1010.2670385085567
13487,1010.2670385085567
13488,1010.2670385085567
13489,1010.2670385085567
13490,1010.2670385085567
13491,1010.2670385085567
13492,1010.2670385085567
13493,1010.2670385085567
13494,1010.2670385085567
13495,1010.2670385085567
13496,1010.2670385085567
13497,1010.2670385085567
13498,1010.2670385085567
13499,1010.2670385085567
13500,1010.2670385085567
13501,1010.2670385085567
13502,1010.2670385085567
13503,1010.2670385085567
13504,1010.2670385085567
13505,1010.2670385085567
13506,1010.2670385085567
13507,1010.2670385085567
13508,1010.2670385085567
13509,1010.2670385085567
13510,1010.2670385085567
13511,1010.2670385085567
13512,1010.2670385085567
13513,1008.1228053037207
13514,1008.1228053037207
13515,1008.1228053037207
13516,1008.1228053037207
13517,1008.1228053037207
13518,1008.1228053037207
13519,1008.1228053037207
13520,1008.1228053037207
13521,1008.1228053037207
13522,1008.1228053037207
13523,1008.1228053037207
13524,1008.1228053037207
13525,1008.1228053037207
13526,1008.1228053037207
13527,1008.1228053037207
13528,1008.1228053037207
13529,1008.1228053037207
13530,1008.1228053037207
13531,1008.1228053037207
13532,1008.1228053037207
13533,1008.1228053037207
13534,1008.1228053037207
13535,1008.1228053037207
13536,1008.1228053037207
13537,1008.1228053037207
13538,1008.1228053037207
13539,1008.1228053037207
13540,1008.1228053037207
13541,1008.1228053037207
13542,1008.1228053037207
13543,1008.1228053037207
13544,1008.1228053037207
13545,1008.1228053037207
13546,1008.1228053037207
13547,1008.1228053037207
13548,1008.1228053037207
13549,1008.1228053037207
13550,1008.1228053037207
13551,1008.1228053037207
13552,1008.1228053037207
13553,1008.1228053037207
13554,1008.1228053037207
13555,1008.1228053037207
13556,1008.1228053037207
13557,1008.1228053037207
13558,1008.1228053037207
13559,1008.1228053037207
13560,1008.1228053037207
13561,1008.1228053037207
13562,1008.1228053037207
13563,1008.1228053037207
13564,1008.1228053037207
13565,1008.1228053037207
13566,1008.1228053037207
13567,1008.1228053037207
13568,1008.1228053037207
13569,1008.1228053037207
13570,1008.1228053037207
13571,1008.1228053037207
13572,1008.1228053037207
13573,1008.1228053037207
13574,1008.1228053037207
13575,1008.1228053037207
13576,1008.1228053037207
13577,1008.1228053037207
13578,1008.1228053037207
13579,1008.1228053037207
13580,1008.1228053037207
13581,1008.1228053037207
13582,1008.1228053037207
13583,1008.1228053037207
13584,1008.1228053037207
13585,1008.1228053037207
13586,1008.1228053037207
13587,1008.1228053037207
13588,1008.1228053037207
13589,1008.1228053037207
13590,1008.1228053037207
13591,1008.1228053037207
13592,1008.1228053037207
13593,1008.1228053037207
13594,1008.1228053037207
13595,1008.1228053037207
13596,1008.1228053037207
13597,1008.1228053037207
13598,1008.1228053037207
13599,1008.1228053037207
13600,1008.1228053037207
13601,1008.1228053037207
13602,1008.1228053037207
13603,1011.2523596035866
13604,1011.2523596035866
13605,1011.2523596035866
13606,1011.2523596035866
13607,1011.2523596035866
13608,1011.2523596035866
13609,1011.2523596035866
13610,1011.2523596035866
13611,1011.2523596035866
13612,1011.2523596035866
13613,1011.2523596035866
13614,1011.2523596035866
13615,1011.2523596035866
13616,1011.2523596035866
13617,1011.2523596035866
13618,1011.2523596035866
13619,1011.2523596035866
13620,1011.2523596035866
13621,1011.2523596035866
13622,1011.2523596035866
13623,1011.2523596035866
13624,1011.2523596035866
13625,1011.2523596035866
13626,1011.2523596035866
13627,1011.2523596035866
13628,1011.2523596035866
13629,1011.2523596035866
13630,1011.2523596035866
13631,1011.2523596035866
13632,1011.2523596035866
13633,1011.2523596035866
13634,1011.2523596035866
13635,1011.2523596035866
13636,1011.2523596035866
13637,1011.2523596035866
13638,1011.2523596035866
13639,1011.2523596035866
13640,1011.2523596035866
13641,1011.2523596035866
13642,1011.2523596035866
13643,1011.2523596035866
13644,1011.2523596035866
13645,1011.2523596035866
13646,1011.2523596035866
13647,1011.2523596035866
13648,1011.2523596035866
13649,1011.2523596035866
13650,1011.2523596035866
13651,1011.2523596035866
13652,1011.2523596035866
13653,1011.2523596035866
13654,1011.2523596035866
13655,1011.2523596035866
13656,1011.2523596035866
13657,1011.2523596035866
13658,1011.2523596035866
13659,1011.2523596035866
13660,1011.2523596035866
13661,1011.2523596035866
13662,1011.2523596035866
13663,1011.2523596035866
13664,1011.2523596035866
13665,1011.2523596035866
13666,1011.2523596035866
13667,1011.2523596035866
13668,1011.2523596035866
13669,1011.2523596035866
13670,1011.2523596035866
13671,1011.2523596035866
13672,1011.2523596035866
13673,1011.2523596035866
13674,1011.2523596035866
13675,1011.2523596035866
13676,1011.2523596035866
13677,1011.2523596035866
13678,1011.2523596035866
13679,1011.2523596035866
13680,1011.2523596035866
13681,1011.2523596035866
13682,1011.2523596035866
13683,1011.2523596035866
13684,1011.2523596035866
13685,1011.2523596035866
13686,1011.2523596035866
13687,1011.2523596035866
13688,1011.2523596035866
13689,1011.2523596035866
13690,1011.2523596035866
13691,1011.2523596035866
13692,1011.2523596035866
13693,1011.2523596035866
13694,1009.3366412344428
13695,1009.3366412344428
13696,1009.3366412344428
13697,1009.3366412344428
13698,1009.3366412344428
13699,1009.3366412344428
13700,1009.3366412344428
13701,1009.3366412344428
13702,1009.3366412344428
13703,1009.3366412344428
13704,1009.3366412344428
13705,1009.3366412344428
13706,1009.3366412344428
13707,1009.3366412344428
13708,1009.3366412344428
13709,1009.3366412344428
13710,1009.3366412344428
13711,1009.3366412344428
13712,1009.3366412344428
13713,1009.3366412344428
13714,1009.3366412344428
13715,1009.3366412344428
13716,1009.3366412344428
13717,1009.3366412344428
13718,1009.3366412344428
13719,1009.3366412344428
13720,1009.3366412344428
13721,1009.3366412344428
13722,1009.3366412344428
13723,1009.3366412344428
13724,1009.3366412344428
13725,1009.3366412344428
13726,1009.3366412344428
13727,1009.3366412344428
13728,1009.3366412344428
13729,1009.3366412344428
13730,1009.3366412344428
13731,1009.3366412344428
13732,1009.3366412344428
13733,1009.3366412344428
13734,1009.3366412344428
13735,1009.3366412344428
13736,1009.3366412344428
13737,1009.3366412344428
13738,1009.3366412344428
13739,1009.3366412344428
13740,1009.3366412344428
13741,1009.3366412344428
13742,1009.3366412344428
13743,1009.3366412344428
13744,1009.3366412344428
13745,1009.3366412344428
13746,1009.3366412344428
13747,1009.3366412344428
13748,1009.3366412344428
13749,1009.3366412344428
13750,1009.3366412344428
13751,1009.3366412344428
13752,1009.3366412344428
13753,1009.3366412344428
13754,1009.3366412344428
13755,1009.3366412344428
13756,1009.3366412344428
13757,1009.3366412344428
13758,1009.3366412344428
13759,1009.3366412344428
13760,1009.3366412344428
13761,1009.3366412344428
13762,1009.3366412344428
13763,1009.3366412344428
13764,1009.3366412344428
13765,1009.3366412344428
13766,1009.3366412344428
13767,1009.3366412344428
13768,1009.3366412344428
13769,1009.3366412344428
13770,1009.3366412344428
13771,1009.3366412344428
13772,1009.3366412344428
13773,1009.3366412344428
13774,1009.3366412344428
13775,1009.3366412344428
13776,1009.3366412344428
13777,1009.3366412344428
13778,1009.3366412344428
13779,1009.3366412344428
13780,1009.3366412344428
13781,1009.3366412344428
13782,1009.3366412344428
13783,1009.3366412344428
13784,1009.3366412344428
13785,1009.3366412344428
13786,1011.8517157425691
13787,1011.8517157425691
13788,1011.8517157425691
13789,1011.8517157425691
13790,1011.8517157425691
13791,1011.8517157425691
13792,1011.8517157425691
13793,1011.8517157425691
13794,1011.8517157425691
13795,1011.8517157425691
13796,1011.8517157425691
13797,1011.8517157425691
13798,1011.8517157425691
13799,1011.8517157425691
13800,1011.8517157425691
13801,1011.8517157425691
13802,1011.8517157425691
13803,1011.8517157425691
13804,1011.8517157425691
13805,1011.8517157425691
13806,1011.8517157425691
13807,1011.8517157425691
13808,1011.8517157425691
13809,1011.8517157425691
13810,1011.8517157425691
13811,1011.8517157425691
13812,1011.8517157425691
13813,1011.8517157425691
13814,1011.8517157425691
13815,1011.8517157425691
13816,1011.8517157425691
13817,1011.8517157425691
13818,1011.8517157425691
13819,1011.8517157425691
13820,1011.8517157425691
13821,1011.8517157425691
13822,1011.8517157425691
13823,1011.8517157425691
13824,1011.8517157425691
13825,1011.8517157425691
13826,1011.8517157425691
13827,1011.8517157425691
13828,1011.8517157425691
13829,1011.8517157425691
13830,1011.8517157425691
13831,1011.8517157425691
13832,1011.8517157425691
13833,1011.8517157425691
13834,1011.8517157425691
13835,1011.8517157425691
13836,1011.8517157425691
13837,1011.8517157425691
13838,1011.8517157425691
13839,1011.8517157425691
13840,1011.8517157425691
13841,1011.8517157425691
13842,1011.8517157425691
13843,1011.8517157425691
13844,1011.8517157425691
13845,1011.8517157425691
13846,1011.8517157425691
13847,1011.8517157425691
13848,1011.8517157425691
13849,1011.8517157425691
13850,1011.8517157425691
13851,1011.8517157425691
13852,1011.8517157425691
13853,1011.8517157425691
13854,1011.8517157425691
13855,1011.8517157425691
13856,1011.8517157425691
13857,1011.8517157425691
13858,1011.8517157425691
13859,1011.8517157425691
13860,1011.8517157425691
13861,1011.8517157425691
13862,1011.8517157425691
13863,1011.8517157425691
13864,1011.8517157425691
13865,1011.8517157425691
13866,1011.8517157425691
13867,1011.8517157425691
13868,1011.8517157425691
13869,1011.8517157425691
13870,1011.8517157425691
13871,1011.8517157425691
13872,1011.8517157425691
13873,1011.8517157425691
13874,1011.8517157425691
13875,1011.8517157425691
13876,1011.8517157425691
13877,1011.8517157425691
13878,1009.4743863300639
13879,1009.4743863300639
13880,1009.4743863300639
13881,1009.4743863300639
13882,1009.4743863300639
13883,1009.4743863300639
13884,1009.4743863300639
13885,1009.4743863300639
13886,1009.4743863300639
13887,1009.4743863300639
13888,1009.4743863300639
13889,1009.4743863300639
13890,1009.4743863300639
13891,1009.4743863300639
13892,1009.4743863300639
13893,1009.4743863300639
13894,1009.4743863300639
13895,1009.4743863300639
13896,1009.4743863300639
13897,1009.4743863300639
13898,1009.4743863300639
13899,1009.4743863300639
13900,1009.4743863300639
13901,1009.4743863300639
13902,1009.4743863300639
13903,1009.4743863300639
13904,1009.4743863300639
13905,1009.4743863300639
13906,1009.4743863300639
13907,1009.4743863300639
13908,1009.4743863300639
13909,1009.4743863300639
13910,1009.4743863300639
13911,1009.4743863300639
13912,1009.4743863300639
13913,1009.4743863300639
13914,1009.4743863300639
13915,1009.4743863300639
13916,1009.4743863300639
13917,1009.4743863300639
13918,1009.4743863300639
13919,1009.4743863300639
13920,1009.4743863300639
13921,1009.4743863300639
13922,1009.4743863300639
13923,1009.4743863300639
13924,1009.4743863300639
13925,1009.4743863300639
13926,1009.4743863300639
13927,1009.4743863300639
13928,1009.4743863300639
13929,1009.4743863300639
13930,1009.4743863300639
13931,1009.4743863300639
13932,1009.4743863300639
13933,1009.4743863300639
13934,1009.4743863300639
13935,1009.4743863300639
13936,1009.4743863300639
13937,1009.4743863300639
13938,1009.4743863300639
13939,1009.4743863300639
13940,1009.4743863300639
13941,1009.4743863300639
13942,1009.4743863300639
13943,1009.4743863300639
13944,1009.4743863300639
13945,1009.4743863300639
13946,1009.4743863300639
13947,1009.4743863300639
13948,1009.4743863300639
13949,1009.4743863300639
13950,1009.4743863300639
13951,1009.4743863300639
13952,1009.4743863300639
13953,1009.4743863300639
13954,1009.4743863300639
13955,1009.4743863300639
13956,1009.4743863300639
13957,1009.4743863300639
13958,1009.4743863300639
13959,1009.4743863300639
13960,1009.4743863300639
13961,1009.4743863300639
13962,1009.4743863300639
13963,1009.4743863300639
13964,1009.4743863300639
13965,1009.4743863300639
13966,1009.4743863300639
13967,1009.4743863300639
13968,1009.4743863300639
13969,1011.6213512776212
13970,1011.6213512776212
13971,1011.6213512776212
13972,1011.6213512776212
13973,1011.6213512776212
13974,1011.6213512776212
13975,1011.6213512776212
13976,1011.6213512776212
13977,1011.6213512776212
13978,1011.6213512776212
13979,1011.6213512776212
13980,1011.6213512776212
13981,1011.6213512776212
13982,1011.6213512776212
13983,1011.6213512776212
13984,1011.6213512776212
13985,1011.6213512776212
13986,1011.6213512776212
13987,1011.6213512776212
13988,1011.6213512776212
13989,1011.6213512776212
13990,1011.6213512776212
13991,1011.6213512776212
13992,1011.6213512776212
13993,1011.6213512776212
13994,1011.6213512776212
13995,1011.6213512776212
13996,1011.6213512776212
13997,1011.6213512776212
13998,1011.6213512776212
13999,1011.6213512776212
14000,1011.6213512776212
14001,1011.6213512776212
14002,1011.6213512776212
14003,1011.6213512776212
14004,1011.6213512776212
14005,1011.6213512776212
14006,1011.6213512776212
14007,1011.6213512776212
14008,1011.6213512776212
14009,1011.6213512776212
14010,1011.6213512776212
14011,1011.6213512776212
14012,1011.6213512776212
14013,1011.6213512776212
14014,1011.6213512776212
14015,1011.6213512776212
14016,1011.6213512776212
14017,1011.6213512776212
14018,1011.6213512776212
14019,1011.6213512776212
14020,1011.6213512776212
14021,1011.6213512776212
14022,1011.6213512776212
14023,1011.6213512776212
14024,1011.6213512776212
14025,1011.6213512776212
14026,1011.6213512776212
14027,1011.6213512776212
14028,1011.6213512776212
14029,1011.6213512776212
14030,1011.6213512776212
14031,1011.6213512776212
14032,1011.6213512776212
14033,1011.6213512776212
14034,1011.6213512776212
14035,1011.6213512776212
14036,1011.6213512776212
14037,1011.6213512776212
14038,1011.6213512776212
14039,1011.6213512776212
14040,1011.6213512776212
14041,1011.6213512776212
14042,1011.6213512776212
14043,1011.6213512776212
14044,1011.6213512776212
14045,1011.6213512776212
14046,1011.6213512776212
14047,1011.6213512776212
14048,1011.6213512776212
14049,1011.6213512776212
14050,1011.6213512776212
14051,1011.6213512776212
14052,1011.6213512776212
14053,1011.6213512776212
14054,1011.6213512776212
14055,1011.6213512776212
14056,1011.6213512776212
14057,1011.6213512776212
14058,1011.6213512776212
14059,1011.6213512776212
14060,1011.1362041095804
14061,1011.1362041095804
14062,1011.1362041095804
14063,1011.1362041095804
14064,1011.1362041095804
14065,1011.1362041095804
14066,1011.1362041095804
14067,1011.1362041095804
14068,1011.1362041095804
14069,1011.1362041095804
14070,1011.1362041095804
14071,1011.1362041095804
14072,1011.1362041095804
14073,1011.1362041095804
14074,1011.1362041095804
14075,1011.1362041095804
14076,1011.1362041095804
14077,1011.1362041095804
14078,1011.1362041095804
14079,1011.1362041095804
14080,1011.1362041095804
14081,1011.1362041095804
14082,1011.1362041095804
14083,1011.1362041095804
14084,1011.1362041095804
14085,1011.1362041095804
14086,1011.1362041095804
14087,1011.1362041095804
14088,1011.1362041095804
14089,1011.1362041095804
14090,1011.1362041095804
14091,1011.1362041095804
14092,1011.1362041095804
14093,1011.1362041095804
14094,1011.1362041095804
14095,1011.1362041095804
14096,1011.1362041095804
14097,1011.1362041095804
14098,1011.1362041095804
14099,1011.1362041095804
14100,1011.1362041095804
14101,1011.1362041095804
14102,1011.1362041095804
14103,1011.1362041095804
14104,1011.1362041095804
14105,1011.1362041095804
14106,1011.1362041095804
14107,1011.1362041095804
14108,1011.1362041095804
14109,1011.1362041095804
14110,1011.1362041095804
14111,1011.1362041095804
14112,1011.1362041095804
14113,1011.1362041095804
14114,1011.1362041095804
14115,1011.1362041095804
14116,1011.1362041095804
14117,1011.1362041095804
14118,1011.1362041095804
14119,1011.1362041095804
14120,1011.1362041095804
14121,1011.1362041095804
14122,1011.1362041095804
14123,1011.1362041095804
14124,1011.1362041095804
14125,1011.1362041095804
14126,1011.1362041095804
14127,1011.1362041095804
14128,1011.1362041095804
14129,1011.1362041095804
14130,1011.1362041095804
14131,1011.1362041095804
14132,1011.1362041095804
14133,1011.1362041095804
14134,1011.1362041095804
14135,1011.1362041095804
14136,1011.1362041095804
14137,1011.1362041095804
14138,1011.1362041095804
14139,1011.1362041095804
14140,1011.1362041095804
14141,1011.1362041095804
14142,1011.1362041095804
14143,1011.1362041095804
14144,1011.1362041095804
14145,1011.1362041095804
14146,1011.1362041095804
14147,1011.1362041095804
14148,1011.1362041095804
14149,1011.1362041095804
14150,1011.1362041095804
14151,1011.1362041095804
14152,1012.6887261152096
14153,1012.6887261152096
14154,1012.6887261152096
14155,1012.6887261152096
14156,1012.6887261152096
14157,1012.6887261152096
14158,1012.6887261152096
14159,1012.6887261152096
14160,1012.6887261152096
14161,1012.6887261152096
14162,1012.6887261152096
14163,1012.6887261152096
14164,1012.6887261152096
14165,1012.6887261152096
14166,1012.6887261152096
14167,1012.6887261152096
14168,1012.6887261152096
14169,1012.6887261152096
14170,1012.6887261152096
14171,1012.6887261152096
14172,1012.6887261152096
14173,1012.6887261152096
14174,1012.6887261152096
14175,1012.6887261152096
14176,1012.6887261152096
14177,1012.6887261152096
14178,1012.6887261152096
14179,1012.6887261152096
14180,1012.6887261152096
14181,1012.6887261152096
14182,1012.6887261152096
14183,1012.6887261152096
14184,1012.6887261152096
14185,1012.6887261152096
14186,1012.6887261152096
14187,1012.6887261152096
14188,1012.6887261152096
14189,1012.6887261152096
14190,1012.6887261152096
14191,1012.6887261152096
14192,1012.6887261152096
14193,1012.6887261152096
14194,1012.6887261152096
14195,1012.6887261152096
14196,1012.6887261152096
14197,1012.6887261152096
14198,1012.6887261152096
14199,1012.6887261152096
14200,1012.6887261152096
14201,1012.6887261152096
14202,1012.6887261152096
14203,1012.6887261152096
14204,1012.6887261152096
14205,1012.6887261152096
14206,1012.6887261152096
14207,1012.6887261152096
14208,1012.6887261152096
14209,1012.6887261152096
14210,1012.6887261152096
14211,1012.6887261152096
14212,1012.6887261152096
14213,1012.6887261152096
