,INJCSP Index_ratio
10639,1064.8265614256354
10640,1064.8265614256354
10641,1064.8265614256354
10642,1064.8265614256354
10643,1064.8265614256354
10644,1064.8265614256354
10645,1064.8265614256354
10646,1064.8265614256354
10647,1064.8265614256354
10648,1064.8265614256354
10649,1064.8265614256354
10650,1064.8265614256354
10651,1064.8265614256354
10652,1064.8265614256354
10653,1064.8265614256354
10654,1064.8265614256354
10655,1064.8265614256354
10656,1064.8265614256354
10657,1064.8265614256354
10658,1064.8265614256354
10659,1064.8265614256354
10660,1064.8265614256354
10661,1064.8265614256354
10662,1064.8265614256354
10663,1064.8265614256354
10664,1064.8265614256354
10665,1064.8265614256354
10666,1064.8265614256354
10667,1064.8265614256354
10668,1064.8265614256354
10669,1064.8265614256354
10670,1064.8265614256354
10671,1064.8265614256354
10672,1064.8265614256354
10673,1064.8265614256354
10674,1064.8265614256354
10675,1064.8265614256354
10676,1064.8265614256354
10677,1064.8265614256354
10678,1064.8265614256354
10679,1064.8265614256354
10680,1064.8265614256354
10681,962.3440337862078
10682,962.3440337862078
10683,962.3440337862078
10684,962.3440337862078
10685,962.3440337862078
10686,962.3440337862078
10687,962.3440337862078
10688,962.3440337862078
10689,962.3440337862078
10690,962.3440337862078
10691,962.3440337862078
10692,962.3440337862078
10693,962.3440337862078
10694,962.3440337862078
10695,962.3440337862078
10696,962.3440337862078
10697,962.3440337862078
10698,962.3440337862078
10699,962.3440337862078
10700,962.3440337862078
10701,962.3440337862078
10702,962.3440337862078
10703,962.3440337862078
10704,962.3440337862078
10705,962.3440337862078
10706,962.3440337862078
10707,962.3440337862078
10708,962.3440337862078
10709,962.3440337862078
10710,962.3440337862078
10711,962.3440337862078
10712,962.3440337862078
10713,962.3440337862078
10714,962.3440337862078
10715,962.3440337862078
10716,962.3440337862078
10717,962.3440337862078
10718,962.3440337862078
10719,962.3440337862078
10720,962.3440337862078
10721,962.3440337862078
10722,962.3440337862078
10723,962.3440337862078
10724,962.3440337862078
10725,962.3440337862078
10726,962.3440337862078
10727,962.3440337862078
10728,962.3440337862078
10729,962.3440337862078
10730,962.3440337862078
10731,962.3440337862078
10732,962.3440337862078
10733,962.3440337862078
10734,962.3440337862078
10735,962.3440337862078
10736,962.3440337862078
10737,962.3440337862078
10738,962.3440337862078
10739,962.3440337862078
10740,962.3440337862078
10741,962.3440337862078
10742,962.3440337862078
10743,962.3440337862078
10744,962.3440337862078
10745,962.3440337862078
10746,962.3440337862078
10747,962.3440337862078
10748,962.3440337862078
10749,962.3440337862078
10750,962.3440337862078
10751,962.3440337862078
10752,962.3440337862078
10753,962.3440337862078
10754,962.3440337862078
10755,962.3440337862078
10756,962.3440337862078
10757,962.3440337862078
10758,962.3440337862078
10759,962.3440337862078
10760,962.3440337862078
10761,962.3440337862078
10762,962.3440337862078
10763,962.3440337862078
10764,962.3440337862078
10765,962.3440337862078
10766,962.3440337862078
10767,962.3440337862078
10768,962.3440337862078
10769,962.3440337862078
10770,962.3440337862078
10771,962.3440337862078
10772,1046.1397187013306
10773,1046.1397187013306
10774,1046.1397187013306
10775,1046.1397187013306
10776,1046.1397187013306
10777,1046.1397187013306
10778,1046.1397187013306
10779,1046.1397187013306
10780,1046.1397187013306
10781,1046.1397187013306
10782,1046.1397187013306
10783,1046.1397187013306
10784,1046.1397187013306
10785,1046.1397187013306
10786,1046.1397187013306
10787,1046.1397187013306
10788,1046.1397187013306
10789,1046.1397187013306
10790,1046.1397187013306
10791,1046.1397187013306
10792,1046.1397187013306
10793,1046.1397187013306
10794,1046.1397187013306
10795,1046.1397187013306
10796,1046.1397187013306
10797,1046.1397187013306
10798,1046.1397187013306
10799,1046.1397187013306
10800,1046.1397187013306
10801,1046.1397187013306
10802,1046.1397187013306
10803,1046.1397187013306
10804,1046.1397187013306
10805,1046.1397187013306
10806,1046.1397187013306
10807,1046.1397187013306
10808,1046.1397187013306
10809,1046.1397187013306
10810,1046.1397187013306
10811,1046.1397187013306
10812,1046.1397187013306
10813,1046.1397187013306
10814,1046.1397187013306
10815,1046.1397187013306
10816,1046.1397187013306
10817,1046.1397187013306
10818,1046.1397187013306
10819,1046.1397187013306
10820,1046.1397187013306
10821,1046.1397187013306
10822,1046.1397187013306
10823,1046.1397187013306
10824,1046.1397187013306
10825,1046.1397187013306
10826,1046.1397187013306
10827,1046.1397187013306
10828,1046.1397187013306
10829,1046.1397187013306
10830,1046.1397187013306
10831,1046.1397187013306
10832,1046.1397187013306
10833,1046.1397187013306
10834,1046.1397187013306
10835,1046.1397187013306
10836,1046.1397187013306
10837,1046.1397187013306
10838,1046.1397187013306
10839,1046.1397187013306
10840,1046.1397187013306
10841,1046.1397187013306
10842,1046.1397187013306
10843,1046.1397187013306
10844,1046.1397187013306
10845,1046.1397187013306
10846,1046.1397187013306
10847,1046.1397187013306
10848,1046.1397187013306
10849,1046.1397187013306
10850,1046.1397187013306
10851,1046.1397187013306
10852,1046.1397187013306
10853,1046.1397187013306
10854,1046.1397187013306
10855,1046.1397187013306
10856,1046.1397187013306
10857,1046.1397187013306
10858,1046.1397187013306
10859,1046.1397187013306
10860,1046.1397187013306
10861,1046.1397187013306
10862,1046.1397187013306
10863,1046.1397187013306
10864,1076.7956599055794
10865,1076.7956599055794
10866,1076.7956599055794
10867,1076.7956599055794
10868,1076.7956599055794
10869,1076.7956599055794
10870,1076.7956599055794
10871,1076.7956599055794
10872,1076.7956599055794
10873,1076.7956599055794
10874,1076.7956599055794
10875,1076.7956599055794
10876,1076.7956599055794
10877,1076.7956599055794
10878,1076.7956599055794
10879,1076.7956599055794
10880,1076.7956599055794
10881,1076.7956599055794
10882,1076.7956599055794
10883,1076.7956599055794
10884,1076.7956599055794
10885,1076.7956599055794
10886,1076.7956599055794
10887,1076.7956599055794
10888,1076.7956599055794
10889,1076.7956599055794
10890,1076.7956599055794
10891,1076.7956599055794
10892,1076.7956599055794
10893,1076.7956599055794
10894,1076.7956599055794
10895,1076.7956599055794
10896,1076.7956599055794
10897,1076.7956599055794
10898,1076.7956599055794
10899,1076.7956599055794
10900,1076.7956599055794
10901,1076.7956599055794
10902,1076.7956599055794
10903,1076.7956599055794
10904,1076.7956599055794
10905,1076.7956599055794
10906,1076.7956599055794
10907,1076.7956599055794
10908,1076.7956599055794
10909,1076.7956599055794
10910,1076.7956599055794
10911,1076.7956599055794
10912,1076.7956599055794
10913,1076.7956599055794
10914,1076.7956599055794
10915,1076.7956599055794
10916,1076.7956599055794
10917,1076.7956599055794
10918,1076.7956599055794
10919,1076.7956599055794
10920,1076.7956599055794
10921,1076.7956599055794
10922,1076.7956599055794
10923,1076.7956599055794
10924,1076.7956599055794
10925,1076.7956599055794
10926,1076.7956599055794
10927,1076.7956599055794
10928,1076.7956599055794
10929,1076.7956599055794
10930,1076.7956599055794
10931,1076.7956599055794
10932,1076.7956599055794
10933,1076.7956599055794
10934,1076.7956599055794
10935,1076.7956599055794
10936,1076.7956599055794
10937,1076.7956599055794
10938,1076.7956599055794
10939,1076.7956599055794
10940,1076.7956599055794
10941,1076.7956599055794
10942,1076.7956599055794
10943,1076.7956599055794
10944,1076.7956599055794
10945,1076.7956599055794
10946,1076.7956599055794
10947,1076.7956599055794
10948,1076.7956599055794
10949,1076.7956599055794
10950,1076.7956599055794
10951,1076.7956599055794
10952,1076.7956599055794
10953,1076.7956599055794
10954,1076.7956599055794
10955,1076.7956599055794
10956,1095.9482429406187
10957,1095.9482429406187
10958,1095.9482429406187
10959,1095.9482429406187
10960,1095.9482429406187
10961,1095.9482429406187
10962,1095.9482429406187
10963,1095.9482429406187
10964,1095.9482429406187
10965,1095.9482429406187
10966,1095.9482429406187
10967,1095.9482429406187
10968,1095.9482429406187
10969,1095.9482429406187
10970,1095.9482429406187
10971,1095.9482429406187
10972,1095.9482429406187
10973,1095.9482429406187
10974,1095.9482429406187
10975,1095.9482429406187
10976,1095.9482429406187
10977,1095.9482429406187
10978,1095.9482429406187
10979,1095.9482429406187
10980,1095.9482429406187
10981,1095.9482429406187
10982,1095.9482429406187
10983,1095.9482429406187
10984,1095.9482429406187
10985,1095.9482429406187
10986,1095.9482429406187
10987,1095.9482429406187
10988,1095.9482429406187
10989,1095.9482429406187
10990,1095.9482429406187
10991,1095.9482429406187
10992,1095.9482429406187
10993,1095.9482429406187
10994,1095.9482429406187
10995,1095.9482429406187
10996,1095.9482429406187
10997,1095.9482429406187
10998,1095.9482429406187
10999,1095.9482429406187
11000,1095.9482429406187
11001,1095.9482429406187
11002,1095.9482429406187
11003,1095.9482429406187
11004,1095.9482429406187
11005,1095.9482429406187
11006,1095.9482429406187
11007,1095.9482429406187
11008,1095.9482429406187
11009,1095.9482429406187
11010,1095.9482429406187
11011,1095.9482429406187
11012,1095.9482429406187
11013,1095.9482429406187
11014,1095.9482429406187
11015,1095.9482429406187
11016,1095.9482429406187
11017,1095.9482429406187
11018,1095.9482429406187
11019,1095.9482429406187
11020,1095.9482429406187
11021,1095.9482429406187
11022,1095.9482429406187
11023,1095.9482429406187
11024,1095.9482429406187
11025,1095.9482429406187
11026,1095.9482429406187
11027,1095.9482429406187
11028,1095.9482429406187
11029,1095.9482429406187
11030,1095.9482429406187
11031,1095.9482429406187
11032,1095.9482429406187
11033,1095.9482429406187
11034,1095.9482429406187
11035,1095.9482429406187
11036,1095.9482429406187
11037,1095.9482429406187
11038,1095.9482429406187
11039,1095.9482429406187
11040,1095.9482429406187
11041,1095.9482429406187
11042,1095.9482429406187
11043,1095.9482429406187
11044,1095.9482429406187
11045,1095.9482429406187
11046,1095.9482429406187
11047,1220.9986621608036
11048,1220.9986621608036
11049,1220.9986621608036
11050,1220.9986621608036
11051,1220.9986621608036
11052,1220.9986621608036
11053,1220.9986621608036
11054,1220.9986621608036
11055,1220.9986621608036
11056,1220.9986621608036
11057,1220.9986621608036
11058,1220.9986621608036
11059,1220.9986621608036
11060,1220.9986621608036
11061,1220.9986621608036
11062,1220.9986621608036
11063,1220.9986621608036
11064,1220.9986621608036
11065,1220.9986621608036
11066,1220.9986621608036
11067,1220.9986621608036
11068,1220.9986621608036
11069,1220.9986621608036
11070,1220.9986621608036
11071,1220.9986621608036
11072,1220.9986621608036
11073,1220.9986621608036
11074,1220.9986621608036
11075,1220.9986621608036
11076,1220.9986621608036
11077,1220.9986621608036
11078,1220.9986621608036
11079,1220.9986621608036
11080,1220.9986621608036
11081,1220.9986621608036
11082,1220.9986621608036
11083,1220.9986621608036
11084,1220.9986621608036
11085,1220.9986621608036
11086,1220.9986621608036
11087,1220.9986621608036
11088,1220.9986621608036
11089,1220.9986621608036
11090,1220.9986621608036
11091,1220.9986621608036
11092,1220.9986621608036
11093,1220.9986621608036
11094,1220.9986621608036
11095,1220.9986621608036
11096,1220.9986621608036
11097,1220.9986621608036
11098,1220.9986621608036
11099,1220.9986621608036
11100,1220.9986621608036
11101,1220.9986621608036
11102,1220.9986621608036
11103,1220.9986621608036
11104,1220.9986621608036
11105,1220.9986621608036
11106,1220.9986621608036
11107,1220.9986621608036
11108,1220.9986621608036
11109,1220.9986621608036
11110,1220.9986621608036
11111,1220.9986621608036
11112,1220.9986621608036
11113,1220.9986621608036
11114,1220.9986621608036
11115,1220.9986621608036
11116,1220.9986621608036
11117,1220.9986621608036
11118,1220.9986621608036
11119,1220.9986621608036
11120,1220.9986621608036
11121,1220.9986621608036
11122,1220.9986621608036
11123,1220.9986621608036
11124,1220.9986621608036
11125,1220.9986621608036
11126,1220.9986621608036
11127,1220.9986621608036
11128,1220.9986621608036
11129,1220.9986621608036
11130,1220.9986621608036
11131,1220.9986621608036
11132,1220.9986621608036
11133,1220.9986621608036
11134,1220.9986621608036
11135,1220.9986621608036
11136,1220.9986621608036
11137,1220.9986621608036
11138,1092.0898098936168
11139,1092.0898098936168
11140,1092.0898098936168
11141,1092.0898098936168
11142,1092.0898098936168
11143,1092.0898098936168
11144,1092.0898098936168
11145,1092.0898098936168
11146,1092.0898098936168
11147,1092.0898098936168
11148,1092.0898098936168
11149,1092.0898098936168
11150,1092.0898098936168
11151,1092.0898098936168
11152,1092.0898098936168
11153,1092.0898098936168
11154,1092.0898098936168
11155,1092.0898098936168
11156,1092.0898098936168
11157,1092.0898098936168
11158,1092.0898098936168
11159,1092.0898098936168
11160,1092.0898098936168
11161,1092.0898098936168
11162,1092.0898098936168
11163,1092.0898098936168
11164,1092.0898098936168
11165,1092.0898098936168
11166,1092.0898098936168
11167,1092.0898098936168
11168,1092.0898098936168
11169,1092.0898098936168
11170,1092.0898098936168
11171,1092.0898098936168
11172,1092.0898098936168
11173,1092.0898098936168
11174,1092.0898098936168
11175,1092.0898098936168
11176,1092.0898098936168
11177,1092.0898098936168
11178,1092.0898098936168
11179,1092.0898098936168
11180,1092.0898098936168
11181,1092.0898098936168
11182,1092.0898098936168
11183,1092.0898098936168
11184,1092.0898098936168
11185,1092.0898098936168
11186,1092.0898098936168
11187,1092.0898098936168
11188,1092.0898098936168
11189,1092.0898098936168
11190,1092.0898098936168
11191,1092.0898098936168
11192,1092.0898098936168
11193,1092.0898098936168
11194,1092.0898098936168
11195,1092.0898098936168
11196,1092.0898098936168
11197,1092.0898098936168
11198,1092.0898098936168
11199,1092.0898098936168
11200,1092.0898098936168
11201,1092.0898098936168
11202,1092.0898098936168
11203,1092.0898098936168
11204,1092.0898098936168
11205,1092.0898098936168
11206,1092.0898098936168
11207,1092.0898098936168
11208,1092.0898098936168
11209,1092.0898098936168
11210,1092.0898098936168
11211,1092.0898098936168
11212,1092.0898098936168
11213,1092.0898098936168
11214,1092.0898098936168
11215,1092.0898098936168
11216,1092.0898098936168
11217,1092.0898098936168
11218,1092.0898098936168
11219,1092.0898098936168
11220,1092.0898098936168
11221,1092.0898098936168
11222,1092.0898098936168
11223,1092.0898098936168
11224,1092.0898098936168
11225,1092.0898098936168
11226,1092.0898098936168
11227,1092.0898098936168
11228,1092.0898098936168
11229,1092.0898098936168
11230,880.0523157761894
11231,880.0523157761894
11232,880.0523157761894
11233,880.0523157761894
11234,880.0523157761894
11235,880.0523157761894
11236,880.0523157761894
11237,880.0523157761894
11238,880.0523157761894
11239,880.0523157761894
11240,880.0523157761894
11241,880.0523157761894
11242,880.0523157761894
