,INJCSP Index_ratio
13382,1004.9921467986039
13383,1004.9921467986039
13384,1004.9921467986039
13385,1004.9921467986039
13386,1004.9921467986039
13387,1004.9921467986039
13388,1004.9921467986039
13389,1004.9921467986039
13390,1004.9921467986039
13391,1004.9921467986039
13392,1004.9921467986039
13393,1004.9921467986039
13394,1004.9921467986039
13395,1004.9921467986039
13396,1004.9921467986039
13397,1004.9921467986039
13398,1004.9921467986039
13399,1004.9921467986039
13400,1004.9921467986039
13401,1004.9921467986039
13402,1004.9921467986039
13403,1004.9921467986039
13404,1004.9921467986039
13405,1004.9921467986039
13406,1004.9921467986039
13407,1004.9921467986039
13408,1004.9921467986039
13409,1004.9921467986039
13410,1004.9921467986039
13411,1004.9921467986039
13412,1004.9921467986039
13413,1004.9921467986039
13414,1004.9921467986039
13415,1004.9921467986039
13416,1004.9921467986039
13417,1004.9921467986039
13418,1004.9921467986039
13419,1004.9921467986039
13420,1004.9921467986039
13421,995.2536570183629
13422,995.2536570183629
13423,995.2536570183629
13424,995.2536570183629
13425,995.2536570183629
13426,995.2536570183629
13427,995.2536570183629
13428,995.2536570183629
13429,995.2536570183629
13430,995.2536570183629
13431,995.2536570183629
13432,995.2536570183629
13433,995.2536570183629
13434,995.2536570183629
13435,995.2536570183629
13436,995.2536570183629
13437,995.2536570183629
13438,995.2536570183629
13439,995.2536570183629
13440,995.2536570183629
13441,995.2536570183629
13442,995.2536570183629
13443,995.2536570183629
13444,995.2536570183629
13445,995.2536570183629
13446,995.2536570183629
13447,995.2536570183629
13448,995.2536570183629
13449,995.2536570183629
13450,995.2536570183629
13451,995.2536570183629
13452,995.2536570183629
13453,995.2536570183629
13454,995.2536570183629
13455,995.2536570183629
13456,995.2536570183629
13457,995.2536570183629
13458,995.2536570183629
13459,995.2536570183629
13460,995.2536570183629
13461,995.2536570183629
13462,995.2536570183629
13463,995.2536570183629
13464,995.2536570183629
13465,995.2536570183629
13466,995.2536570183629
13467,995.2536570183629
13468,995.2536570183629
13469,995.2536570183629
13470,995.2536570183629
13471,995.2536570183629
13472,995.2536570183629
13473,995.2536570183629
13474,995.2536570183629
13475,995.2536570183629
13476,995.2536570183629
13477,995.2536570183629
13478,995.2536570183629
13479,995.2536570183629
13480,995.2536570183629
13481,995.2536570183629
13482,995.2536570183629
13483,995.2536570183629
13484,995.2536570183629
13485,995.2536570183629
13486,995.2536570183629
13487,995.2536570183629
13488,995.2536570183629
13489,995.2536570183629
13490,995.2536570183629
13491,995.2536570183629
13492,995.2536570183629
13493,995.2536570183629
13494,995.2536570183629
13495,995.2536570183629
13496,995.2536570183629
13497,995.2536570183629
13498,995.2536570183629
13499,995.2536570183629
13500,995.2536570183629
13501,995.2536570183629
13502,995.2536570183629
13503,995.2536570183629
13504,995.2536570183629
13505,995.2536570183629
13506,995.2536570183629
13507,995.2536570183629
13508,995.2536570183629
13509,995.2536570183629
13510,995.2536570183629
13511,995.2536570183629
13512,995.2536570183629
13513,937.6150354255847
13514,937.6150354255847
13515,937.6150354255847
13516,937.6150354255847
13517,937.6150354255847
13518,937.6150354255847
13519,937.6150354255847
13520,937.6150354255847
13521,937.6150354255847
13522,937.6150354255847
13523,937.6150354255847
13524,937.6150354255847
13525,937.6150354255847
13526,937.6150354255847
13527,937.6150354255847
13528,937.6150354255847
13529,937.6150354255847
13530,937.6150354255847
13531,937.6150354255847
13532,937.6150354255847
13533,937.6150354255847
13534,937.6150354255847
13535,937.6150354255847
13536,937.6150354255847
13537,937.6150354255847
13538,937.6150354255847
13539,937.6150354255847
13540,937.6150354255847
13541,937.6150354255847
13542,937.6150354255847
13543,937.6150354255847
13544,937.6150354255847
13545,937.6150354255847
13546,937.6150354255847
13547,937.6150354255847
13548,937.6150354255847
13549,937.6150354255847
13550,937.6150354255847
13551,937.6150354255847
13552,937.6150354255847
13553,937.6150354255847
13554,937.6150354255847
13555,937.6150354255847
13556,937.6150354255847
13557,937.6150354255847
13558,937.6150354255847
13559,937.6150354255847
13560,937.6150354255847
13561,937.6150354255847
13562,937.6150354255847
13563,937.6150354255847
13564,937.6150354255847
13565,937.6150354255847
13566,937.6150354255847
13567,937.6150354255847
13568,937.6150354255847
13569,937.6150354255847
13570,937.6150354255847
13571,937.6150354255847
13572,937.6150354255847
13573,937.6150354255847
13574,937.6150354255847
13575,937.6150354255847
13576,937.6150354255847
13577,937.6150354255847
13578,937.6150354255847
13579,937.6150354255847
13580,937.6150354255847
13581,937.6150354255847
13582,937.6150354255847
13583,937.6150354255847
13584,937.6150354255847
13585,937.6150354255847
13586,937.6150354255847
13587,937.6150354255847
13588,937.6150354255847
13589,937.6150354255847
13590,937.6150354255847
13591,937.6150354255847
13592,937.6150354255847
13593,937.6150354255847
13594,937.6150354255847
13595,937.6150354255847
13596,937.6150354255847
13597,937.6150354255847
13598,937.6150354255847
13599,937.6150354255847
13600,937.6150354255847
13601,937.6150354255847
13602,937.6150354255847
13603,944.3064180765715
13604,944.3064180765715
13605,944.3064180765715
13606,944.3064180765715
13607,944.3064180765715
13608,944.3064180765715
13609,944.3064180765715
13610,944.3064180765715
13611,944.3064180765715
13612,944.3064180765715
13613,944.3064180765715
13614,944.3064180765715
13615,944.3064180765715
13616,944.3064180765715
13617,944.3064180765715
13618,944.3064180765715
13619,944.3064180765715
13620,944.3064180765715
13621,944.3064180765715
13622,944.3064180765715
13623,944.3064180765715
13624,944.3064180765715
13625,944.3064180765715
13626,944.3064180765715
13627,944.3064180765715
13628,944.3064180765715
13629,944.3064180765715
13630,944.3064180765715
13631,944.3064180765715
13632,944.3064180765715
13633,944.3064180765715
13634,944.3064180765715
13635,944.3064180765715
13636,944.3064180765715
13637,944.3064180765715
13638,944.3064180765715
13639,944.3064180765715
13640,944.3064180765715
13641,944.3064180765715
13642,944.3064180765715
13643,944.3064180765715
13644,944.3064180765715
13645,944.3064180765715
13646,944.3064180765715
13647,944.3064180765715
13648,944.3064180765715
13649,944.3064180765715
13650,944.3064180765715
13651,944.3064180765715
13652,944.3064180765715
13653,944.3064180765715
13654,944.3064180765715
13655,944.3064180765715
13656,944.3064180765715
13657,944.3064180765715
13658,944.3064180765715
13659,944.3064180765715
13660,944.3064180765715
13661,944.3064180765715
13662,944.3064180765715
13663,944.3064180765715
13664,944.3064180765715
13665,944.3064180765715
13666,944.3064180765715
13667,944.3064180765715
13668,944.3064180765715
13669,944.3064180765715
13670,944.3064180765715
13671,944.3064180765715
13672,944.3064180765715
13673,944.3064180765715
13674,944.3064180765715
13675,944.3064180765715
13676,944.3064180765715
13677,944.3064180765715
13678,944.3064180765715
13679,944.3064180765715
13680,944.3064180765715
13681,944.3064180765715
13682,944.3064180765715
13683,944.3064180765715
13684,944.3064180765715
13685,944.3064180765715
13686,944.3064180765715
13687,944.3064180765715
13688,944.3064180765715
13689,944.3064180765715
13690,944.3064180765715
13691,944.3064180765715
13692,944.3064180765715
13693,944.3064180765715
13694,943.0381220744742
13695,943.0381220744742
13696,943.0381220744742
13697,943.0381220744742
13698,943.0381220744742
13699,943.0381220744742
13700,943.0381220744742
13701,943.0381220744742
13702,943.0381220744742
13703,943.0381220744742
13704,943.0381220744742
13705,943.0381220744742
13706,943.0381220744742
13707,943.0381220744742
13708,943.0381220744742
13709,943.0381220744742
13710,943.0381220744742
13711,943.0381220744742
13712,943.0381220744742
13713,943.0381220744742
13714,943.0381220744742
13715,943.0381220744742
13716,943.0381220744742
13717,943.0381220744742
13718,943.0381220744742
13719,943.0381220744742
13720,943.0381220744742
13721,943.0381220744742
13722,943.0381220744742
13723,943.0381220744742
13724,943.0381220744742
13725,943.0381220744742
13726,943.0381220744742
13727,943.0381220744742
13728,943.0381220744742
13729,943.0381220744742
13730,943.0381220744742
13731,943.0381220744742
13732,943.0381220744742
13733,943.0381220744742
13734,943.0381220744742
13735,943.0381220744742
13736,943.0381220744742
13737,943.0381220744742
13738,943.0381220744742
13739,943.0381220744742
13740,943.0381220744742
13741,943.0381220744742
13742,943.0381220744742
13743,943.0381220744742
13744,943.0381220744742
13745,943.0381220744742
13746,943.0381220744742
13747,943.0381220744742
13748,943.0381220744742
13749,943.0381220744742
13750,943.0381220744742
13751,943.0381220744742
13752,943.0381220744742
13753,943.0381220744742
13754,943.0381220744742
13755,943.0381220744742
13756,943.0381220744742
13757,943.0381220744742
13758,943.0381220744742
13759,943.0381220744742
13760,943.0381220744742
13761,943.0381220744742
13762,943.0381220744742
13763,943.0381220744742
13764,943.0381220744742
13765,943.0381220744742
13766,943.0381220744742
13767,943.0381220744742
13768,943.0381220744742
13769,943.0381220744742
13770,943.0381220744742
13771,943.0381220744742
13772,943.0381220744742
13773,943.0381220744742
13774,943.0381220744742
13775,943.0381220744742
13776,943.0381220744742
13777,943.0381220744742
13778,943.0381220744742
13779,943.0381220744742
13780,943.0381220744742
13781,943.0381220744742
13782,943.0381220744742
13783,943.0381220744742
13784,943.0381220744742
13785,943.0381220744742
13786,942.8050463236743
13787,942.8050463236743
13788,942.8050463236743
13789,942.8050463236743
13790,942.8050463236743
13791,942.8050463236743
13792,942.8050463236743
13793,942.8050463236743
13794,942.8050463236743
13795,942.8050463236743
13796,942.8050463236743
13797,942.8050463236743
13798,942.8050463236743
13799,942.8050463236743
13800,942.8050463236743
13801,942.8050463236743
13802,942.8050463236743
13803,942.8050463236743
13804,942.8050463236743
13805,942.8050463236743
13806,942.8050463236743
13807,942.8050463236743
13808,942.8050463236743
13809,942.8050463236743
13810,942.8050463236743
13811,942.8050463236743
13812,942.8050463236743
13813,942.8050463236743
13814,942.8050463236743
13815,942.8050463236743
13816,942.8050463236743
13817,942.8050463236743
13818,942.8050463236743
13819,942.8050463236743
13820,942.8050463236743
13821,942.8050463236743
13822,942.8050463236743
13823,942.8050463236743
13824,942.8050463236743
13825,942.8050463236743
13826,942.8050463236743
13827,942.8050463236743
13828,942.8050463236743
13829,942.8050463236743
13830,942.8050463236743
13831,942.8050463236743
13832,942.8050463236743
13833,942.8050463236743
13834,942.8050463236743
13835,942.8050463236743
13836,942.8050463236743
13837,942.8050463236743
13838,942.8050463236743
13839,942.8050463236743
13840,942.8050463236743
13841,942.8050463236743
13842,942.8050463236743
13843,942.8050463236743
13844,942.8050463236743
13845,942.8050463236743
13846,942.8050463236743
13847,942.8050463236743
13848,942.8050463236743
13849,942.8050463236743
13850,942.8050463236743
13851,942.8050463236743
13852,942.8050463236743
13853,942.8050463236743
13854,942.8050463236743
13855,942.8050463236743
13856,942.8050463236743
13857,942.8050463236743
13858,942.8050463236743
13859,942.8050463236743
13860,942.8050463236743
13861,942.8050463236743
13862,942.8050463236743
13863,942.8050463236743
13864,942.8050463236743
13865,942.8050463236743
13866,942.8050463236743
13867,942.8050463236743
13868,942.8050463236743
13869,942.8050463236743
13870,942.8050463236743
13871,942.8050463236743
13872,942.8050463236743
13873,942.8050463236743
13874,942.8050463236743
13875,942.8050463236743
13876,942.8050463236743
13877,942.8050463236743
13878,1034.0503449423863
13879,1034.0503449423863
13880,1034.0503449423863
13881,1034.0503449423863
13882,1034.0503449423863
13883,1034.0503449423863
13884,1034.0503449423863
13885,1034.0503449423863
13886,1034.0503449423863
13887,1034.0503449423863
13888,1034.0503449423863
13889,1034.0503449423863
13890,1034.0503449423863
13891,1034.0503449423863
13892,1034.0503449423863
13893,1034.0503449423863
13894,1034.0503449423863
13895,1034.0503449423863
13896,1034.0503449423863
13897,1034.0503449423863
13898,1034.0503449423863
13899,1034.0503449423863
13900,1034.0503449423863
13901,1034.0503449423863
13902,1034.0503449423863
13903,1034.0503449423863
13904,1034.0503449423863
13905,1034.0503449423863
13906,1034.0503449423863
13907,1034.0503449423863
13908,1034.0503449423863
13909,1034.0503449423863
13910,1034.0503449423863
13911,1034.0503449423863
13912,1034.0503449423863
13913,1034.0503449423863
13914,1034.0503449423863
13915,1034.0503449423863
13916,1034.0503449423863
13917,1034.0503449423863
13918,1034.0503449423863
13919,1034.0503449423863
13920,1034.0503449423863
13921,1034.0503449423863
13922,1034.0503449423863
13923,1034.0503449423863
13924,1034.0503449423863
13925,1034.0503449423863
13926,1034.0503449423863
13927,1034.0503449423863
13928,1034.0503449423863
13929,1034.0503449423863
13930,1034.0503449423863
13931,1034.0503449423863
13932,1034.0503449423863
13933,1034.0503449423863
13934,1034.0503449423863
13935,1034.0503449423863
13936,1034.0503449423863
13937,1034.0503449423863
13938,1034.0503449423863
13939,1034.0503449423863
13940,1034.0503449423863
13941,1034.0503449423863
13942,1034.0503449423863
13943,1034.0503449423863
13944,1034.0503449423863
13945,1034.0503449423863
13946,1034.0503449423863
13947,1034.0503449423863
13948,1034.0503449423863
13949,1034.0503449423863
13950,1034.0503449423863
13951,1034.0503449423863
13952,1034.0503449423863
13953,1034.0503449423863
13954,1034.0503449423863
13955,1034.0503449423863
13956,1034.0503449423863
13957,1034.0503449423863
13958,1034.0503449423863
13959,1034.0503449423863
13960,1034.0503449423863
13961,1034.0503449423863
13962,1034.0503449423863
13963,1034.0503449423863
13964,1034.0503449423863
13965,1034.0503449423863
13966,1034.0503449423863
13967,1034.0503449423863
13968,1034.0503449423863
13969,960.470773413465
13970,960.470773413465
13971,960.470773413465
13972,960.470773413465
13973,960.470773413465
13974,960.470773413465
13975,960.470773413465
13976,960.470773413465
13977,960.470773413465
13978,960.470773413465
13979,960.470773413465
13980,960.470773413465
13981,960.470773413465
13982,960.470773413465
13983,960.470773413465
13984,960.470773413465
13985,960.470773413465
13986,960.470773413465
13987,960.470773413465
13988,960.470773413465
13989,960.470773413465
13990,960.470773413465
13991,960.470773413465
13992,960.470773413465
13993,960.470773413465
13994,960.470773413465
13995,960.470773413465
13996,960.470773413465
13997,960.470773413465
13998,960.470773413465
13999,960.470773413465
14000,960.470773413465
14001,960.470773413465
14002,960.470773413465
14003,960.470773413465
14004,960.470773413465
14005,960.470773413465
14006,960.470773413465
14007,960.470773413465
14008,960.470773413465
14009,960.470773413465
14010,960.470773413465
14011,960.470773413465
14012,960.470773413465
14013,960.470773413465
14014,960.470773413465
14015,960.470773413465
14016,960.470773413465
14017,960.470773413465
14018,960.470773413465
14019,960.470773413465
14020,960.470773413465
14021,960.470773413465
14022,960.470773413465
14023,960.470773413465
14024,960.470773413465
14025,960.470773413465
14026,960.470773413465
14027,960.470773413465
14028,960.470773413465
14029,960.470773413465
14030,960.470773413465
14031,960.470773413465
14032,960.470773413465
14033,960.470773413465
14034,960.470773413465
14035,960.470773413465
14036,960.470773413465
14037,960.470773413465
14038,960.470773413465
14039,960.470773413465
14040,960.470773413465
14041,960.470773413465
14042,960.470773413465
14043,960.470773413465
14044,960.470773413465
14045,960.470773413465
14046,960.470773413465
14047,960.470773413465
14048,960.470773413465
14049,960.470773413465
14050,960.470773413465
14051,960.470773413465
14052,960.470773413465
14053,960.470773413465
14054,960.470773413465
14055,960.470773413465
14056,960.470773413465
14057,960.470773413465
14058,960.470773413465
14059,960.470773413465
14060,1004.7350156349438
14061,1004.7350156349438
14062,1004.7350156349438
14063,1004.7350156349438
14064,1004.7350156349438
14065,1004.7350156349438
14066,1004.7350156349438
14067,1004.7350156349438
14068,1004.7350156349438
14069,1004.7350156349438
14070,1004.7350156349438
14071,1004.7350156349438
14072,1004.7350156349438
14073,1004.7350156349438
14074,1004.7350156349438
14075,1004.7350156349438
14076,1004.7350156349438
14077,1004.7350156349438
14078,1004.7350156349438
14079,1004.7350156349438
14080,1004.7350156349438
14081,1004.7350156349438
14082,1004.7350156349438
14083,1004.7350156349438
14084,1004.7350156349438
14085,1004.7350156349438
14086,1004.7350156349438
14087,1004.7350156349438
14088,1004.7350156349438
14089,1004.7350156349438
14090,1004.7350156349438
14091,1004.7350156349438
14092,1004.7350156349438
14093,1004.7350156349438
14094,1004.7350156349438
14095,1004.7350156349438
14096,1004.7350156349438
14097,1004.7350156349438
14098,1004.7350156349438
14099,1004.7350156349438
14100,1004.7350156349438
14101,1004.7350156349438
14102,1004.7350156349438
14103,1004.7350156349438
14104,1004.7350156349438
14105,1004.7350156349438
14106,1004.7350156349438
14107,1004.7350156349438
14108,1004.7350156349438
14109,1004.7350156349438
14110,1004.7350156349438
14111,1004.7350156349438
14112,1004.7350156349438
14113,1004.7350156349438
14114,1004.7350156349438
14115,1004.7350156349438
14116,1004.7350156349438
14117,1004.7350156349438
14118,1004.7350156349438
14119,1004.7350156349438
14120,1004.7350156349438
14121,1004.7350156349438
14122,1004.7350156349438
14123,1004.7350156349438
14124,1004.7350156349438
14125,1004.7350156349438
14126,1004.7350156349438
14127,1004.7350156349438
14128,1004.7350156349438
14129,1004.7350156349438
14130,1004.7350156349438
14131,1004.7350156349438
14132,1004.7350156349438
14133,1004.7350156349438
14134,1004.7350156349438
14135,1004.7350156349438
14136,1004.7350156349438
14137,1004.7350156349438
14138,1004.7350156349438
14139,1004.7350156349438
14140,1004.7350156349438
14141,1004.7350156349438
14142,1004.7350156349438
14143,1004.7350156349438
14144,1004.7350156349438
14145,1004.7350156349438
14146,1004.7350156349438
14147,1004.7350156349438
14148,1004.7350156349438
14149,1004.7350156349438
14150,1004.7350156349438
14151,1004.7350156349438
14152,969.1474427472918
14153,969.1474427472918
14154,969.1474427472918
14155,969.1474427472918
14156,969.1474427472918
14157,969.1474427472918
14158,969.1474427472918
14159,969.1474427472918
14160,969.1474427472918
14161,969.1474427472918
14162,969.1474427472918
14163,969.1474427472918
14164,969.1474427472918
14165,969.1474427472918
14166,969.1474427472918
14167,969.1474427472918
14168,969.1474427472918
14169,969.1474427472918
14170,969.1474427472918
14171,969.1474427472918
14172,969.1474427472918
14173,969.1474427472918
14174,969.1474427472918
14175,969.1474427472918
14176,969.1474427472918
14177,969.1474427472918
14178,969.1474427472918
14179,969.1474427472918
14180,969.1474427472918
14181,969.1474427472918
14182,969.1474427472918
14183,969.1474427472918
14184,969.1474427472918
14185,969.1474427472918
14186,969.1474427472918
14187,969.1474427472918
14188,969.1474427472918
14189,969.1474427472918
14190,969.1474427472918
14191,969.1474427472918
14192,969.1474427472918
14193,969.1474427472918
14194,969.1474427472918
14195,969.1474427472918
14196,969.1474427472918
14197,969.1474427472918
14198,969.1474427472918
14199,969.1474427472918
14200,969.1474427472918
14201,969.1474427472918
14202,969.1474427472918
14203,969.1474427472918
14204,969.1474427472918
14205,969.1474427472918
14206,969.1474427472918
14207,969.1474427472918
14208,969.1474427472918
14209,969.1474427472918
14210,969.1474427472918
14211,969.1474427472918
14212,969.1474427472918
14213,969.1474427472918
14214,969.1474427472918
14215,969.1474427472918
14216,969.1474427472918
14217,969.1474427472918
14218,969.1474427472918
14219,969.1474427472918
14220,969.1474427472918
14221,969.1474427472918
14222,969.1474427472918
14223,969.1474427472918
14224,969.1474427472918
14225,969.1474427472918
14226,969.1474427472918
14227,969.1474427472918
14228,969.1474427472918
14229,969.1474427472918
14230,969.1474427472918
14231,969.1474427472918
14232,969.1474427472918
14233,969.1474427472918
14234,969.1474427472918
14235,969.1474427472918
14236,969.1474427472918
14237,969.1474427472918
14238,969.1474427472918
14239,969.1474427472918
14240,969.1474427472918
14241,969.1474427472918
14242,969.1474427472918
14243,969.1474427472918
14244,1045.0625224452638
14245,1045.0625224452638
14246,1045.0625224452638
14247,1045.0625224452638
14248,1045.0625224452638
14249,1045.0625224452638
14250,1045.0625224452638
14251,1045.0625224452638
14252,1045.0625224452638
14253,1045.0625224452638
14254,1045.0625224452638
14255,1045.0625224452638
14256,1045.0625224452638
14257,1045.0625224452638
14258,1045.0625224452638
14259,1045.0625224452638
14260,1045.0625224452638
14261,1045.0625224452638
14262,1045.0625224452638
14263,1045.0625224452638
14264,1045.0625224452638
14265,1045.0625224452638
14266,1045.0625224452638
14267,1045.0625224452638
14268,1045.0625224452638
14269,1045.0625224452638
14270,1045.0625224452638
14271,1045.0625224452638
14272,1045.0625224452638
14273,1045.0625224452638
14274,1045.0625224452638
14275,1045.0625224452638
14276,1045.0625224452638
14277,1045.0625224452638
14278,1045.0625224452638
14279,1045.0625224452638
14280,1045.0625224452638
14281,1045.0625224452638
14282,1045.0625224452638
14283,1045.0625224452638
14284,1045.0625224452638
14285,1045.0625224452638
14286,1045.0625224452638
14287,1045.0625224452638
14288,1045.0625224452638
14289,1045.0625224452638
14290,1045.0625224452638
14291,1045.0625224452638
14292,1045.0625224452638
14293,1045.0625224452638
14294,1045.0625224452638
14295,1045.0625224452638
14296,1045.0625224452638
14297,1045.0625224452638
14298,1045.0625224452638
14299,1045.0625224452638
14300,1045.0625224452638
14301,1045.0625224452638
14302,1045.0625224452638
14303,1045.0625224452638
14304,1045.0625224452638
14305,1045.0625224452638
14306,1045.0625224452638
14307,1045.0625224452638
14308,1045.0625224452638
14309,1045.0625224452638
14310,1045.0625224452638
14311,1045.0625224452638
14312,1045.0625224452638
14313,1045.0625224452638
14314,1045.0625224452638
14315,1045.0625224452638
14316,1045.0625224452638
14317,1045.0625224452638
14318,1045.0625224452638
14319,1045.0625224452638
14320,1045.0625224452638
14321,1045.0625224452638
14322,1045.0625224452638
14323,1045.0625224452638
14324,1045.0625224452638
14325,1045.0625224452638
14326,1045.0625224452638
14327,1045.0625224452638
14328,1045.0625224452638
14329,1045.0625224452638
14330,1045.0625224452638
14331,1045.0625224452638
14332,1045.0625224452638
14333,1045.0625224452638
14334,1001.4395074558331
14335,1001.4395074558331
14336,1001.4395074558331
14337,1001.4395074558331
14338,1001.4395074558331
14339,1001.4395074558331
14340,1001.4395074558331
14341,1001.4395074558331
14342,1001.4395074558331
14343,1001.4395074558331
14344,1001.4395074558331
14345,1001.4395074558331
14346,1001.4395074558331
14347,1001.4395074558331
14348,1001.4395074558331
14349,1001.4395074558331
14350,1001.4395074558331
14351,1001.4395074558331
14352,1001.4395074558331
14353,1001.4395074558331
14354,1001.4395074558331
14355,1001.4395074558331
14356,1001.4395074558331
14357,1001.4395074558331
14358,1001.4395074558331
14359,1001.4395074558331
14360,1001.4395074558331
14361,1001.4395074558331
14362,1001.4395074558331
14363,1001.4395074558331
14364,1001.4395074558331
14365,1001.4395074558331
14366,1001.4395074558331
14367,1001.4395074558331
14368,1001.4395074558331
14369,1001.4395074558331
14370,1001.4395074558331
14371,1001.4395074558331
14372,1001.4395074558331
14373,1001.4395074558331
14374,1001.4395074558331
14375,1001.4395074558331
14376,1001.4395074558331
14377,1001.4395074558331
14378,1001.4395074558331
14379,1001.4395074558331
14380,1001.4395074558331
14381,1001.4395074558331
14382,1001.4395074558331
14383,1001.4395074558331
14384,1001.4395074558331
14385,1001.4395074558331
14386,1001.4395074558331
14387,1001.4395074558331
14388,1001.4395074558331
14389,1001.4395074558331
14390,1001.4395074558331
14391,1001.4395074558331
14392,1001.4395074558331
14393,1001.4395074558331
14394,1001.4395074558331
14395,1001.4395074558331
14396,1001.4395074558331
14397,1001.4395074558331
14398,1001.4395074558331
14399,1001.4395074558331
14400,1001.4395074558331
14401,1001.4395074558331
14402,1001.4395074558331
14403,1001.4395074558331
14404,1001.4395074558331
14405,1001.4395074558331
14406,1001.4395074558331
14407,1001.4395074558331
14408,1001.4395074558331
14409,1001.4395074558331
14410,1001.4395074558331
14411,1001.4395074558331
14412,1001.4395074558331
14413,1001.4395074558331
14414,1001.4395074558331
14415,1001.4395074558331
14416,1001.4395074558331
14417,1001.4395074558331
14418,1001.4395074558331
14419,1001.4395074558331
14420,1001.4395074558331
14421,1001.4395074558331
14422,1001.4395074558331
14423,1001.4395074558331
14424,1001.4395074558331
14425,1044.0175707300086
14426,1044.0175707300086
14427,1044.0175707300086
14428,1044.0175707300086
14429,1044.0175707300086
14430,1044.0175707300086
14431,1044.0175707300086
14432,1044.0175707300086
14433,1044.0175707300086
14434,1044.0175707300086
14435,1044.0175707300086
14436,1044.0175707300086
14437,1044.0175707300086
14438,1044.0175707300086
14439,1044.0175707300086
14440,1044.0175707300086
14441,1044.0175707300086
14442,1044.0175707300086
14443,1044.0175707300086
14444,1044.0175707300086
14445,1044.0175707300086
14446,1044.0175707300086
14447,1044.0175707300086
14448,1044.0175707300086
14449,1044.0175707300086
14450,1044.0175707300086
14451,1044.0175707300086
14452,1044.0175707300086
14453,1044.0175707300086
14454,1044.0175707300086
14455,1044.0175707300086
14456,1044.0175707300086
14457,1044.0175707300086
14458,1044.0175707300086
14459,1044.0175707300086
14460,1044.0175707300086
14461,1044.0175707300086
14462,1044.0175707300086
14463,1044.0175707300086
14464,1044.0175707300086
14465,1044.0175707300086
14466,1044.0175707300086
14467,1044.0175707300086
14468,1044.0175707300086
14469,1044.0175707300086
14470,1044.0175707300086
14471,1044.0175707300086
14472,1044.0175707300086
14473,1044.0175707300086
14474,1044.0175707300086
14475,1044.0175707300086
14476,1044.0175707300086
14477,1044.0175707300086
14478,1044.0175707300086
14479,1044.0175707300086
14480,1044.0175707300086
14481,1044.0175707300086
14482,1044.0175707300086
14483,1044.0175707300086
14484,1044.0175707300086
14485,1044.0175707300086
14486,1044.0175707300086
14487,1044.0175707300086
14488,1044.0175707300086
14489,1044.0175707300086
14490,1044.0175707300086
14491,1044.0175707300086
14492,1044.0175707300086
14493,1044.0175707300086
14494,1044.0175707300086
14495,1044.0175707300086
14496,1044.0175707300086
14497,1044.0175707300086
14498,1044.0175707300086
14499,1044.0175707300086
14500,1044.0175707300086
14501,1044.0175707300086
14502,1044.0175707300086
14503,1044.0175707300086
14504,1044.0175707300086
14505,1044.0175707300086
14506,1044.0175707300086
14507,1044.0175707300086
14508,1044.0175707300086
14509,1044.0175707300086
14510,1044.0175707300086
14511,1044.0175707300086
14512,1044.0175707300086
14513,1044.0175707300086
14514,1044.0175707300086
14515,1044.0175707300086
14516,1044.0175707300086
14517,1037.386783539526
14518,1037.386783539526
14519,1037.386783539526
14520,1037.386783539526
14521,1037.386783539526
14522,1037.386783539526
14523,1037.386783539526
14524,1037.386783539526
14525,1037.386783539526
14526,1037.386783539526
14527,1037.386783539526
14528,1037.386783539526
14529,1037.386783539526
14530,1037.386783539526
14531,1037.386783539526
14532,1037.386783539526
14533,1037.386783539526
14534,1037.386783539526
14535,1037.386783539526
14536,1037.386783539526
14537,1037.386783539526
14538,1037.386783539526
14539,1037.386783539526
14540,1037.386783539526
14541,1037.386783539526
14542,1037.386783539526
14543,1037.386783539526
14544,1037.386783539526
14545,1037.386783539526
14546,1037.386783539526
14547,1037.386783539526
14548,1037.386783539526
14549,1037.386783539526
14550,1037.386783539526
14551,1037.386783539526
14552,1037.386783539526
14553,1037.386783539526
14554,1037.386783539526
14555,1037.386783539526
14556,1037.386783539526
14557,1037.386783539526
14558,1037.386783539526
14559,1037.386783539526
14560,1037.386783539526
14561,1037.386783539526
14562,1037.386783539526
14563,1037.386783539526
14564,1037.386783539526
14565,1037.386783539526
14566,1037.386783539526
14567,1037.386783539526
14568,1037.386783539526
14569,1037.386783539526
14570,1037.386783539526
14571,1037.386783539526
14572,1037.386783539526
14573,1037.386783539526
14574,1037.386783539526
14575,1037.386783539526
14576,1037.386783539526
14577,1037.386783539526
14578,1037.386783539526
14579,1037.386783539526
14580,1037.386783539526
14581,1037.386783539526
14582,1037.386783539526
14583,1037.386783539526
14584,1037.386783539526
14585,1037.386783539526
14586,1037.386783539526
14587,1037.386783539526
14588,1037.386783539526
14589,1037.386783539526
14590,1037.386783539526
14591,1037.386783539526
14592,1037.386783539526
14593,1037.386783539526
14594,1037.386783539526
14595,1037.386783539526
14596,1037.386783539526
14597,1037.386783539526
14598,1037.386783539526
14599,1037.386783539526
14600,1037.386783539526
14601,1037.386783539526
14602,1037.386783539526
14603,1037.386783539526
14604,1037.386783539526
14605,1037.386783539526
14606,1037.386783539526
14607,1037.386783539526
14608,1037.386783539526
14609,1033.1699899599191
14610,1033.1699899599191
14611,1033.1699899599191
14612,1033.1699899599191
14613,1033.1699899599191
14614,1033.1699899599191
14615,1033.1699899599191
