Date,GDP PIQQ Index_ratio_annual
1981-05-12,1154.5029995768664
1981-05-13,1154.4944454318654
1981-05-14,1154.485899384314
1981-05-15,1154.4773614227188
1981-05-16,1154.4688315356095
1981-05-17,1154.460309711538
1981-05-18,1154.4517959390757
1981-05-19,1154.4432902068186
1981-05-20,1154.4347925033812
1981-05-21,1154.4263028174023
1981-05-22,1154.4178211375392
1981-05-23,1154.4093474524734
1981-05-24,1154.4008817509052
1981-05-25,1154.3924240215588
1981-05-26,1154.383974253177
1981-05-27,1154.3755324345261
1981-05-28,1154.3670985543913
1981-05-29,1154.358672601581
1981-05-30,1154.350254564923
1981-05-31,1154.3418444332676
1981-06-01,1154.3334421954842
1981-06-02,1154.325047840464
1981-06-03,1154.31666135712
1981-06-04,1154.3082827343849
1981-06-05,1154.2999119612118
1981-06-06,1154.2915490265752
1981-06-07,1154.2831939194698
1981-06-08,1154.274846628912
1981-06-09,1154.266507143937
1981-06-10,1154.2581754536018
1981-06-11,1154.2498515469829
1981-06-12,1154.2415354131783
1981-06-13,1154.2332270413056
1981-06-14,1154.224926420503
1981-06-15,1154.2166335399286
1981-06-16,1154.208348388761
1981-06-17,1154.2000709561985
1981-06-18,1154.1918012314607
1981-06-19,1154.183539203786
1981-06-20,1154.175284862434
1981-06-21,1154.1670381966826
1981-06-22,1154.1587991958309
1981-06-23,1154.1505678491978
1981-06-24,1154.1423441461222
1981-06-25,1154.1341280759618
1981-06-26,1154.125919628095
1981-06-27,1154.117718791919
1981-06-28,1154.109525556852
1981-06-29,1154.1013399123306
1981-06-30,1154.0931618478119
1981-07-01,1153.8875382561782
1981-07-02,1153.6818003551261
1981-07-03,1153.47594804931
1981-07-04,1153.2699812432772
1981-07-05,1153.0638998414697
1981-07-06,1152.8577037482225
1981-07-07,1152.6513928677643
1981-07-08,1152.4449671042175
1981-07-09,1152.2384263615968
1981-07-10,1152.0317705438113
1981-07-11,1151.8249995546607
1981-07-12,1151.6181132978404
1981-07-13,1151.4111116769363
1981-07-14,1151.2039945954273
1981-07-15,1150.996761956685
1981-07-16,1150.7894136639725
1981-07-17,1150.5819496204454
1981-07-18,1150.3743697291509
1981-07-19,1150.1666738930276
1981-07-20,1149.9588620149068
1981-07-21,1149.7509339975093
1981-07-22,1149.5428897434492
1981-07-23,1149.3347291552298
1981-07-24,1149.1264521352468
1981-07-25,1148.9180585857864
1981-07-26,1148.7095484090244
1981-07-27,1148.5009215070284
1981-07-28,1148.2921777817553
1981-07-29,1148.0833171350525
1981-07-30,1147.8743394686585
1981-07-31,1147.6652446841997
1981-08-01,1147.4560326831936
1981-08-02,1147.2467033670464
1981-08-03,1147.037256637055
1981-08-04,1146.8276923944036
1981-08-05,1146.6180105401677
1981-08-06,1146.4082109753097
1981-08-07,1146.1982936006818
1981-08-08,1145.9882583170252
1981-08-09,1145.778105024969
1981-08-10,1145.5678336250298
1981-08-11,1145.3574440176149
1981-08-12,1145.1469361030156
1981-08-13,1144.936309781415
1981-08-14,1144.725564952882
1981-08-15,1144.5147015173727
1981-08-16,1144.3037193747318
1981-08-17,1144.0926184246898
1981-08-18,1143.8813985668648
1981-08-19,1143.670059700763
1981-08-20,1143.458601725775
1981-08-21,1143.2470245411805
1981-08-22,1143.0353280461427
1981-08-23,1142.823512139714
1981-08-24,1142.6115767208305
1981-08-25,1142.3995216883166
1981-08-26,1142.1873469408802
1981-08-27,1141.9750523771152
1981-08-28,1141.7626378955026
1981-08-29,1141.5501033944067
1981-08-30,1141.3374487720782
1981-08-31,1141.1246739266523
1981-09-01,1140.9117787561488
1981-09-02,1140.6987631584727
1981-09-03,1140.4856270314122
1981-09-04,1140.2723702726416
1981-09-05,1140.0589927797182
1981-09-06,1139.845494450083
1981-09-07,1139.631875181062
1981-09-08,1139.4181348698637
1981-09-09,1139.2042734135803
1981-09-10,1138.9902907091887
1981-09-11,1138.7761866535463
1981-09-12,1138.561961143396
1981-09-13,1138.3476140753617
1981-09-14,1138.1331453459518
1981-09-15,1137.9185548515547
1981-09-16,1137.7038424884438
1981-09-17,1137.489008152773
1981-09-18,1137.2740517405782
1981-09-19,1137.058973147778
1981-09-20,1136.843772270172
1981-09-21,1136.6284490034407
1981-09-22,1136.4130032431478
1981-09-23,1136.1974348847361
1981-09-24,1135.9817438235307
1981-09-25,1135.7659299547365
1981-09-26,1135.5499931734403
1981-09-27,1135.3339333746078
1981-09-28,1135.1177504530863
1981-09-29,1134.901444303603
1981-09-30,1134.6850148207645
1981-10-01,1133.7182367893674
1981-10-02,1132.752132023036
1981-10-03,1131.7866998187214
1981-10-04,1130.8219394743537
1981-10-05,1129.8578502888392
1981-10-06,1128.8944315620597
1981-10-07,1127.9316825948704
1981-10-08,1126.9696026890979
1981-10-09,1126.0081911475395
1981-10-10,1125.0474472739604
1981-10-11,1124.087370373092
1981-10-12,1123.1279597506327
1981-10-13,1122.1692147132412
1981-10-14,1121.2111345685405
1981-10-15,1120.2537186251125
1981-10-16,1119.2969661924972
1981-10-17,1118.340876581192
1981-10-18,1117.3854491026489
1981-10-19,1116.4306830692726
1981-10-20,1115.476577794421
1981-10-21,1114.5231325924012
1981-10-22,1113.5703467784688
1981-10-23,1112.6182196688258
1981-10-24,1111.6667505806204
1981-10-25,1110.7159388319428
1981-10-26,1109.765783741827
1981-10-27,1108.8162846302457
1981-10-28,1107.8674408181105
1981-10-29,1106.9192516272713
1981-10-30,1105.971716380511
1981-10-31,1105.0248344015488
1981-11-01,1104.0786050150352
1981-11-02,1103.1330275465502
1981-11-03,1102.1881013226046
1981-11-04,1101.2438256706346
1981-11-05,1100.300199919004
1981-11-06,1099.357223397
1981-11-07,1098.4148954348323
1981-11-08,1097.4732153636317
1981-11-09,1096.5321825154485
1981-11-10,1095.5917962232509
1981-11-11,1094.6520558209238
1981-11-12,1093.7129606432654
1981-11-13,1092.774510025989
1981-11-14,1091.8367033057175
1981-11-15,1090.8995398199852
1981-11-16,1089.9630189072352
1981-11-17,1089.0271399068151
1981-11-18,1088.0919021589807
1981-11-19,1087.15730500489
1981-11-20,1086.2233477866032
1981-11-21,1085.2900298470825
1981-11-22,1084.3573505301874
1981-11-23,1083.4253091806763
1981-11-24,1082.4939051442034
1981-11-25,1081.563137767317
1981-11-26,1080.6330063974597
1981-11-27,1079.703510382964
1981-11-28,1078.774649073053
1981-11-29,1077.8464218178387
1981-11-30,1076.9188279683199
1981-12-01,1075.9918668763805
1981-12-02,1075.065537894788
1981-12-03,1074.1398403771934
1981-12-04,1073.2147736781274
1981-12-05,1072.290337153001
1981-12-06,1071.3665301581032
1981-12-07,1070.4433520505984
1981-12-08,1069.5208021885267
1981-12-09,1068.5988799308018
1981-12-10,1067.6775846372086
1981-12-11,1066.7569156684033
1981-12-12,1065.8368723859112
1981-12-13,1064.9174541521238
1981-12-14,1063.9986603302998
1981-12-15,1063.080490284562
1981-12-16,1062.1629433798971
1981-12-17,1061.2460189821522
1981-12-18,1060.3297164580356
1981-12-19,1059.4140351751137
1981-12-20,1058.4989745018108
1981-12-21,1057.584533807406
1981-12-22,1056.6707124620339
1981-12-23,1055.7575098366817
1981-12-24,1054.8449253031874
1981-12-25,1053.9329582342398
1981-12-26,1053.0216080033763
1981-12-27,1052.1108739849808
1981-12-28,1051.200755554284
1981-12-29,1050.2912520873597
1981-12-30,1049.3823629611252
1981-12-31,1048.4740875533391
1982-01-01,1045.9949240689264
1982-01-02,1043.5212271502462
1982-01-03,1041.0529787365112
1982-01-04,1038.5901608464058
1982-01-05,1036.1327555776518
1982-01-06,1033.680745106573
1982-01-07,1031.2341116876648
1982-01-08,1028.792837653166
1982-01-09,1026.356905412635
1982-01-10,1023.9262974525229
1982-01-11,1021.5009963357608
1982-01-12,1019.0809847013359
1982-01-13,1016.6662452638816
1982-01-14,1014.2567608132645
1982-01-15,1011.8525142141744
1982-01-16,1009.4534884057211
1982-01-17,1007.0596664010277
1982-01-18,1004.6710312868317
1982-01-19,1002.2875662230862
1982-01-20,999.9092544425627
1982-01-21,997.5360792504604
1982-01-22,995.168024024014
1982-01-23,992.8050722121059
1982-01-24,990.4472073348802
1982-01-25,988.0944129833605
1982-01-26,985.7466728190684
1982-01-27,983.4039705736457
1982-01-28,981.0662900484789
1982-01-29,978.7336151143251
1982-01-30,976.4059297109415
1982-01-31,974.0832178467172
1982-02-01,971.7654635983059
1982-02-02,969.4526511102627
1982-02-03,967.1447645946837
1982-02-04,964.8417883308445
1982-02-05,962.5437066648443
1982-02-06,960.2505040092517
1982-02-07,957.9621648427517
1982-02-08,955.6786737097954
1982-02-09,953.4000152202527
1982-02-10,951.1261740490661
1982-02-11,948.8571349359065
1982-02-12,946.5928826848334
1982-02-13,944.3334021639546
1982-02-14,942.0786783050884
1982-02-15,939.8286961034305
1982-02-16,937.5834406172198
1982-02-17,935.3428969674077
1982-02-18,933.1070503373303
1982-02-19,930.8758859723808
1982-02-20,928.6493891796861
1982-02-21,926.4275453277822
1982-02-22,924.2103398462958
1982-02-23,921.9977582256256
1982-02-24,919.7897860166241
1982-02-25,917.5864088302848
1982-02-26,915.3876123374292
1982-02-27,913.1933822683958
1982-02-28,911.0037044127309
1982-03-01,908.4535487593768
1982-03-02,906.2716163246483
1982-03-03,904.0942070712887
1982-03-04,901.9213069489186
1982-03-05,899.7529019652912
1982-03-06,897.5889781859931
1982-03-07,895.4295217341436
1982-03-08,893.274518790101
1982-03-09,891.1239555911641
1982-03-10,888.9778184312826
1982-03-11,886.8360936607652
1982-03-12,884.698767685988
1982-03-13,882.5658269691097
1982-03-14,880.4372580277842
1982-03-15,878.3130474348764
1982-03-16,876.1931818181819
1982-03-17,874.0776478601429
1982-03-18,871.9664322975732
1982-03-19,869.8595219213776
1982-03-20,867.7569035762787
1982-03-21,865.6585641605428
1982-03-22,863.564490625706
1982-03-23,861.474669976306
1982-03-24,859.3890892696123
1982-03-25,857.3077356153586
1982-03-26,855.2305961754782
1982-03-27,853.1576581638387
1982-03-28,851.0889088459812
1982-03-29,849.0243355388584
1982-03-30,846.9639256105755
1982-03-31,844.9076664801343
1982-04-01,843.0517101546549
1982-04-02,841.1975177503214
1982-04-03,839.3450867536532
1982-04-04,837.4944146559426
1982-04-05,835.6454989532451
1982-04-06,833.7983371463644
1982-04-07,831.952926740846
1982-04-08,830.1092652469616
1982-04-09,828.2673501797009
1982-04-10,826.4271790587582
1982-04-11,824.5887494085227
1982-04-12,822.7520587580681
1982-04-13,820.9171046411391
1982-04-14,819.0838845961422
1982-04-15,817.2523961661342
1982-04-16,815.4226368988113
1982-04-17,813.5946043464985
1982-04-18,811.7682960661377
1982-04-19,809.9437096192775
1982-04-20,808.1208425720622
1982-04-21,806.2996924952212
1982-04-22,804.4802569640582
1982-04-23,802.6625335584401
1982-04-24,800.8465198627863
1982-04-25,799.0322134660582
1982-04-26,797.2196119617488
1982-04-27,795.4087129478714
1982-04-28,793.5995140269495
1982-04-29,791.7920128060056
1982-04-30,789.9862068965516
1982-05-01,788.1820939145779
1982-05-02,786.3796714805422
1982-05-03,784.5789372193603
1982-05-04,782.7798887603944
1982-05-05,780.9825237374432
1982-05-06,779.1868397887323
1982-05-07,777.3928345569028
1982-05-08,775.6005056890011
1982-05-09,773.8098508364695
1982-05-10,772.0208676551346
1982-05-11,770.2335538051979
1982-05-12,768.4479069512261
1982-05-13,766.6639247621398
1982-05-14,764.8816049112037
1982-05-15,763.100945076017
1982-05-16,761.3219429385028
1982-05-17,759.5445961848982
1982-05-18,757.7689025057447
1982-05-19,755.9948595958765
1982-05-20,754.2224651544137
1982-05-21,752.4517168847487
1982-05-22,750.6826124945391
1982-05-23,748.9151496956961
1982-05-24,747.1493262043756
1982-05-25,745.3851397409679
1982-05-26,743.6225880300882
1982-05-27,741.8616688005666
1982-05-28,740.102379785438
1982-05-29,738.3447187219333
1982-05-30,736.588683351469
1982-05-31,734.8342714196372
1982-06-01,733.0814806761971
1982-06-02,731.3303088750644
1982-06-03,729.580753774302
1982-06-04,727.8328131361106
1982-06-05,726.0864847268189
1982-06-06,724.341766316874
1982-06-07,722.5986556808325
1982-06-08,720.8571505973504
1982-06-09,719.1172488491741
1982-06-10,717.3789482231304
1982-06-11,715.642246510118
1982-06-12,713.9071415050972
1982-06-13,712.1736310070814
1982-06-14,710.4417128191272
1982-06-15,708.7113847483256
1982-06-16,706.9826446057924
1982-06-17,705.2554902066584
1982-06-18,703.5299193700617
1982-06-19,701.8059299191375
1982-06-20,700.0835196810086
1982-06-21,698.3626864867776
1982-06-22,696.6434281715165
1982-06-23,694.9257425742574
1982-06-24,693.2096275379857
1982-06-25,691.4950809096285
1982-06-26,689.7821005400466
1982-06-27,688.0706842840262
1982-06-28,686.3608300002684
1982-06-29,684.6525355513818
1982-06-30,682.9457988038727
1982-07-01,682.6401931848671
1982-07-02,682.3343086462835
1982-07-03,682.0281448061016
1982-07-04,681.7217012816036
1982-07-05,681.4149776893715
1982-07-06,681.1079736452871
1982-07-07,680.8006887645286
1982-07-08,680.4931226615704
1982-07-09,680.1852749501805
1982-07-10,679.8771452434194
1982-07-11,679.5687331536388
1982-07-12,679.2600382924791
1982-07-13,678.9510602708681
1982-07-14,678.6417986990202
1982-07-15,678.3322531864333
1982-07-16,678.0224233418883
1982-07-17,677.7123087734473
1982-07-18,677.401909088451
1982-07-19,677.091223893518
1982-07-20,676.7802527945436
1982-07-21,676.4689953966964
1982-07-22,676.1574513044185
1982-07-23,675.8456201214226
1982-07-24,675.5335014506901
1982-07-25,675.2210948944712
1982-07-26,674.9084000542815
1982-07-27,674.5954165309005
1982-07-28,674.2821439243704
1982-07-29,673.9685818339948
1982-07-30,673.6547298583355
1982-07-31,673.3405875952122
1982-08-01,673.0261546417004
1982-08-02,672.7114305941295
1982-08-03,672.3964150480809
1982-08-04,672.0811075983867
1982-08-05,671.7655078391274
1982-08-06,671.4496153636314
1982-08-07,671.1334297644715
1982-08-08,670.8169506334646
1982-08-09,670.5001775616687
1982-08-10,670.1831101393823
1982-08-11,669.8657479561425
1982-08-12,669.5480906007223
1982-08-13,669.2301376611293
1982-08-14,668.9118887246044
1982-08-15,668.5933433776195
1982-08-16,668.2745012058759
1982-08-17,667.9553617943023
1982-08-18,667.6359247270535
1982-08-19,667.3161895875072
1982-08-20,666.9961559582648
1982-08-21,666.6758234211467
1982-08-22,666.3551915571924
1982-08-23,666.0342599466579
1982-08-24,665.7130281690141
1982-08-25,665.3914958029447
1982-08-26,665.0696624263452
1982-08-27,664.7475276163193
1982-08-28,664.4250909491788
1982-08-29,664.1023520004412
1982-08-30,663.7793103448274
1982-08-31,663.4559655562612
1982-09-01,663.132317207864
1982-09-02,662.8083648719578
1982-09-03,662.4841081200597
1982-09-04,662.1595465228811
1982-09-05,661.8346796503265
1982-09-06,661.50950707149
1982-09-07,661.1840283546547
1982-09-08,660.8582430672909
1982-09-09,660.5321507760533
1982-09-10,660.2057510467794
1982-09-11,659.8790434444877
1982-09-12,659.552027533376
1982-09-13,659.2247028768188
1982-09-14,658.8970690373662
1982-09-15,658.5691255767416
1982-09-16,658.2408720558385
1982-09-17,657.9123080347208
1982-09-18,657.5834330726195
1982-09-19,657.2542467279309
1982-09-20,656.9247485582149
1982-09-21,656.594938120192
1982-09-22,656.2648149697427
1982-09-23,655.934378661905
1982-09-24,655.6036287508722
1982-09-25,655.272564789991
1982-09-26,654.9411863317596
1982-09-27,654.6094929278247
1982-09-28,654.2774841289818
1982-09-29,653.9451594851706
1982-09-30,653.6125185454748
1982-10-01,653.4098865705083
1982-10-02,653.2070501863425
1982-10-03,653.0040090835179
1982-10-04,652.8007629519508
1982-10-05,652.5973114809307
1982-10-06,652.3936543591185
1982-10-07,652.1897912745455
1982-10-08,651.9857219146124
1982-10-09,651.7814459660865
1982-10-10,651.5769631150998
1982-10-11,651.3722730471499
1982-10-12,651.1673754470947
1982-10-13,650.9622699991546
1982-10-14,650.7569563869076
1982-10-15,650.5514342932897
1982-10-16,650.3457034005927
1982-10-17,650.1397633904621
1982-10-18,649.9336139438966
1982-10-19,649.7272547412452
1982-10-20,649.5206854622062
1982-10-21,649.3139057858255
1982-10-22,649.1069153904944
1982-10-23,648.8997139539493
1982-10-24,648.6923011532685
1982-10-25,648.4846766648711
1982-10-26,648.2768401645155
1982-10-27,648.0687913272978
1982-10-28,647.8605298276497
1982-10-29,647.6520553393368
1982-10-30,647.4433675354574
1982-10-31,647.2344660884402
1982-11-01,647.0253506700429
1982-11-02,646.8160209513505
1982-11-03,646.6064766027739
1982-11-04,646.396717294047
1982-11-05,646.1867426942267
1982-11-06,645.9765524716888
1982-11-07,645.7661462941293
1982-11-08,645.5555238285599
1982-11-09,645.3446847413077
1982-11-10,645.1336286980134
1982-11-11,644.9223553636283
1982-11-12,644.7108644024148
1982-11-13,644.4991554779422
1982-11-14,644.2872282530861
1982-11-15,644.0750823900272
1982-11-16,643.8627175502478
1982-11-17,643.6501333945321
1982-11-18,643.4373295829624
1982-11-19,643.2243057749185
1982-11-20,643.0110616290762
1982-11-21,642.7975968034033
1982-11-22,642.5839109551611
1982-11-23,642.3700037408993
1982-11-24,642.1558748164568
1982-11-25,641.9415238369581
1982-11-26,641.7269504568116
1982-11-27,641.5121543297095
1982-11-28,641.2971351086234
1982-11-29,641.0818924458041
1982-11-30,640.8664259927797
1982-12-01,640.6507354003522
1982-12-02,640.4348203185982
1982-12-03,640.2186803968643
1982-12-04,640.0023152837668
1982-12-05,639.7857246271896
1982-12-06,639.5689080742819
1982-12-07,639.351865271457
1982-12-08,639.1345958643889
1982-12-09,638.9170994980121
1982-12-10,638.699375816519
1982-12-11,638.4814244633571
1982-12-12,638.2632450812285
1982-12-13,638.0448373120873
1982-12-14,637.8262007971372
1982-12-15,637.60733517683
1982-12-16,637.3882400908639
1982-12-17,637.1689151781811
1982-12-18,636.9493600769656
1982-12-19,636.7295744246418
1982-12-20,636.5095578578723
1982-12-21,636.2893100125556
1982-12-22,636.0688305238247
1982-12-23,635.848119026044
1982-12-24,635.6271751528088
1982-12-25,635.4059985369421
1982-12-26,635.1845888104924
1982-12-27,634.9629456047335
1982-12-28,634.7410685501594
1982-12-29,634.5189572764857
1982-12-30,634.2966114126446
1982-12-31,634.0740305867846
1983-01-01,633.9936515400891
1983-01-02,633.9130690680083
1983-01-03,633.8322823973126
1983-01-04,633.7512907508482
1983-01-05,633.6700933475126
1983-01-06,633.58868940223
1983-01-07,633.5070781259254
1983-01-08,633.4252587254987
1983-01-09,633.3432304038002
1983-01-10,633.2609923596037
1983-01-11,633.1785437875809
1983-01-12,633.0958838782749
1983-01-13,633.0130118180731
1983-01-14,632.9299267891827
1983-01-15,632.8466279696007
1983-01-16,632.7631145330894
1983-01-17,632.6793856491481
1983-01-18,632.5954404829843
1983-01-19,632.5112781954887
1983-01-20,632.4268979432046
1983-01-21,632.3422988783016
1983-01-22,632.257480148546
1983-01-23,632.172440897273
1983-01-24,632.0871802633569
1983-01-25,632.0016973811832
1983-01-26,631.9159913806184
1983-01-27,631.8300613869809
1983-01-28,631.7439065210112
1983-01-29,631.6575258988421
1983-01-30,631.5709186319675
1983-01-31,631.484083827213
1983-02-01,631.3970205867057
1983-02-02,631.309728007841
1983-02-03,631.2222051832539
1983-02-04,631.1344512007862
1983-02-05,631.0464651434544
1983-02-06,630.9582460894196
1983-02-07,630.8697931119538
1983-02-08,630.7811052794071
1983-02-09,630.6921816551766
1983-02-10,630.6030212976718
1983-02-11,630.5136232602832
1983-02-12,630.4239865913465
1983-02-13,630.3341103341104
1983-02-14,630.2439935267023
1983-02-15,630.153635202094
1983-02-16,630.063034388067
1983-02-17,629.9721901071773
1983-02-18,629.881101376721
1983-02-19,629.7897672086975
1983-02-20,629.6981866097759
1983-02-21,629.6063585812572
1983-02-22,629.5142821190385
1983-02-23,629.4219562135769
1983-02-24,629.3293798498516
1983-02-25,629.236552007328
1983-02-26,629.1434716599188
1983-02-27,629.0501377759476
1983-02-28,628.9565493181096
1983-03-01,628.8627052434338
1983-03-02,628.7686045032439
1983-03-03,628.6742460431195
1983-03-04,628.5796288028572
1983-03-05,628.4847517164299
1983-03-06,628.3896137119466
1983-03-07,628.2942137116142
1983-03-08,628.1985506316935
1983-03-09,628.1026233824614
1983-03-10,628.0064308681672
1983-03-11,627.9099719869916
1983-03-12,627.8132456310053
1983-03-13,627.7162506861256
1983-03-14,627.6189860320743
1983-03-15,627.5214505423343
1983-03-16,627.4236430841061
1983-03-17,627.3255625182635
1983-03-18,627.2272076993104
1983-03-19,627.1285774753361
1983-03-20,627.0296706879685
1983-03-21,626.9304861723314
1983-03-22,626.8310227569971
1983-03-23,626.7312792639401
1983-03-24,626.6312545084921
1983-03-25,626.5309472992939
1983-03-26,626.4303564382479
1983-03-27,626.3294807204712
1983-03-28,626.2283189342476
1983-03-29,626.126869860978
1983-03-30,626.0251322751321
1983-03-31,625.9231049441997
1983-04-01,626.3061867639741
1983-04-02,626.6905924965938
1983-04-03,627.0763290170098
1983-04-04,627.4634032478575
1983-04-05,627.8518221598689
1983-04-06,628.2415927722936
1983-04-07,628.6327221533202
1983-04-08,629.0252174205028
1983-04-09,629.4190857411952
1983-04-10,629.8143343329849
1983-04-11,630.210970464135
1983-04-12,630.6090014540289
1983-04-13,631.008434673622
1983-04-14,631.4092775458953
1983-04-15,631.8115375463165
1983-04-16,632.2152222033033
1983-04-17,632.6203390986933
1983-04-18,633.0268958682203
1983-04-19,633.4349002019923
1983-04-20,633.8443598449769
1983-04-21,634.2552825974916
1983-04-22,634.6676763156987
1983-04-23,635.0815489121064
1983-04-24,635.4969083560743
1983-04-25,635.9137626743259
1983-04-26,636.3321199514646
1983-04-27,636.7519883304968
1983-04-28,637.1733760133607
1983-04-29,637.5962912614589
1983-04-30,638.0207423962004
1983-05-01,638.4467377995451
1983-05-02,638.874285914555
1983-05-03,639.3033952459533
1983-05-04,639.7340743606877
1983-05-05,640.166331888501
1983-05-06,640.6001765225064
1983-05-07,641.0356170197714
1983-05-08,641.4726622019062
1983-05-09,641.9113209556602
1983-05-10,642.351602233524
1983-05-11,642.793515054338
1983-05-12,643.2370685039087
1983-05-13,643.6822717356316
1983-05-14,644.1291339711204
1983-05-15,644.5776645008432
1983-05-16,645.0278726847688
1983-05-17,645.479767953014
1983-05-18,645.933359806505
1983-05-19,646.3886578176425
1983-05-20,646.8456716309742
1983-05-21,647.3044109638771
1983-05-22,647.7648856072453
1983-05-23,648.2271054261869
1983-05-24,648.6910803607286
1983-05-25,649.1568204265279
1983-05-26,649.6243357155945
1983-05-27,650.093636397018
1983-05-28,650.5647327177072
1983-05-29,651.0376350031332
1983-05-30,651.512353658086
1983-05-31,651.9888991674374
1983-06-01,652.4672820969115
1983-06-02,652.9475130938673
1983-06-03,653.4296028880866
1983-06-04,653.9135622925756
1983-06-05,654.3994022043711
1983-06-06,654.8871336053605
1983-06-07,655.3767675631071
1983-06-08,655.8683152316885
1983-06-09,656.3617878525434
1983-06-10,656.8571967553289
1983-06-11,657.354553358787
1983-06-12,657.8538691716221
1983-06-13,658.3551557933887
1983-06-14,658.8584249153894
1983-06-15,659.3636883215848
1983-06-16,659.8709578895122
1983-06-17,660.3802455912166
1983-06-18,660.8915634941927
1983-06-19,661.404923762338
1983-06-20,661.9203386569172
1983-06-21,662.4378205375388
1983-06-22,662.9573818631426
1983-06-23,663.479035193
1983-06-24,664.0027931877253
1983-06-25,664.5286686103011
1983-06-26,665.0566743271138
1983-06-27,665.5868233090042
1983-06-28,666.1191286323282
1983-06-29,666.6536034800328
1983-06-30,667.1902611427449
1983-07-01,666.889395487776
1983-07-02,666.5879853652777
1983-07-03,666.286029295952
1983-07-04,665.9835257951363
1983-07-05,665.680473372781
1983-07-06,665.3768705334228
1983-07-07,665.0727157761618
1983-07-08,664.7680075946362
1983-07-09,664.4627444769973
1983-07-10,664.1569249058845
1983-07-11,663.8505473584006
1983-07-12,663.5436103060858
1983-07-13,663.236112214893
1983-07-14,662.9280515451617
1983-07-15,662.6194267515923
1983-07-16,662.3102362832211
1983-07-17,662.0004785833929
1983-07-18,661.6901520897367
1983-07-19,661.3792552341378
1983-07-20,661.0677864427114
1983-07-21,660.7557441357777
1983-07-22,660.4431267278334
1983-07-23,660.1299326275263
1983-07-24,659.8161602376267
1983-07-25,659.5018079550019
1983-07-26,659.1868741705874
1983-07-27,658.8713572693606
1983-07-28,658.5552556303129
1983-07-29,658.2385676264213
1983-07-30,657.9212916246215
1983-07-31,657.6034259857787
1983-08-01,657.2849690646609
1983-08-02,656.9659192099084
1983-08-03,656.6462747640074
1983-08-04,656.3260340632602
1983-08-05,656.0051954377561
1983-08-06,655.6837572113429
1983-08-07,655.361717701598
1983-08-08,655.0390752197981
1983-08-09,654.7158280708901
1983-08-10,654.3919745534622
1983-08-11,654.0675129597124
1983-08-12,653.7424415754206
1983-08-13,653.4167586799164
1983-08-14,653.0904625460498
1983-08-15,652.7635514401607
1983-08-16,652.436023622047
1983-08-17,652.1078773449364
1983-08-18,651.7791108554521
1983-08-19,651.4497223935841
1983-08-20,651.1197101926558
1983-08-21,650.7890724792943
1983-08-22,650.4578074733976
1983-08-23,650.1259133881019
1983-08-24,649.793388429752
1983-08-25,649.4602307978656
1983-08-26,649.1264386851036
1983-08-27,648.7920102772366
1983-08-28,648.4569437531109
1983-08-29,648.1212372846169
1983-08-30,647.7848890366553
1983-08-31,647.4478971671031
1983-09-01,647.1102598267819
1983-09-02,646.7719751594215
1983-09-03,646.4330413016269
1983-09-04,646.0934563828455
1983-09-05,645.7532185253299
1983-09-06,645.4123258441067
1983-09-07,645.0707764469385
1983-09-08,644.7285684342903
1983-09-09,644.3856998992951
1983-09-10,644.042168927716
1983-09-11,643.6979735979144
1983-09-12,643.3531119808104
1983-09-13,643.0075821398482
1983-09-14,642.6613821309608
1983-09-15,642.314510002532
1983-09-16,641.9669637953613
1983-09-17,641.6187415426249
1983-09-18,641.2698412698411
1983-09-19,640.9202609948308
1983-09-20,640.5699987276812
1983-09-21,640.2190524707078
1983-09-22,639.8674202184166
1983-09-23,639.5150999574648
1983-09-24,639.1620896666241
1983-09-25,638.8083873167403
1983-09-26,638.4539908706963
1983-09-27,638.0988982833717
1983-09-28,637.7431075016027
1983-09-29,637.3866164641449
1983-09-30,637.0294231016316
1983-10-01,636.8624089155591
1983-10-02,636.6951224743682
1983-10-03,636.5275631117978
1983-10-04,636.3597301594119
1983-10-05,636.1916229465895
1983-10-06,636.0232408005161
1983-10-07,635.854583046175
1983-10-08,635.6856490063368
1983-10-09,635.516438001553
1983-10-10,635.3469493501444
1983-10-11,635.1771823681935
1983-10-12,635.0071363695341
1983-10-13,634.836810665743
1983-10-14,634.6662045661307
1983-10-15,634.4953173777313
1983-10-16,634.324148405294
1983-10-17,634.1526969512724
1983-10-18,633.9809623158168
1983-10-19,633.8089437967633
1983-10-20,633.636640689625
1983-10-21,633.4640522875816
1983-10-22,633.2911778814705
1983-10-23,633.1180167597763
1983-10-24,632.9445682086225
1983-10-25,632.7708315117599
1983-10-26,632.5968059505577
1983-10-27,632.4224908039937
1983-10-28,632.2478853486434
1983-10-29,632.0729888586717
1983-10-30,631.897800605821
1983-10-31,631.7223198594023
1983-11-01,631.5465458862847
1983-11-02,631.3704779508845
1983-11-03,631.1941153151564
1983-11-04,631.0174572385822
1983-11-05,630.8405029781601
1983-11-06,630.6632517883952
1983-11-07,630.4857029212886
1983-11-08,630.307855626327
1983-11-09,630.1297091504714
1983-11-10,629.9512627381479
1983-11-11,629.7725156312359
1983-11-12,629.5934670690573
1983-11-13,629.4141162883667
1983-11-14,629.2344625233395
1983-11-15,629.0545050055616
1983-11-16,628.8742429640185
1983-11-17,628.6936756250836
1983-11-18,628.5128022125078
1983-11-19,628.3316219474084
1983-11-20,628.1501340482573
