Date,GDP PIQQ Index_ratio_annual
1965-08-27,1292.0224978304095
1965-08-28,1291.1001395357762
1965-08-29,1290.1810977511916
1965-08-30,1289.2653546210684
1965-08-31,1288.352892417765
1965-09-01,1287.4436935404417
1965-09-02,1286.5377405139293
1965-09-03,1285.635015987611
1965-09-04,1284.7355027343117
1965-09-05,1283.8391836492026
1965-09-06,1282.9460417487198
1965-09-07,1282.0560601694892
1965-09-08,1281.1692221672652
1965-09-09,1280.285511115882
1965-09-10,1279.4049105062118
1965-09-11,1278.5274039451415
1965-09-12,1277.65297515455
1965-09-13,1276.781607970306
1965-09-14,1275.913286341269
1965-09-15,1275.047994328305
1965-09-16,1274.1857161033124
1965-09-17,1273.3264359482537
1965-09-18,1272.470138254204
1965-09-19,1271.616807520403
1965-09-20,1270.7664283533215
1965-09-21,1269.918985465735
1965-09-22,1269.0744636758077
1965-09-23,1268.2328479061862
1965-09-24,1267.3941231831018
1965-09-25,1266.558274635482
1965-09-26,1265.7252874940727
1965-09-27,1264.895147090569
1965-09-28,1264.0678388567512
1965-09-29,1263.2433483236352
1965-09-30,1262.4216611206277
1965-10-01,1258.4289141707297
1965-10-02,1254.4601566880488
1965-10-03,1250.5151731176566
1965-10-04,1246.5937504793756
1965-10-05,1242.69567832945
1965-10-06,1238.8207487229013
1965-10-07,1234.9687561765465
1965-10-08,1231.1394976326787
1965-10-09,1227.332772423383
1965-10-10,1223.5483822354838
1965-10-11,1219.786131076106
1965-10-12,1216.0458252388398
1965-10-13,1212.327273270492
1965-10-14,1208.6302859384232
1965-10-15,1204.9546761984445
1965-10-16,1201.3002591632726
1965-10-17,1197.6668520715302
1965-10-18,1194.0542742572752
1965-10-19,1190.4623471200575
1965-10-20,1186.8908940954852
1965-10-21,1183.3397406262923
1965-10-22,1179.8087141339001
1965-10-23,1176.297643990458
1965-10-24,1172.8063614913606
1965-10-25,1169.3346998282257
1965-10-26,1165.8824940623274
1965-10-27,1162.4495810984743
1965-10-28,1159.0357996593236
1965-10-29,1155.6409902601263
1965-10-30,1152.2649951838898
1965-10-31,1148.907658456952
1965-11-01,1145.5688258249616
1965-11-02,1142.248344729251
1965-11-03,1138.9460642836023
1965-11-04,1135.661835251391
1965-11-05,1132.3955100231033
1965-11-06,1129.1469425942219
1965-11-07,1125.9159885434701
1965-11-08,1122.7025050114116
1965-11-09,1119.5063506793908
1965-11-10,1116.3273857488198
1965-11-11,1113.1654719207934
1965-11-12,1110.020472376032
1965-11-13,1106.8922517551512
1965-11-14,1103.780676139237
1965-11-15,1100.6856130307367
1965-11-16,1097.6069313346536
1965-11-17,1094.544501340034
1965-11-18,1091.4981947017538
1965-11-19,1088.467884422585
1965-11-20,1085.453444835549
1965-11-21,1082.4547515865456
1965-11-22,1079.47168161725
1965-11-23,1076.5041131482824
1965-11-24,1073.551925662633
1965-11-25,1070.6149998893484
1965-11-26,1067.6932177874703
