,GBPUSD Curncy_ratio
12677,930.511024869407
12678,930.511024869407
12679,930.511024869407
12680,930.511024869407
12681,930.511024869407
12682,930.511024869407
12683,930.511024869407
12684,930.511024869407
12685,930.511024869407
12686,930.511024869407
12687,930.511024869407
12688,930.511024869407
12689,930.511024869407
12690,930.511024869407
12691,935.7078974866959
12692,935.7078974866959
12693,935.7078974866959
12694,935.7078974866959
12695,935.7078974866959
12696,935.7078974866959
12697,935.7078974866959
12698,935.7078974866959
12699,935.7078974866959
12700,935.7078974866959
12701,935.7078974866959
12702,935.7078974866959
12703,935.7078974866959
12704,935.7078974866959
12705,935.7078974866959
12706,935.7078974866959
12707,935.7078974866959
12708,935.7078974866959
12709,935.7078974866959
12710,935.7078974866959
12711,935.7078974866959
12712,935.7078974866959
12713,935.7078974866959
12714,935.7078974866959
12715,935.7078974866959
12716,935.7078974866959
12717,935.7078974866959
12718,935.7078974866959
12719,935.7078974866959
12720,935.7078974866959
12721,935.7078974866959
12722,935.7078974866959
12723,935.7078974866959
12724,935.7078974866959
12725,935.7078974866959
12726,935.7078974866959
12727,935.7078974866959
12728,935.7078974866959
12729,935.7078974866959
12730,935.7078974866959
12731,935.7078974866959
12732,935.7078974866959
12733,935.7078974866959
12734,935.7078974866959
12735,935.7078974866959
12736,935.7078974866959
12737,935.7078974866959
12738,935.7078974866959
12739,935.7078974866959
12740,935.7078974866959
12741,935.7078974866959
12742,935.7078974866959
12743,935.7078974866959
12744,935.7078974866959
12745,935.7078974866959
12746,935.7078974866959
12747,935.7078974866959
12748,935.7078974866959
12749,935.7078974866959
12750,935.7078974866959
12751,935.7078974866959
12752,935.7078974866959
12753,935.7078974866959
12754,935.7078974866959
12755,935.7078974866959
12756,935.7078974866959
12757,935.7078974866959
12758,935.7078974866959
12759,935.7078974866959
12760,935.7078974866959
12761,935.7078974866959
12762,935.7078974866959
12763,935.7078974866959
12764,935.7078974866959
12765,935.7078974866959
12766,935.7078974866959
12767,935.7078974866959
12768,935.7078974866959
12769,935.7078974866959
12770,935.7078974866959
12771,935.7078974866959
12772,935.7078974866959
12773,935.7078974866959
12774,935.7078974866959
12775,935.7078974866959
12776,935.7078974866959
12777,935.7078974866959
12778,935.7078974866959
12779,935.7078974866959
12780,935.7078974866959
12781,935.7078974866959
12782,935.7078974866959
12783,918.9838392797537
12784,918.9838392797537
12785,918.9838392797537
12786,918.9838392797537
12787,918.9838392797537
12788,918.9838392797537
12789,918.9838392797537
12790,918.9838392797537
12791,918.9838392797537
12792,918.9838392797537
12793,918.9838392797537
12794,918.9838392797537
12795,918.9838392797537
12796,918.9838392797537
12797,918.9838392797537
12798,918.9838392797537
12799,918.9838392797537
12800,918.9838392797537
12801,918.9838392797537
12802,918.9838392797537
12803,918.9838392797537
12804,918.9838392797537
12805,918.9838392797537
12806,918.9838392797537
12807,918.9838392797537
12808,918.9838392797537
12809,918.9838392797537
12810,918.9838392797537
12811,918.9838392797537
12812,918.9838392797537
12813,918.9838392797537
12814,918.9838392797537
12815,918.9838392797537
12816,918.9838392797537
12817,918.9838392797537
12818,918.9838392797537
12819,918.9838392797537
12820,918.9838392797537
12821,918.9838392797537
12822,918.9838392797537
12823,918.9838392797537
12824,918.9838392797537
12825,918.9838392797537
12826,918.9838392797537
12827,918.9838392797537
12828,918.9838392797537
12829,918.9838392797537
12830,918.9838392797537
12831,918.9838392797537
12832,918.9838392797537
12833,918.9838392797537
12834,918.9838392797537
12835,918.9838392797537
12836,918.9838392797537
12837,918.9838392797537
12838,918.9838392797537
12839,918.9838392797537
12840,918.9838392797537
12841,918.9838392797537
12842,918.9838392797537
12843,918.9838392797537
12844,918.9838392797537
12845,918.9838392797537
12846,918.9838392797537
12847,918.9838392797537
12848,918.9838392797537
12849,918.9838392797537
12850,918.9838392797537
12851,918.9838392797537
12852,918.9838392797537
12853,918.9838392797537
12854,918.9838392797537
12855,918.9838392797537
12856,918.9838392797537
12857,918.9838392797537
12858,918.9838392797537
12859,918.9838392797537
12860,918.9838392797537
12861,918.9838392797537
12862,918.9838392797537
12863,918.9838392797537
12864,918.9838392797537
12865,918.9838392797537
12866,918.9838392797537
12867,918.9838392797537
12868,918.9838392797537
12869,918.9838392797537
12870,918.9838392797537
12871,918.9838392797537
12872,918.9838392797537
12873,1124.0880947796172
12874,1124.0880947796172
12875,1124.0880947796172
12876,1124.0880947796172
12877,1124.0880947796172
12878,1124.0880947796172
12879,1124.0880947796172
12880,1124.0880947796172
12881,1124.0880947796172
12882,1124.0880947796172
12883,1124.0880947796172
12884,1124.0880947796172
12885,1124.0880947796172
12886,1124.0880947796172
12887,1124.0880947796172
12888,1124.0880947796172
12889,1124.0880947796172
12890,1124.0880947796172
12891,1124.0880947796172
12892,1124.0880947796172
12893,1124.0880947796172
12894,1124.0880947796172
12895,1124.0880947796172
12896,1124.0880947796172
12897,1124.0880947796172
12898,1124.0880947796172
12899,1124.0880947796172
12900,1124.0880947796172
12901,1124.0880947796172
12902,1124.0880947796172
12903,1124.0880947796172
12904,1124.0880947796172
12905,1124.0880947796172
12906,1124.0880947796172
12907,1124.0880947796172
12908,1124.0880947796172
12909,1124.0880947796172
12910,1124.0880947796172
12911,1124.0880947796172
12912,1124.0880947796172
12913,1124.0880947796172
12914,1124.0880947796172
12915,1124.0880947796172
12916,1124.0880947796172
12917,1124.0880947796172
12918,1124.0880947796172
12919,1124.0880947796172
12920,1124.0880947796172
12921,1124.0880947796172
12922,1124.0880947796172
12923,1124.0880947796172
12924,1124.0880947796172
12925,1124.0880947796172
12926,1124.0880947796172
12927,1124.0880947796172
12928,1124.0880947796172
12929,1124.0880947796172
12930,1124.0880947796172
12931,1124.0880947796172
12932,1124.0880947796172
12933,1124.0880947796172
12934,1124.0880947796172
12935,1124.0880947796172
12936,1124.0880947796172
12937,1124.0880947796172
12938,1124.0880947796172
12939,1124.0880947796172
12940,1124.0880947796172
12941,1124.0880947796172
12942,1124.0880947796172
12943,1124.0880947796172
12944,1124.0880947796172
12945,1124.0880947796172
12946,1124.0880947796172
12947,1124.0880947796172
12948,1124.0880947796172
12949,1124.0880947796172
12950,1124.0880947796172
12951,1124.0880947796172
12952,1124.0880947796172
12953,1124.0880947796172
12954,1124.0880947796172
12955,1124.0880947796172
12956,1124.0880947796172
12957,1124.0880947796172
12958,1124.0880947796172
12959,1124.0880947796172
12960,1124.0880947796172
12961,1124.0880947796172
12962,1124.0880947796172
12963,1124.0880947796172
12964,1095.4287872431437
12965,1095.4287872431437
12966,1095.4287872431437
12967,1095.4287872431437
12968,1095.4287872431437
12969,1095.4287872431437
12970,1095.4287872431437
12971,1095.4287872431437
12972,1095.4287872431437
12973,1095.4287872431437
12974,1095.4287872431437
12975,1095.4287872431437
12976,1095.4287872431437
12977,1095.4287872431437
12978,1095.4287872431437
12979,1095.4287872431437
12980,1095.4287872431437
12981,1095.4287872431437
12982,1095.4287872431437
12983,1095.4287872431437
12984,1095.4287872431437
12985,1095.4287872431437
12986,1095.4287872431437
12987,1095.4287872431437
12988,1095.4287872431437
12989,1095.4287872431437
12990,1095.4287872431437
12991,1095.4287872431437
12992,1095.4287872431437
12993,1095.4287872431437
12994,1095.4287872431437
12995,1095.4287872431437
12996,1095.4287872431437
12997,1095.4287872431437
12998,1095.4287872431437
12999,1095.4287872431437
13000,1095.4287872431437
13001,1095.4287872431437
13002,1095.4287872431437
13003,1095.4287872431437
13004,1095.4287872431437
13005,1095.4287872431437
13006,1095.4287872431437
13007,1095.4287872431437
13008,1095.4287872431437
13009,1095.4287872431437
13010,1095.4287872431437
13011,1095.4287872431437
13012,1095.4287872431437
13013,1095.4287872431437
13014,1095.4287872431437
13015,1095.4287872431437
13016,1095.4287872431437
13017,1095.4287872431437
13018,1095.4287872431437
13019,1095.4287872431437
13020,1095.4287872431437
13021,1095.4287872431437
13022,1095.4287872431437
13023,1095.4287872431437
13024,1095.4287872431437
13025,1095.4287872431437
13026,1095.4287872431437
13027,1095.4287872431437
13028,1095.4287872431437
13029,1095.4287872431437
13030,1095.4287872431437
13031,1095.4287872431437
13032,1095.4287872431437
13033,1095.4287872431437
13034,1095.4287872431437
13035,1095.4287872431437
13036,1095.4287872431437
13037,1095.4287872431437
13038,1095.4287872431437
13039,1095.4287872431437
13040,1095.4287872431437
13041,1095.4287872431437
13042,1095.4287872431437
13043,1095.4287872431437
13044,1095.4287872431437
13045,1095.4287872431437
13046,1095.4287872431437
13047,1095.4287872431437
13048,1095.4287872431437
13049,1095.4287872431437
13050,1095.4287872431437
13051,1095.4287872431437
13052,1095.4287872431437
13053,1095.4287872431437
13054,1095.4287872431437
13055,1095.4287872431437
13056,1043.340950177621
13057,1043.340950177621
13058,1043.340950177621
13059,1043.340950177621
13060,1043.340950177621
13061,1043.340950177621
13062,1043.340950177621
13063,1043.340950177621
13064,1043.340950177621
13065,1043.340950177621
13066,1043.340950177621
13067,1043.340950177621
13068,1043.340950177621
13069,1043.340950177621
13070,1043.340950177621
13071,1043.340950177621
13072,1043.340950177621
13073,1043.340950177621
13074,1043.340950177621
13075,1043.340950177621
13076,1043.340950177621
13077,1043.340950177621
13078,1043.340950177621
13079,1043.340950177621
13080,1043.340950177621
13081,1043.340950177621
13082,1043.340950177621
13083,1043.340950177621
13084,1043.340950177621
13085,1043.340950177621
13086,1043.340950177621
13087,1043.340950177621
13088,1043.340950177621
13089,1043.340950177621
13090,1043.340950177621
13091,1043.340950177621
13092,1043.340950177621
13093,1043.340950177621
13094,1043.340950177621
13095,1043.340950177621
13096,1043.340950177621
13097,1043.340950177621
13098,1043.340950177621
13099,1043.340950177621
13100,1043.340950177621
13101,1043.340950177621
13102,1043.340950177621
13103,1043.340950177621
13104,1043.340950177621
13105,1043.340950177621
13106,1043.340950177621
13107,1043.340950177621
13108,1043.340950177621
13109,1043.340950177621
13110,1043.340950177621
13111,1043.340950177621
13112,1043.340950177621
13113,1043.340950177621
13114,1043.340950177621
13115,1043.340950177621
13116,1043.340950177621
13117,1043.340950177621
13118,1043.340950177621
13119,1043.340950177621
13120,1043.340950177621
13121,1043.340950177621
13122,1043.340950177621
13123,1043.340950177621
13124,1043.340950177621
13125,1043.340950177621
13126,1043.340950177621
13127,1043.340950177621
13128,1043.340950177621
13129,1043.340950177621
13130,1043.340950177621
13131,1043.340950177621
13132,1043.340950177621
13133,1043.340950177621
13134,1043.340950177621
13135,1043.340950177621
13136,1043.340950177621
13137,1043.340950177621
13138,1043.340950177621
13139,1043.340950177621
13140,1043.340950177621
13141,1043.340950177621
13142,1043.340950177621
13143,1043.340950177621
13144,1043.340950177621
13145,1043.340950177621
13146,1043.340950177621
13147,1043.340950177621
13148,1003.7381835965521
13149,1003.7381835965521
13150,1003.7381835965521
13151,1003.7381835965521
13152,1003.7381835965521
13153,1003.7381835965521
13154,1003.7381835965521
13155,1003.7381835965521
13156,1003.7381835965521
13157,1003.7381835965521
13158,1003.7381835965521
13159,1003.7381835965521
13160,1003.7381835965521
13161,1003.7381835965521
13162,1003.7381835965521
13163,1003.7381835965521
13164,1003.7381835965521
13165,1003.7381835965521
13166,1003.7381835965521
13167,1003.7381835965521
13168,1003.7381835965521
13169,1003.7381835965521
13170,1003.7381835965521
13171,1003.7381835965521
13172,1003.7381835965521
13173,1003.7381835965521
13174,1003.7381835965521
13175,1003.7381835965521
13176,1003.7381835965521
13177,1003.7381835965521
13178,1003.7381835965521
13179,1003.7381835965521
13180,1003.7381835965521
13181,1003.7381835965521
13182,1003.7381835965521
13183,1003.7381835965521
13184,1003.7381835965521
13185,1003.7381835965521
13186,1003.7381835965521
13187,1003.7381835965521
13188,1003.7381835965521
13189,1003.7381835965521
13190,1003.7381835965521
13191,1003.7381835965521
13192,1003.7381835965521
13193,1003.7381835965521
13194,1003.7381835965521
13195,1003.7381835965521
13196,1003.7381835965521
13197,1003.7381835965521
13198,1003.7381835965521
13199,1003.7381835965521
13200,1003.7381835965521
13201,1003.7381835965521
13202,1003.7381835965521
13203,1003.7381835965521
13204,1003.7381835965521
13205,1003.7381835965521
13206,1003.7381835965521
13207,1003.7381835965521
13208,1003.7381835965521
13209,1003.7381835965521
13210,1003.7381835965521
13211,1003.7381835965521
13212,1003.7381835965521
13213,1003.7381835965521
13214,1003.7381835965521
13215,1003.7381835965521
13216,1003.7381835965521
13217,1003.7381835965521
13218,1003.7381835965521
13219,1003.7381835965521
13220,1003.7381835965521
13221,1003.7381835965521
13222,1003.7381835965521
13223,1003.7381835965521
13224,1003.7381835965521
13225,1003.7381835965521
13226,1003.7381835965521
13227,1003.7381835965521
13228,1003.7381835965521
13229,1003.7381835965521
13230,1003.7381835965521
13231,1003.7381835965521
13232,1003.7381835965521
13233,1003.7381835965521
13234,1003.7381835965521
13235,1003.7381835965521
13236,1003.7381835965521
13237,1003.7381835965521
13238,1047.1925929371293
13239,1047.1925929371293
13240,1047.1925929371293
13241,1047.1925929371293
13242,1047.1925929371293
13243,1047.1925929371293
13244,1047.1925929371293
13245,1047.1925929371293
13246,1047.1925929371293
13247,1047.1925929371293
13248,1047.1925929371293
13249,1047.1925929371293
13250,1047.1925929371293
13251,1047.1925929371293
13252,1047.1925929371293
13253,1047.1925929371293
13254,1047.1925929371293
13255,1047.1925929371293
13256,1047.1925929371293
13257,1047.1925929371293
13258,1047.1925929371293
13259,1047.1925929371293
13260,1047.1925929371293
13261,1047.1925929371293
13262,1047.1925929371293
13263,1047.1925929371293
13264,1047.1925929371293
13265,1047.1925929371293
13266,1047.1925929371293
13267,1047.1925929371293
13268,1047.1925929371293
13269,1047.1925929371293
13270,1047.1925929371293
13271,1047.1925929371293
13272,1047.1925929371293
13273,1047.1925929371293
13274,1047.1925929371293
13275,1047.1925929371293
13276,1047.1925929371293
13277,1047.1925929371293
13278,1047.1925929371293
13279,1047.1925929371293
13280,1047.1925929371293
13281,1047.1925929371293
13282,1047.1925929371293
13283,1047.1925929371293
13284,1047.1925929371293
13285,1047.1925929371293
13286,1047.1925929371293
13287,1047.1925929371293
13288,1047.1925929371293
13289,1047.1925929371293
13290,1047.1925929371293
13291,1047.1925929371293
13292,1047.1925929371293
13293,1047.1925929371293
13294,1047.1925929371293
13295,1047.1925929371293
13296,1047.1925929371293
13297,1047.1925929371293
13298,1047.1925929371293
13299,1047.1925929371293
13300,1047.1925929371293
13301,1047.1925929371293
13302,1047.1925929371293
13303,1047.1925929371293
13304,1047.1925929371293
13305,1047.1925929371293
13306,1047.1925929371293
13307,1047.1925929371293
13308,1047.1925929371293
13309,1047.1925929371293
13310,1047.1925929371293
13311,1047.1925929371293
13312,1047.1925929371293
13313,1047.1925929371293
13314,1047.1925929371293
13315,1047.1925929371293
13316,1047.1925929371293
13317,1047.1925929371293
13318,1047.1925929371293
13319,1047.1925929371293
13320,1047.1925929371293
13321,1047.1925929371293
13322,1047.1925929371293
13323,1047.1925929371293
13324,1047.1925929371293
13325,1047.1925929371293
13326,1047.1925929371293
13327,1047.1925929371293
13328,1047.1925929371293
13329,986.7420278918481
13330,986.7420278918481
13331,986.7420278918481
13332,986.7420278918481
13333,986.7420278918481
13334,986.7420278918481
13335,986.7420278918481
13336,986.7420278918481
13337,986.7420278918481
13338,986.7420278918481
13339,986.7420278918481
13340,986.7420278918481
13341,986.7420278918481
13342,986.7420278918481
13343,986.7420278918481
13344,986.7420278918481
13345,986.7420278918481
13346,986.7420278918481
13347,986.7420278918481
13348,986.7420278918481
13349,986.7420278918481
13350,986.7420278918481
13351,986.7420278918481
13352,986.7420278918481
13353,986.7420278918481
13354,986.7420278918481
13355,986.7420278918481
13356,986.7420278918481
13357,986.7420278918481
13358,986.7420278918481
13359,986.7420278918481
13360,986.7420278918481
13361,986.7420278918481
13362,986.7420278918481
13363,986.7420278918481
13364,986.7420278918481
13365,986.7420278918481
13366,986.7420278918481
13367,986.7420278918481
13368,986.7420278918481
13369,986.7420278918481
13370,986.7420278918481
13371,986.7420278918481
13372,986.7420278918481
13373,986.7420278918481
13374,986.7420278918481
13375,986.7420278918481
13376,986.7420278918481
13377,986.7420278918481
13378,986.7420278918481
13379,986.7420278918481
13380,986.7420278918481
13381,986.7420278918481
13382,986.7420278918481
13383,986.7420278918481
13384,986.7420278918481
13385,986.7420278918481
13386,986.7420278918481
13387,986.7420278918481
13388,986.7420278918481
13389,986.7420278918481
13390,986.7420278918481
13391,986.7420278918481
13392,986.7420278918481
13393,986.7420278918481
13394,986.7420278918481
13395,986.7420278918481
13396,986.7420278918481
13397,986.7420278918481
13398,986.7420278918481
13399,986.7420278918481
13400,986.7420278918481
13401,986.7420278918481
13402,986.7420278918481
13403,986.7420278918481
13404,986.7420278918481
13405,986.7420278918481
13406,986.7420278918481
13407,986.7420278918481
13408,986.7420278918481
13409,986.7420278918481
13410,986.7420278918481
13411,986.7420278918481
13412,986.7420278918481
13413,986.7420278918481
13414,986.7420278918481
13415,986.7420278918481
13416,986.7420278918481
13417,986.7420278918481
13418,986.7420278918481
13419,986.7420278918481
13420,986.7420278918481
13421,960.9091433482315
13422,960.9091433482315
13423,960.9091433482315
13424,960.9091433482315
13425,960.9091433482315
13426,960.9091433482315
13427,960.9091433482315
13428,960.9091433482315
13429,960.9091433482315
13430,960.9091433482315
13431,960.9091433482315
13432,960.9091433482315
13433,960.9091433482315
13434,960.9091433482315
13435,960.9091433482315
13436,960.9091433482315
13437,960.9091433482315
13438,960.9091433482315
13439,960.9091433482315
13440,960.9091433482315
13441,960.9091433482315
13442,960.9091433482315
13443,960.9091433482315
13444,960.9091433482315
13445,960.9091433482315
13446,960.9091433482315
13447,960.9091433482315
13448,960.9091433482315
13449,960.9091433482315
13450,960.9091433482315
13451,960.9091433482315
13452,960.9091433482315
13453,960.9091433482315
13454,960.9091433482315
13455,960.9091433482315
13456,960.9091433482315
13457,960.9091433482315
13458,960.9091433482315
13459,960.9091433482315
13460,960.9091433482315
13461,960.9091433482315
13462,960.9091433482315
13463,960.9091433482315
13464,960.9091433482315
13465,960.9091433482315
13466,960.9091433482315
13467,960.9091433482315
13468,960.9091433482315
13469,960.9091433482315
13470,960.9091433482315
13471,960.9091433482315
13472,960.9091433482315
13473,960.9091433482315
13474,960.9091433482315
13475,960.9091433482315
13476,960.9091433482315
13477,960.9091433482315
13478,960.9091433482315
13479,960.9091433482315
13480,960.9091433482315
13481,960.9091433482315
13482,960.9091433482315
13483,960.9091433482315
13484,960.9091433482315
13485,960.9091433482315
13486,960.9091433482315
13487,960.9091433482315
13488,960.9091433482315
13489,960.9091433482315
13490,960.9091433482315
13491,960.9091433482315
13492,960.9091433482315
13493,960.9091433482315
13494,960.9091433482315
13495,960.9091433482315
13496,960.9091433482315
13497,960.9091433482315
13498,960.9091433482315
13499,960.9091433482315
13500,960.9091433482315
13501,960.9091433482315
13502,960.9091433482315
13503,960.9091433482315
13504,960.9091433482315
13505,960.9091433482315
13506,960.9091433482315
13507,960.9091433482315
13508,960.9091433482315
13509,960.9091433482315
13510,960.9091433482315
13511,960.9091433482315
13512,960.9091433482315
13513,1077.0821090996526
13514,1077.0821090996526
13515,1077.0821090996526
13516,1077.0821090996526
13517,1077.0821090996526
13518,1077.0821090996526
13519,1077.0821090996526
13520,1077.0821090996526
13521,1077.0821090996526
13522,1077.0821090996526
13523,1077.0821090996526
13524,1077.0821090996526
13525,1077.0821090996526
13526,1077.0821090996526
13527,1077.0821090996526
13528,1077.0821090996526
13529,1077.0821090996526
13530,1077.0821090996526
13531,1077.0821090996526
13532,1077.0821090996526
13533,1077.0821090996526
13534,1077.0821090996526
13535,1077.0821090996526
13536,1077.0821090996526
13537,1077.0821090996526
13538,1077.0821090996526
13539,1077.0821090996526
13540,1077.0821090996526
13541,1077.0821090996526
13542,1077.0821090996526
13543,1077.0821090996526
13544,1077.0821090996526
13545,1077.0821090996526
13546,1077.0821090996526
13547,1077.0821090996526
13548,1077.0821090996526
13549,1077.0821090996526
13550,1077.0821090996526
13551,1077.0821090996526
13552,1077.0821090996526
13553,1077.0821090996526
13554,1077.0821090996526
13555,1077.0821090996526
13556,1077.0821090996526
13557,1077.0821090996526
13558,1077.0821090996526
13559,1077.0821090996526
13560,1077.0821090996526
13561,1077.0821090996526
13562,1077.0821090996526
13563,1077.0821090996526
13564,1077.0821090996526
13565,1077.0821090996526
13566,1077.0821090996526
13567,1077.0821090996526
13568,1077.0821090996526
13569,1077.0821090996526
13570,1077.0821090996526
13571,1077.0821090996526
13572,1077.0821090996526
13573,1077.0821090996526
13574,1077.0821090996526
13575,1077.0821090996526
13576,1077.0821090996526
13577,1077.0821090996526
13578,1077.0821090996526
13579,1077.0821090996526
13580,1077.0821090996526
13581,1077.0821090996526
13582,1077.0821090996526
13583,1077.0821090996526
13584,1077.0821090996526
13585,1077.0821090996526
13586,1077.0821090996526
13587,1077.0821090996526
13588,1077.0821090996526
13589,1077.0821090996526
13590,1077.0821090996526
13591,1077.0821090996526
13592,1077.0821090996526
13593,1077.0821090996526
13594,1077.0821090996526
13595,1077.0821090996526
13596,1077.0821090996526
13597,1077.0821090996526
13598,1077.0821090996526
13599,1077.0821090996526
13600,1077.0821090996526
13601,1077.0821090996526
13602,1077.0821090996526
13603,1065.855601471474
13604,1065.855601471474
13605,1065.855601471474
13606,1065.855601471474
13607,1065.855601471474
13608,1065.855601471474
13609,1065.855601471474
13610,1065.855601471474
13611,1065.855601471474
13612,1065.855601471474
13613,1065.855601471474
13614,1065.855601471474
13615,1065.855601471474
13616,1065.855601471474
13617,1065.855601471474
13618,1065.855601471474
13619,1065.855601471474
13620,1065.855601471474
13621,1065.855601471474
13622,1065.855601471474
13623,1065.855601471474
13624,1065.855601471474
13625,1065.855601471474
13626,1065.855601471474
13627,1065.855601471474
13628,1065.855601471474
13629,1065.855601471474
13630,1065.855601471474
13631,1065.855601471474
13632,1065.855601471474
13633,1065.855601471474
13634,1065.855601471474
13635,1065.855601471474
13636,1065.855601471474
13637,1065.855601471474
13638,1065.855601471474
13639,1065.855601471474
13640,1065.855601471474
13641,1065.855601471474
13642,1065.855601471474
13643,1065.855601471474
13644,1065.855601471474
13645,1065.855601471474
13646,1065.855601471474
13647,1065.855601471474
13648,1065.855601471474
13649,1065.855601471474
13650,1065.855601471474
13651,1065.855601471474
13652,1065.855601471474
13653,1065.855601471474
13654,1065.855601471474
13655,1065.855601471474
13656,1065.855601471474
13657,1065.855601471474
13658,1065.855601471474
13659,1065.855601471474
13660,1065.855601471474
13661,1065.855601471474
13662,1065.855601471474
13663,1065.855601471474
13664,1065.855601471474
13665,1065.855601471474
13666,1065.855601471474
13667,1065.855601471474
13668,1065.855601471474
13669,1065.855601471474
13670,1065.855601471474
13671,1065.855601471474
13672,1065.855601471474
13673,1065.855601471474
13674,1065.855601471474
13675,1065.855601471474
13676,1065.855601471474
13677,1065.855601471474
13678,1065.855601471474
13679,1065.855601471474
13680,1065.855601471474
13681,1065.855601471474
13682,1065.855601471474
13683,1065.855601471474
13684,1065.855601471474
13685,1065.855601471474
13686,1065.855601471474
13687,1065.855601471474
13688,1065.855601471474
13689,1065.855601471474
13690,1065.855601471474
13691,1065.855601471474
13692,1065.855601471474
13693,1065.855601471474
13694,985.3926918042572
13695,985.3926918042572
13696,985.3926918042572
13697,985.3926918042572
13698,985.3926918042572
13699,985.3926918042572
13700,985.3926918042572
13701,985.3926918042572
13702,985.3926918042572
13703,985.3926918042572
13704,985.3926918042572
13705,985.3926918042572
13706,985.3926918042572
13707,985.3926918042572
13708,985.3926918042572
13709,985.3926918042572
13710,985.3926918042572
13711,985.3926918042572
13712,985.3926918042572
13713,985.3926918042572
13714,985.3926918042572
13715,985.3926918042572
13716,985.3926918042572
13717,985.3926918042572
13718,985.3926918042572
13719,985.3926918042572
13720,985.3926918042572
13721,985.3926918042572
13722,985.3926918042572
13723,985.3926918042572
13724,985.3926918042572
13725,985.3926918042572
13726,985.3926918042572
13727,985.3926918042572
13728,985.3926918042572
13729,985.3926918042572
13730,985.3926918042572
13731,985.3926918042572
13732,985.3926918042572
13733,985.3926918042572
13734,985.3926918042572
13735,985.3926918042572
13736,985.3926918042572
13737,985.3926918042572
13738,985.3926918042572
13739,985.3926918042572
13740,985.3926918042572
13741,985.3926918042572
13742,985.3926918042572
13743,985.3926918042572
13744,985.3926918042572
13745,985.3926918042572
13746,985.3926918042572
13747,985.3926918042572
13748,985.3926918042572
13749,985.3926918042572
13750,985.3926918042572
13751,985.3926918042572
13752,985.3926918042572
13753,985.3926918042572
13754,985.3926918042572
13755,985.3926918042572
13756,985.3926918042572
13757,985.3926918042572
13758,985.3926918042572
13759,985.3926918042572
13760,985.3926918042572
13761,985.3926918042572
13762,985.3926918042572
13763,985.3926918042572
13764,985.3926918042572
13765,985.3926918042572
13766,985.3926918042572
13767,985.3926918042572
13768,985.3926918042572
13769,985.3926918042572
13770,985.3926918042572
13771,985.3926918042572
13772,985.3926918042572
13773,985.3926918042572
13774,985.3926918042572
13775,985.3926918042572
13776,985.3926918042572
13777,985.3926918042572
13778,985.3926918042572
13779,985.3926918042572
13780,985.3926918042572
13781,985.3926918042572
13782,985.3926918042572
13783,985.3926918042572
13784,985.3926918042572
13785,985.3926918042572
13786,1084.5462190744367
13787,1084.5462190744367
13788,1084.5462190744367
13789,1084.5462190744367
13790,1084.5462190744367
13791,1084.5462190744367
13792,1084.5462190744367
13793,1084.5462190744367
13794,1084.5462190744367
13795,1084.5462190744367
13796,1084.5462190744367
13797,1084.5462190744367
13798,1084.5462190744367
13799,1084.5462190744367
13800,1084.5462190744367
13801,1084.5462190744367
13802,1084.5462190744367
13803,1084.5462190744367
13804,1084.5462190744367
13805,1084.5462190744367
13806,1084.5462190744367
13807,1084.5462190744367
13808,1084.5462190744367
13809,1084.5462190744367
13810,1084.5462190744367
13811,1084.5462190744367
13812,1084.5462190744367
13813,1084.5462190744367
13814,1084.5462190744367
13815,1084.5462190744367
13816,1084.5462190744367
13817,1084.5462190744367
13818,1084.5462190744367
13819,1084.5462190744367
13820,1084.5462190744367
13821,1084.5462190744367
13822,1084.5462190744367
13823,1084.5462190744367
13824,1084.5462190744367
13825,1084.5462190744367
13826,1084.5462190744367
13827,1084.5462190744367
13828,1084.5462190744367
13829,1084.5462190744367
13830,1084.5462190744367
13831,1084.5462190744367
13832,1084.5462190744367
13833,1084.5462190744367
13834,1084.5462190744367
13835,1084.5462190744367
13836,1084.5462190744367
13837,1084.5462190744367
13838,1084.5462190744367
13839,1084.5462190744367
13840,1084.5462190744367
13841,1084.5462190744367
13842,1084.5462190744367
13843,1084.5462190744367
13844,1084.5462190744367
13845,1084.5462190744367
13846,1084.5462190744367
13847,1084.5462190744367
13848,1084.5462190744367
13849,1084.5462190744367
13850,1084.5462190744367
13851,1084.5462190744367
13852,1084.5462190744367
13853,1084.5462190744367
13854,1084.5462190744367
13855,1084.5462190744367
13856,1084.5462190744367
13857,1084.5462190744367
13858,1084.5462190744367
13859,1084.5462190744367
13860,1084.5462190744367
13861,1084.5462190744367
13862,1084.5462190744367
13863,1084.5462190744367
13864,1084.5462190744367
13865,1084.5462190744367
13866,1084.5462190744367
13867,1084.5462190744367
13868,1084.5462190744367
13869,1084.5462190744367
13870,1084.5462190744367
13871,1084.5462190744367
13872,1084.5462190744367
13873,1084.5462190744367
13874,1084.5462190744367
13875,1084.5462190744367
13876,1084.5462190744367
13877,1084.5462190744367
13878,1024.2578257576372
13879,1024.2578257576372
13880,1024.2578257576372
13881,1024.2578257576372
13882,1024.2578257576372
13883,1024.2578257576372
13884,1024.2578257576372
13885,1024.2578257576372
13886,1024.2578257576372
13887,1024.2578257576372
13888,1024.2578257576372
13889,1024.2578257576372
13890,1024.2578257576372
13891,1024.2578257576372
13892,1024.2578257576372
13893,1024.2578257576372
13894,1024.2578257576372
13895,1024.2578257576372
13896,1024.2578257576372
13897,1024.2578257576372
