,USDMXN Curncy_ratio
13309,1245.650327640115
13310,1245.650327640115
13311,1245.650327640115
13312,1245.650327640115
13313,1245.650327640115
13314,1245.650327640115
13315,1245.650327640115
13316,1245.650327640115
13317,1245.650327640115
13318,1245.650327640115
13319,1245.650327640115
13320,1245.650327640115
13321,1245.650327640115
13322,1245.650327640115
13323,1245.650327640115
13324,1245.650327640115
13325,1245.650327640115
13326,1245.650327640115
13327,1245.650327640115
13328,1245.650327640115
13329,1258.371488084824
13330,1258.371488084824
13331,1258.371488084824
13332,1258.371488084824
13333,1258.371488084824
13334,1258.371488084824
13335,1258.371488084824
13336,1258.371488084824
13337,1258.371488084824
13338,1258.371488084824
13339,1258.371488084824
13340,1258.371488084824
13341,1258.371488084824
13342,1258.371488084824
13343,1258.371488084824
13344,1258.371488084824
13345,1258.371488084824
13346,1258.371488084824
13347,1258.371488084824
13348,1258.371488084824
13349,1258.371488084824
13350,1258.371488084824
13351,1258.371488084824
13352,1258.371488084824
13353,1258.371488084824
13354,1258.371488084824
13355,1258.371488084824
13356,1258.371488084824
13357,1258.371488084824
13358,1258.371488084824
13359,1258.371488084824
13360,1258.371488084824
13361,1258.371488084824
13362,1258.371488084824
13363,1258.371488084824
13364,1258.371488084824
13365,1258.371488084824
13366,1258.371488084824
13367,1258.371488084824
13368,1258.371488084824
13369,1258.371488084824
13370,1258.371488084824
13371,1258.371488084824
13372,1258.371488084824
13373,1258.371488084824
13374,1258.371488084824
13375,1258.371488084824
13376,1258.371488084824
13377,1258.371488084824
13378,1258.371488084824
13379,1258.371488084824
13380,1258.371488084824
13381,1258.371488084824
13382,1258.371488084824
13383,1258.371488084824
13384,1258.371488084824
13385,1258.371488084824
13386,1258.371488084824
13387,1258.371488084824
13388,1258.371488084824
13389,1258.371488084824
13390,1258.371488084824
13391,1258.371488084824
13392,1258.371488084824
13393,1258.371488084824
13394,1258.371488084824
13395,1258.371488084824
13396,1258.371488084824
13397,1258.371488084824
13398,1258.371488084824
13399,1258.371488084824
13400,1258.371488084824
13401,1258.371488084824
13402,1258.371488084824
13403,1258.371488084824
13404,1258.371488084824
13405,1258.371488084824
13406,1258.371488084824
13407,1258.371488084824
13408,1258.371488084824
13409,1258.371488084824
13410,1258.371488084824
13411,1258.371488084824
13412,1258.371488084824
13413,1258.371488084824
13414,1258.371488084824
13415,1258.371488084824
13416,1258.371488084824
13417,1258.371488084824
13418,1258.371488084824
13419,1258.371488084824
13420,1258.371488084824
13421,1271.1858337667209
13422,1271.1858337667209
13423,1271.1858337667209
13424,1271.1858337667209
13425,1271.1858337667209
13426,1271.1858337667209
13427,1271.1858337667209
13428,1271.1858337667209
13429,1271.1858337667209
13430,1271.1858337667209
13431,1271.1858337667209
13432,1271.1858337667209
13433,1271.1858337667209
13434,1271.1858337667209
13435,1271.1858337667209
13436,1271.1858337667209
13437,1271.1858337667209
13438,1271.1858337667209
13439,1271.1858337667209
13440,1271.1858337667209
13441,1271.1858337667209
13442,1271.1858337667209
13443,1271.1858337667209
13444,1271.1858337667209
13445,1271.1858337667209
13446,1271.1858337667209
13447,1271.1858337667209
13448,1271.1858337667209
13449,1271.1858337667209
13450,1271.1858337667209
13451,1271.1858337667209
13452,1271.1858337667209
13453,1271.1858337667209
13454,1271.1858337667209
13455,1271.1858337667209
13456,1271.1858337667209
13457,1271.1858337667209
13458,1271.1858337667209
13459,1271.1858337667209
13460,1271.1858337667209
13461,1271.1858337667209
13462,1271.1858337667209
13463,1271.1858337667209
13464,1271.1858337667209
13465,1271.1858337667209
13466,1271.1858337667209
13467,1271.1858337667209
13468,1271.1858337667209
13469,1271.1858337667209
13470,1271.1858337667209
13471,1271.1858337667209
13472,1271.1858337667209
13473,1271.1858337667209
13474,1271.1858337667209
13475,1271.1858337667209
13476,1271.1858337667209
13477,1271.1858337667209
13478,1271.1858337667209
13479,1271.1858337667209
13480,1271.1858337667209
13481,1271.1858337667209
13482,1271.1858337667209
13483,1271.1858337667209
13484,1271.1858337667209
13485,1271.1858337667209
13486,1271.1858337667209
13487,1271.1858337667209
13488,1271.1858337667209
13489,1271.1858337667209
13490,1271.1858337667209
13491,1271.1858337667209
13492,1271.1858337667209
13493,1271.1858337667209
13494,1271.1858337667209
13495,1271.1858337667209
13496,1271.1858337667209
13497,1271.1858337667209
13498,1271.1858337667209
13499,1271.1858337667209
13500,1271.1858337667209
13501,1271.1858337667209
13502,1271.1858337667209
13503,1271.1858337667209
13504,1271.1858337667209
13505,1271.1858337667209
13506,1271.1858337667209
13507,1271.1858337667209
13508,1271.1858337667209
13509,1271.1858337667209
13510,1271.1858337667209
13511,1271.1858337667209
13512,1271.1858337667209
13513,1225.9424098829818
13514,1225.9424098829818
13515,1225.9424098829818
13516,1225.9424098829818
13517,1225.9424098829818
13518,1225.9424098829818
13519,1225.9424098829818
13520,1225.9424098829818
13521,1225.9424098829818
13522,1225.9424098829818
13523,1225.9424098829818
13524,1225.9424098829818
13525,1225.9424098829818
13526,1225.9424098829818
13527,1225.9424098829818
13528,1225.9424098829818
13529,1225.9424098829818
13530,1225.9424098829818
13531,1225.9424098829818
13532,1225.9424098829818
13533,1225.9424098829818
13534,1225.9424098829818
13535,1225.9424098829818
13536,1225.9424098829818
13537,1225.9424098829818
13538,1225.9424098829818
13539,1225.9424098829818
13540,1225.9424098829818
13541,1225.9424098829818
13542,1225.9424098829818
13543,1225.9424098829818
13544,1225.9424098829818
13545,1225.9424098829818
13546,1225.9424098829818
13547,1225.9424098829818
13548,1225.9424098829818
13549,1225.9424098829818
13550,1225.9424098829818
13551,1225.9424098829818
13552,1225.9424098829818
13553,1225.9424098829818
13554,1225.9424098829818
13555,1225.9424098829818
13556,1225.9424098829818
13557,1225.9424098829818
13558,1225.9424098829818
13559,1225.9424098829818
13560,1225.9424098829818
13561,1225.9424098829818
13562,1225.9424098829818
13563,1225.9424098829818
13564,1225.9424098829818
13565,1225.9424098829818
13566,1225.9424098829818
13567,1225.9424098829818
13568,1225.9424098829818
13569,1225.9424098829818
13570,1225.9424098829818
13571,1225.9424098829818
13572,1225.9424098829818
13573,1225.9424098829818
13574,1225.9424098829818
13575,1225.9424098829818
13576,1225.9424098829818
13577,1225.9424098829818
13578,1225.9424098829818
13579,1225.9424098829818
13580,1225.9424098829818
13581,1225.9424098829818
13582,1225.9424098829818
13583,1225.9424098829818
13584,1225.9424098829818
13585,1225.9424098829818
13586,1225.9424098829818
13587,1225.9424098829818
13588,1225.9424098829818
13589,1225.9424098829818
13590,1225.9424098829818
13591,1225.9424098829818
13592,1225.9424098829818
13593,1225.9424098829818
13594,1225.9424098829818
13595,1225.9424098829818
13596,1225.9424098829818
13597,1225.9424098829818
13598,1225.9424098829818
13599,1225.9424098829818
13600,1225.9424098829818
13601,1225.9424098829818
13602,1225.9424098829818
13603,1212.943557154751
13604,1212.943557154751
13605,1212.943557154751
13606,1212.943557154751
13607,1212.943557154751
13608,1212.943557154751
13609,1212.943557154751
13610,1212.943557154751
13611,1212.943557154751
13612,1212.943557154751
13613,1212.943557154751
13614,1212.943557154751
13615,1212.943557154751
13616,1212.943557154751
13617,1212.943557154751
13618,1212.943557154751
13619,1212.943557154751
13620,1212.943557154751
13621,1212.943557154751
13622,1212.943557154751
13623,1212.943557154751
13624,1212.943557154751
13625,1212.943557154751
13626,1212.943557154751
13627,1212.943557154751
13628,1212.943557154751
13629,1212.943557154751
13630,1212.943557154751
13631,1212.943557154751
13632,1212.943557154751
13633,1212.943557154751
13634,1212.943557154751
13635,1212.943557154751
13636,1212.943557154751
13637,1212.943557154751
13638,1212.943557154751
13639,1212.943557154751
13640,1212.943557154751
13641,1212.943557154751
13642,1212.943557154751
13643,1212.943557154751
13644,1212.943557154751
13645,1212.943557154751
13646,1212.943557154751
13647,1212.943557154751
13648,1212.943557154751
13649,1212.943557154751
13650,1212.943557154751
13651,1212.943557154751
13652,1212.943557154751
13653,1212.943557154751
13654,1212.943557154751
13655,1212.943557154751
13656,1212.943557154751
13657,1212.943557154751
13658,1212.943557154751
13659,1212.943557154751
13660,1212.943557154751
13661,1212.943557154751
13662,1212.943557154751
13663,1212.943557154751
13664,1212.943557154751
13665,1212.943557154751
13666,1212.943557154751
13667,1212.943557154751
13668,1212.943557154751
13669,1212.943557154751
13670,1212.943557154751
13671,1212.943557154751
13672,1212.943557154751
13673,1212.943557154751
13674,1212.943557154751
13675,1212.943557154751
13676,1212.943557154751
13677,1212.943557154751
13678,1212.943557154751
13679,1212.943557154751
13680,1212.943557154751
13681,1212.943557154751
13682,1212.943557154751
13683,1212.943557154751
13684,1212.943557154751
13685,1212.943557154751
13686,1212.943557154751
13687,1212.943557154751
13688,1212.943557154751
13689,1212.943557154751
13690,1212.943557154751
13691,1212.943557154751
13692,1212.943557154751
13693,1212.943557154751
13694,1181.3263685398165
13695,1181.3263685398165
13696,1181.3263685398165
13697,1181.3263685398165
13698,1181.3263685398165
13699,1181.3263685398165
13700,1181.3263685398165
13701,1181.3263685398165
13702,1181.3263685398165
13703,1181.3263685398165
13704,1181.3263685398165
13705,1181.3263685398165
13706,1181.3263685398165
13707,1181.3263685398165
13708,1181.3263685398165
13709,1181.3263685398165
13710,1181.3263685398165
13711,1181.3263685398165
13712,1181.3263685398165
13713,1181.3263685398165
13714,1181.3263685398165
13715,1181.3263685398165
13716,1181.3263685398165
13717,1181.3263685398165
13718,1181.3263685398165
13719,1181.3263685398165
13720,1181.3263685398165
13721,1181.3263685398165
13722,1181.3263685398165
13723,1181.3263685398165
13724,1181.3263685398165
13725,1181.3263685398165
13726,1181.3263685398165
13727,1181.3263685398165
13728,1181.3263685398165
13729,1181.3263685398165
13730,1181.3263685398165
13731,1181.3263685398165
13732,1181.3263685398165
13733,1181.3263685398165
13734,1181.3263685398165
13735,1181.3263685398165
13736,1181.3263685398165
13737,1181.3263685398165
13738,1181.3263685398165
13739,1181.3263685398165
13740,1181.3263685398165
13741,1181.3263685398165
13742,1181.3263685398165
13743,1181.3263685398165
13744,1181.3263685398165
13745,1181.3263685398165
13746,1181.3263685398165
13747,1181.3263685398165
13748,1181.3263685398165
13749,1181.3263685398165
13750,1181.3263685398165
13751,1181.3263685398165
13752,1181.3263685398165
13753,1181.3263685398165
13754,1181.3263685398165
13755,1181.3263685398165
13756,1181.3263685398165
13757,1181.3263685398165
13758,1181.3263685398165
13759,1181.3263685398165
13760,1181.3263685398165
13761,1181.3263685398165
13762,1181.3263685398165
13763,1181.3263685398165
13764,1181.3263685398165
13765,1181.3263685398165
13766,1181.3263685398165
13767,1181.3263685398165
13768,1181.3263685398165
13769,1181.3263685398165
13770,1181.3263685398165
13771,1181.3263685398165
13772,1181.3263685398165
13773,1181.3263685398165
13774,1181.3263685398165
13775,1181.3263685398165
13776,1181.3263685398165
13777,1181.3263685398165
13778,1181.3263685398165
13779,1181.3263685398165
13780,1181.3263685398165
13781,1181.3263685398165
13782,1181.3263685398165
13783,1181.3263685398165
13784,1181.3263685398165
13785,1181.3263685398165
13786,1173.9123794746254
13787,1173.9123794746254
13788,1173.9123794746254
13789,1173.9123794746254
13790,1173.9123794746254
13791,1173.9123794746254
13792,1173.9123794746254
13793,1173.9123794746254
13794,1173.9123794746254
13795,1173.9123794746254
13796,1173.9123794746254
13797,1173.9123794746254
13798,1173.9123794746254
13799,1173.9123794746254
13800,1173.9123794746254
13801,1173.9123794746254
13802,1173.9123794746254
13803,1173.9123794746254
13804,1173.9123794746254
13805,1173.9123794746254
13806,1173.9123794746254
13807,1173.9123794746254
13808,1173.9123794746254
13809,1173.9123794746254
13810,1173.9123794746254
13811,1173.9123794746254
13812,1173.9123794746254
13813,1173.9123794746254
13814,1173.9123794746254
13815,1173.9123794746254
13816,1173.9123794746254
13817,1173.9123794746254
13818,1173.9123794746254
13819,1173.9123794746254
13820,1173.9123794746254
13821,1173.9123794746254
13822,1173.9123794746254
13823,1173.9123794746254
13824,1173.9123794746254
13825,1173.9123794746254
13826,1173.9123794746254
13827,1173.9123794746254
13828,1173.9123794746254
13829,1173.9123794746254
13830,1173.9123794746254
13831,1173.9123794746254
13832,1173.9123794746254
13833,1173.9123794746254
13834,1173.9123794746254
13835,1173.9123794746254
13836,1173.9123794746254
13837,1173.9123794746254
13838,1173.9123794746254
13839,1173.9123794746254
13840,1173.9123794746254
13841,1173.9123794746254
13842,1173.9123794746254
13843,1173.9123794746254
13844,1173.9123794746254
13845,1173.9123794746254
13846,1173.9123794746254
13847,1173.9123794746254
13848,1173.9123794746254
13849,1173.9123794746254
13850,1173.9123794746254
13851,1173.9123794746254
13852,1173.9123794746254
13853,1173.9123794746254
13854,1173.9123794746254
13855,1173.9123794746254
13856,1173.9123794746254
13857,1173.9123794746254
13858,1173.9123794746254
13859,1173.9123794746254
13860,1173.9123794746254
13861,1173.9123794746254
13862,1173.9123794746254
13863,1173.9123794746254
13864,1173.9123794746254
13865,1173.9123794746254
13866,1173.9123794746254
13867,1173.9123794746254
13868,1173.9123794746254
13869,1173.9123794746254
13870,1173.9123794746254
13871,1173.9123794746254
13872,1173.9123794746254
13873,1173.9123794746254
13874,1173.9123794746254
13875,1173.9123794746254
13876,1173.9123794746254
13877,1173.9123794746254
13878,1339.619247775656
13879,1339.619247775656
13880,1339.619247775656
13881,1339.619247775656
13882,1339.619247775656
13883,1339.619247775656
13884,1339.619247775656
13885,1339.619247775656
13886,1339.619247775656
13887,1339.619247775656
13888,1339.619247775656
13889,1339.619247775656
13890,1339.619247775656
13891,1339.619247775656
13892,1339.619247775656
13893,1339.619247775656
13894,1339.619247775656
13895,1339.619247775656
13896,1339.619247775656
13897,1339.619247775656
13898,1339.619247775656
13899,1339.619247775656
13900,1339.619247775656
13901,1339.619247775656
13902,1339.619247775656
13903,1339.619247775656
13904,1339.619247775656
13905,1339.619247775656
13906,1339.619247775656
13907,1339.619247775656
13908,1339.619247775656
13909,1339.619247775656
13910,1339.619247775656
13911,1339.619247775656
13912,1339.619247775656
13913,1339.619247775656
13914,1339.619247775656
13915,1339.619247775656
13916,1339.619247775656
13917,1339.619247775656
13918,1339.619247775656
13919,1339.619247775656
13920,1339.619247775656
13921,1339.619247775656
13922,1339.619247775656
13923,1339.619247775656
13924,1339.619247775656
13925,1339.619247775656
13926,1339.619247775656
13927,1339.619247775656
13928,1339.619247775656
13929,1339.619247775656
13930,1339.619247775656
13931,1339.619247775656
13932,1339.619247775656
13933,1339.619247775656
13934,1339.619247775656
13935,1339.619247775656
13936,1339.619247775656
13937,1339.619247775656
13938,1339.619247775656
13939,1339.619247775656
13940,1339.619247775656
13941,1339.619247775656
13942,1339.619247775656
13943,1339.619247775656
13944,1339.619247775656
13945,1339.619247775656
13946,1339.619247775656
13947,1339.619247775656
13948,1339.619247775656
13949,1339.619247775656
13950,1339.619247775656
13951,1339.619247775656
13952,1339.619247775656
13953,1339.619247775656
13954,1339.619247775656
13955,1339.619247775656
13956,1339.619247775656
13957,1339.619247775656
13958,1339.619247775656
13959,1339.619247775656
13960,1339.619247775656
13961,1339.619247775656
13962,1339.619247775656
13963,1339.619247775656
13964,1339.619247775656
13965,1339.619247775656
13966,1339.619247775656
13967,1339.619247775656
13968,1339.619247775656
13969,1018.9769240171953
13970,1018.9769240171953
13971,1018.9769240171953
13972,1018.9769240171953
13973,1018.9769240171953
13974,1018.9769240171953
13975,1018.9769240171953
13976,1018.9769240171953
13977,1018.9769240171953
13978,1018.9769240171953
13979,1018.9769240171953
13980,1018.9769240171953
13981,1018.9769240171953
13982,1018.9769240171953
13983,1018.9769240171953
13984,1018.9769240171953
13985,1018.9769240171953
13986,1018.9769240171953
13987,1018.9769240171953
13988,1018.9769240171953
13989,1018.9769240171953
13990,1018.9769240171953
13991,1018.9769240171953
13992,1018.9769240171953
13993,1018.9769240171953
13994,1018.9769240171953
13995,1018.9769240171953
13996,1018.9769240171953
13997,1018.9769240171953
13998,1018.9769240171953
13999,1018.9769240171953
14000,1018.9769240171953
14001,1018.9769240171953
14002,1018.9769240171953
14003,1018.9769240171953
14004,1018.9769240171953
14005,1018.9769240171953
14006,1018.9769240171953
14007,1018.9769240171953
14008,1018.9769240171953
14009,1018.9769240171953
14010,1018.9769240171953
14011,1018.9769240171953
14012,1018.9769240171953
14013,1018.9769240171953
14014,1018.9769240171953
14015,1018.9769240171953
14016,1018.9769240171953
14017,1018.9769240171953
14018,1018.9769240171953
14019,1018.9769240171953
14020,1018.9769240171953
14021,1018.9769240171953
14022,1018.9769240171953
14023,1018.9769240171953
14024,1018.9769240171953
14025,1018.9769240171953
14026,1018.9769240171953
14027,1018.9769240171953
14028,1018.9769240171953
14029,1018.9769240171953
14030,1018.9769240171953
14031,1018.9769240171953
14032,1018.9769240171953
14033,1018.9769240171953
14034,1018.9769240171953
14035,1018.9769240171953
14036,1018.9769240171953
14037,1018.9769240171953
14038,1018.9769240171953
14039,1018.9769240171953
14040,1018.9769240171953
14041,1018.9769240171953
14042,1018.9769240171953
14043,1018.9769240171953
14044,1018.9769240171953
14045,1018.9769240171953
14046,1018.9769240171953
14047,1018.9769240171953
14048,1018.9769240171953
14049,1018.9769240171953
14050,1018.9769240171953
14051,1018.9769240171953
14052,1018.9769240171953
14053,1018.9769240171953
14054,1018.9769240171953
14055,1018.9769240171953
14056,1018.9769240171953
14057,1018.9769240171953
14058,1018.9769240171953
14059,1018.9769240171953
14060,999.9999999999999
14061,999.9999999999999
14062,999.9999999999999
14063,999.9999999999999
14064,999.9999999999999
14065,999.9999999999999
14066,999.9999999999999
14067,999.9999999999999
14068,999.9999999999999
14069,999.9999999999999
14070,999.9999999999999
14071,999.9999999999999
14072,999.9999999999999
14073,999.9999999999999
14074,999.9999999999999
14075,999.9999999999999
14076,999.9999999999999
14077,999.9999999999999
14078,999.9999999999999
14079,999.9999999999999
14080,999.9999999999999
14081,999.9999999999999
14082,999.9999999999999
14083,999.9999999999999
14084,999.9999999999999
14085,999.9999999999999
14086,999.9999999999999
14087,999.9999999999999
14088,999.9999999999999
14089,999.9999999999999
14090,999.9999999999999
14091,999.9999999999999
14092,999.9999999999999
14093,999.9999999999999
14094,999.9999999999999
14095,999.9999999999999
14096,999.9999999999999
14097,999.9999999999999
14098,999.9999999999999
14099,999.9999999999999
14100,999.9999999999999
14101,999.9999999999999
14102,999.9999999999999
14103,999.9999999999999
14104,999.9999999999999
14105,999.9999999999999
14106,999.9999999999999
14107,999.9999999999999
14108,999.9999999999999
14109,999.9999999999999
14110,999.9999999999999
14111,999.9999999999999
14112,999.9999999999999
14113,999.9999999999999
14114,999.9999999999999
14115,999.9999999999999
14116,999.9999999999999
14117,999.9999999999999
14118,999.9999999999999
14119,999.9999999999999
14120,999.9999999999999
14121,999.9999999999999
14122,999.9999999999999
14123,999.9999999999999
14124,999.9999999999999
14125,999.9999999999999
14126,999.9999999999999
14127,999.9999999999999
14128,999.9999999999999
14129,999.9999999999999
14130,999.9999999999999
14131,999.9999999999999
14132,999.9999999999999
14133,999.9999999999999
14134,999.9999999999999
14135,999.9999999999999
14136,999.9999999999999
14137,999.9999999999999
14138,999.9999999999999
14139,999.9999999999999
14140,999.9999999999999
14141,999.9999999999999
14142,999.9999999999999
14143,999.9999999999999
14144,999.9999999999999
14145,999.9999999999999
14146,999.9999999999999
14147,999.9999999999999
14148,999.9999999999999
14149,999.9999999999999
14150,999.9999999999999
14151,999.9999999999999
14152,999.9999999999999
14153,999.9999999999999
14154,999.9999999999999
14155,999.9999999999999
14156,999.9999999999999
14157,999.9999999999999
14158,999.9999999999999
14159,999.9999999999999
14160,999.9999999999999
14161,999.9999999999999
14162,999.9999999999999
14163,999.9999999999999
14164,999.9999999999999
14165,999.9999999999999
14166,999.9999999999999
14167,999.9999999999999
14168,999.9999999999999
14169,999.9999999999999
14170,999.9999999999999
14171,999.9999999999999
14172,999.9999999999999
14173,999.9999999999999
14174,999.9999999999999
14175,999.9999999999999
14176,999.9999999999999
14177,999.9999999999999
14178,999.9999999999999
14179,999.9999999999999
14180,999.9999999999999
14181,999.9999999999999
14182,999.9999999999999
14183,999.9999999999999
14184,999.9999999999999
14185,999.9999999999999
14186,999.9999999999999
14187,999.9999999999999
14188,999.9999999999999
14189,999.9999999999999
14190,999.9999999999999
14191,999.9999999999999
14192,999.9999999999999
14193,999.9999999999999
14194,999.9999999999999
14195,999.9999999999999
14196,999.9999999999999
14197,999.9999999999999
14198,999.9999999999999
14199,999.9999999999999
14200,999.9999999999999
14201,999.9999999999999
14202,999.9999999999999
14203,999.9999999999999
14204,999.9999999999999
14205,999.9999999999999
14206,999.9999999999999
14207,999.9999999999999
14208,999.9999999999999
14209,999.9999999999999
14210,999.9999999999999
14211,999.9999999999999
14212,999.9999999999999
14213,999.9999999999999
14214,999.9999999999999
14215,999.9999999999999
14216,999.9999999999999
14217,999.9999999999999
14218,999.9999999999999
14219,999.9999999999999
14220,999.9999999999999
14221,999.9999999999999
14222,999.9999999999999
14223,999.9999999999999
14224,999.9999999999999
14225,999.9999999999999
14226,999.9999999999999
14227,999.9999999999999
14228,999.9999999999999
14229,999.9999999999999
14230,999.9999999999999
14231,999.9999999999999
14232,999.9999999999999
14233,999.9999999999999
14234,999.9999999999999
14235,999.9999999999999
14236,999.9999999999999
14237,999.9999999999999
14238,999.9999999999999
14239,999.9999999999999
14240,999.9999999999999
14241,999.9999999999999
14242,999.9999999999999
14243,999.9999999999999
14244,1055.8965366067516
14245,1055.8965366067516
14246,1055.8965366067516
14247,1055.8965366067516
14248,1055.8965366067516
14249,1055.8965366067516
14250,1055.8965366067516
14251,1055.8965366067516
14252,1055.8965366067516
14253,1055.8965366067516
14254,1055.8965366067516
14255,1055.8965366067516
14256,1055.8965366067516
14257,1055.8965366067516
14258,1055.8965366067516
14259,1055.8965366067516
14260,1055.8965366067516
14261,1055.8965366067516
14262,1055.8965366067516
14263,1055.8965366067516
14264,1055.8965366067516
14265,1055.8965366067516
14266,1055.8965366067516
14267,1055.8965366067516
14268,1055.8965366067516
14269,1055.8965366067516
14270,1055.8965366067516
14271,1055.8965366067516
14272,1055.8965366067516
14273,1055.8965366067516
14274,1055.8965366067516
14275,1055.8965366067516
14276,1055.8965366067516
14277,1055.8965366067516
14278,1055.8965366067516
14279,1055.8965366067516
14280,1055.8965366067516
14281,1055.8965366067516
14282,1055.8965366067516
14283,1055.8965366067516
14284,1055.8965366067516
14285,1055.8965366067516
14286,1055.8965366067516
14287,1055.8965366067516
14288,1055.8965366067516
14289,1055.8965366067516
14290,1055.8965366067516
14291,1055.8965366067516
14292,1055.8965366067516
14293,1055.8965366067516
14294,1055.8965366067516
14295,1055.8965366067516
14296,1055.8965366067516
14297,1055.8965366067516
14298,1055.8965366067516
14299,1055.8965366067516
14300,1055.8965366067516
14301,1055.8965366067516
14302,1055.8965366067516
14303,1055.8965366067516
14304,1055.8965366067516
14305,1055.8965366067516
14306,1055.8965366067516
14307,1055.8965366067516
14308,1055.8965366067516
14309,1055.8965366067516
14310,1055.8965366067516
14311,1055.8965366067516
14312,1055.8965366067516
14313,1055.8965366067516
14314,1055.8965366067516
14315,1055.8965366067516
14316,1055.8965366067516
14317,1055.8965366067516
14318,1055.8965366067516
14319,1055.8965366067516
14320,1055.8965366067516
14321,1055.8965366067516
14322,1055.8965366067516
14323,1055.8965366067516
14324,1055.8965366067516
14325,1055.8965366067516
14326,1055.8965366067516
14327,1055.8965366067516
14328,1055.8965366067516
14329,1055.8965366067516
14330,1055.8965366067516
14331,1055.8965366067516
14332,1055.8965366067516
14333,1055.8965366067516
14334,1027.6105459829766
14335,1027.6105459829766
14336,1027.6105459829766
14337,1027.6105459829766
14338,1027.6105459829766
14339,1027.6105459829766
14340,1027.6105459829766
14341,1027.6105459829766
14342,1027.6105459829766
14343,1027.6105459829766
14344,1027.6105459829766
14345,1027.6105459829766
14346,1027.6105459829766
14347,1027.6105459829766
14348,1027.6105459829766
14349,1027.6105459829766
14350,1027.6105459829766
14351,1027.6105459829766
14352,1027.6105459829766
14353,1027.6105459829766
14354,1027.6105459829766
14355,1027.6105459829766
14356,1027.6105459829766
14357,1027.6105459829766
14358,1027.6105459829766
14359,1027.6105459829766
14360,1027.6105459829766
14361,1027.6105459829766
14362,1027.6105459829766
14363,1027.6105459829766
14364,1027.6105459829766
14365,1027.6105459829766
14366,1027.6105459829766
14367,1027.6105459829766
14368,1027.6105459829766
14369,1027.6105459829766
14370,1027.6105459829766
14371,1027.6105459829766
14372,1027.6105459829766
14373,1027.6105459829766
14374,1027.6105459829766
14375,1027.6105459829766
14376,1027.6105459829766
14377,1027.6105459829766
14378,1027.6105459829766
14379,1027.6105459829766
14380,1027.6105459829766
14381,1027.6105459829766
14382,1027.6105459829766
14383,1027.6105459829766
14384,1027.6105459829766
14385,1027.6105459829766
14386,1027.6105459829766
14387,1027.6105459829766
14388,1027.6105459829766
14389,1027.6105459829766
14390,1027.6105459829766
14391,1027.6105459829766
14392,1027.6105459829766
14393,1027.6105459829766
14394,1027.6105459829766
14395,1027.6105459829766
14396,1027.6105459829766
14397,1027.6105459829766
14398,1027.6105459829766
14399,1027.6105459829766
14400,1027.6105459829766
14401,1027.6105459829766
14402,1027.6105459829766
14403,1027.6105459829766
14404,1027.6105459829766
14405,1027.6105459829766
14406,1027.6105459829766
14407,1027.6105459829766
14408,1027.6105459829766
14409,1027.6105459829766
14410,1027.6105459829766
14411,1027.6105459829766
14412,1027.6105459829766
14413,1027.6105459829766
14414,1027.6105459829766
14415,1027.6105459829766
14416,1027.6105459829766
14417,1027.6105459829766
14418,1027.6105459829766
14419,1027.6105459829766
14420,1027.6105459829766
14421,1027.6105459829766
14422,1027.6105459829766
14423,1027.6105459829766
14424,1027.6105459829766
14425,1018.1198945981554
14426,1018.1198945981554
14427,1018.1198945981554
14428,1018.1198945981554
14429,1018.1198945981554
14430,1018.1198945981554
14431,1018.1198945981554
14432,1018.1198945981554
14433,1018.1198945981554
14434,1018.1198945981554
14435,1018.1198945981554
14436,1018.1198945981554
14437,1018.1198945981554
14438,1018.1198945981554
14439,1018.1198945981554
14440,1018.1198945981554
14441,1018.1198945981554
14442,1018.1198945981554
14443,1018.1198945981554
14444,1018.1198945981554
14445,1018.1198945981554
14446,1018.1198945981554
14447,1018.1198945981554
14448,1018.1198945981554
14449,1018.1198945981554
14450,1018.1198945981554
14451,1018.1198945981554
14452,1018.1198945981554
14453,1018.1198945981554
14454,1018.1198945981554
14455,1018.1198945981554
14456,1018.1198945981554
14457,1018.1198945981554
14458,1018.1198945981554
14459,1018.1198945981554
14460,1018.1198945981554
14461,1018.1198945981554
14462,1018.1198945981554
14463,1018.1198945981554
14464,1018.1198945981554
14465,1018.1198945981554
14466,1018.1198945981554
14467,1018.1198945981554
14468,1018.1198945981554
14469,1018.1198945981554
14470,1018.1198945981554
14471,1018.1198945981554
14472,1018.1198945981554
14473,1018.1198945981554
14474,1018.1198945981554
14475,1018.1198945981554
14476,1018.1198945981554
14477,1018.1198945981554
14478,1018.1198945981554
14479,1018.1198945981554
14480,1018.1198945981554
14481,1018.1198945981554
14482,1018.1198945981554
14483,1018.1198945981554
14484,1018.1198945981554
14485,1018.1198945981554
14486,1018.1198945981554
14487,1018.1198945981554
14488,1018.1198945981554
14489,1018.1198945981554
14490,1018.1198945981554
14491,1018.1198945981554
14492,1018.1198945981554
14493,1018.1198945981554
14494,1018.1198945981554
14495,1018.1198945981554
14496,1018.1198945981554
14497,1018.1198945981554
14498,1018.1198945981554
14499,1018.1198945981554
14500,1018.1198945981554
14501,1018.1198945981554
14502,1018.1198945981554
14503,1018.1198945981554
14504,1018.1198945981554
14505,1018.1198945981554
14506,1018.1198945981554
14507,1018.1198945981554
14508,1018.1198945981554
14509,1018.1198945981554
14510,1018.1198945981554
14511,1018.1198945981554
14512,1018.1198945981554
14513,1018.1198945981554
