,CHPMINDX Index_ratio
10627,970.7506228698587
10628,970.7506228698587
10629,970.7506228698587
10630,970.7506228698587
10631,970.7506228698587
10632,970.7506228698587
10633,970.7506228698587
10634,970.7506228698587
10635,970.7506228698587
10636,970.7506228698587
10637,970.7506228698587
10638,970.7506228698587
10639,970.7506228698587
10640,970.7506228698587
10641,970.7506228698587
10642,970.7506228698587
10643,970.7506228698587
10644,970.7506228698587
10645,970.7506228698587
10646,970.7506228698587
10647,970.7506228698587
10648,970.7506228698587
10649,970.7506228698587
10650,970.7506228698587
10651,970.7506228698587
10652,970.7506228698587
10653,970.7506228698587
10654,970.7506228698587
10655,970.7506228698587
10656,970.7506228698587
10657,970.7506228698587
10658,970.7506228698587
10659,970.7506228698587
10660,970.7506228698587
10661,970.7506228698587
10662,970.7506228698587
10663,970.7506228698587
10664,970.7506228698587
10665,970.7506228698587
10666,970.7506228698587
10667,970.7506228698587
10668,970.7506228698587
10669,970.7506228698587
10670,970.7506228698587
10671,970.7506228698587
10672,970.7506228698587
10673,970.7506228698587
10674,970.7506228698587
10675,970.7506228698587
10676,970.7506228698587
10677,970.7506228698587
10678,970.7506228698587
10679,970.7506228698587
10680,970.7506228698587
10681,1003.0087973299449
10682,1003.0087973299449
10683,1003.0087973299449
10684,1003.0087973299449
10685,1003.0087973299449
10686,1003.0087973299449
10687,1003.0087973299449
10688,1003.0087973299449
10689,1003.0087973299449
10690,1003.0087973299449
10691,1003.0087973299449
10692,1003.0087973299449
10693,1003.0087973299449
10694,1003.0087973299449
10695,1003.0087973299449
10696,1003.0087973299449
10697,1003.0087973299449
10698,1003.0087973299449
10699,1003.0087973299449
10700,1003.0087973299449
10701,1003.0087973299449
10702,1003.0087973299449
10703,1003.0087973299449
10704,1003.0087973299449
10705,1003.0087973299449
10706,1003.0087973299449
10707,1003.0087973299449
10708,1003.0087973299449
10709,1003.0087973299449
10710,1003.0087973299449
10711,1003.0087973299449
10712,1003.0087973299449
10713,1003.0087973299449
10714,1003.0087973299449
10715,1003.0087973299449
10716,1003.0087973299449
10717,1003.0087973299449
10718,1003.0087973299449
10719,1003.0087973299449
10720,1003.0087973299449
10721,1003.0087973299449
10722,1003.0087973299449
10723,1003.0087973299449
10724,1003.0087973299449
10725,1003.0087973299449
10726,1003.0087973299449
10727,1003.0087973299449
10728,1003.0087973299449
10729,1003.0087973299449
10730,1003.0087973299449
10731,1003.0087973299449
10732,1003.0087973299449
10733,1003.0087973299449
10734,1003.0087973299449
10735,1003.0087973299449
10736,1003.0087973299449
10737,1003.0087973299449
10738,1003.0087973299449
10739,1003.0087973299449
10740,1003.0087973299449
10741,1003.0087973299449
10742,1003.0087973299449
10743,1003.0087973299449
10744,1003.0087973299449
10745,1003.0087973299449
10746,1003.0087973299449
10747,1003.0087973299449
10748,1003.0087973299449
10749,1003.0087973299449
10750,1003.0087973299449
10751,1003.0087973299449
10752,1003.0087973299449
10753,1003.0087973299449
10754,1003.0087973299449
10755,1003.0087973299449
10756,1003.0087973299449
10757,1003.0087973299449
10758,1003.0087973299449
10759,1003.0087973299449
10760,1003.0087973299449
10761,1003.0087973299449
10762,1003.0087973299449
10763,1003.0087973299449
10764,1003.0087973299449
10765,1003.0087973299449
10766,1003.0087973299449
10767,1003.0087973299449
10768,1003.0087973299449
10769,1003.0087973299449
10770,1003.0087973299449
10771,1003.0087973299449
10772,822.3533771743072
10773,822.3533771743072
10774,822.3533771743072
10775,822.3533771743072
10776,822.3533771743072
10777,822.3533771743072
10778,822.3533771743072
10779,822.3533771743072
10780,822.3533771743072
10781,822.3533771743072
10782,822.3533771743072
10783,822.3533771743072
10784,822.3533771743072
10785,822.3533771743072
10786,822.3533771743072
10787,822.3533771743072
10788,822.3533771743072
10789,822.3533771743072
10790,822.3533771743072
10791,822.3533771743072
10792,822.3533771743072
10793,822.3533771743072
10794,822.3533771743072
10795,822.3533771743072
10796,822.3533771743072
10797,822.3533771743072
10798,822.3533771743072
10799,822.3533771743072
10800,822.3533771743072
10801,822.3533771743072
10802,822.3533771743072
10803,822.3533771743072
10804,822.3533771743072
10805,822.3533771743072
10806,822.3533771743072
10807,822.3533771743072
10808,822.3533771743072
10809,822.3533771743072
10810,822.3533771743072
10811,822.3533771743072
10812,822.3533771743072
10813,822.3533771743072
10814,822.3533771743072
10815,822.3533771743072
10816,822.3533771743072
10817,822.3533771743072
10818,822.3533771743072
10819,822.3533771743072
10820,822.3533771743072
10821,822.3533771743072
10822,822.3533771743072
10823,822.3533771743072
10824,822.3533771743072
10825,822.3533771743072
10826,822.3533771743072
10827,822.3533771743072
10828,822.3533771743072
10829,822.3533771743072
10830,822.3533771743072
10831,822.3533771743072
10832,822.3533771743072
10833,822.3533771743072
10834,822.3533771743072
10835,822.3533771743072
10836,822.3533771743072
10837,822.3533771743072
10838,822.3533771743072
10839,822.3533771743072
10840,822.3533771743072
10841,822.3533771743072
10842,822.3533771743072
10843,822.3533771743072
10844,822.3533771743072
10845,822.3533771743072
10846,822.3533771743072
10847,822.3533771743072
10848,822.3533771743072
10849,822.3533771743072
10850,822.3533771743072
10851,822.3533771743072
10852,822.3533771743072
10853,822.3533771743072
10854,822.3533771743072
10855,822.3533771743072
10856,822.3533771743072
10857,822.3533771743072
10858,822.3533771743072
10859,822.3533771743072
10860,822.3533771743072
10861,822.3533771743072
10862,822.3533771743072
10863,822.3533771743072
10864,954.4821855198923
10865,954.4821855198923
10866,954.4821855198923
10867,954.4821855198923
10868,954.4821855198923
10869,954.4821855198923
10870,954.4821855198923
10871,954.4821855198923
10872,954.4821855198923
10873,954.4821855198923
10874,954.4821855198923
10875,954.4821855198923
10876,954.4821855198923
10877,954.4821855198923
10878,954.4821855198923
10879,954.4821855198923
10880,954.4821855198923
10881,954.4821855198923
10882,954.4821855198923
10883,954.4821855198923
10884,954.4821855198923
10885,954.4821855198923
10886,954.4821855198923
10887,954.4821855198923
10888,954.4821855198923
10889,954.4821855198923
10890,954.4821855198923
10891,954.4821855198923
10892,954.4821855198923
10893,954.4821855198923
10894,954.4821855198923
10895,954.4821855198923
10896,954.4821855198923
10897,954.4821855198923
10898,954.4821855198923
10899,954.4821855198923
10900,954.4821855198923
10901,954.4821855198923
10902,954.4821855198923
10903,954.4821855198923
10904,954.4821855198923
10905,954.4821855198923
10906,954.4821855198923
10907,954.4821855198923
10908,954.4821855198923
10909,954.4821855198923
10910,954.4821855198923
10911,954.4821855198923
10912,954.4821855198923
10913,954.4821855198923
10914,954.4821855198923
10915,954.4821855198923
10916,954.4821855198923
10917,954.4821855198923
10918,954.4821855198923
10919,954.4821855198923
10920,954.4821855198923
10921,954.4821855198923
10922,954.4821855198923
10923,954.4821855198923
10924,954.4821855198923
10925,954.4821855198923
10926,954.4821855198923
10927,954.4821855198923
10928,954.4821855198923
10929,954.4821855198923
10930,954.4821855198923
10931,954.4821855198923
10932,954.4821855198923
10933,954.4821855198923
10934,954.4821855198923
10935,954.4821855198923
10936,954.4821855198923
10937,954.4821855198923
10938,954.4821855198923
10939,954.4821855198923
10940,954.4821855198923
10941,954.4821855198923
10942,954.4821855198923
10943,954.4821855198923
10944,954.4821855198923
10945,954.4821855198923
10946,954.4821855198923
10947,954.4821855198923
10948,954.4821855198923
10949,954.4821855198923
10950,954.4821855198923
10951,954.4821855198923
10952,954.4821855198923
10953,954.4821855198923
10954,954.4821855198923
10955,954.4821855198923
10956,938.1090788020962
10957,938.1090788020962
10958,938.1090788020962
10959,938.1090788020962
10960,938.1090788020962
10961,938.1090788020962
10962,938.1090788020962
10963,938.1090788020962
10964,938.1090788020962
10965,938.1090788020962
10966,938.1090788020962
10967,938.1090788020962
10968,938.1090788020962
10969,938.1090788020962
10970,938.1090788020962
10971,938.1090788020962
10972,938.1090788020962
10973,938.1090788020962
10974,938.1090788020962
10975,938.1090788020962
10976,938.1090788020962
10977,938.1090788020962
10978,938.1090788020962
10979,938.1090788020962
10980,938.1090788020962
10981,938.1090788020962
10982,938.1090788020962
10983,938.1090788020962
10984,938.1090788020962
10985,938.1090788020962
10986,938.1090788020962
10987,938.1090788020962
10988,938.1090788020962
10989,938.1090788020962
10990,938.1090788020962
10991,938.1090788020962
10992,938.1090788020962
10993,938.1090788020962
10994,938.1090788020962
10995,938.1090788020962
10996,938.1090788020962
10997,938.1090788020962
10998,938.1090788020962
10999,938.1090788020962
11000,938.1090788020962
11001,938.1090788020962
11002,938.1090788020962
11003,938.1090788020962
11004,938.1090788020962
11005,938.1090788020962
11006,938.1090788020962
11007,938.1090788020962
11008,938.1090788020962
11009,938.1090788020962
11010,938.1090788020962
11011,938.1090788020962
11012,938.1090788020962
11013,938.1090788020962
11014,938.1090788020962
11015,938.1090788020962
11016,938.1090788020962
11017,938.1090788020962
11018,938.1090788020962
11019,938.1090788020962
11020,938.1090788020962
11021,938.1090788020962
11022,938.1090788020962
11023,938.1090788020962
11024,938.1090788020962
11025,938.1090788020962
11026,938.1090788020962
11027,938.1090788020962
11028,938.1090788020962
11029,938.1090788020962
11030,938.1090788020962
11031,938.1090788020962
11032,938.1090788020962
11033,938.1090788020962
11034,938.1090788020962
11035,938.1090788020962
11036,938.1090788020962
11037,938.1090788020962
11038,938.1090788020962
11039,938.1090788020962
11040,938.1090788020962
11041,938.1090788020962
11042,938.1090788020962
11043,938.1090788020962
11044,938.1090788020962
11045,938.1090788020962
11046,938.1090788020962
11047,733.4865828485647
11048,733.4865828485647
11049,733.4865828485647
11050,733.4865828485647
11051,733.4865828485647
11052,733.4865828485647
11053,733.4865828485647
11054,733.4865828485647
11055,733.4865828485647
11056,733.4865828485647
11057,733.4865828485647
11058,733.4865828485647
11059,733.4865828485647
11060,733.4865828485647
11061,733.4865828485647
11062,733.4865828485647
11063,733.4865828485647
11064,733.4865828485647
11065,733.4865828485647
11066,733.4865828485647
11067,733.4865828485647
11068,733.4865828485647
11069,733.4865828485647
11070,733.4865828485647
11071,733.4865828485647
11072,733.4865828485647
11073,733.4865828485647
11074,733.4865828485647
11075,733.4865828485647
11076,733.4865828485647
11077,733.4865828485647
11078,733.4865828485647
11079,733.4865828485647
11080,733.4865828485647
11081,733.4865828485647
11082,733.4865828485647
11083,733.4865828485647
11084,733.4865828485647
11085,733.4865828485647
11086,733.4865828485647
11087,733.4865828485647
11088,733.4865828485647
11089,733.4865828485647
11090,733.4865828485647
11091,733.4865828485647
11092,733.4865828485647
11093,733.4865828485647
11094,733.4865828485647
11095,733.4865828485647
11096,733.4865828485647
11097,733.4865828485647
11098,733.4865828485647
11099,733.4865828485647
11100,733.4865828485647
11101,733.4865828485647
11102,733.4865828485647
11103,733.4865828485647
11104,733.4865828485647
11105,733.4865828485647
11106,733.4865828485647
11107,733.4865828485647
11108,733.4865828485647
11109,733.4865828485647
11110,733.4865828485647
11111,733.4865828485647
11112,733.4865828485647
11113,733.4865828485647
11114,733.4865828485647
11115,733.4865828485647
11116,733.4865828485647
11117,733.4865828485647
11118,733.4865828485647
11119,733.4865828485647
11120,733.4865828485647
11121,733.4865828485647
11122,733.4865828485647
11123,733.4865828485647
11124,733.4865828485647
11125,733.4865828485647
11126,733.4865828485647
11127,733.4865828485647
11128,733.4865828485647
11129,733.4865828485647
11130,733.4865828485647
11131,733.4865828485647
11132,733.4865828485647
11133,733.4865828485647
11134,733.4865828485647
11135,733.4865828485647
11136,733.4865828485647
11137,733.4865828485647
11138,815.9456208895873
11139,815.9456208895873
11140,815.9456208895873
11141,815.9456208895873
11142,815.9456208895873
11143,815.9456208895873
11144,815.9456208895873
11145,815.9456208895873
11146,815.9456208895873
11147,815.9456208895873
11148,815.9456208895873
11149,815.9456208895873
11150,815.9456208895873
11151,815.9456208895873
11152,815.9456208895873
11153,815.9456208895873
11154,815.9456208895873
11155,815.9456208895873
11156,815.9456208895873
11157,815.9456208895873
11158,815.9456208895873
11159,815.9456208895873
11160,815.9456208895873
11161,815.9456208895873
11162,815.9456208895873
11163,815.9456208895873
11164,815.9456208895873
11165,815.9456208895873
11166,815.9456208895873
11167,815.9456208895873
11168,815.9456208895873
11169,815.9456208895873
11170,815.9456208895873
11171,815.9456208895873
11172,815.9456208895873
11173,815.9456208895873
11174,815.9456208895873
11175,815.9456208895873
11176,815.9456208895873
11177,815.9456208895873
11178,815.9456208895873
11179,815.9456208895873
11180,815.9456208895873
11181,815.9456208895873
11182,815.9456208895873
11183,815.9456208895873
11184,815.9456208895873
11185,815.9456208895873
11186,815.9456208895873
11187,815.9456208895873
11188,815.9456208895873
11189,815.9456208895873
11190,815.9456208895873
11191,815.9456208895873
11192,815.9456208895873
11193,815.9456208895873
11194,815.9456208895873
11195,815.9456208895873
11196,815.9456208895873
11197,815.9456208895873
11198,815.9456208895873
11199,815.9456208895873
11200,815.9456208895873
11201,815.9456208895873
11202,815.9456208895873
11203,815.9456208895873
11204,815.9456208895873
11205,815.9456208895873
11206,815.9456208895873
11207,815.9456208895873
11208,815.9456208895873
11209,815.9456208895873
11210,815.9456208895873
11211,815.9456208895873
11212,815.9456208895873
11213,815.9456208895873
11214,815.9456208895873
11215,815.9456208895873
11216,815.9456208895873
11217,815.9456208895873
11218,815.9456208895873
11219,815.9456208895873
11220,815.9456208895873
11221,815.9456208895873
11222,815.9456208895873
11223,815.9456208895873
11224,815.9456208895873
11225,815.9456208895873
11226,815.9456208895873
11227,815.9456208895873
11228,815.9456208895873
11229,815.9456208895873
11230,1698.429928280674
11231,1698.429928280674
11232,1698.429928280674
11233,1698.429928280674
11234,1698.429928280674
11235,1698.429928280674
11236,1698.429928280674
11237,1698.429928280674
11238,1698.429928280674
11239,1698.429928280674
11240,1698.429928280674
11241,1698.429928280674
11242,1698.429928280674
11243,1698.429928280674
11244,1698.429928280674
11245,1698.429928280674
11246,1698.429928280674
11247,1698.429928280674
11248,1698.429928280674
11249,1698.429928280674
11250,1698.429928280674
11251,1698.429928280674
11252,1698.429928280674
11253,1698.429928280674
11254,1698.429928280674
11255,1698.429928280674
11256,1698.429928280674
11257,1698.429928280674
11258,1698.429928280674
11259,1698.429928280674
11260,1698.429928280674
11261,1698.429928280674
11262,1698.429928280674
11263,1698.429928280674
11264,1698.429928280674
11265,1698.429928280674
