,AUDUSD Curncy_ratio
13691,1064.034283391941
13692,1064.034283391941
13693,1064.034283391941
13694,999.7568372203032
13695,999.7568372203032
13696,999.7568372203032
13697,999.7568372203032
13698,999.7568372203032
13699,999.7568372203032
13700,999.7568372203032
13701,999.7568372203032
13702,999.7568372203032
13703,999.7568372203032
13704,999.7568372203032
13705,999.7568372203032
13706,999.7568372203032
13707,999.7568372203032
13708,999.7568372203032
13709,999.7568372203032
13710,999.7568372203032
13711,999.7568372203032
13712,999.7568372203032
13713,999.7568372203032
13714,999.7568372203032
13715,999.7568372203032
13716,999.7568372203032
13717,999.7568372203032
13718,999.7568372203032
13719,999.7568372203032
13720,999.7568372203032
13721,999.7568372203032
13722,999.7568372203032
13723,999.7568372203032
13724,999.7568372203032
13725,999.7568372203032
13726,999.7568372203032
13727,999.7568372203032
13728,999.7568372203032
13729,999.7568372203032
13730,999.7568372203032
13731,999.7568372203032
13732,999.7568372203032
13733,999.7568372203032
13734,999.7568372203032
13735,999.7568372203032
13736,999.7568372203032
13737,999.7568372203032
13738,999.7568372203032
13739,999.7568372203032
13740,999.7568372203032
13741,999.7568372203032
13742,999.7568372203032
13743,999.7568372203032
13744,999.7568372203032
13745,999.7568372203032
13746,999.7568372203032
13747,999.7568372203032
13748,999.7568372203032
13749,999.7568372203032
13750,999.7568372203032
13751,999.7568372203032
13752,999.7568372203032
13753,999.7568372203032
13754,999.7568372203032
13755,999.7568372203032
13756,999.7568372203032
13757,999.7568372203032
13758,999.7568372203032
13759,999.7568372203032
13760,999.7568372203032
13761,999.7568372203032
13762,999.7568372203032
13763,999.7568372203032
13764,999.7568372203032
13765,999.7568372203032
13766,999.7568372203032
13767,999.7568372203032
13768,999.7568372203032
13769,999.7568372203032
13770,999.7568372203032
13771,999.7568372203032
13772,999.7568372203032
13773,999.7568372203032
13774,999.7568372203032
13775,999.7568372203032
13776,999.7568372203032
13777,999.7568372203032
13778,999.7568372203032
13779,999.7568372203032
13780,999.7568372203032
13781,999.7568372203032
13782,999.7568372203032
13783,999.7568372203032
13784,999.7568372203032
13785,999.7568372203032
13786,985.8442532995831
13787,985.8442532995831
13788,985.8442532995831
13789,985.8442532995831
13790,985.8442532995831
13791,985.8442532995831
13792,985.8442532995831
13793,985.8442532995831
13794,985.8442532995831
13795,985.8442532995831
13796,985.8442532995831
13797,985.8442532995831
13798,985.8442532995831
13799,985.8442532995831
13800,985.8442532995831
13801,985.8442532995831
13802,985.8442532995831
13803,985.8442532995831
13804,985.8442532995831
13805,985.8442532995831
13806,985.8442532995831
13807,985.8442532995831
13808,985.8442532995831
13809,985.8442532995831
13810,985.8442532995831
13811,985.8442532995831
13812,985.8442532995831
13813,985.8442532995831
13814,985.8442532995831
13815,985.8442532995831
13816,985.8442532995831
13817,985.8442532995831
13818,985.8442532995831
13819,985.8442532995831
13820,985.8442532995831
13821,985.8442532995831
13822,985.8442532995831
13823,985.8442532995831
13824,985.8442532995831
13825,985.8442532995831
13826,985.8442532995831
13827,985.8442532995831
13828,985.8442532995831
13829,985.8442532995831
13830,985.8442532995831
13831,985.8442532995831
13832,985.8442532995831
13833,985.8442532995831
13834,985.8442532995831
13835,985.8442532995831
13836,985.8442532995831
13837,985.8442532995831
13838,985.8442532995831
13839,985.8442532995831
13840,985.8442532995831
13841,985.8442532995831
13842,985.8442532995831
13843,985.8442532995831
13844,985.8442532995831
13845,985.8442532995831
13846,985.8442532995831
13847,985.8442532995831
13848,985.8442532995831
13849,985.8442532995831
13850,985.8442532995831
13851,985.8442532995831
13852,985.8442532995831
13853,985.8442532995831
13854,985.8442532995831
13855,985.8442532995831
13856,985.8442532995831
13857,985.8442532995831
13858,985.8442532995831
13859,985.8442532995831
13860,985.8442532995831
13861,985.8442532995831
13862,985.8442532995831
13863,985.8442532995831
13864,985.8442532995831
13865,985.8442532995831
13866,985.8442532995831
13867,985.8442532995831
13868,985.8442532995831
13869,985.8442532995831
13870,985.8442532995831
13871,985.8442532995831
13872,985.8442532995831
13873,985.8442532995831
13874,985.8442532995831
13875,985.8442532995831
13876,985.8442532995831
13877,985.8442532995831
13878,1022.9037140290742
13879,1022.9037140290742
13880,1022.9037140290742
13881,1022.9037140290742
13882,1022.9037140290742
13883,1022.9037140290742
13884,1022.9037140290742
13885,1022.9037140290742
13886,1022.9037140290742
13887,1022.9037140290742
13888,1022.9037140290742
13889,1022.9037140290742
13890,1022.9037140290742
13891,1022.9037140290742
13892,1022.9037140290742
13893,1022.9037140290742
13894,1022.9037140290742
13895,1022.9037140290742
13896,1022.9037140290742
13897,1022.9037140290742
13898,1022.9037140290742
13899,1022.9037140290742
13900,1022.9037140290742
13901,1022.9037140290742
13902,1022.9037140290742
13903,1022.9037140290742
13904,1022.9037140290742
13905,1022.9037140290742
13906,1022.9037140290742
13907,1022.9037140290742
13908,1022.9037140290742
13909,1022.9037140290742
13910,1022.9037140290742
13911,1022.9037140290742
13912,1022.9037140290742
13913,1022.9037140290742
13914,1022.9037140290742
13915,1022.9037140290742
13916,1022.9037140290742
13917,1022.9037140290742
13918,1022.9037140290742
13919,1022.9037140290742
13920,1022.9037140290742
13921,1022.9037140290742
13922,1022.9037140290742
13923,1022.9037140290742
13924,1022.9037140290742
13925,1022.9037140290742
13926,1022.9037140290742
13927,1022.9037140290742
13928,1022.9037140290742
13929,1022.9037140290742
13930,1022.9037140290742
13931,1022.9037140290742
13932,1022.9037140290742
13933,1022.9037140290742
13934,1022.9037140290742
13935,1022.9037140290742
13936,1022.9037140290742
13937,1022.9037140290742
13938,1022.9037140290742
13939,1022.9037140290742
13940,1022.9037140290742
13941,1022.9037140290742
13942,1022.9037140290742
13943,1022.9037140290742
13944,1022.9037140290742
13945,1022.9037140290742
13946,1022.9037140290742
13947,1022.9037140290742
13948,1022.9037140290742
13949,1022.9037140290742
13950,1022.9037140290742
13951,1022.9037140290742
13952,1022.9037140290742
13953,1022.9037140290742
13954,1022.9037140290742
13955,1022.9037140290742
13956,1022.9037140290742
13957,1022.9037140290742
13958,1022.9037140290742
13959,1022.9037140290742
13960,1022.9037140290742
13961,1022.9037140290742
13962,1022.9037140290742
13963,1022.9037140290742
13964,1022.9037140290742
13965,1022.9037140290742
13966,1022.9037140290742
13967,1022.9037140290742
13968,1022.9037140290742
13969,1081.1707436175245
13970,1081.1707436175245
13971,1081.1707436175245
13972,1081.1707436175245
13973,1081.1707436175245
13974,1081.1707436175245
13975,1081.1707436175245
13976,1081.1707436175245
13977,1081.1707436175245
13978,1081.1707436175245
13979,1081.1707436175245
13980,1081.1707436175245
13981,1081.1707436175245
13982,1081.1707436175245
13983,1081.1707436175245
13984,1081.1707436175245
13985,1081.1707436175245
13986,1081.1707436175245
13987,1081.1707436175245
13988,1081.1707436175245
13989,1081.1707436175245
13990,1081.1707436175245
13991,1081.1707436175245
13992,1081.1707436175245
13993,1081.1707436175245
13994,1081.1707436175245
13995,1081.1707436175245
13996,1081.1707436175245
13997,1081.1707436175245
13998,1081.1707436175245
13999,1081.1707436175245
14000,1081.1707436175245
14001,1081.1707436175245
14002,1081.1707436175245
14003,1081.1707436175245
14004,1081.1707436175245
14005,1081.1707436175245
14006,1081.1707436175245
14007,1081.1707436175245
14008,1081.1707436175245
14009,1081.1707436175245
14010,1081.1707436175245
14011,1081.1707436175245
14012,1081.1707436175245
14013,1081.1707436175245
14014,1081.1707436175245
14015,1081.1707436175245
14016,1081.1707436175245
14017,1081.1707436175245
14018,1081.1707436175245
14019,1081.1707436175245
14020,1081.1707436175245
14021,1081.1707436175245
14022,1081.1707436175245
14023,1081.1707436175245
14024,1081.1707436175245
14025,1081.1707436175245
14026,1081.1707436175245
14027,1081.1707436175245
14028,1081.1707436175245
14029,1081.1707436175245
14030,1081.1707436175245
14031,1081.1707436175245
14032,1081.1707436175245
14033,1081.1707436175245
14034,1081.1707436175245
14035,1081.1707436175245
14036,1081.1707436175245
14037,1081.1707436175245
14038,1081.1707436175245
14039,1081.1707436175245
14040,1081.1707436175245
14041,1081.1707436175245
14042,1081.1707436175245
14043,1081.1707436175245
14044,1081.1707436175245
14045,1081.1707436175245
14046,1081.1707436175245
14047,1081.1707436175245
14048,1081.1707436175245
14049,1081.1707436175245
14050,1081.1707436175245
14051,1081.1707436175245
14052,1081.1707436175245
14053,1081.1707436175245
14054,1081.1707436175245
14055,1081.1707436175245
14056,1081.1707436175245
14057,1081.1707436175245
14058,1081.1707436175245
14059,1081.1707436175245
14060,1027.723863931899
14061,1027.723863931899
14062,1027.723863931899
14063,1027.723863931899
14064,1027.723863931899
14065,1027.723863931899
14066,1027.723863931899
14067,1027.723863931899
14068,1027.723863931899
14069,1027.723863931899
14070,1027.723863931899
14071,1027.723863931899
14072,1027.723863931899
14073,1027.723863931899
14074,1027.723863931899
14075,1027.723863931899
14076,1027.723863931899
14077,1027.723863931899
14078,1027.723863931899
14079,1027.723863931899
14080,1027.723863931899
14081,1027.723863931899
14082,1027.723863931899
14083,1027.723863931899
14084,1027.723863931899
14085,1027.723863931899
14086,1027.723863931899
14087,1027.723863931899
14088,1027.723863931899
14089,1027.723863931899
14090,1027.723863931899
14091,1027.723863931899
14092,1027.723863931899
14093,1027.723863931899
14094,1027.723863931899
14095,1027.723863931899
14096,1027.723863931899
14097,1027.723863931899
14098,1027.723863931899
14099,1027.723863931899
14100,1027.723863931899
14101,1027.723863931899
14102,1027.723863931899
14103,1027.723863931899
14104,1027.723863931899
14105,1027.723863931899
14106,1027.723863931899
14107,1027.723863931899
14108,1027.723863931899
14109,1027.723863931899
14110,1027.723863931899
14111,1027.723863931899
14112,1027.723863931899
14113,1027.723863931899
14114,1027.723863931899
14115,1027.723863931899
14116,1027.723863931899
14117,1027.723863931899
14118,1027.723863931899
14119,1027.723863931899
14120,1027.723863931899
14121,1027.723863931899
14122,1027.723863931899
14123,1027.723863931899
14124,1027.723863931899
14125,1027.723863931899
14126,1027.723863931899
14127,1027.723863931899
14128,1027.723863931899
14129,1027.723863931899
14130,1027.723863931899
14131,1027.723863931899
14132,1027.723863931899
14133,1027.723863931899
14134,1027.723863931899
14135,1027.723863931899
14136,1027.723863931899
14137,1027.723863931899
14138,1027.723863931899
14139,1027.723863931899
14140,1027.723863931899
14141,1027.723863931899
14142,1027.723863931899
14143,1027.723863931899
14144,1027.723863931899
14145,1027.723863931899
14146,1027.723863931899
14147,1027.723863931899
14148,1027.723863931899
14149,1027.723863931899
14150,1027.723863931899
14151,1027.723863931899
14152,1048.2173373216729
14153,1048.2173373216729
14154,1048.2173373216729
14155,1048.2173373216729
14156,1048.2173373216729
14157,1048.2173373216729
14158,1048.2173373216729
14159,1048.2173373216729
14160,1048.2173373216729
14161,1048.2173373216729
14162,1048.2173373216729
14163,1048.2173373216729
14164,1048.2173373216729
14165,1048.2173373216729
14166,1048.2173373216729
14167,1048.2173373216729
14168,1048.2173373216729
14169,1048.2173373216729
14170,1048.2173373216729
14171,1048.2173373216729
14172,1048.2173373216729
14173,1048.2173373216729
14174,1048.2173373216729
14175,1048.2173373216729
14176,1048.2173373216729
14177,1048.2173373216729
14178,1048.2173373216729
14179,1048.2173373216729
14180,1048.2173373216729
14181,1048.2173373216729
14182,1048.2173373216729
14183,1048.2173373216729
14184,1048.2173373216729
14185,1048.2173373216729
14186,1048.2173373216729
14187,1048.2173373216729
14188,1048.2173373216729
14189,1048.2173373216729
14190,1048.2173373216729
14191,1048.2173373216729
14192,1048.2173373216729
14193,1048.2173373216729
14194,1048.2173373216729
14195,1048.2173373216729
14196,1048.2173373216729
14197,1048.2173373216729
14198,1048.2173373216729
14199,1048.2173373216729
14200,1048.2173373216729
14201,1048.2173373216729
14202,1048.2173373216729
14203,1048.2173373216729
14204,1048.2173373216729
14205,1048.2173373216729
14206,1048.2173373216729
14207,1048.2173373216729
14208,1048.2173373216729
14209,1048.2173373216729
14210,1048.2173373216729
14211,1048.2173373216729
14212,1048.2173373216729
14213,1048.2173373216729
14214,1048.2173373216729
14215,1048.2173373216729
14216,1048.2173373216729
14217,1048.2173373216729
14218,1048.2173373216729
14219,1048.2173373216729
14220,1048.2173373216729
14221,1048.2173373216729
14222,1048.2173373216729
14223,1048.2173373216729
14224,1048.2173373216729
14225,1048.2173373216729
14226,1048.2173373216729
14227,1048.2173373216729
14228,1048.2173373216729
14229,1048.2173373216729
14230,1048.2173373216729
14231,1048.2173373216729
14232,1048.2173373216729
14233,1048.2173373216729
14234,1048.2173373216729
14235,1048.2173373216729
14236,1048.2173373216729
14237,1048.2173373216729
14238,1048.2173373216729
14239,1048.2173373216729
14240,1048.2173373216729
14241,1048.2173373216729
14242,1048.2173373216729
14243,1048.2173373216729
14244,1010.6506350319208
14245,1010.6506350319208
14246,1010.6506350319208
14247,1010.6506350319208
14248,1010.6506350319208
14249,1010.6506350319208
14250,1010.6506350319208
14251,1010.6506350319208
14252,1010.6506350319208
14253,1010.6506350319208
14254,1010.6506350319208
14255,1010.6506350319208
14256,1010.6506350319208
14257,1010.6506350319208
14258,1010.6506350319208
14259,1010.6506350319208
14260,1010.6506350319208
14261,1010.6506350319208
14262,1010.6506350319208
14263,1010.6506350319208
14264,1010.6506350319208
14265,1010.6506350319208
14266,1010.6506350319208
14267,1010.6506350319208
14268,1010.6506350319208
14269,1010.6506350319208
14270,1010.6506350319208
14271,1010.6506350319208
14272,1010.6506350319208
14273,1010.6506350319208
14274,1010.6506350319208
14275,1010.6506350319208
14276,1010.6506350319208
14277,1010.6506350319208
14278,1010.6506350319208
14279,1010.6506350319208
14280,1010.6506350319208
14281,1010.6506350319208
14282,1010.6506350319208
14283,1010.6506350319208
14284,1010.6506350319208
14285,1010.6506350319208
14286,1010.6506350319208
14287,1010.6506350319208
14288,1010.6506350319208
14289,1010.6506350319208
14290,1010.6506350319208
14291,1010.6506350319208
14292,1010.6506350319208
14293,1010.6506350319208
14294,1010.6506350319208
14295,1010.6506350319208
14296,1010.6506350319208
14297,1010.6506350319208
14298,1010.6506350319208
14299,1010.6506350319208
14300,1010.6506350319208
14301,1010.6506350319208
14302,1010.6506350319208
14303,1010.6506350319208
14304,1010.6506350319208
14305,1010.6506350319208
14306,1010.6506350319208
14307,1010.6506350319208
14308,1010.6506350319208
14309,1010.6506350319208
14310,1010.6506350319208
14311,1010.6506350319208
14312,1010.6506350319208
14313,1010.6506350319208
14314,1010.6506350319208
14315,1010.6506350319208
14316,1010.6506350319208
14317,1010.6506350319208
14318,1010.6506350319208
14319,1010.6506350319208
14320,1010.6506350319208
14321,1010.6506350319208
14322,1010.6506350319208
14323,1010.6506350319208
14324,1010.6506350319208
14325,1010.6506350319208
14326,1010.6506350319208
14327,1010.6506350319208
14328,1010.6506350319208
14329,1010.6506350319208
14330,1010.6506350319208
14331,1010.6506350319208
14332,1010.6506350319208
14333,1010.6506350319208
14334,918.4260541308461
14335,918.4260541308461
14336,918.4260541308461
14337,918.4260541308461
14338,918.4260541308461
14339,918.4260541308461
14340,918.4260541308461
14341,918.4260541308461
14342,918.4260541308461
14343,918.4260541308461
14344,918.4260541308461
14345,918.4260541308461
14346,918.4260541308461
14347,918.4260541308461
14348,918.4260541308461
14349,918.4260541308461
14350,918.4260541308461
14351,918.4260541308461
14352,918.4260541308461
14353,918.4260541308461
14354,918.4260541308461
14355,918.4260541308461
14356,918.4260541308461
14357,918.4260541308461
14358,918.4260541308461
14359,918.4260541308461
14360,918.4260541308461
14361,918.4260541308461
14362,918.4260541308461
14363,918.4260541308461
14364,918.4260541308461
14365,918.4260541308461
14366,918.4260541308461
14367,918.4260541308461
14368,918.4260541308461
14369,918.4260541308461
14370,918.4260541308461
14371,918.4260541308461
14372,918.4260541308461
14373,918.4260541308461
14374,918.4260541308461
14375,918.4260541308461
14376,918.4260541308461
14377,918.4260541308461
14378,918.4260541308461
14379,918.4260541308461
14380,918.4260541308461
14381,918.4260541308461
14382,918.4260541308461
14383,918.4260541308461
14384,918.4260541308461
14385,918.4260541308461
14386,918.4260541308461
14387,918.4260541308461
14388,918.4260541308461
14389,918.4260541308461
14390,918.4260541308461
14391,918.4260541308461
14392,918.4260541308461
14393,918.4260541308461
14394,918.4260541308461
14395,918.4260541308461
14396,918.4260541308461
14397,918.4260541308461
14398,918.4260541308461
14399,918.4260541308461
14400,918.4260541308461
14401,918.4260541308461
14402,918.4260541308461
14403,918.4260541308461
14404,918.4260541308461
14405,918.4260541308461
14406,918.4260541308461
14407,918.4260541308461
14408,918.4260541308461
14409,918.4260541308461
14410,918.4260541308461
14411,918.4260541308461
14412,918.4260541308461
14413,918.4260541308461
14414,918.4260541308461
14415,918.4260541308461
14416,918.4260541308461
14417,918.4260541308461
14418,918.4260541308461
14419,918.4260541308461
14420,918.4260541308461
14421,918.4260541308461
14422,918.4260541308461
14423,918.4260541308461
14424,918.4260541308461
14425,981.9917985994566
14426,981.9917985994566
14427,981.9917985994566
14428,981.9917985994566
14429,981.9917985994566
14430,981.9917985994566
14431,981.9917985994566
14432,981.9917985994566
14433,981.9917985994566
14434,981.9917985994566
14435,981.9917985994566
14436,981.9917985994566
14437,981.9917985994566
14438,981.9917985994566
14439,981.9917985994566
14440,981.9917985994566
14441,981.9917985994566
14442,981.9917985994566
14443,981.9917985994566
14444,981.9917985994566
14445,981.9917985994566
14446,981.9917985994566
14447,981.9917985994566
14448,981.9917985994566
14449,981.9917985994566
14450,981.9917985994566
14451,981.9917985994566
14452,981.9917985994566
14453,981.9917985994566
14454,981.9917985994566
14455,981.9917985994566
14456,981.9917985994566
14457,981.9917985994566
14458,981.9917985994566
14459,981.9917985994566
14460,981.9917985994566
14461,981.9917985994566
14462,981.9917985994566
14463,981.9917985994566
14464,981.9917985994566
14465,981.9917985994566
14466,981.9917985994566
14467,981.9917985994566
14468,981.9917985994566
14469,981.9917985994566
14470,981.9917985994566
14471,981.9917985994566
14472,981.9917985994566
14473,981.9917985994566
14474,981.9917985994566
14475,981.9917985994566
14476,981.9917985994566
14477,981.9917985994566
14478,981.9917985994566
14479,981.9917985994566
14480,981.9917985994566
14481,981.9917985994566
14482,981.9917985994566
14483,981.9917985994566
14484,981.9917985994566
14485,981.9917985994566
14486,981.9917985994566
14487,981.9917985994566
14488,981.9917985994566
14489,981.9917985994566
14490,981.9917985994566
14491,981.9917985994566
14492,981.9917985994566
14493,981.9917985994566
14494,981.9917985994566
14495,981.9917985994566
14496,981.9917985994566
14497,981.9917985994566
14498,981.9917985994566
14499,981.9917985994566
14500,981.9917985994566
14501,981.9917985994566
14502,981.9917985994566
14503,981.9917985994566
14504,981.9917985994566
14505,981.9917985994566
14506,981.9917985994566
14507,981.9917985994566
14508,981.9917985994566
14509,981.9917985994566
14510,981.9917985994566
14511,981.9917985994566
14512,981.9917985994566
14513,981.9917985994566
14514,981.9917985994566
14515,981.9917985994566
14516,981.9917985994566
14517,1023.6825455501925
14518,1023.6825455501925
14519,1023.6825455501925
14520,1023.6825455501925
14521,1023.6825455501925
14522,1023.6825455501925
14523,1023.6825455501925
14524,1023.6825455501925
14525,1023.6825455501925
14526,1023.6825455501925
14527,1023.6825455501925
14528,1023.6825455501925
14529,1023.6825455501925
14530,1023.6825455501925
14531,1023.6825455501925
14532,1023.6825455501925
14533,1023.6825455501925
14534,1023.6825455501925
14535,1023.6825455501925
14536,1023.6825455501925
14537,1023.6825455501925
14538,1023.6825455501925
14539,1023.6825455501925
14540,1023.6825455501925
14541,1023.6825455501925
14542,1023.6825455501925
14543,1023.6825455501925
14544,1023.6825455501925
14545,1023.6825455501925
14546,1023.6825455501925
14547,1023.6825455501925
14548,1023.6825455501925
14549,1023.6825455501925
14550,1023.6825455501925
14551,1023.6825455501925
14552,1023.6825455501925
14553,1023.6825455501925
14554,1023.6825455501925
14555,1023.6825455501925
14556,1023.6825455501925
14557,1023.6825455501925
14558,1023.6825455501925
14559,1023.6825455501925
14560,1023.6825455501925
14561,1023.6825455501925
14562,1023.6825455501925
14563,1023.6825455501925
14564,1023.6825455501925
14565,1023.6825455501925
14566,1023.6825455501925
14567,1023.6825455501925
14568,1023.6825455501925
14569,1023.6825455501925
14570,1023.6825455501925
14571,1023.6825455501925
14572,1023.6825455501925
14573,1023.6825455501925
14574,1023.6825455501925
14575,1023.6825455501925
14576,1023.6825455501925
14577,1023.6825455501925
14578,1023.6825455501925
14579,1023.6825455501925
14580,1023.6825455501925
14581,1023.6825455501925
14582,1023.6825455501925
14583,1023.6825455501925
14584,1023.6825455501925
14585,1023.6825455501925
14586,1023.6825455501925
14587,1023.6825455501925
14588,1023.6825455501925
14589,1023.6825455501925
14590,1023.6825455501925
14591,1023.6825455501925
14592,1023.6825455501925
14593,1023.6825455501925
14594,1023.6825455501925
14595,1023.6825455501925
14596,1023.6825455501925
14597,1023.6825455501925
14598,1023.6825455501925
14599,1023.6825455501925
14600,1023.6825455501925
14601,1023.6825455501925
14602,1023.6825455501925
14603,1023.6825455501925
14604,1023.6825455501925
14605,1023.6825455501925
14606,1023.6825455501925
14607,1023.6825455501925
14608,1023.6825455501925
14609,981.3078914286965
14610,981.3078914286965
14611,981.3078914286965
14612,981.3078914286965
14613,981.3078914286965
14614,981.3078914286965
14615,981.3078914286965
14616,981.3078914286965
14617,981.3078914286965
14618,981.3078914286965
14619,981.3078914286965
14620,981.3078914286965
14621,981.3078914286965
14622,981.3078914286965
14623,981.3078914286965
14624,981.3078914286965
14625,981.3078914286965
14626,981.3078914286965
14627,981.3078914286965
14628,981.3078914286965
14629,981.3078914286965
14630,981.3078914286965
14631,981.3078914286965
14632,981.3078914286965
14633,981.3078914286965
14634,981.3078914286965
14635,981.3078914286965
14636,981.3078914286965
14637,981.3078914286965
14638,981.3078914286965
14639,981.3078914286965
14640,981.3078914286965
14641,981.3078914286965
14642,981.3078914286965
14643,981.3078914286965
14644,981.3078914286965
14645,981.3078914286965
14646,981.3078914286965
14647,981.3078914286965
14648,981.3078914286965
14649,981.3078914286965
14650,981.3078914286965
14651,981.3078914286965
14652,981.3078914286965
14653,981.3078914286965
14654,981.3078914286965
14655,981.3078914286965
14656,981.3078914286965
14657,981.3078914286965
14658,981.3078914286965
14659,981.3078914286965
14660,981.3078914286965
14661,981.3078914286965
14662,981.3078914286965
14663,981.3078914286965
14664,981.3078914286965
14665,981.3078914286965
14666,981.3078914286965
14667,981.3078914286965
14668,981.3078914286965
14669,981.3078914286965
14670,981.3078914286965
14671,981.3078914286965
14672,981.3078914286965
14673,981.3078914286965
14674,981.3078914286965
14675,981.3078914286965
14676,981.3078914286965
14677,981.3078914286965
14678,981.3078914286965
14679,981.3078914286965
14680,981.3078914286965
14681,981.3078914286965
14682,981.3078914286965
14683,981.3078914286965
14684,981.3078914286965
14685,981.3078914286965
14686,981.3078914286965
14687,981.3078914286965
14688,981.3078914286965
14689,981.3078914286965
14690,981.3078914286965
14691,981.3078914286965
14692,981.3078914286965
14693,981.3078914286965
14694,981.3078914286965
14695,981.3078914286965
14696,981.3078914286965
14697,981.3078914286965
14698,981.3078914286965
14699,1001.3152459013475
14700,1001.3152459013475
14701,1001.3152459013475
14702,1001.3152459013475
14703,1001.3152459013475
14704,1001.3152459013475
14705,1001.3152459013475
14706,1001.3152459013475
14707,1001.3152459013475
14708,1001.3152459013475
14709,1001.3152459013475
14710,1001.3152459013475
14711,1001.3152459013475
14712,1001.3152459013475
14713,1001.3152459013475
14714,1001.3152459013475
14715,1001.3152459013475
14716,1001.3152459013475
14717,1001.3152459013475
14718,1001.3152459013475
14719,1001.3152459013475
14720,1001.3152459013475
14721,1001.3152459013475
14722,1001.3152459013475
14723,1001.3152459013475
14724,1001.3152459013475
14725,1001.3152459013475
14726,1001.3152459013475
14727,1001.3152459013475
14728,1001.3152459013475
14729,1001.3152459013475
14730,1001.3152459013475
14731,1001.3152459013475
14732,1001.3152459013475
14733,1001.3152459013475
14734,1001.3152459013475
14735,1001.3152459013475
14736,1001.3152459013475
14737,1001.3152459013475
14738,1001.3152459013475
14739,1001.3152459013475
14740,1001.3152459013475
14741,1001.3152459013475
14742,1001.3152459013475
14743,1001.3152459013475
14744,1001.3152459013475
14745,1001.3152459013475
14746,1001.3152459013475
14747,1001.3152459013475
14748,1001.3152459013475
14749,1001.3152459013475
14750,1001.3152459013475
14751,1001.3152459013475
14752,1001.3152459013475
14753,1001.3152459013475
14754,1001.3152459013475
14755,1001.3152459013475
14756,1001.3152459013475
14757,1001.3152459013475
14758,1001.3152459013475
14759,1001.3152459013475
14760,1001.3152459013475
14761,1001.3152459013475
14762,1001.3152459013475
14763,1001.3152459013475
14764,1001.3152459013475
14765,1001.3152459013475
14766,1001.3152459013475
14767,1001.3152459013475
14768,1001.3152459013475
14769,1001.3152459013475
14770,1001.3152459013475
14771,1001.3152459013475
14772,1001.3152459013475
14773,1001.3152459013475
14774,1001.3152459013475
14775,1001.3152459013475
14776,1001.3152459013475
14777,1001.3152459013475
14778,1001.3152459013475
14779,1001.3152459013475
14780,1001.3152459013475
14781,1001.3152459013475
14782,1001.3152459013475
14783,1001.3152459013475
14784,1001.3152459013475
14785,1001.3152459013475
14786,1001.3152459013475
14787,1001.3152459013475
14788,1001.3152459013475
14789,1001.3152459013475
14790,1050.7794372777303
14791,1050.7794372777303
14792,1050.7794372777303
14793,1050.7794372777303
14794,1050.7794372777303
14795,1050.7794372777303
14796,1050.7794372777303
14797,1050.7794372777303
14798,1050.7794372777303
14799,1050.7794372777303
14800,1050.7794372777303
14801,1050.7794372777303
14802,1050.7794372777303
14803,1050.7794372777303
14804,1050.7794372777303
14805,1050.7794372777303
14806,1050.7794372777303
14807,1050.7794372777303
14808,1050.7794372777303
14809,1050.7794372777303
14810,1050.7794372777303
14811,1050.7794372777303
14812,1050.7794372777303
14813,1050.7794372777303
14814,1050.7794372777303
14815,1050.7794372777303
14816,1050.7794372777303
14817,1050.7794372777303
14818,1050.7794372777303
14819,1050.7794372777303
14820,1050.7794372777303
14821,1050.7794372777303
14822,1050.7794372777303
14823,1050.7794372777303
14824,1050.7794372777303
14825,1050.7794372777303
14826,1050.7794372777303
14827,1050.7794372777303
14828,1050.7794372777303
14829,1050.7794372777303
14830,1050.7794372777303
14831,1050.7794372777303
14832,1050.7794372777303
14833,1050.7794372777303
14834,1050.7794372777303
14835,1050.7794372777303
14836,1050.7794372777303
14837,1050.7794372777303
14838,1050.7794372777303
14839,1050.7794372777303
14840,1050.7794372777303
14841,1050.7794372777303
14842,1050.7794372777303
14843,1050.7794372777303
14844,1050.7794372777303
14845,1050.7794372777303
14846,1050.7794372777303
14847,1050.7794372777303
14848,1050.7794372777303
14849,1050.7794372777303
14850,1050.7794372777303
14851,1050.7794372777303
14852,1050.7794372777303
14853,1050.7794372777303
14854,1050.7794372777303
14855,1050.7794372777303
14856,1050.7794372777303
14857,1050.7794372777303
14858,1050.7794372777303
14859,1050.7794372777303
14860,1050.7794372777303
14861,1050.7794372777303
14862,1050.7794372777303
14863,1050.7794372777303
14864,1050.7794372777303
14865,1050.7794372777303
14866,1050.7794372777303
14867,1050.7794372777303
14868,1050.7794372777303
14869,1050.7794372777303
14870,1050.7794372777303
14871,1050.7794372777303
14872,1050.7794372777303
14873,1050.7794372777303
14874,1050.7794372777303
14875,1050.7794372777303
14876,1050.7794372777303
14877,1050.7794372777303
14878,1050.7794372777303
14879,1050.7794372777303
14880,1050.7794372777303
14881,1050.7794372777303
14882,968.4650752356074
14883,968.4650752356074
14884,968.4650752356074
14885,968.4650752356074
14886,968.4650752356074
14887,968.4650752356074
14888,968.4650752356074
14889,968.4650752356074
14890,968.4650752356074
14891,968.4650752356074
14892,968.4650752356074
14893,968.4650752356074
14894,968.4650752356074
14895,968.4650752356074
14896,968.4650752356074
14897,968.4650752356074
14898,968.4650752356074
14899,968.4650752356074
14900,968.4650752356074
14901,968.4650752356074
14902,968.4650752356074
14903,968.4650752356074
