,NHSLTOT Index_ratio
13203,1057.158971879784
13204,1057.158971879784
13205,1057.158971879784
13206,1057.158971879784
13207,1057.158971879784
13208,1057.158971879784
13209,1057.158971879784
13210,1057.158971879784
13211,1057.158971879784
13212,1057.158971879784
13213,1057.158971879784
13214,1057.158971879784
13215,1057.158971879784
13216,1057.158971879784
13217,1057.158971879784
13218,1057.158971879784
13219,1057.158971879784
13220,1057.158971879784
13221,1057.158971879784
13222,1057.158971879784
13223,1057.158971879784
13224,1057.158971879784
13225,1057.158971879784
13226,1057.158971879784
13227,1057.158971879784
13228,1057.158971879784
13229,1057.158971879784
13230,1057.158971879784
13231,1057.158971879784
13232,1057.158971879784
13233,1057.158971879784
13234,1057.158971879784
13235,1057.158971879784
13236,1057.158971879784
13237,1057.158971879784
13238,1153.0823068581064
13239,1153.0823068581064
13240,1153.0823068581064
13241,1153.0823068581064
13242,1153.0823068581064
13243,1153.0823068581064
13244,1153.0823068581064
13245,1153.0823068581064
13246,1153.0823068581064
13247,1153.0823068581064
13248,1153.0823068581064
13249,1153.0823068581064
13250,1153.0823068581064
13251,1153.0823068581064
13252,1153.0823068581064
13253,1153.0823068581064
13254,1153.0823068581064
13255,1153.0823068581064
13256,1153.0823068581064
13257,1153.0823068581064
13258,1153.0823068581064
13259,1153.0823068581064
13260,1153.0823068581064
13261,1153.0823068581064
13262,1153.0823068581064
13263,1153.0823068581064
13264,1153.0823068581064
13265,1153.0823068581064
13266,1153.0823068581064
13267,1153.0823068581064
13268,1153.0823068581064
13269,1153.0823068581064
13270,1153.0823068581064
13271,1153.0823068581064
13272,1153.0823068581064
13273,1153.0823068581064
13274,1153.0823068581064
13275,1153.0823068581064
13276,1153.0823068581064
13277,1153.0823068581064
13278,1153.0823068581064
13279,1153.0823068581064
13280,1153.0823068581064
13281,1153.0823068581064
13282,1153.0823068581064
13283,1153.0823068581064
13284,1153.0823068581064
13285,1153.0823068581064
13286,1153.0823068581064
13287,1153.0823068581064
13288,1153.0823068581064
13289,1153.0823068581064
13290,1153.0823068581064
13291,1153.0823068581064
13292,1153.0823068581064
13293,1153.0823068581064
13294,1153.0823068581064
13295,1153.0823068581064
13296,1153.0823068581064
13297,1153.0823068581064
13298,1153.0823068581064
13299,1153.0823068581064
13300,1153.0823068581064
13301,1153.0823068581064
13302,1153.0823068581064
13303,1153.0823068581064
13304,1153.0823068581064
13305,1153.0823068581064
13306,1153.0823068581064
13307,1153.0823068581064
13308,1153.0823068581064
13309,1153.0823068581064
13310,1153.0823068581064
13311,1153.0823068581064
13312,1153.0823068581064
13313,1153.0823068581064
13314,1153.0823068581064
13315,1153.0823068581064
13316,1153.0823068581064
13317,1153.0823068581064
13318,1153.0823068581064
13319,1153.0823068581064
13320,1153.0823068581064
13321,1153.0823068581064
13322,1153.0823068581064
13323,1153.0823068581064
13324,1153.0823068581064
13325,1153.0823068581064
13326,1153.0823068581064
13327,1153.0823068581064
13328,1153.0823068581064
13329,813.0694850652729
13330,813.0694850652729
13331,813.0694850652729
13332,813.0694850652729
13333,813.0694850652729
13334,813.0694850652729
13335,813.0694850652729
13336,813.0694850652729
13337,813.0694850652729
13338,813.0694850652729
13339,813.0694850652729
13340,813.0694850652729
13341,813.0694850652729
13342,813.0694850652729
13343,813.0694850652729
13344,813.0694850652729
13345,813.0694850652729
13346,813.0694850652729
13347,813.0694850652729
13348,813.0694850652729
13349,813.0694850652729
13350,813.0694850652729
13351,813.0694850652729
13352,813.0694850652729
13353,813.0694850652729
13354,813.0694850652729
13355,813.0694850652729
13356,813.0694850652729
13357,813.0694850652729
13358,813.0694850652729
13359,813.0694850652729
13360,813.0694850652729
13361,813.0694850652729
13362,813.0694850652729
13363,813.0694850652729
13364,813.0694850652729
13365,813.0694850652729
13366,813.0694850652729
13367,813.0694850652729
13368,813.0694850652729
13369,813.0694850652729
13370,813.0694850652729
13371,813.0694850652729
13372,813.0694850652729
13373,813.0694850652729
13374,813.0694850652729
13375,813.0694850652729
13376,813.0694850652729
13377,813.0694850652729
13378,813.0694850652729
13379,813.0694850652729
13380,813.0694850652729
13381,813.0694850652729
13382,813.0694850652729
13383,813.0694850652729
13384,813.0694850652729
13385,813.0694850652729
13386,813.0694850652729
13387,813.0694850652729
13388,813.0694850652729
13389,813.0694850652729
13390,813.0694850652729
13391,813.0694850652729
13392,813.0694850652729
13393,813.0694850652729
13394,813.0694850652729
13395,813.0694850652729
13396,813.0694850652729
13397,813.0694850652729
13398,813.0694850652729
13399,813.0694850652729
13400,813.0694850652729
13401,813.0694850652729
13402,813.0694850652729
13403,813.0694850652729
13404,813.0694850652729
13405,813.0694850652729
13406,813.0694850652729
13407,813.0694850652729
13408,813.0694850652729
13409,813.0694850652729
13410,813.0694850652729
13411,813.0694850652729
13412,813.0694850652729
13413,813.0694850652729
13414,813.0694850652729
13415,813.0694850652729
13416,813.0694850652729
13417,813.0694850652729
13418,813.0694850652729
13419,813.0694850652729
13420,813.0694850652729
13421,1044.3765806174547
13422,1044.3765806174547
13423,1044.3765806174547
13424,1044.3765806174547
13425,1044.3765806174547
13426,1044.3765806174547
13427,1044.3765806174547
13428,1044.3765806174547
13429,1044.3765806174547
13430,1044.3765806174547
13431,1044.3765806174547
13432,1044.3765806174547
13433,1044.3765806174547
13434,1044.3765806174547
13435,1044.3765806174547
13436,1044.3765806174547
13437,1044.3765806174547
13438,1044.3765806174547
13439,1044.3765806174547
13440,1044.3765806174547
13441,1044.3765806174547
13442,1044.3765806174547
13443,1044.3765806174547
13444,1044.3765806174547
13445,1044.3765806174547
13446,1044.3765806174547
13447,1044.3765806174547
13448,1044.3765806174547
13449,1044.3765806174547
13450,1044.3765806174547
13451,1044.3765806174547
13452,1044.3765806174547
13453,1044.3765806174547
13454,1044.3765806174547
13455,1044.3765806174547
13456,1044.3765806174547
13457,1044.3765806174547
13458,1044.3765806174547
13459,1044.3765806174547
13460,1044.3765806174547
13461,1044.3765806174547
13462,1044.3765806174547
13463,1044.3765806174547
13464,1044.3765806174547
13465,1044.3765806174547
13466,1044.3765806174547
13467,1044.3765806174547
13468,1044.3765806174547
13469,1044.3765806174547
13470,1044.3765806174547
13471,1044.3765806174547
13472,1044.3765806174547
13473,1044.3765806174547
13474,1044.3765806174547
13475,1044.3765806174547
13476,1044.3765806174547
13477,1044.3765806174547
13478,1044.3765806174547
13479,1044.3765806174547
13480,1044.3765806174547
13481,1044.3765806174547
13482,1044.3765806174547
13483,1044.3765806174547
13484,1044.3765806174547
13485,1044.3765806174547
13486,1044.3765806174547
13487,1044.3765806174547
13488,1044.3765806174547
13489,1044.3765806174547
13490,1044.3765806174547
13491,1044.3765806174547
13492,1044.3765806174547
13493,1044.3765806174547
13494,1044.3765806174547
13495,1044.3765806174547
13496,1044.3765806174547
13497,1044.3765806174547
13498,1044.3765806174547
13499,1044.3765806174547
13500,1044.3765806174547
13501,1044.3765806174547
13502,1044.3765806174547
13503,1044.3765806174547
13504,1044.3765806174547
13505,1044.3765806174547
13506,1044.3765806174547
13507,1044.3765806174547
13508,1044.3765806174547
13509,1044.3765806174547
13510,1044.3765806174547
13511,1044.3765806174547
13512,1044.3765806174547
13513,1039.5963103415017
13514,1039.5963103415017
13515,1039.5963103415017
13516,1039.5963103415017
13517,1039.5963103415017
13518,1039.5963103415017
13519,1039.5963103415017
13520,1039.5963103415017
13521,1039.5963103415017
13522,1039.5963103415017
13523,1039.5963103415017
13524,1039.5963103415017
13525,1039.5963103415017
13526,1039.5963103415017
13527,1039.5963103415017
13528,1039.5963103415017
13529,1039.5963103415017
13530,1039.5963103415017
13531,1039.5963103415017
13532,1039.5963103415017
13533,1039.5963103415017
13534,1039.5963103415017
13535,1039.5963103415017
13536,1039.5963103415017
13537,1039.5963103415017
13538,1039.5963103415017
13539,1039.5963103415017
13540,1039.5963103415017
13541,1039.5963103415017
13542,1039.5963103415017
13543,1039.5963103415017
13544,1039.5963103415017
13545,1039.5963103415017
13546,1039.5963103415017
13547,1039.5963103415017
13548,1039.5963103415017
13549,1039.5963103415017
13550,1039.5963103415017
13551,1039.5963103415017
13552,1039.5963103415017
13553,1039.5963103415017
13554,1039.5963103415017
13555,1039.5963103415017
13556,1039.5963103415017
13557,1039.5963103415017
13558,1039.5963103415017
13559,1039.5963103415017
13560,1039.5963103415017
13561,1039.5963103415017
13562,1039.5963103415017
13563,1039.5963103415017
13564,1039.5963103415017
13565,1039.5963103415017
13566,1039.5963103415017
13567,1039.5963103415017
13568,1039.5963103415017
13569,1039.5963103415017
13570,1039.5963103415017
13571,1039.5963103415017
13572,1039.5963103415017
13573,1039.5963103415017
13574,1039.5963103415017
13575,1039.5963103415017
13576,1039.5963103415017
13577,1039.5963103415017
13578,1039.5963103415017
13579,1039.5963103415017
13580,1039.5963103415017
13581,1039.5963103415017
13582,1039.5963103415017
13583,1039.5963103415017
13584,1039.5963103415017
13585,1039.5963103415017
13586,1039.5963103415017
13587,1039.5963103415017
13588,1039.5963103415017
13589,1039.5963103415017
13590,1039.5963103415017
13591,1039.5963103415017
13592,1039.5963103415017
13593,1039.5963103415017
13594,1039.5963103415017
13595,1039.5963103415017
13596,1039.5963103415017
13597,1039.5963103415017
13598,1039.5963103415017
13599,1039.5963103415017
13600,1039.5963103415017
13601,1039.5963103415017
13602,1039.5963103415017
13603,942.3870527244442
13604,942.3870527244442
13605,942.3870527244442
13606,942.3870527244442
13607,942.3870527244442
13608,942.3870527244442
13609,942.3870527244442
13610,942.3870527244442
13611,942.3870527244442
13612,942.3870527244442
13613,942.3870527244442
13614,942.3870527244442
13615,942.3870527244442
13616,942.3870527244442
13617,942.3870527244442
13618,942.3870527244442
13619,942.3870527244442
13620,942.3870527244442
13621,942.3870527244442
13622,942.3870527244442
13623,942.3870527244442
13624,942.3870527244442
13625,942.3870527244442
13626,942.3870527244442
13627,942.3870527244442
13628,942.3870527244442
13629,942.3870527244442
13630,942.3870527244442
13631,942.3870527244442
13632,942.3870527244442
13633,942.3870527244442
13634,942.3870527244442
13635,942.3870527244442
13636,942.3870527244442
13637,942.3870527244442
13638,942.3870527244442
13639,942.3870527244442
13640,942.3870527244442
13641,942.3870527244442
13642,942.3870527244442
13643,942.3870527244442
13644,942.3870527244442
13645,942.3870527244442
13646,942.3870527244442
13647,942.3870527244442
13648,942.3870527244442
13649,942.3870527244442
13650,942.3870527244442
13651,942.3870527244442
13652,942.3870527244442
13653,942.3870527244442
13654,942.3870527244442
13655,942.3870527244442
13656,942.3870527244442
13657,942.3870527244442
13658,942.3870527244442
13659,942.3870527244442
13660,942.3870527244442
13661,942.3870527244442
13662,942.3870527244442
13663,942.3870527244442
13664,942.3870527244442
13665,942.3870527244442
13666,942.3870527244442
13667,942.3870527244442
13668,942.3870527244442
13669,942.3870527244442
13670,942.3870527244442
13671,942.3870527244442
13672,942.3870527244442
13673,942.3870527244442
13674,942.3870527244442
13675,942.3870527244442
13676,942.3870527244442
13677,942.3870527244442
13678,942.3870527244442
13679,942.3870527244442
13680,942.3870527244442
13681,942.3870527244442
13682,942.3870527244442
13683,942.3870527244442
13684,942.3870527244442
13685,942.3870527244442
13686,942.3870527244442
13687,942.3870527244442
13688,942.3870527244442
13689,942.3870527244442
13690,942.3870527244442
13691,942.3870527244442
13692,942.3870527244442
13693,942.3870527244442
13694,930.9133721498332
13695,930.9133721498332
13696,930.9133721498332
13697,930.9133721498332
13698,930.9133721498332
13699,930.9133721498332
13700,930.9133721498332
13701,930.9133721498332
13702,930.9133721498332
13703,930.9133721498332
13704,930.9133721498332
13705,930.9133721498332
13706,930.9133721498332
13707,930.9133721498332
13708,930.9133721498332
13709,930.9133721498332
13710,930.9133721498332
13711,930.9133721498332
13712,930.9133721498332
13713,930.9133721498332
13714,930.9133721498332
13715,930.9133721498332
13716,930.9133721498332
13717,930.9133721498332
13718,930.9133721498332
13719,930.9133721498332
13720,930.9133721498332
13721,930.9133721498332
13722,930.9133721498332
13723,930.9133721498332
13724,930.9133721498332
13725,930.9133721498332
13726,930.9133721498332
13727,930.9133721498332
13728,930.9133721498332
13729,930.9133721498332
13730,930.9133721498332
13731,930.9133721498332
13732,930.9133721498332
13733,930.9133721498332
13734,930.9133721498332
13735,930.9133721498332
13736,930.9133721498332
13737,930.9133721498332
13738,930.9133721498332
13739,930.9133721498332
13740,930.9133721498332
13741,930.9133721498332
13742,930.9133721498332
13743,930.9133721498332
13744,930.9133721498332
13745,930.9133721498332
13746,930.9133721498332
13747,930.9133721498332
13748,930.9133721498332
13749,930.9133721498332
13750,930.9133721498332
13751,930.9133721498332
13752,930.9133721498332
13753,930.9133721498332
13754,930.9133721498332
13755,930.9133721498332
13756,930.9133721498332
13757,930.9133721498332
13758,930.9133721498332
13759,930.9133721498332
13760,930.9133721498332
13761,930.9133721498332
13762,930.9133721498332
13763,930.9133721498332
13764,930.9133721498332
13765,930.9133721498332
13766,930.9133721498332
13767,930.9133721498332
13768,930.9133721498332
13769,930.9133721498332
13770,930.9133721498332
13771,930.9133721498332
13772,930.9133721498332
13773,930.9133721498332
13774,930.9133721498332
13775,930.9133721498332
13776,930.9133721498332
13777,930.9133721498332
13778,930.9133721498332
13779,930.9133721498332
13780,930.9133721498332
13781,930.9133721498332
13782,930.9133721498332
13783,930.9133721498332
13784,930.9133721498332
13785,930.9133721498332
13786,992.7526551332575
13787,992.7526551332575
13788,992.7526551332575
13789,992.7526551332575
13790,992.7526551332575
13791,992.7526551332575
13792,992.7526551332575
13793,992.7526551332575
13794,992.7526551332575
13795,992.7526551332575
13796,992.7526551332575
13797,992.7526551332575
13798,992.7526551332575
13799,992.7526551332575
13800,992.7526551332575
13801,992.7526551332575
13802,992.7526551332575
13803,992.7526551332575
13804,992.7526551332575
13805,992.7526551332575
13806,992.7526551332575
13807,992.7526551332575
13808,992.7526551332575
13809,992.7526551332575
13810,992.7526551332575
13811,992.7526551332575
13812,992.7526551332575
13813,992.7526551332575
13814,992.7526551332575
13815,992.7526551332575
13816,992.7526551332575
13817,992.7526551332575
13818,992.7526551332575
13819,992.7526551332575
13820,992.7526551332575
13821,992.7526551332575
13822,992.7526551332575
13823,992.7526551332575
13824,992.7526551332575
13825,992.7526551332575
13826,992.7526551332575
13827,992.7526551332575
13828,992.7526551332575
13829,992.7526551332575
13830,992.7526551332575
13831,992.7526551332575
13832,992.7526551332575
13833,992.7526551332575
13834,992.7526551332575
13835,992.7526551332575
13836,992.7526551332575
13837,992.7526551332575
13838,992.7526551332575
13839,992.7526551332575
13840,992.7526551332575
13841,992.7526551332575
13842,992.7526551332575
13843,992.7526551332575
13844,992.7526551332575
13845,992.7526551332575
13846,992.7526551332575
13847,992.7526551332575
13848,992.7526551332575
13849,992.7526551332575
13850,992.7526551332575
13851,992.7526551332575
13852,992.7526551332575
13853,992.7526551332575
13854,992.7526551332575
13855,992.7526551332575
13856,992.7526551332575
13857,992.7526551332575
13858,992.7526551332575
13859,992.7526551332575
13860,992.7526551332575
13861,992.7526551332575
13862,992.7526551332575
13863,992.7526551332575
13864,992.7526551332575
13865,992.7526551332575
13866,992.7526551332575
13867,992.7526551332575
13868,992.7526551332575
13869,992.7526551332575
13870,992.7526551332575
13871,992.7526551332575
13872,992.7526551332575
13873,992.7526551332575
13874,992.7526551332575
13875,992.7526551332575
13876,992.7526551332575
13877,992.7526551332575
13878,952.9485485078421
13879,952.9485485078421
13880,952.9485485078421
13881,952.9485485078421
13882,952.9485485078421
13883,952.9485485078421
13884,952.9485485078421
13885,952.9485485078421
13886,952.9485485078421
13887,952.9485485078421
13888,952.9485485078421
13889,952.9485485078421
13890,952.9485485078421
13891,952.9485485078421
13892,952.9485485078421
13893,952.9485485078421
13894,952.9485485078421
13895,952.9485485078421
13896,952.9485485078421
13897,952.9485485078421
13898,952.9485485078421
13899,952.9485485078421
13900,952.9485485078421
13901,952.9485485078421
13902,952.9485485078421
13903,952.9485485078421
13904,952.9485485078421
13905,952.9485485078421
13906,952.9485485078421
13907,952.9485485078421
13908,952.9485485078421
13909,952.9485485078421
13910,952.9485485078421
13911,952.9485485078421
13912,952.9485485078421
13913,952.9485485078421
13914,952.9485485078421
13915,952.9485485078421
13916,952.9485485078421
13917,952.9485485078421
13918,952.9485485078421
13919,952.9485485078421
13920,952.9485485078421
13921,952.9485485078421
13922,952.9485485078421
13923,952.9485485078421
13924,952.9485485078421
13925,952.9485485078421
13926,952.9485485078421
13927,952.9485485078421
13928,952.9485485078421
13929,952.9485485078421
13930,952.9485485078421
13931,952.9485485078421
13932,952.9485485078421
13933,952.9485485078421
13934,952.9485485078421
13935,952.9485485078421
13936,952.9485485078421
13937,952.9485485078421
13938,952.9485485078421
13939,952.9485485078421
13940,952.9485485078421
13941,952.9485485078421
13942,952.9485485078421
13943,952.9485485078421
13944,952.9485485078421
13945,952.9485485078421
13946,952.9485485078421
13947,952.9485485078421
13948,952.9485485078421
13949,952.9485485078421
13950,952.9485485078421
13951,952.9485485078421
13952,952.9485485078421
13953,952.9485485078421
13954,952.9485485078421
13955,952.9485485078421
13956,952.9485485078421
13957,952.9485485078421
13958,952.9485485078421
13959,952.9485485078421
13960,952.9485485078421
13961,952.9485485078421
13962,952.9485485078421
13963,952.9485485078421
13964,952.9485485078421
13965,952.9485485078421
13966,952.9485485078421
13967,952.9485485078421
13968,952.9485485078421
13969,1111.8903581562183
13970,1111.8903581562183
13971,1111.8903581562183
13972,1111.8903581562183
13973,1111.8903581562183
13974,1111.8903581562183
13975,1111.8903581562183
13976,1111.8903581562183
13977,1111.8903581562183
13978,1111.8903581562183
13979,1111.8903581562183
13980,1111.8903581562183
13981,1111.8903581562183
13982,1111.8903581562183
13983,1111.8903581562183
13984,1111.8903581562183
13985,1111.8903581562183
13986,1111.8903581562183
13987,1111.8903581562183
13988,1111.8903581562183
13989,1111.8903581562183
13990,1111.8903581562183
13991,1111.8903581562183
13992,1111.8903581562183
13993,1111.8903581562183
13994,1111.8903581562183
13995,1111.8903581562183
13996,1111.8903581562183
13997,1111.8903581562183
13998,1111.8903581562183
13999,1111.8903581562183
14000,1111.8903581562183
14001,1111.8903581562183
14002,1111.8903581562183
14003,1111.8903581562183
14004,1111.8903581562183
14005,1111.8903581562183
14006,1111.8903581562183
14007,1111.8903581562183
14008,1111.8903581562183
14009,1111.8903581562183
14010,1111.8903581562183
14011,1111.8903581562183
14012,1111.8903581562183
14013,1111.8903581562183
14014,1111.8903581562183
14015,1111.8903581562183
14016,1111.8903581562183
14017,1111.8903581562183
14018,1111.8903581562183
14019,1111.8903581562183
14020,1111.8903581562183
14021,1111.8903581562183
14022,1111.8903581562183
14023,1111.8903581562183
14024,1111.8903581562183
14025,1111.8903581562183
14026,1111.8903581562183
14027,1111.8903581562183
14028,1111.8903581562183
14029,1111.8903581562183
14030,1111.8903581562183
14031,1111.8903581562183
14032,1111.8903581562183
14033,1111.8903581562183
14034,1111.8903581562183
14035,1111.8903581562183
14036,1111.8903581562183
14037,1111.8903581562183
14038,1111.8903581562183
14039,1111.8903581562183
14040,1111.8903581562183
14041,1111.8903581562183
14042,1111.8903581562183
14043,1111.8903581562183
14044,1111.8903581562183
14045,1111.8903581562183
14046,1111.8903581562183
14047,1111.8903581562183
14048,1111.8903581562183
14049,1111.8903581562183
14050,1111.8903581562183
14051,1111.8903581562183
14052,1111.8903581562183
14053,1111.8903581562183
14054,1111.8903581562183
14055,1111.8903581562183
14056,1111.8903581562183
14057,1111.8903581562183
14058,1111.8903581562183
14059,1111.8903581562183
14060,1014.4512341065732
14061,1014.4512341065732
14062,1014.4512341065732
14063,1014.4512341065732
14064,1014.4512341065732
14065,1014.4512341065732
14066,1014.4512341065732
14067,1014.4512341065732
14068,1014.4512341065732
14069,1014.4512341065732
14070,1014.4512341065732
14071,1014.4512341065732
14072,1014.4512341065732
14073,1014.4512341065732
14074,1014.4512341065732
14075,1014.4512341065732
14076,1014.4512341065732
14077,1014.4512341065732
14078,1014.4512341065732
14079,1014.4512341065732
14080,1014.4512341065732
14081,1014.4512341065732
14082,1014.4512341065732
14083,1014.4512341065732
14084,1014.4512341065732
14085,1014.4512341065732
14086,1014.4512341065732
14087,1014.4512341065732
14088,1014.4512341065732
14089,1014.4512341065732
14090,1014.4512341065732
14091,1014.4512341065732
14092,1014.4512341065732
14093,1014.4512341065732
14094,1014.4512341065732
14095,1014.4512341065732
14096,1014.4512341065732
14097,1014.4512341065732
14098,1014.4512341065732
14099,1014.4512341065732
14100,1014.4512341065732
14101,1014.4512341065732
14102,1014.4512341065732
14103,1014.4512341065732
14104,1014.4512341065732
14105,1014.4512341065732
14106,1014.4512341065732
14107,1014.4512341065732
14108,1014.4512341065732
14109,1014.4512341065732
14110,1014.4512341065732
14111,1014.4512341065732
14112,1014.4512341065732
14113,1014.4512341065732
14114,1014.4512341065732
14115,1014.4512341065732
14116,1014.4512341065732
14117,1014.4512341065732
14118,1014.4512341065732
14119,1014.4512341065732
14120,1014.4512341065732
14121,1014.4512341065732
14122,1014.4512341065732
14123,1014.4512341065732
14124,1014.4512341065732
14125,1014.4512341065732
14126,1014.4512341065732
14127,1014.4512341065732
14128,1014.4512341065732
14129,1014.4512341065732
14130,1014.4512341065732
14131,1014.4512341065732
14132,1014.4512341065732
14133,1014.4512341065732
14134,1014.4512341065732
14135,1014.4512341065732
14136,1014.4512341065732
14137,1014.4512341065732
14138,1014.4512341065732
14139,1014.4512341065732
14140,1014.4512341065732
14141,1014.4512341065732
14142,1014.4512341065732
14143,1014.4512341065732
14144,1014.4512341065732
14145,1014.4512341065732
14146,1014.4512341065732
14147,1014.4512341065732
14148,1014.4512341065732
14149,1014.4512341065732
14150,1014.4512341065732
14151,1014.4512341065732
14152,982.066289005039
14153,982.066289005039
14154,982.066289005039
14155,982.066289005039
14156,982.066289005039
14157,982.066289005039
14158,982.066289005039
14159,982.066289005039
14160,982.066289005039
14161,982.066289005039
14162,982.066289005039
14163,982.066289005039
14164,982.066289005039
14165,982.066289005039
14166,982.066289005039
14167,982.066289005039
14168,982.066289005039
14169,982.066289005039
14170,982.066289005039
14171,982.066289005039
14172,982.066289005039
14173,982.066289005039
14174,982.066289005039
14175,982.066289005039
14176,982.066289005039
14177,982.066289005039
14178,982.066289005039
14179,982.066289005039
14180,982.066289005039
14181,982.066289005039
14182,982.066289005039
14183,982.066289005039
14184,982.066289005039
14185,982.066289005039
14186,982.066289005039
14187,982.066289005039
14188,982.066289005039
14189,982.066289005039
14190,982.066289005039
14191,982.066289005039
14192,982.066289005039
14193,982.066289005039
14194,982.066289005039
14195,982.066289005039
14196,982.066289005039
14197,982.066289005039
14198,982.066289005039
14199,982.066289005039
14200,982.066289005039
14201,982.066289005039
14202,982.066289005039
14203,982.066289005039
14204,982.066289005039
14205,982.066289005039
14206,982.066289005039
14207,982.066289005039
14208,982.066289005039
14209,982.066289005039
14210,982.066289005039
14211,982.066289005039
14212,982.066289005039
14213,982.066289005039
14214,982.066289005039
14215,982.066289005039
14216,982.066289005039
14217,982.066289005039
14218,982.066289005039
14219,982.066289005039
14220,982.066289005039
14221,982.066289005039
14222,982.066289005039
14223,982.066289005039
14224,982.066289005039
14225,982.066289005039
14226,982.066289005039
14227,982.066289005039
14228,982.066289005039
14229,982.066289005039
14230,982.066289005039
14231,982.066289005039
14232,982.066289005039
14233,982.066289005039
14234,982.066289005039
14235,982.066289005039
14236,982.066289005039
14237,982.066289005039
14238,982.066289005039
14239,982.066289005039
14240,982.066289005039
14241,982.066289005039
14242,982.066289005039
14243,982.066289005039
14244,972.7856035013916
14245,972.7856035013916
14246,972.7856035013916
14247,972.7856035013916
14248,972.7856035013916
14249,972.7856035013916
14250,972.7856035013916
14251,972.7856035013916
14252,972.7856035013916
14253,972.7856035013916
14254,972.7856035013916
14255,972.7856035013916
14256,972.7856035013916
14257,972.7856035013916
14258,972.7856035013916
14259,972.7856035013916
14260,972.7856035013916
14261,972.7856035013916
14262,972.7856035013916
14263,972.7856035013916
14264,972.7856035013916
14265,972.7856035013916
14266,972.7856035013916
14267,972.7856035013916
14268,972.7856035013916
14269,972.7856035013916
14270,972.7856035013916
14271,972.7856035013916
14272,972.7856035013916
14273,972.7856035013916
14274,972.7856035013916
14275,972.7856035013916
14276,972.7856035013916
14277,972.7856035013916
14278,972.7856035013916
14279,972.7856035013916
14280,972.7856035013916
14281,972.7856035013916
14282,972.7856035013916
14283,972.7856035013916
14284,972.7856035013916
14285,972.7856035013916
14286,972.7856035013916
14287,972.7856035013916
14288,972.7856035013916
14289,972.7856035013916
14290,972.7856035013916
14291,972.7856035013916
14292,972.7856035013916
14293,972.7856035013916
14294,972.7856035013916
14295,972.7856035013916
14296,972.7856035013916
14297,972.7856035013916
14298,972.7856035013916
14299,972.7856035013916
14300,972.7856035013916
14301,972.7856035013916
14302,972.7856035013916
14303,972.7856035013916
14304,972.7856035013916
14305,972.7856035013916
14306,972.7856035013916
14307,972.7856035013916
14308,972.7856035013916
14309,972.7856035013916
14310,972.7856035013916
14311,972.7856035013916
14312,972.7856035013916
14313,972.7856035013916
14314,972.7856035013916
14315,972.7856035013916
14316,972.7856035013916
14317,972.7856035013916
14318,972.7856035013916
14319,972.7856035013916
14320,972.7856035013916
14321,972.7856035013916
14322,972.7856035013916
14323,972.7856035013916
14324,972.7856035013916
14325,972.7856035013916
14326,972.7856035013916
14327,972.7856035013916
14328,972.7856035013916
14329,972.7856035013916
14330,972.7856035013916
14331,972.7856035013916
14332,972.7856035013916
14333,972.7856035013916
14334,920.980360875875
14335,920.980360875875
14336,920.980360875875
14337,920.980360875875
14338,920.980360875875
14339,920.980360875875
14340,920.980360875875
14341,920.980360875875
14342,920.980360875875
14343,920.980360875875
14344,920.980360875875
14345,920.980360875875
14346,920.980360875875
14347,920.980360875875
14348,920.980360875875
14349,920.980360875875
14350,920.980360875875
14351,920.980360875875
14352,920.980360875875
14353,920.980360875875
14354,920.980360875875
14355,920.980360875875
14356,920.980360875875
14357,920.980360875875
14358,920.980360875875
14359,920.980360875875
14360,920.980360875875
14361,920.980360875875
14362,920.980360875875
14363,920.980360875875
14364,920.980360875875
14365,920.980360875875
14366,920.980360875875
14367,920.980360875875
14368,920.980360875875
14369,920.980360875875
14370,920.980360875875
14371,920.980360875875
14372,920.980360875875
14373,920.980360875875
14374,920.980360875875
14375,920.980360875875
14376,920.980360875875
14377,920.980360875875
14378,920.980360875875
14379,920.980360875875
14380,920.980360875875
14381,920.980360875875
14382,920.980360875875
14383,920.980360875875
14384,920.980360875875
14385,920.980360875875
14386,920.980360875875
14387,920.980360875875
14388,920.980360875875
14389,920.980360875875
14390,920.980360875875
14391,920.980360875875
14392,920.980360875875
14393,920.980360875875
14394,920.980360875875
14395,920.980360875875
14396,920.980360875875
14397,920.980360875875
14398,920.980360875875
14399,920.980360875875
14400,920.980360875875
14401,920.980360875875
14402,920.980360875875
14403,920.980360875875
14404,920.980360875875
14405,920.980360875875
14406,920.980360875875
14407,920.980360875875
14408,920.980360875875
14409,920.980360875875
14410,920.980360875875
14411,920.980360875875
14412,920.980360875875
14413,920.980360875875
14414,920.980360875875
14415,920.980360875875
14416,920.980360875875
14417,920.980360875875
14418,920.980360875875
14419,920.980360875875
14420,920.980360875875
14421,920.980360875875
14422,920.980360875875
14423,920.980360875875
14424,920.980360875875
14425,1128.8747000818546
14426,1128.8747000818546
14427,1128.8747000818546
14428,1128.8747000818546
14429,1128.8747000818546
14430,1128.8747000818546
14431,1128.8747000818546
14432,1128.8747000818546
14433,1128.8747000818546
14434,1128.8747000818546
14435,1128.8747000818546
14436,1128.8747000818546
14437,1128.8747000818546
14438,1128.8747000818546
14439,1128.8747000818546
14440,1128.8747000818546
14441,1128.8747000818546
14442,1128.8747000818546
14443,1128.8747000818546
14444,1128.8747000818546
14445,1128.8747000818546
14446,1128.8747000818546
