,PCE DEFY Index_ratio
12840,1067.397849462366
12841,1067.397849462366
12842,1067.397849462366
12843,1067.397849462366
12844,1067.397849462366
12845,1067.397849462366
12846,1067.397849462366
12847,1067.397849462366
12848,1067.397849462366
12849,1067.397849462366
12850,1067.397849462366
12851,1067.397849462366
12852,1067.397849462366
12853,1067.397849462366
12854,1067.397849462366
12855,1067.397849462366
12856,1067.397849462366
12857,1067.397849462366
12858,1067.397849462366
12859,1067.397849462366
12860,1067.397849462366
12861,1067.397849462366
12862,1067.397849462366
12863,1067.397849462366
12864,1067.397849462366
12865,1067.397849462366
12866,1067.397849462366
12867,1067.397849462366
12868,1067.397849462366
12869,1067.397849462366
12870,1067.397849462366
12871,1067.397849462366
12872,1067.397849462366
12873,972.8177290735215
12874,972.8177290735215
12875,972.8177290735215
12876,972.8177290735215
12877,972.8177290735215
12878,972.8177290735215
12879,972.8177290735215
12880,972.8177290735215
12881,972.8177290735215
12882,972.8177290735215
12883,972.8177290735215
12884,972.8177290735215
12885,972.8177290735215
12886,972.8177290735215
12887,972.8177290735215
12888,972.8177290735215
12889,972.8177290735215
12890,972.8177290735215
12891,972.8177290735215
12892,972.8177290735215
12893,972.8177290735215
12894,972.8177290735215
12895,972.8177290735215
12896,972.8177290735215
12897,972.8177290735215
12898,972.8177290735215
12899,972.8177290735215
12900,972.8177290735215
12901,972.8177290735215
12902,972.8177290735215
12903,972.8177290735215
12904,972.8177290735215
12905,972.8177290735215
12906,972.8177290735215
12907,972.8177290735215
12908,972.8177290735215
12909,972.8177290735215
12910,972.8177290735215
12911,972.8177290735215
12912,972.8177290735215
12913,972.8177290735215
12914,972.8177290735215
12915,972.8177290735215
12916,972.8177290735215
12917,972.8177290735215
12918,972.8177290735215
12919,972.8177290735215
12920,972.8177290735215
12921,972.8177290735215
12922,972.8177290735215
12923,972.8177290735215
12924,972.8177290735215
12925,972.8177290735215
12926,972.8177290735215
12927,972.8177290735215
12928,972.8177290735215
12929,972.8177290735215
12930,972.8177290735215
12931,972.8177290735215
12932,972.8177290735215
12933,972.8177290735215
12934,972.8177290735215
12935,972.8177290735215
12936,972.8177290735215
12937,972.8177290735215
12938,972.8177290735215
12939,972.8177290735215
12940,972.8177290735215
12941,972.8177290735215
12942,972.8177290735215
12943,972.8177290735215
12944,972.8177290735215
12945,972.8177290735215
12946,972.8177290735215
12947,972.8177290735215
12948,972.8177290735215
12949,972.8177290735215
12950,972.8177290735215
12951,972.8177290735215
12952,972.8177290735215
12953,972.8177290735215
12954,972.8177290735215
12955,972.8177290735215
12956,972.8177290735215
12957,972.8177290735215
12958,972.8177290735215
12959,972.8177290735215
12960,972.8177290735215
12961,972.8177290735215
12962,972.8177290735215
12963,972.8177290735215
12964,1009.6337666593838
12965,1009.6337666593838
12966,1009.6337666593838
12967,1009.6337666593838
12968,1009.6337666593838
12969,1009.6337666593838
12970,1009.6337666593838
12971,1009.6337666593838
12972,1009.6337666593838
12973,1009.6337666593838
12974,1009.6337666593838
12975,1009.6337666593838
12976,1009.6337666593838
12977,1009.6337666593838
12978,1009.6337666593838
12979,1009.6337666593838
12980,1009.6337666593838
12981,1009.6337666593838
12982,1009.6337666593838
12983,1009.6337666593838
12984,1009.6337666593838
12985,1009.6337666593838
12986,1009.6337666593838
12987,1009.6337666593838
12988,1009.6337666593838
12989,1009.6337666593838
12990,1009.6337666593838
12991,1009.6337666593838
12992,1009.6337666593838
12993,1009.6337666593838
12994,1009.6337666593838
12995,1009.6337666593838
12996,1009.6337666593838
12997,1009.6337666593838
12998,1009.6337666593838
12999,1009.6337666593838
13000,1009.6337666593838
13001,1009.6337666593838
13002,1009.6337666593838
13003,1009.6337666593838
13004,1009.6337666593838
13005,1009.6337666593838
13006,1009.6337666593838
13007,1009.6337666593838
13008,1009.6337666593838
13009,1009.6337666593838
13010,1009.6337666593838
13011,1009.6337666593838
13012,1009.6337666593838
13013,1009.6337666593838
13014,1009.6337666593838
13015,1009.6337666593838
13016,1009.6337666593838
13017,1009.6337666593838
13018,1009.6337666593838
13019,1009.6337666593838
13020,1009.6337666593838
13021,1009.6337666593838
13022,1009.6337666593838
13023,1009.6337666593838
13024,1009.6337666593838
13025,1009.6337666593838
13026,1009.6337666593838
13027,1009.6337666593838
13028,1009.6337666593838
13029,1009.6337666593838
13030,1009.6337666593838
13031,1009.6337666593838
13032,1009.6337666593838
13033,1009.6337666593838
13034,1009.6337666593838
13035,1009.6337666593838
13036,1009.6337666593838
13037,1009.6337666593838
13038,1009.6337666593838
13039,1009.6337666593838
13040,1009.6337666593838
13041,1009.6337666593838
13042,1009.6337666593838
13043,1009.6337666593838
13044,1009.6337666593838
13045,1009.6337666593838
13046,1009.6337666593838
13047,1009.6337666593838
13048,1009.6337666593838
13049,1009.6337666593838
13050,1009.6337666593838
13051,1009.6337666593838
13052,1009.6337666593838
13053,1009.6337666593838
13054,1009.6337666593838
13055,1009.6337666593838
13056,1000.9230769230774
13057,1000.9230769230774
13058,1000.9230769230774
13059,1000.9230769230774
13060,1000.9230769230774
13061,1000.9230769230774
13062,1000.9230769230774
13063,1000.9230769230774
13064,1000.9230769230774
13065,1000.9230769230774
13066,1000.9230769230774
13067,1000.9230769230774
13068,1000.9230769230774
13069,1000.9230769230774
13070,1000.9230769230774
13071,1000.9230769230774
13072,1000.9230769230774
13073,1000.9230769230774
13074,1000.9230769230774
13075,1000.9230769230774
13076,1000.9230769230774
13077,1000.9230769230774
13078,1000.9230769230774
13079,1000.9230769230774
13080,1000.9230769230774
13081,1000.9230769230774
13082,1000.9230769230774
13083,1000.9230769230774
13084,1000.9230769230774
13085,1000.9230769230774
13086,1000.9230769230774
13087,1000.9230769230774
13088,1000.9230769230774
13089,1000.9230769230774
13090,1000.9230769230774
13091,1000.9230769230774
13092,1000.9230769230774
13093,1000.9230769230774
13094,1000.9230769230774
13095,1000.9230769230774
13096,1000.9230769230774
13097,1000.9230769230774
13098,1000.9230769230774
13099,1000.9230769230774
13100,1000.9230769230774
13101,1000.9230769230774
13102,1000.9230769230774
13103,1000.9230769230774
13104,1000.9230769230774
13105,1000.9230769230774
13106,1000.9230769230774
13107,1000.9230769230774
13108,1000.9230769230774
13109,1000.9230769230774
13110,1000.9230769230774
13111,1000.9230769230774
13112,1000.9230769230774
13113,1000.9230769230774
13114,1000.9230769230774
13115,1000.9230769230774
13116,1000.9230769230774
13117,1000.9230769230774
13118,1000.9230769230774
13119,1000.9230769230774
13120,1000.9230769230774
13121,1000.9230769230774
13122,1000.9230769230774
13123,1000.9230769230774
13124,1000.9230769230774
13125,1000.9230769230774
13126,1000.9230769230774
13127,1000.9230769230774
13128,1000.9230769230774
13129,1000.9230769230774
13130,1000.9230769230774
13131,1000.9230769230774
13132,1000.9230769230774
13133,1000.9230769230774
13134,1000.9230769230774
13135,1000.9230769230774
13136,1000.9230769230774
13137,1000.9230769230774
13138,1000.9230769230774
13139,1000.9230769230774
13140,1000.9230769230774
13141,1000.9230769230774
13142,1000.9230769230774
13143,1000.9230769230774
13144,1000.9230769230774
13145,1000.9230769230774
13146,1000.9230769230774
13147,1000.9230769230774
13148,975.4004850223723
13149,975.4004850223723
13150,975.4004850223723
13151,975.4004850223723
13152,975.4004850223723
13153,975.4004850223723
13154,975.4004850223723
13155,975.4004850223723
13156,975.4004850223723
13157,975.4004850223723
13158,975.4004850223723
13159,975.4004850223723
13160,975.4004850223723
13161,975.4004850223723
13162,975.4004850223723
13163,975.4004850223723
13164,975.4004850223723
13165,975.4004850223723
13166,975.4004850223723
13167,975.4004850223723
13168,975.4004850223723
13169,975.4004850223723
13170,975.4004850223723
13171,975.4004850223723
13172,975.4004850223723
13173,975.4004850223723
13174,975.4004850223723
13175,975.4004850223723
13176,975.4004850223723
13177,975.4004850223723
13178,975.4004850223723
13179,975.4004850223723
13180,975.4004850223723
13181,975.4004850223723
13182,975.4004850223723
13183,975.4004850223723
13184,975.4004850223723
13185,975.4004850223723
13186,975.4004850223723
13187,975.4004850223723
13188,975.4004850223723
13189,975.4004850223723
13190,975.4004850223723
13191,975.4004850223723
13192,975.4004850223723
13193,975.4004850223723
13194,975.4004850223723
13195,975.4004850223723
13196,975.4004850223723
13197,975.4004850223723
13198,975.4004850223723
13199,975.4004850223723
13200,975.4004850223723
13201,975.4004850223723
13202,975.4004850223723
13203,975.4004850223723
13204,975.4004850223723
13205,975.4004850223723
13206,975.4004850223723
13207,975.4004850223723
13208,975.4004850223723
13209,975.4004850223723
13210,975.4004850223723
13211,975.4004850223723
13212,975.4004850223723
13213,975.4004850223723
13214,975.4004850223723
13215,975.4004850223723
13216,975.4004850223723
13217,975.4004850223723
13218,975.4004850223723
13219,975.4004850223723
13220,975.4004850223723
13221,975.4004850223723
13222,975.4004850223723
13223,975.4004850223723
13224,975.4004850223723
13225,975.4004850223723
13226,975.4004850223723
13227,975.4004850223723
13228,975.4004850223723
13229,975.4004850223723
13230,975.4004850223723
13231,975.4004850223723
13232,975.4004850223723
13233,975.4004850223723
13234,975.4004850223723
13235,975.4004850223723
13236,975.4004850223723
13237,975.4004850223723
13238,636.2934745666704
13239,636.2934745666704
13240,636.2934745666704
13241,636.2934745666704
13242,636.2934745666704
13243,636.2934745666704
13244,636.2934745666704
13245,636.2934745666704
13246,636.2934745666704
13247,636.2934745666704
13248,636.2934745666704
13249,636.2934745666704
13250,636.2934745666704
13251,636.2934745666704
13252,636.2934745666704
13253,636.2934745666704
13254,636.2934745666704
13255,636.2934745666704
13256,636.2934745666704
13257,636.2934745666704
13258,636.2934745666704
13259,636.2934745666704
13260,636.2934745666704
13261,636.2934745666704
13262,636.2934745666704
13263,636.2934745666704
13264,636.2934745666704
13265,636.2934745666704
13266,636.2934745666704
13267,636.2934745666704
13268,636.2934745666704
13269,636.2934745666704
13270,636.2934745666704
13271,636.2934745666704
13272,636.2934745666704
13273,636.2934745666704
13274,636.2934745666704
13275,636.2934745666704
13276,636.2934745666704
13277,636.2934745666704
13278,636.2934745666704
13279,636.2934745666704
13280,636.2934745666704
13281,636.2934745666704
13282,636.2934745666704
13283,636.2934745666704
13284,636.2934745666704
13285,636.2934745666704
13286,636.2934745666704
13287,636.2934745666704
13288,636.2934745666704
13289,636.2934745666704
13290,636.2934745666704
13291,636.2934745666704
13292,636.2934745666704
13293,636.2934745666704
13294,636.2934745666704
13295,636.2934745666704
13296,636.2934745666704
13297,636.2934745666704
13298,636.2934745666704
13299,636.2934745666704
13300,636.2934745666704
13301,636.2934745666704
13302,636.2934745666704
13303,636.2934745666704
13304,636.2934745666704
13305,636.2934745666704
13306,636.2934745666704
13307,636.2934745666704
13308,636.2934745666704
13309,636.2934745666704
13310,636.2934745666704
13311,636.2934745666704
13312,636.2934745666704
13313,636.2934745666704
13314,636.2934745666704
13315,636.2934745666704
13316,636.2934745666704
13317,636.2934745666704
13318,636.2934745666704
13319,636.2934745666704
13320,636.2934745666704
13321,636.2934745666704
13322,636.2934745666704
13323,636.2934745666704
13324,636.2934745666704
13325,636.2934745666704
13326,636.2934745666704
13327,636.2934745666704
13328,636.2934745666704
13329,865.3033898674097
13330,865.3033898674097
13331,865.3033898674097
13332,865.3033898674097
13333,865.3033898674097
13334,865.3033898674097
13335,865.3033898674097
13336,865.3033898674097
13337,865.3033898674097
13338,865.3033898674097
13339,865.3033898674097
13340,865.3033898674097
13341,865.3033898674097
13342,865.3033898674097
13343,865.3033898674097
13344,865.3033898674097
13345,865.3033898674097
13346,865.3033898674097
13347,865.3033898674097
13348,865.3033898674097
13349,865.3033898674097
13350,865.3033898674097
13351,865.3033898674097
13352,865.3033898674097
13353,865.3033898674097
13354,865.3033898674097
13355,865.3033898674097
13356,865.3033898674097
13357,865.3033898674097
13358,865.3033898674097
13359,865.3033898674097
13360,865.3033898674097
13361,865.3033898674097
13362,865.3033898674097
13363,865.3033898674097
13364,865.3033898674097
13365,865.3033898674097
13366,865.3033898674097
13367,865.3033898674097
13368,865.3033898674097
13369,865.3033898674097
13370,865.3033898674097
13371,865.3033898674097
13372,865.3033898674097
13373,865.3033898674097
13374,865.3033898674097
13375,865.3033898674097
13376,865.3033898674097
13377,865.3033898674097
13378,865.3033898674097
13379,865.3033898674097
13380,865.3033898674097
13381,865.3033898674097
13382,865.3033898674097
13383,865.3033898674097
13384,865.3033898674097
13385,865.3033898674097
13386,865.3033898674097
13387,865.3033898674097
13388,865.3033898674097
13389,865.3033898674097
13390,865.3033898674097
13391,865.3033898674097
13392,865.3033898674097
13393,865.3033898674097
13394,865.3033898674097
13395,865.3033898674097
13396,865.3033898674097
13397,865.3033898674097
13398,865.3033898674097
13399,865.3033898674097
13400,865.3033898674097
13401,865.3033898674097
13402,865.3033898674097
13403,865.3033898674097
13404,865.3033898674097
13405,865.3033898674097
13406,865.3033898674097
13407,865.3033898674097
13408,865.3033898674097
13409,865.3033898674097
13410,865.3033898674097
13411,865.3033898674097
13412,865.3033898674097
13413,865.3033898674097
13414,865.3033898674097
13415,865.3033898674097
13416,865.3033898674097
13417,865.3033898674097
13418,865.3033898674097
13419,865.3033898674097
13420,865.3033898674097
13421,928.448769318832
13422,928.448769318832
13423,928.448769318832
13424,928.448769318832
13425,928.448769318832
13426,928.448769318832
13427,928.448769318832
13428,928.448769318832
13429,928.448769318832
13430,928.448769318832
13431,928.448769318832
13432,928.448769318832
13433,928.448769318832
13434,928.448769318832
13435,928.448769318832
13436,928.448769318832
13437,928.448769318832
13438,928.448769318832
13439,928.448769318832
13440,928.448769318832
13441,928.448769318832
13442,928.448769318832
13443,928.448769318832
13444,928.448769318832
13445,928.448769318832
13446,928.448769318832
13447,928.448769318832
13448,928.448769318832
13449,928.448769318832
13450,928.448769318832
13451,928.448769318832
13452,928.448769318832
13453,928.448769318832
13454,928.448769318832
13455,928.448769318832
13456,928.448769318832
13457,928.448769318832
13458,928.448769318832
13459,928.448769318832
13460,928.448769318832
13461,928.448769318832
13462,928.448769318832
13463,928.448769318832
13464,928.448769318832
13465,928.448769318832
13466,928.448769318832
13467,928.448769318832
13468,928.448769318832
13469,928.448769318832
13470,928.448769318832
13471,928.448769318832
13472,928.448769318832
13473,928.448769318832
13474,928.448769318832
13475,928.448769318832
13476,928.448769318832
13477,928.448769318832
13478,928.448769318832
13479,928.448769318832
13480,928.448769318832
13481,928.448769318832
13482,928.448769318832
13483,928.448769318832
13484,928.448769318832
13485,928.448769318832
13486,928.448769318832
13487,928.448769318832
13488,928.448769318832
13489,928.448769318832
13490,928.448769318832
13491,928.448769318832
13492,928.448769318832
13493,928.448769318832
13494,928.448769318832
13495,928.448769318832
13496,928.448769318832
13497,928.448769318832
13498,928.448769318832
13499,928.448769318832
13500,928.448769318832
13501,928.448769318832
13502,928.448769318832
13503,928.448769318832
13504,928.448769318832
13505,928.448769318832
13506,928.448769318832
13507,928.448769318832
13508,928.448769318832
13509,928.448769318832
13510,928.448769318832
13511,928.448769318832
13512,928.448769318832
13513,934.6211809836968
13514,934.6211809836968
13515,934.6211809836968
13516,934.6211809836968
13517,934.6211809836968
13518,934.6211809836968
13519,934.6211809836968
13520,934.6211809836968
13521,934.6211809836968
13522,934.6211809836968
13523,934.6211809836968
13524,934.6211809836968
13525,934.6211809836968
13526,934.6211809836968
13527,934.6211809836968
13528,934.6211809836968
13529,934.6211809836968
13530,934.6211809836968
13531,934.6211809836968
13532,934.6211809836968
13533,934.6211809836968
13534,934.6211809836968
13535,934.6211809836968
13536,934.6211809836968
13537,934.6211809836968
13538,934.6211809836968
13539,934.6211809836968
13540,934.6211809836968
13541,934.6211809836968
13542,934.6211809836968
13543,934.6211809836968
13544,934.6211809836968
13545,934.6211809836968
13546,934.6211809836968
13547,934.6211809836968
13548,934.6211809836968
13549,934.6211809836968
13550,934.6211809836968
13551,934.6211809836968
13552,934.6211809836968
13553,934.6211809836968
13554,934.6211809836968
13555,934.6211809836968
13556,934.6211809836968
13557,934.6211809836968
13558,934.6211809836968
13559,934.6211809836968
13560,934.6211809836968
13561,934.6211809836968
13562,934.6211809836968
13563,934.6211809836968
13564,934.6211809836968
13565,934.6211809836968
13566,934.6211809836968
13567,934.6211809836968
13568,934.6211809836968
13569,934.6211809836968
13570,934.6211809836968
13571,934.6211809836968
13572,934.6211809836968
13573,934.6211809836968
13574,934.6211809836968
13575,934.6211809836968
13576,934.6211809836968
13577,934.6211809836968
13578,934.6211809836968
13579,934.6211809836968
13580,934.6211809836968
13581,934.6211809836968
13582,934.6211809836968
13583,934.6211809836968
13584,934.6211809836968
13585,934.6211809836968
13586,934.6211809836968
13587,934.6211809836968
13588,934.6211809836968
13589,934.6211809836968
13590,934.6211809836968
13591,934.6211809836968
13592,934.6211809836968
13593,934.6211809836968
13594,934.6211809836968
13595,934.6211809836968
13596,934.6211809836968
13597,934.6211809836968
13598,934.6211809836968
13599,934.6211809836968
13600,934.6211809836968
13601,934.6211809836968
13602,934.6211809836968
13603,1705.2603498995943
13604,1705.2603498995943
13605,1705.2603498995943
13606,1705.2603498995943
13607,1705.2603498995943
13608,1705.2603498995943
13609,1705.2603498995943
13610,1705.2603498995943
13611,1705.2603498995943
13612,1705.2603498995943
13613,1705.2603498995943
13614,1705.2603498995943
13615,1705.2603498995943
13616,1705.2603498995943
13617,1705.2603498995943
13618,1705.2603498995943
13619,1705.2603498995943
13620,1705.2603498995943
13621,1705.2603498995943
13622,1705.2603498995943
13623,1705.2603498995943
13624,1705.2603498995943
13625,1705.2603498995943
13626,1705.2603498995943
13627,1705.2603498995943
13628,1705.2603498995943
13629,1705.2603498995943
13630,1705.2603498995943
13631,1705.2603498995943
13632,1705.2603498995943
13633,1705.2603498995943
13634,1705.2603498995943
13635,1705.2603498995943
13636,1705.2603498995943
13637,1705.2603498995943
13638,1705.2603498995943
13639,1705.2603498995943
13640,1705.2603498995943
13641,1705.2603498995943
13642,1705.2603498995943
13643,1705.2603498995943
13644,1705.2603498995943
13645,1705.2603498995943
13646,1705.2603498995943
13647,1705.2603498995943
13648,1705.2603498995943
13649,1705.2603498995943
13650,1705.2603498995943
13651,1705.2603498995943
13652,1705.2603498995943
13653,1705.2603498995943
13654,1705.2603498995943
13655,1705.2603498995943
13656,1705.2603498995943
13657,1705.2603498995943
13658,1705.2603498995943
13659,1705.2603498995943
13660,1705.2603498995943
13661,1705.2603498995943
13662,1705.2603498995943
13663,1705.2603498995943
13664,1705.2603498995943
13665,1705.2603498995943
13666,1705.2603498995943
13667,1705.2603498995943
13668,1705.2603498995943
13669,1705.2603498995943
13670,1705.2603498995943
13671,1705.2603498995943
13672,1705.2603498995943
13673,1705.2603498995943
13674,1705.2603498995943
13675,1705.2603498995943
13676,1705.2603498995943
13677,1705.2603498995943
13678,1705.2603498995943
13679,1705.2603498995943
13680,1705.2603498995943
13681,1705.2603498995943
13682,1705.2603498995943
13683,1705.2603498995943
13684,1705.2603498995943
13685,1705.2603498995943
13686,1705.2603498995943
13687,1705.2603498995943
13688,1705.2603498995943
13689,1705.2603498995943
13690,1705.2603498995943
13691,1705.2603498995943
13692,1705.2603498995943
13693,1705.2603498995943
13694,1187.1886211763112
13695,1187.1886211763112
13696,1187.1886211763112
13697,1187.1886211763112
13698,1187.1886211763112
13699,1187.1886211763112
13700,1187.1886211763112
13701,1187.1886211763112
13702,1187.1886211763112
13703,1187.1886211763112
13704,1187.1886211763112
13705,1187.1886211763112
13706,1187.1886211763112
13707,1187.1886211763112
13708,1187.1886211763112
13709,1187.1886211763112
13710,1187.1886211763112
13711,1187.1886211763112
13712,1187.1886211763112
13713,1187.1886211763112
13714,1187.1886211763112
13715,1187.1886211763112
13716,1187.1886211763112
13717,1187.1886211763112
13718,1187.1886211763112
13719,1187.1886211763112
13720,1187.1886211763112
13721,1187.1886211763112
13722,1187.1886211763112
13723,1187.1886211763112
13724,1187.1886211763112
13725,1187.1886211763112
13726,1187.1886211763112
13727,1187.1886211763112
13728,1187.1886211763112
13729,1187.1886211763112
13730,1187.1886211763112
13731,1187.1886211763112
13732,1187.1886211763112
13733,1187.1886211763112
13734,1187.1886211763112
13735,1187.1886211763112
13736,1187.1886211763112
13737,1187.1886211763112
13738,1187.1886211763112
13739,1187.1886211763112
13740,1187.1886211763112
13741,1187.1886211763112
13742,1187.1886211763112
13743,1187.1886211763112
13744,1187.1886211763112
13745,1187.1886211763112
13746,1187.1886211763112
13747,1187.1886211763112
13748,1187.1886211763112
13749,1187.1886211763112
13750,1187.1886211763112
13751,1187.1886211763112
13752,1187.1886211763112
13753,1187.1886211763112
13754,1187.1886211763112
13755,1187.1886211763112
13756,1187.1886211763112
13757,1187.1886211763112
13758,1187.1886211763112
13759,1187.1886211763112
13760,1187.1886211763112
13761,1187.1886211763112
13762,1187.1886211763112
13763,1187.1886211763112
13764,1187.1886211763112
13765,1187.1886211763112
13766,1187.1886211763112
13767,1187.1886211763112
13768,1187.1886211763112
13769,1187.1886211763112
13770,1187.1886211763112
13771,1187.1886211763112
13772,1187.1886211763112
13773,1187.1886211763112
13774,1187.1886211763112
13775,1187.1886211763112
13776,1187.1886211763112
13777,1187.1886211763112
13778,1187.1886211763112
13779,1187.1886211763112
13780,1187.1886211763112
13781,1187.1886211763112
13782,1187.1886211763112
13783,1187.1886211763112
13784,1187.1886211763112
13785,1187.1886211763112
13786,1099.7067448680348
13787,1099.7067448680348
13788,1099.7067448680348
13789,1099.7067448680348
13790,1099.7067448680348
13791,1099.7067448680348
13792,1099.7067448680348
13793,1099.7067448680348
13794,1099.7067448680348
13795,1099.7067448680348
13796,1099.7067448680348
13797,1099.7067448680348
13798,1099.7067448680348
13799,1099.7067448680348
13800,1099.7067448680348
13801,1099.7067448680348
13802,1099.7067448680348
13803,1099.7067448680348
13804,1099.7067448680348
13805,1099.7067448680348
13806,1099.7067448680348
13807,1099.7067448680348
13808,1099.7067448680348
13809,1099.7067448680348
13810,1099.7067448680348
13811,1099.7067448680348
13812,1099.7067448680348
13813,1099.7067448680348
13814,1099.7067448680348
13815,1099.7067448680348
13816,1099.7067448680348
13817,1099.7067448680348
13818,1099.7067448680348
13819,1099.7067448680348
13820,1099.7067448680348
13821,1099.7067448680348
13822,1099.7067448680348
13823,1099.7067448680348
13824,1099.7067448680348
13825,1099.7067448680348
13826,1099.7067448680348
13827,1099.7067448680348
13828,1099.7067448680348
13829,1099.7067448680348
13830,1099.7067448680348
13831,1099.7067448680348
13832,1099.7067448680348
13833,1099.7067448680348
13834,1099.7067448680348
13835,1099.7067448680348
13836,1099.7067448680348
13837,1099.7067448680348
13838,1099.7067448680348
13839,1099.7067448680348
13840,1099.7067448680348
13841,1099.7067448680348
13842,1099.7067448680348
13843,1099.7067448680348
13844,1099.7067448680348
13845,1099.7067448680348
13846,1099.7067448680348
13847,1099.7067448680348
13848,1099.7067448680348
13849,1099.7067448680348
13850,1099.7067448680348
13851,1099.7067448680348
13852,1099.7067448680348
13853,1099.7067448680348
13854,1099.7067448680348
13855,1099.7067448680348
13856,1099.7067448680348
13857,1099.7067448680348
13858,1099.7067448680348
13859,1099.7067448680348
13860,1099.7067448680348
13861,1099.7067448680348
13862,1099.7067448680348
13863,1099.7067448680348
13864,1099.7067448680348
13865,1099.7067448680348
13866,1099.7067448680348
13867,1099.7067448680348
13868,1099.7067448680348
13869,1099.7067448680348
13870,1099.7067448680348
13871,1099.7067448680348
13872,1099.7067448680348
13873,1099.7067448680348
13874,1099.7067448680348
13875,1099.7067448680348
13876,1099.7067448680348
13877,1099.7067448680348
13878,998.7073667073668
13879,998.7073667073668
13880,998.7073667073668
13881,998.7073667073668
13882,998.7073667073668
13883,998.7073667073668
13884,998.7073667073668
13885,998.7073667073668
13886,998.7073667073668
13887,998.7073667073668
13888,998.7073667073668
13889,998.7073667073668
13890,998.7073667073668
13891,998.7073667073668
13892,998.7073667073668
13893,998.7073667073668
13894,998.7073667073668
13895,998.7073667073668
13896,998.7073667073668
13897,998.7073667073668
13898,998.7073667073668
13899,998.7073667073668
13900,998.7073667073668
13901,998.7073667073668
13902,998.7073667073668
13903,998.7073667073668
13904,998.7073667073668
13905,998.7073667073668
13906,998.7073667073668
13907,998.7073667073668
13908,998.7073667073668
13909,998.7073667073668
13910,998.7073667073668
13911,998.7073667073668
13912,998.7073667073668
13913,998.7073667073668
13914,998.7073667073668
13915,998.7073667073668
13916,998.7073667073668
13917,998.7073667073668
13918,998.7073667073668
13919,998.7073667073668
13920,998.7073667073668
13921,998.7073667073668
13922,998.7073667073668
13923,998.7073667073668
13924,998.7073667073668
13925,998.7073667073668
13926,998.7073667073668
13927,998.7073667073668
13928,998.7073667073668
13929,998.7073667073668
13930,998.7073667073668
13931,998.7073667073668
13932,998.7073667073668
13933,998.7073667073668
13934,998.7073667073668
13935,998.7073667073668
13936,998.7073667073668
13937,998.7073667073668
13938,998.7073667073668
13939,998.7073667073668
13940,998.7073667073668
13941,998.7073667073668
13942,998.7073667073668
13943,998.7073667073668
13944,998.7073667073668
13945,998.7073667073668
13946,998.7073667073668
13947,998.7073667073668
13948,998.7073667073668
13949,998.7073667073668
13950,998.7073667073668
13951,998.7073667073668
13952,998.7073667073668
13953,998.7073667073668
13954,998.7073667073668
13955,998.7073667073668
13956,998.7073667073668
13957,998.7073667073668
13958,998.7073667073668
13959,998.7073667073668
13960,998.7073667073668
13961,998.7073667073668
13962,998.7073667073668
13963,998.7073667073668
13964,998.7073667073668
13965,998.7073667073668
13966,998.7073667073668
13967,998.7073667073668
13968,998.7073667073668
13969,1001.499700059988
13970,1001.499700059988
13971,1001.499700059988
13972,1001.499700059988
13973,1001.499700059988
13974,1001.499700059988
13975,1001.499700059988
13976,1001.499700059988
13977,1001.499700059988
13978,1001.499700059988
13979,1001.499700059988
13980,1001.499700059988
13981,1001.499700059988
13982,1001.499700059988
13983,1001.499700059988
13984,1001.499700059988
13985,1001.499700059988
13986,1001.499700059988
13987,1001.499700059988
13988,1001.499700059988
13989,1001.499700059988
13990,1001.499700059988
13991,1001.499700059988
13992,1001.499700059988
13993,1001.499700059988
13994,1001.499700059988
13995,1001.499700059988
13996,1001.499700059988
13997,1001.499700059988
13998,1001.499700059988
13999,1001.499700059988
14000,1001.499700059988
14001,1001.499700059988
14002,1001.499700059988
14003,1001.499700059988
14004,1001.499700059988
14005,1001.499700059988
14006,1001.499700059988
14007,1001.499700059988
14008,1001.499700059988
14009,1001.499700059988
14010,1001.499700059988
14011,1001.499700059988
14012,1001.499700059988
14013,1001.499700059988
14014,1001.499700059988
14015,1001.499700059988
14016,1001.499700059988
14017,1001.499700059988
14018,1001.499700059988
14019,1001.499700059988
14020,1001.499700059988
14021,1001.499700059988
14022,1001.499700059988
14023,1001.499700059988
14024,1001.499700059988
14025,1001.499700059988
14026,1001.499700059988
14027,1001.499700059988
14028,1001.499700059988
14029,1001.499700059988
14030,1001.499700059988
14031,1001.499700059988
14032,1001.499700059988
14033,1001.499700059988
14034,1001.499700059988
14035,1001.499700059988
14036,1001.499700059988
14037,1001.499700059988
14038,1001.499700059988
14039,1001.499700059988
14040,1001.499700059988
14041,1001.499700059988
14042,1001.499700059988
14043,1001.499700059988
14044,1001.499700059988
14045,1001.499700059988
14046,1001.499700059988
14047,1001.499700059988
14048,1001.499700059988
14049,1001.499700059988
14050,1001.499700059988
14051,1001.499700059988
14052,1001.499700059988
14053,1001.499700059988
14054,1001.499700059988
14055,1001.499700059988
14056,1001.499700059988
14057,1001.499700059988
14058,1001.499700059988
14059,1001.499700059988
14060,1081.8521556831647
14061,1081.8521556831647
14062,1081.8521556831647
14063,1081.8521556831647
14064,1081.8521556831647
14065,1081.8521556831647
14066,1081.8521556831647
14067,1081.8521556831647
14068,1081.8521556831647
14069,1081.8521556831647
14070,1081.8521556831647
14071,1081.8521556831647
14072,1081.8521556831647
14073,1081.8521556831647
14074,1081.8521556831647
14075,1081.8521556831647
