,LEI CHNG Index_ratio
12958,478.93051830059704
12959,478.93051830059704
12960,478.93051830059704
12961,478.93051830059704
12962,478.93051830059704
12963,478.93051830059704
12964,1592.2587486744426
12965,1592.2587486744426
12966,1592.2587486744426
12967,1592.2587486744426
12968,1592.2587486744426
12969,1592.2587486744426
12970,1592.2587486744426
12971,1592.2587486744426
12972,1592.2587486744426
12973,1592.2587486744426
12974,1592.2587486744426
12975,1592.2587486744426
12976,1592.2587486744426
12977,1592.2587486744426
12978,1592.2587486744426
12979,1592.2587486744426
12980,1592.2587486744426
12981,1592.2587486744426
12982,1592.2587486744426
12983,1592.2587486744426
12984,1592.2587486744426
12985,1592.2587486744426
12986,1592.2587486744426
12987,1592.2587486744426
12988,1592.2587486744426
12989,1592.2587486744426
12990,1592.2587486744426
12991,1592.2587486744426
12992,1592.2587486744426
12993,1592.2587486744426
12994,1592.2587486744426
12995,1592.2587486744426
12996,1592.2587486744426
12997,1592.2587486744426
12998,1592.2587486744426
12999,1592.2587486744426
13000,1592.2587486744426
13001,1592.2587486744426
13002,1592.2587486744426
13003,1592.2587486744426
13004,1592.2587486744426
13005,1592.2587486744426
13006,1592.2587486744426
13007,1592.2587486744426
13008,1592.2587486744426
13009,1592.2587486744426
13010,1592.2587486744426
13011,1592.2587486744426
13012,1592.2587486744426
13013,1592.2587486744426
13014,1592.2587486744426
13015,1592.2587486744426
13016,1592.2587486744426
13017,1592.2587486744426
13018,1592.2587486744426
13019,1592.2587486744426
13020,1592.2587486744426
13021,1592.2587486744426
13022,1592.2587486744426
13023,1592.2587486744426
13024,1592.2587486744426
13025,1592.2587486744426
13026,1592.2587486744426
13027,1592.2587486744426
13028,1592.2587486744426
13029,1592.2587486744426
13030,1592.2587486744426
13031,1592.2587486744426
13032,1592.2587486744426
13033,1592.2587486744426
13034,1592.2587486744426
13035,1592.2587486744426
13036,1592.2587486744426
13037,1592.2587486744426
13038,1592.2587486744426
13039,1592.2587486744426
13040,1592.2587486744426
13041,1592.2587486744426
13042,1592.2587486744426
13043,1592.2587486744426
13044,1592.2587486744426
13045,1592.2587486744426
13046,1592.2587486744426
13047,1592.2587486744426
13048,1592.2587486744426
13049,1592.2587486744426
13050,1592.2587486744426
13051,1592.2587486744426
13052,1592.2587486744426
13053,1592.2587486744426
13054,1592.2587486744426
13055,1592.2587486744426
13056,626.2626262626264
13057,626.2626262626264
13058,626.2626262626264
13059,626.2626262626264
13060,626.2626262626264
13061,626.2626262626264
13062,626.2626262626264
13063,626.2626262626264
13064,626.2626262626264
13065,626.2626262626264
13066,626.2626262626264
13067,626.2626262626264
13068,626.2626262626264
13069,626.2626262626264
13070,626.2626262626264
13071,626.2626262626264
13072,626.2626262626264
13073,626.2626262626264
13074,626.2626262626264
13075,626.2626262626264
13076,626.2626262626264
13077,626.2626262626264
13078,626.2626262626264
13079,626.2626262626264
13080,626.2626262626264
13081,626.2626262626264
13082,626.2626262626264
13083,626.2626262626264
13084,626.2626262626264
13085,626.2626262626264
13086,626.2626262626264
13087,626.2626262626264
13088,626.2626262626264
13089,626.2626262626264
13090,626.2626262626264
13091,626.2626262626264
13092,626.2626262626264
13093,626.2626262626264
13094,626.2626262626264
13095,626.2626262626264
13096,626.2626262626264
13097,626.2626262626264
13098,626.2626262626264
13099,626.2626262626264
13100,626.2626262626264
13101,626.2626262626264
13102,626.2626262626264
13103,626.2626262626264
13104,626.2626262626264
13105,626.2626262626264
13106,626.2626262626264
13107,626.2626262626264
13108,626.2626262626264
13109,626.2626262626264
13110,626.2626262626264
13111,626.2626262626264
13112,626.2626262626264
13113,626.2626262626264
13114,626.2626262626264
13115,626.2626262626264
13116,626.2626262626264
13117,626.2626262626264
13118,626.2626262626264
13119,626.2626262626264
13120,626.2626262626264
13121,626.2626262626264
13122,626.2626262626264
13123,626.2626262626264
13124,626.2626262626264
13125,626.2626262626264
13126,626.2626262626264
13127,626.2626262626264
13128,626.2626262626264
13129,626.2626262626264
13130,626.2626262626264
13131,626.2626262626264
13132,626.2626262626264
13133,626.2626262626264
13134,626.2626262626264
13135,626.2626262626264
13136,626.2626262626264
13137,626.2626262626264
13138,626.2626262626264
13139,626.2626262626264
13140,626.2626262626264
13141,626.2626262626264
13142,626.2626262626264
13143,626.2626262626264
13144,626.2626262626264
13145,626.2626262626264
13146,626.2626262626264
13147,626.2626262626264
13148,1356.0931899641578
13149,1356.0931899641578
13150,1356.0931899641578
13151,1356.0931899641578
13152,1356.0931899641578
13153,1356.0931899641578
13154,1356.0931899641578
13155,1356.0931899641578
13156,1356.0931899641578
13157,1356.0931899641578
13158,1356.0931899641578
13159,1356.0931899641578
13160,1356.0931899641578
13161,1356.0931899641578
13162,1356.0931899641578
13163,1356.0931899641578
13164,1356.0931899641578
13165,1356.0931899641578
13166,1356.0931899641578
13167,1356.0931899641578
13168,1356.0931899641578
13169,1356.0931899641578
13170,1356.0931899641578
13171,1356.0931899641578
13172,1356.0931899641578
13173,1356.0931899641578
13174,1356.0931899641578
13175,1356.0931899641578
13176,1356.0931899641578
13177,1356.0931899641578
13178,1356.0931899641578
13179,1356.0931899641578
13180,1356.0931899641578
13181,1356.0931899641578
13182,1356.0931899641578
13183,1356.0931899641578
13184,1356.0931899641578
13185,1356.0931899641578
13186,1356.0931899641578
13187,1356.0931899641578
13188,1356.0931899641578
13189,1356.0931899641578
13190,1356.0931899641578
13191,1356.0931899641578
13192,1356.0931899641578
13193,1356.0931899641578
13194,1356.0931899641578
13195,1356.0931899641578
13196,1356.0931899641578
13197,1356.0931899641578
13198,1356.0931899641578
13199,1356.0931899641578
13200,1356.0931899641578
13201,1356.0931899641578
13202,1356.0931899641578
13203,1356.0931899641578
13204,1356.0931899641578
13205,1356.0931899641578
13206,1356.0931899641578
13207,1356.0931899641578
13208,1356.0931899641578
13209,1356.0931899641578
13210,1356.0931899641578
13211,1356.0931899641578
13212,1356.0931899641578
13213,1356.0931899641578
13214,1356.0931899641578
13215,1356.0931899641578
13216,1356.0931899641578
13217,1356.0931899641578
13218,1356.0931899641578
13219,1356.0931899641578
13220,1356.0931899641578
13221,1356.0931899641578
13222,1356.0931899641578
13223,1356.0931899641578
13224,1356.0931899641578
13225,1356.0931899641578
13226,1356.0931899641578
13227,1356.0931899641578
13228,1356.0931899641578
13229,1356.0931899641578
13230,1356.0931899641578
13231,1356.0931899641578
13232,1356.0931899641578
13233,1356.0931899641578
13234,1356.0931899641578
13235,1356.0931899641578
13236,1356.0931899641578
13237,1356.0931899641578
13238,934.9009652961021
13239,934.9009652961021
13240,934.9009652961021
13241,934.9009652961021
13242,934.9009652961021
13243,934.9009652961021
13244,934.9009652961021
13245,934.9009652961021
13246,934.9009652961021
13247,934.9009652961021
13248,934.9009652961021
13249,934.9009652961021
13250,934.9009652961021
13251,934.9009652961021
13252,934.9009652961021
13253,934.9009652961021
13254,934.9009652961021
13255,934.9009652961021
13256,934.9009652961021
13257,934.9009652961021
13258,934.9009652961021
13259,934.9009652961021
13260,934.9009652961021
13261,934.9009652961021
13262,934.9009652961021
13263,934.9009652961021
13264,934.9009652961021
13265,934.9009652961021
13266,934.9009652961021
13267,934.9009652961021
13268,934.9009652961021
13269,934.9009652961021
13270,934.9009652961021
13271,934.9009652961021
13272,934.9009652961021
13273,934.9009652961021
13274,934.9009652961021
13275,934.9009652961021
13276,934.9009652961021
13277,934.9009652961021
13278,934.9009652961021
13279,934.9009652961021
13280,934.9009652961021
13281,934.9009652961021
13282,934.9009652961021
13283,934.9009652961021
13284,934.9009652961021
13285,934.9009652961021
13286,934.9009652961021
13287,934.9009652961021
13288,934.9009652961021
13289,934.9009652961021
13290,934.9009652961021
13291,934.9009652961021
13292,934.9009652961021
13293,934.9009652961021
13294,934.9009652961021
13295,934.9009652961021
13296,934.9009652961021
13297,934.9009652961021
13298,934.9009652961021
13299,934.9009652961021
13300,934.9009652961021
13301,934.9009652961021
13302,934.9009652961021
13303,934.9009652961021
13304,934.9009652961021
13305,934.9009652961021
13306,934.9009652961021
13307,934.9009652961021
13308,934.9009652961021
13309,934.9009652961021
13310,934.9009652961021
13311,934.9009652961021
13312,934.9009652961021
13313,934.9009652961021
13314,934.9009652961021
13315,934.9009652961021
13316,934.9009652961021
13317,934.9009652961021
13318,934.9009652961021
13319,934.9009652961021
13320,934.9009652961021
13321,934.9009652961021
13322,934.9009652961021
13323,934.9009652961021
13324,934.9009652961021
13325,934.9009652961021
13326,934.9009652961021
13327,934.9009652961021
13328,934.9009652961021
13329,963.6865650775901
13330,963.6865650775901
13331,963.6865650775901
13332,963.6865650775901
13333,963.6865650775901
13334,963.6865650775901
13335,963.6865650775901
13336,963.6865650775901
13337,963.6865650775901
13338,963.6865650775901
13339,963.6865650775901
13340,963.6865650775901
13341,963.6865650775901
13342,963.6865650775901
13343,963.6865650775901
13344,963.6865650775901
13345,963.6865650775901
13346,963.6865650775901
13347,963.6865650775901
13348,963.6865650775901
13349,963.6865650775901
13350,963.6865650775901
13351,963.6865650775901
13352,963.6865650775901
13353,963.6865650775901
13354,963.6865650775901
13355,963.6865650775901
13356,963.6865650775901
13357,963.6865650775901
13358,963.6865650775901
13359,963.6865650775901
13360,963.6865650775901
13361,963.6865650775901
13362,963.6865650775901
13363,963.6865650775901
13364,963.6865650775901
13365,963.6865650775901
13366,963.6865650775901
13367,963.6865650775901
13368,963.6865650775901
13369,963.6865650775901
13370,963.6865650775901
13371,963.6865650775901
13372,963.6865650775901
13373,963.6865650775901
13374,963.6865650775901
13375,963.6865650775901
13376,963.6865650775901
13377,963.6865650775901
13378,963.6865650775901
13379,963.6865650775901
13380,963.6865650775901
13381,963.6865650775901
13382,963.6865650775901
13383,963.6865650775901
13384,963.6865650775901
13385,963.6865650775901
13386,963.6865650775901
13387,963.6865650775901
13388,963.6865650775901
13389,963.6865650775901
13390,963.6865650775901
13391,963.6865650775901
13392,963.6865650775901
13393,963.6865650775901
13394,963.6865650775901
13395,963.6865650775901
13396,963.6865650775901
13397,963.6865650775901
13398,963.6865650775901
13399,963.6865650775901
13400,963.6865650775901
13401,963.6865650775901
13402,963.6865650775901
13403,963.6865650775901
13404,963.6865650775901
13405,963.6865650775901
13406,963.6865650775901
13407,963.6865650775901
13408,963.6865650775901
13409,963.6865650775901
13410,963.6865650775901
13411,963.6865650775901
13412,963.6865650775901
13413,963.6865650775901
13414,963.6865650775901
13415,963.6865650775901
13416,963.6865650775901
13417,963.6865650775901
13418,963.6865650775901
13419,963.6865650775901
13420,963.6865650775901
13421,821.7821782178218
13422,821.7821782178218
13423,821.7821782178218
13424,821.7821782178218
13425,821.7821782178218
13426,821.7821782178218
13427,821.7821782178218
13428,821.7821782178218
13429,821.7821782178218
13430,821.7821782178218
13431,821.7821782178218
13432,821.7821782178218
13433,821.7821782178218
13434,821.7821782178218
13435,821.7821782178218
13436,821.7821782178218
13437,821.7821782178218
13438,821.7821782178218
13439,821.7821782178218
13440,821.7821782178218
13441,821.7821782178218
13442,821.7821782178218
13443,821.7821782178218
13444,821.7821782178218
13445,821.7821782178218
13446,821.7821782178218
13447,821.7821782178218
13448,821.7821782178218
13449,821.7821782178218
13450,821.7821782178218
13451,821.7821782178218
13452,821.7821782178218
13453,821.7821782178218
13454,821.7821782178218
13455,821.7821782178218
13456,821.7821782178218
13457,821.7821782178218
13458,821.7821782178218
13459,821.7821782178218
13460,821.7821782178218
13461,821.7821782178218
13462,821.7821782178218
13463,821.7821782178218
13464,821.7821782178218
13465,821.7821782178218
13466,821.7821782178218
13467,821.7821782178218
13468,821.7821782178218
13469,821.7821782178218
13470,821.7821782178218
13471,821.7821782178218
13472,821.7821782178218
13473,821.7821782178218
13474,821.7821782178218
13475,821.7821782178218
13476,821.7821782178218
13477,821.7821782178218
13478,821.7821782178218
13479,821.7821782178218
13480,821.7821782178218
13481,821.7821782178218
13482,821.7821782178218
13483,821.7821782178218
13484,821.7821782178218
13485,821.7821782178218
13486,821.7821782178218
13487,821.7821782178218
13488,821.7821782178218
13489,821.7821782178218
13490,821.7821782178218
13491,821.7821782178218
13492,821.7821782178218
13493,821.7821782178218
13494,821.7821782178218
13495,821.7821782178218
13496,821.7821782178218
13497,821.7821782178218
13498,821.7821782178218
13499,821.7821782178218
13500,821.7821782178218
13501,821.7821782178218
13502,821.7821782178218
13503,821.7821782178218
13504,821.7821782178218
13505,821.7821782178218
13506,821.7821782178218
13507,821.7821782178218
13508,821.7821782178218
13509,821.7821782178218
13510,821.7821782178218
13511,821.7821782178218
13512,821.7821782178218
13513,1765.2833556448013
13514,1765.2833556448013
13515,1765.2833556448013
13516,1765.2833556448013
13517,1765.2833556448013
13518,1765.2833556448013
13519,1765.2833556448013
13520,1765.2833556448013
13521,1765.2833556448013
13522,1765.2833556448013
13523,1765.2833556448013
13524,1765.2833556448013
13525,1765.2833556448013
13526,1765.2833556448013
13527,1765.2833556448013
13528,1765.2833556448013
13529,1765.2833556448013
13530,1765.2833556448013
13531,1765.2833556448013
13532,1765.2833556448013
13533,1765.2833556448013
13534,1765.2833556448013
13535,1765.2833556448013
13536,1765.2833556448013
13537,1765.2833556448013
13538,1765.2833556448013
13539,1765.2833556448013
13540,1765.2833556448013
13541,1765.2833556448013
13542,1765.2833556448013
13543,1765.2833556448013
13544,1765.2833556448013
13545,1765.2833556448013
13546,1765.2833556448013
13547,1765.2833556448013
13548,1765.2833556448013
13549,1765.2833556448013
13550,1765.2833556448013
13551,1765.2833556448013
13552,1765.2833556448013
13553,1765.2833556448013
13554,1765.2833556448013
13555,1765.2833556448013
13556,1765.2833556448013
13557,1765.2833556448013
13558,1765.2833556448013
13559,1765.2833556448013
13560,1765.2833556448013
13561,1765.2833556448013
13562,1765.2833556448013
13563,1765.2833556448013
13564,1765.2833556448013
13565,1765.2833556448013
13566,1765.2833556448013
13567,1765.2833556448013
13568,1765.2833556448013
13569,1765.2833556448013
13570,1765.2833556448013
13571,1765.2833556448013
13572,1765.2833556448013
13573,1765.2833556448013
13574,1765.2833556448013
13575,1765.2833556448013
13576,1765.2833556448013
13577,1765.2833556448013
13578,1765.2833556448013
13579,1765.2833556448013
13580,1765.2833556448013
13581,1765.2833556448013
13582,1765.2833556448013
13583,1765.2833556448013
13584,1765.2833556448013
13585,1765.2833556448013
13586,1765.2833556448013
13587,1765.2833556448013
13588,1765.2833556448013
13589,1765.2833556448013
13590,1765.2833556448013
13591,1765.2833556448013
13592,1765.2833556448013
13593,1765.2833556448013
13594,1765.2833556448013
13595,1765.2833556448013
13596,1765.2833556448013
13597,1765.2833556448013
13598,1765.2833556448013
13599,1765.2833556448013
13600,1765.2833556448013
13601,1765.2833556448013
13602,1765.2833556448013
13603,494.5054945054946
13604,494.5054945054946
13605,494.5054945054946
13606,494.5054945054946
13607,494.5054945054946
13608,494.5054945054946
13609,494.5054945054946
13610,494.5054945054946
13611,494.5054945054946
13612,494.5054945054946
13613,494.5054945054946
13614,494.5054945054946
13615,494.5054945054946
13616,494.5054945054946
13617,494.5054945054946
13618,494.5054945054946
13619,494.5054945054946
13620,494.5054945054946
13621,494.5054945054946
13622,494.5054945054946
13623,494.5054945054946
13624,494.5054945054946
13625,494.5054945054946
13626,494.5054945054946
13627,494.5054945054946
13628,494.5054945054946
13629,494.5054945054946
13630,494.5054945054946
13631,494.5054945054946
13632,494.5054945054946
13633,494.5054945054946
13634,494.5054945054946
13635,494.5054945054946
13636,494.5054945054946
13637,494.5054945054946
13638,494.5054945054946
13639,494.5054945054946
13640,494.5054945054946
13641,494.5054945054946
13642,494.5054945054946
13643,494.5054945054946
13644,494.5054945054946
13645,494.5054945054946
13646,494.5054945054946
13647,494.5054945054946
13648,494.5054945054946
13649,494.5054945054946
13650,494.5054945054946
13651,494.5054945054946
13652,494.5054945054946
13653,494.5054945054946
13654,494.5054945054946
13655,494.5054945054946
13656,494.5054945054946
13657,494.5054945054946
13658,494.5054945054946
13659,494.5054945054946
13660,494.5054945054946
13661,494.5054945054946
13662,494.5054945054946
13663,494.5054945054946
13664,494.5054945054946
13665,494.5054945054946
13666,494.5054945054946
13667,494.5054945054946
13668,494.5054945054946
13669,494.5054945054946
13670,494.5054945054946
13671,494.5054945054946
13672,494.5054945054946
13673,494.5054945054946
13674,494.5054945054946
13675,494.5054945054946
13676,494.5054945054946
13677,494.5054945054946
13678,494.5054945054946
13679,494.5054945054946
13680,494.5054945054946
13681,494.5054945054946
13682,494.5054945054946
13683,494.5054945054946
13684,494.5054945054946
13685,494.5054945054946
13686,494.5054945054946
13687,494.5054945054946
13688,494.5054945054946
13689,494.5054945054946
13690,494.5054945054946
13691,494.5054945054946
13692,494.5054945054946
13693,494.5054945054946
13694,1844.8432760364
13695,1844.8432760364
13696,1844.8432760364
13697,1844.8432760364
13698,1844.8432760364
13699,1844.8432760364
13700,1844.8432760364
13701,1844.8432760364
13702,1844.8432760364
13703,1844.8432760364
13704,1844.8432760364
13705,1844.8432760364
13706,1844.8432760364
13707,1844.8432760364
13708,1844.8432760364
13709,1844.8432760364
13710,1844.8432760364
13711,1844.8432760364
13712,1844.8432760364
13713,1844.8432760364
13714,1844.8432760364
13715,1844.8432760364
13716,1844.8432760364
13717,1844.8432760364
13718,1844.8432760364
13719,1844.8432760364
13720,1844.8432760364
13721,1844.8432760364
13722,1844.8432760364
13723,1844.8432760364
13724,1844.8432760364
13725,1844.8432760364
13726,1844.8432760364
13727,1844.8432760364
13728,1844.8432760364
13729,1844.8432760364
13730,1844.8432760364
13731,1844.8432760364
13732,1844.8432760364
13733,1844.8432760364
13734,1844.8432760364
13735,1844.8432760364
13736,1844.8432760364
13737,1844.8432760364
13738,1844.8432760364
13739,1844.8432760364
13740,1844.8432760364
13741,1844.8432760364
13742,1844.8432760364
13743,1844.8432760364
13744,1844.8432760364
13745,1844.8432760364
13746,1844.8432760364
13747,1844.8432760364
13748,1844.8432760364
13749,1844.8432760364
13750,1844.8432760364
13751,1844.8432760364
13752,1844.8432760364
13753,1844.8432760364
13754,1844.8432760364
13755,1844.8432760364
13756,1844.8432760364
13757,1844.8432760364
13758,1844.8432760364
13759,1844.8432760364
13760,1844.8432760364
13761,1844.8432760364
13762,1844.8432760364
13763,1844.8432760364
13764,1844.8432760364
13765,1844.8432760364
13766,1844.8432760364
13767,1844.8432760364
13768,1844.8432760364
13769,1844.8432760364
13770,1844.8432760364
13771,1844.8432760364
13772,1844.8432760364
13773,1844.8432760364
13774,1844.8432760364
13775,1844.8432760364
13776,1844.8432760364
13777,1844.8432760364
13778,1844.8432760364
13779,1844.8432760364
13780,1844.8432760364
13781,1844.8432760364
13782,1844.8432760364
13783,1844.8432760364
13784,1844.8432760364
13785,1844.8432760364
13786,441.3965087281796
13787,441.3965087281796
13788,441.3965087281796
13789,441.3965087281796
13790,441.3965087281796
13791,441.3965087281796
13792,441.3965087281796
13793,441.3965087281796
13794,441.3965087281796
13795,441.3965087281796
13796,441.3965087281796
13797,441.3965087281796
13798,441.3965087281796
13799,441.3965087281796
13800,441.3965087281796
13801,441.3965087281796
13802,441.3965087281796
13803,441.3965087281796
13804,441.3965087281796
13805,441.3965087281796
13806,441.3965087281796
13807,441.3965087281796
13808,441.3965087281796
13809,441.3965087281796
13810,441.3965087281796
13811,441.3965087281796
13812,441.3965087281796
13813,441.3965087281796
13814,441.3965087281796
13815,441.3965087281796
13816,441.3965087281796
13817,441.3965087281796
13818,441.3965087281796
13819,441.3965087281796
13820,441.3965087281796
13821,441.3965087281796
13822,441.3965087281796
13823,441.3965087281796
13824,441.3965087281796
13825,441.3965087281796
13826,441.3965087281796
13827,441.3965087281796
13828,441.3965087281796
13829,441.3965087281796
13830,441.3965087281796
13831,441.3965087281796
13832,441.3965087281796
13833,441.3965087281796
13834,441.3965087281796
13835,441.3965087281796
13836,441.3965087281796
13837,441.3965087281796
13838,441.3965087281796
13839,441.3965087281796
13840,441.3965087281796
13841,441.3965087281796
13842,441.3965087281796
13843,441.3965087281796
13844,441.3965087281796
13845,441.3965087281796
13846,441.3965087281796
13847,441.3965087281796
13848,441.3965087281796
13849,441.3965087281796
13850,441.3965087281796
13851,441.3965087281796
13852,441.3965087281796
13853,441.3965087281796
13854,441.3965087281796
13855,441.3965087281796
13856,441.3965087281796
13857,441.3965087281796
13858,441.3965087281796
13859,441.3965087281796
13860,441.3965087281796
13861,441.3965087281796
13862,441.3965087281796
13863,441.3965087281796
13864,441.3965087281796
13865,441.3965087281796
13866,441.3965087281796
13867,441.3965087281796
13868,441.3965087281796
13869,441.3965087281796
13870,441.3965087281796
13871,441.3965087281796
13872,441.3965087281796
13873,441.3965087281796
13874,441.3965087281796
13875,441.3965087281796
13876,441.3965087281796
13877,441.3965087281796
13878,1942.0127894704167
13879,1942.0127894704167
13880,1942.0127894704167
13881,1942.0127894704167
13882,1942.0127894704167
13883,1942.0127894704167
13884,1942.0127894704167
13885,1942.0127894704167
13886,1942.0127894704167
13887,1942.0127894704167
13888,1942.0127894704167
13889,1942.0127894704167
13890,1942.0127894704167
13891,1942.0127894704167
13892,1942.0127894704167
13893,1942.0127894704167
13894,1942.0127894704167
13895,1942.0127894704167
13896,1942.0127894704167
13897,1942.0127894704167
13898,1942.0127894704167
13899,1942.0127894704167
13900,1942.0127894704167
13901,1942.0127894704167
13902,1942.0127894704167
13903,1942.0127894704167
13904,1942.0127894704167
13905,1942.0127894704167
13906,1942.0127894704167
13907,1942.0127894704167
13908,1942.0127894704167
13909,1942.0127894704167
13910,1942.0127894704167
13911,1942.0127894704167
13912,1942.0127894704167
13913,1942.0127894704167
13914,1942.0127894704167
13915,1942.0127894704167
13916,1942.0127894704167
13917,1942.0127894704167
13918,1942.0127894704167
13919,1942.0127894704167
13920,1942.0127894704167
13921,1942.0127894704167
13922,1942.0127894704167
13923,1942.0127894704167
13924,1942.0127894704167
13925,1942.0127894704167
13926,1942.0127894704167
13927,1942.0127894704167
13928,1942.0127894704167
13929,1942.0127894704167
13930,1942.0127894704167
13931,1942.0127894704167
13932,1942.0127894704167
13933,1942.0127894704167
13934,1942.0127894704167
13935,1942.0127894704167
13936,1942.0127894704167
13937,1942.0127894704167
13938,1942.0127894704167
13939,1942.0127894704167
13940,1942.0127894704167
13941,1942.0127894704167
13942,1942.0127894704167
13943,1942.0127894704167
13944,1942.0127894704167
13945,1942.0127894704167
13946,1942.0127894704167
13947,1942.0127894704167
13948,1942.0127894704167
13949,1942.0127894704167
13950,1942.0127894704167
13951,1942.0127894704167
13952,1942.0127894704167
13953,1942.0127894704167
13954,1942.0127894704167
13955,1942.0127894704167
13956,1942.0127894704167
13957,1942.0127894704167
13958,1942.0127894704167
13959,1942.0127894704167
13960,1942.0127894704167
13961,1942.0127894704167
13962,1942.0127894704167
13963,1942.0127894704167
13964,1942.0127894704167
13965,1942.0127894704167
13966,1942.0127894704167
13967,1942.0127894704167
13968,1942.0127894704167
13969,1067.6470588235295
13970,1067.6470588235295
13971,1067.6470588235295
13972,1067.6470588235295
13973,1067.6470588235295
13974,1067.6470588235295
13975,1067.6470588235295
13976,1067.6470588235295
13977,1067.6470588235295
13978,1067.6470588235295
13979,1067.6470588235295
13980,1067.6470588235295
13981,1067.6470588235295
13982,1067.6470588235295
13983,1067.6470588235295
13984,1067.6470588235295
13985,1067.6470588235295
13986,1067.6470588235295
13987,1067.6470588235295
13988,1067.6470588235295
13989,1067.6470588235295
13990,1067.6470588235295
13991,1067.6470588235295
13992,1067.6470588235295
13993,1067.6470588235295
13994,1067.6470588235295
13995,1067.6470588235295
13996,1067.6470588235295
13997,1067.6470588235295
13998,1067.6470588235295
13999,1067.6470588235295
14000,1067.6470588235295
14001,1067.6470588235295
14002,1067.6470588235295
14003,1067.6470588235295
14004,1067.6470588235295
14005,1067.6470588235295
14006,1067.6470588235295
14007,1067.6470588235295
14008,1067.6470588235295
14009,1067.6470588235295
14010,1067.6470588235295
14011,1067.6470588235295
14012,1067.6470588235295
14013,1067.6470588235295
14014,1067.6470588235295
14015,1067.6470588235295
14016,1067.6470588235295
14017,1067.6470588235295
14018,1067.6470588235295
14019,1067.6470588235295
14020,1067.6470588235295
14021,1067.6470588235295
14022,1067.6470588235295
14023,1067.6470588235295
14024,1067.6470588235295
14025,1067.6470588235295
14026,1067.6470588235295
14027,1067.6470588235295
14028,1067.6470588235295
14029,1067.6470588235295
14030,1067.6470588235295
14031,1067.6470588235295
14032,1067.6470588235295
14033,1067.6470588235295
14034,1067.6470588235295
14035,1067.6470588235295
14036,1067.6470588235295
14037,1067.6470588235295
14038,1067.6470588235295
14039,1067.6470588235295
14040,1067.6470588235295
14041,1067.6470588235295
14042,1067.6470588235295
14043,1067.6470588235295
14044,1067.6470588235295
14045,1067.6470588235295
14046,1067.6470588235295
14047,1067.6470588235295
14048,1067.6470588235295
14049,1067.6470588235295
14050,1067.6470588235295
14051,1067.6470588235295
14052,1067.6470588235295
14053,1067.6470588235295
14054,1067.6470588235295
14055,1067.6470588235295
14056,1067.6470588235295
14057,1067.6470588235295
14058,1067.6470588235295
14059,1067.6470588235295
14060,580.3988501616961
14061,580.3988501616961
14062,580.3988501616961
14063,580.3988501616961
14064,580.3988501616961
14065,580.3988501616961
14066,580.3988501616961
14067,580.3988501616961
14068,580.3988501616961
14069,580.3988501616961
14070,580.3988501616961
14071,580.3988501616961
14072,580.3988501616961
14073,580.3988501616961
14074,580.3988501616961
14075,580.3988501616961
14076,580.3988501616961
14077,580.3988501616961
14078,580.3988501616961
14079,580.3988501616961
14080,580.3988501616961
14081,580.3988501616961
14082,580.3988501616961
14083,580.3988501616961
14084,580.3988501616961
14085,580.3988501616961
14086,580.3988501616961
14087,580.3988501616961
14088,580.3988501616961
14089,580.3988501616961
14090,580.3988501616961
14091,580.3988501616961
14092,580.3988501616961
14093,580.3988501616961
14094,580.3988501616961
14095,580.3988501616961
14096,580.3988501616961
14097,580.3988501616961
14098,580.3988501616961
14099,580.3988501616961
14100,580.3988501616961
14101,580.3988501616961
14102,580.3988501616961
14103,580.3988501616961
14104,580.3988501616961
14105,580.3988501616961
14106,580.3988501616961
14107,580.3988501616961
14108,580.3988501616961
14109,580.3988501616961
14110,580.3988501616961
14111,580.3988501616961
14112,580.3988501616961
14113,580.3988501616961
14114,580.3988501616961
14115,580.3988501616961
14116,580.3988501616961
14117,580.3988501616961
14118,580.3988501616961
14119,580.3988501616961
14120,580.3988501616961
14121,580.3988501616961
14122,580.3988501616961
14123,580.3988501616961
14124,580.3988501616961
14125,580.3988501616961
14126,580.3988501616961
14127,580.3988501616961
14128,580.3988501616961
14129,580.3988501616961
14130,580.3988501616961
14131,580.3988501616961
14132,580.3988501616961
14133,580.3988501616961
14134,580.3988501616961
14135,580.3988501616961
14136,580.3988501616961
14137,580.3988501616961
14138,580.3988501616961
14139,580.3988501616961
14140,580.3988501616961
14141,580.3988501616961
14142,580.3988501616961
14143,580.3988501616961
14144,580.3988501616961
14145,580.3988501616961
14146,580.3988501616961
14147,580.3988501616961
14148,580.3988501616961
14149,580.3988501616961
14150,580.3988501616961
14151,580.3988501616961
14152,1145.5399061032865
14153,1145.5399061032865
14154,1145.5399061032865
14155,1145.5399061032865
14156,1145.5399061032865
14157,1145.5399061032865
14158,1145.5399061032865
14159,1145.5399061032865
14160,1145.5399061032865
14161,1145.5399061032865
14162,1145.5399061032865
14163,1145.5399061032865
14164,1145.5399061032865
14165,1145.5399061032865
14166,1145.5399061032865
14167,1145.5399061032865
14168,1145.5399061032865
14169,1145.5399061032865
14170,1145.5399061032865
14171,1145.5399061032865
14172,1145.5399061032865
14173,1145.5399061032865
14174,1145.5399061032865
14175,1145.5399061032865
14176,1145.5399061032865
14177,1145.5399061032865
14178,1145.5399061032865
14179,1145.5399061032865
14180,1145.5399061032865
14181,1145.5399061032865
14182,1145.5399061032865
14183,1145.5399061032865
14184,1145.5399061032865
