,PCE DEFM Index_ratio
12564,663.9344262295081
12565,663.9344262295081
12566,663.9344262295081
12567,663.9344262295081
12568,663.9344262295081
12569,663.9344262295081
12570,663.9344262295081
12571,663.9344262295081
12572,663.9344262295081
12573,663.9344262295081
12574,663.9344262295081
12575,663.9344262295081
12576,663.9344262295081
12577,663.9344262295081
12578,663.9344262295081
12579,663.9344262295081
12580,663.9344262295081
12581,663.9344262295081
12582,663.9344262295081
12583,663.9344262295081
12584,663.9344262295081
12585,663.9344262295081
12586,663.9344262295081
12587,663.9344262295081
12588,663.9344262295081
12589,663.9344262295081
12590,663.9344262295081
12591,663.9344262295081
12592,663.9344262295081
12593,663.9344262295081
12594,663.9344262295081
12595,663.9344262295081
12596,663.9344262295081
12597,663.9344262295081
12598,663.9344262295081
12599,1119.3862945070673
12600,1119.3862945070673
12601,1119.3862945070673
12602,1119.3862945070673
12603,1119.3862945070673
12604,1119.3862945070673
12605,1119.3862945070673
12606,1119.3862945070673
12607,1119.3862945070673
12608,1119.3862945070673
12609,1119.3862945070673
12610,1119.3862945070673
12611,1119.3862945070673
12612,1119.3862945070673
12613,1119.3862945070673
12614,1119.3862945070673
12615,1119.3862945070673
12616,1119.3862945070673
12617,1119.3862945070673
12618,1119.3862945070673
12619,1119.3862945070673
12620,1119.3862945070673
12621,1119.3862945070673
12622,1119.3862945070673
12623,1119.3862945070673
12624,1119.3862945070673
12625,1119.3862945070673
12626,1119.3862945070673
12627,1119.3862945070673
12628,1119.3862945070673
12629,1119.3862945070673
12630,1119.3862945070673
12631,1119.3862945070673
12632,1119.3862945070673
12633,1119.3862945070673
12634,1119.3862945070673
12635,1119.3862945070673
12636,1119.3862945070673
12637,1119.3862945070673
12638,1119.3862945070673
12639,1119.3862945070673
12640,1119.3862945070673
12641,1119.3862945070673
12642,1119.3862945070673
12643,1119.3862945070673
12644,1119.3862945070673
12645,1119.3862945070673
12646,1119.3862945070673
12647,1119.3862945070673
12648,1119.3862945070673
12649,1119.3862945070673
12650,1119.3862945070673
12651,1119.3862945070673
12652,1119.3862945070673
12653,1119.3862945070673
12654,1119.3862945070673
12655,1119.3862945070673
12656,1119.3862945070673
12657,1119.3862945070673
12658,1119.3862945070673
12659,1119.3862945070673
12660,1119.3862945070673
12661,1119.3862945070673
12662,1119.3862945070673
12663,1119.3862945070673
12664,1119.3862945070673
12665,1119.3862945070673
12666,1119.3862945070673
12667,1119.3862945070673
12668,1119.3862945070673
12669,1119.3862945070673
12670,1119.3862945070673
12671,1119.3862945070673
12672,1119.3862945070673
12673,1119.3862945070673
12674,1119.3862945070673
12675,1119.3862945070673
12676,1119.3862945070673
12677,1119.3862945070673
12678,1119.3862945070673
12679,1119.3862945070673
12680,1119.3862945070673
12681,1119.3862945070673
12682,1119.3862945070673
12683,1119.3862945070673
12684,1119.3862945070673
12685,1119.3862945070673
12686,1119.3862945070673
12687,1119.3862945070673
12688,1119.3862945070673
12689,1119.3862945070673
12690,1119.3862945070673
12691,450.90909090909105
12692,450.90909090909105
12693,450.90909090909105
12694,450.90909090909105
12695,450.90909090909105
12696,450.90909090909105
12697,450.90909090909105
12698,450.90909090909105
12699,450.90909090909105
12700,450.90909090909105
12701,450.90909090909105
12702,450.90909090909105
12703,450.90909090909105
12704,450.90909090909105
12705,450.90909090909105
12706,450.90909090909105
12707,450.90909090909105
12708,450.90909090909105
12709,450.90909090909105
12710,450.90909090909105
12711,450.90909090909105
12712,450.90909090909105
12713,450.90909090909105
12714,450.90909090909105
12715,450.90909090909105
12716,450.90909090909105
12717,450.90909090909105
12718,450.90909090909105
12719,450.90909090909105
12720,450.90909090909105
12721,450.90909090909105
12722,450.90909090909105
12723,450.90909090909105
12724,450.90909090909105
12725,450.90909090909105
12726,450.90909090909105
12727,450.90909090909105
12728,450.90909090909105
12729,450.90909090909105
12730,450.90909090909105
12731,450.90909090909105
12732,450.90909090909105
12733,450.90909090909105
12734,450.90909090909105
12735,450.90909090909105
12736,450.90909090909105
12737,450.90909090909105
12738,450.90909090909105
12739,450.90909090909105
12740,450.90909090909105
12741,450.90909090909105
12742,450.90909090909105
12743,450.90909090909105
12744,450.90909090909105
12745,450.90909090909105
12746,450.90909090909105
12747,450.90909090909105
12748,450.90909090909105
12749,450.90909090909105
12750,450.90909090909105
12751,450.90909090909105
12752,450.90909090909105
12753,450.90909090909105
12754,450.90909090909105
12755,450.90909090909105
12756,450.90909090909105
12757,450.90909090909105
12758,450.90909090909105
12759,450.90909090909105
12760,450.90909090909105
12761,450.90909090909105
12762,450.90909090909105
12763,450.90909090909105
12764,450.90909090909105
12765,450.90909090909105
12766,450.90909090909105
12767,450.90909090909105
12768,450.90909090909105
12769,450.90909090909105
12770,450.90909090909105
12771,450.90909090909105
12772,450.90909090909105
12773,450.90909090909105
12774,450.90909090909105
12775,450.90909090909105
12776,450.90909090909105
12777,450.90909090909105
12778,450.90909090909105
12779,450.90909090909105
12780,450.90909090909105
12781,450.90909090909105
12782,450.90909090909105
12783,3206.810035842294
12784,3206.810035842294
12785,3206.810035842294
12786,3206.810035842294
12787,3206.810035842294
12788,3206.810035842294
12789,3206.810035842294
12790,3206.810035842294
12791,3206.810035842294
12792,3206.810035842294
12793,3206.810035842294
12794,3206.810035842294
12795,3206.810035842294
12796,3206.810035842294
12797,3206.810035842294
12798,3206.810035842294
12799,3206.810035842294
12800,3206.810035842294
12801,3206.810035842294
12802,3206.810035842294
12803,3206.810035842294
12804,3206.810035842294
12805,3206.810035842294
12806,3206.810035842294
12807,3206.810035842294
12808,3206.810035842294
12809,3206.810035842294
12810,3206.810035842294
12811,3206.810035842294
12812,3206.810035842294
12813,3206.810035842294
12814,3206.810035842294
12815,3206.810035842294
12816,3206.810035842294
12817,3206.810035842294
12818,3206.810035842294
12819,3206.810035842294
12820,3206.810035842294
12821,3206.810035842294
12822,3206.810035842294
12823,3206.810035842294
12824,3206.810035842294
12825,3206.810035842294
12826,3206.810035842294
12827,3206.810035842294
12828,3206.810035842294
12829,3206.810035842294
12830,3206.810035842294
12831,3206.810035842294
12832,3206.810035842294
12833,3206.810035842294
12834,3206.810035842294
12835,3206.810035842294
12836,3206.810035842294
12837,3206.810035842294
12838,3206.810035842294
12839,3206.810035842294
12840,3206.810035842294
12841,3206.810035842294
12842,3206.810035842294
12843,3206.810035842294
12844,3206.810035842294
12845,3206.810035842294
12846,3206.810035842294
12847,3206.810035842294
12848,3206.810035842294
12849,3206.810035842294
12850,3206.810035842294
12851,3206.810035842294
12852,3206.810035842294
12853,3206.810035842294
12854,3206.810035842294
12855,3206.810035842294
12856,3206.810035842294
12857,3206.810035842294
12858,3206.810035842294
12859,3206.810035842294
12860,3206.810035842294
12861,3206.810035842294
12862,3206.810035842294
12863,3206.810035842294
12864,3206.810035842294
12865,3206.810035842294
12866,3206.810035842294
12867,3206.810035842294
12868,3206.810035842294
12869,3206.810035842294
12870,3206.810035842294
12871,3206.810035842294
12872,3206.810035842294
12873,612.7291731404844
12874,612.7291731404844
12875,612.7291731404844
12876,612.7291731404844
12877,612.7291731404844
12878,612.7291731404844
12879,612.7291731404844
12880,612.7291731404844
12881,612.7291731404844
12882,612.7291731404844
12883,612.7291731404844
12884,612.7291731404844
12885,612.7291731404844
12886,612.7291731404844
12887,612.7291731404844
12888,612.7291731404844
12889,612.7291731404844
12890,612.7291731404844
12891,612.7291731404844
12892,612.7291731404844
12893,612.7291731404844
12894,612.7291731404844
12895,612.7291731404844
12896,612.7291731404844
12897,612.7291731404844
12898,612.7291731404844
12899,612.7291731404844
12900,612.7291731404844
12901,612.7291731404844
12902,612.7291731404844
12903,612.7291731404844
12904,612.7291731404844
12905,612.7291731404844
12906,612.7291731404844
12907,612.7291731404844
12908,612.7291731404844
12909,612.7291731404844
12910,612.7291731404844
12911,612.7291731404844
12912,612.7291731404844
12913,612.7291731404844
12914,612.7291731404844
12915,612.7291731404844
12916,612.7291731404844
12917,612.7291731404844
12918,612.7291731404844
12919,612.7291731404844
12920,612.7291731404844
12921,612.7291731404844
12922,612.7291731404844
12923,612.7291731404844
12924,612.7291731404844
12925,612.7291731404844
12926,612.7291731404844
12927,612.7291731404844
12928,612.7291731404844
12929,612.7291731404844
12930,612.7291731404844
12931,612.7291731404844
12932,612.7291731404844
12933,612.7291731404844
12934,612.7291731404844
12935,612.7291731404844
12936,612.7291731404844
12937,612.7291731404844
12938,612.7291731404844
12939,612.7291731404844
12940,612.7291731404844
12941,612.7291731404844
12942,612.7291731404844
12943,612.7291731404844
12944,612.7291731404844
12945,612.7291731404844
12946,612.7291731404844
12947,612.7291731404844
12948,612.7291731404844
12949,612.7291731404844
12950,612.7291731404844
12951,612.7291731404844
12952,612.7291731404844
12953,612.7291731404844
12954,612.7291731404844
12955,612.7291731404844
12956,612.7291731404844
12957,612.7291731404844
12958,612.7291731404844
12959,612.7291731404844
12960,612.7291731404844
12961,612.7291731404844
12962,612.7291731404844
12963,612.7291731404844
12964,1001.4432617716036
12965,1001.4432617716036
12966,1001.4432617716036
12967,1001.4432617716036
12968,1001.4432617716036
12969,1001.4432617716036
12970,1001.4432617716036
12971,1001.4432617716036
12972,1001.4432617716036
12973,1001.4432617716036
12974,1001.4432617716036
12975,1001.4432617716036
12976,1001.4432617716036
12977,1001.4432617716036
12978,1001.4432617716036
12979,1001.4432617716036
12980,1001.4432617716036
12981,1001.4432617716036
12982,1001.4432617716036
12983,1001.4432617716036
12984,1001.4432617716036
12985,1001.4432617716036
12986,1001.4432617716036
12987,1001.4432617716036
12988,1001.4432617716036
12989,1001.4432617716036
12990,1001.4432617716036
12991,1001.4432617716036
12992,1001.4432617716036
12993,1001.4432617716036
12994,1001.4432617716036
12995,1001.4432617716036
12996,1001.4432617716036
12997,1001.4432617716036
12998,1001.4432617716036
12999,1001.4432617716036
13000,1001.4432617716036
13001,1001.4432617716036
13002,1001.4432617716036
13003,1001.4432617716036
13004,1001.4432617716036
13005,1001.4432617716036
13006,1001.4432617716036
13007,1001.4432617716036
13008,1001.4432617716036
13009,1001.4432617716036
13010,1001.4432617716036
13011,1001.4432617716036
13012,1001.4432617716036
13013,1001.4432617716036
13014,1001.4432617716036
13015,1001.4432617716036
13016,1001.4432617716036
13017,1001.4432617716036
13018,1001.4432617716036
13019,1001.4432617716036
13020,1001.4432617716036
13021,1001.4432617716036
13022,1001.4432617716036
13023,1001.4432617716036
13024,1001.4432617716036
13025,1001.4432617716036
13026,1001.4432617716036
13027,1001.4432617716036
13028,1001.4432617716036
13029,1001.4432617716036
13030,1001.4432617716036
13031,1001.4432617716036
13032,1001.4432617716036
13033,1001.4432617716036
13034,1001.4432617716036
13035,1001.4432617716036
13036,1001.4432617716036
13037,1001.4432617716036
13038,1001.4432617716036
13039,1001.4432617716036
13040,1001.4432617716036
13041,1001.4432617716036
13042,1001.4432617716036
13043,1001.4432617716036
13044,1001.4432617716036
13045,1001.4432617716036
13046,1001.4432617716036
13047,1001.4432617716036
13048,1001.4432617716036
13049,1001.4432617716036
13050,1001.4432617716036
13051,1001.4432617716036
13052,1001.4432617716036
13053,1001.4432617716036
13054,1001.4432617716036
13055,1001.4432617716036
13056,885.2459016393444
13057,885.2459016393444
13058,885.2459016393444
13059,885.2459016393444
13060,885.2459016393444
13061,885.2459016393444
13062,885.2459016393444
13063,885.2459016393444
13064,885.2459016393444
13065,885.2459016393444
13066,885.2459016393444
13067,885.2459016393444
13068,885.2459016393444
13069,885.2459016393444
13070,885.2459016393444
13071,885.2459016393444
13072,885.2459016393444
13073,885.2459016393444
13074,885.2459016393444
13075,885.2459016393444
13076,885.2459016393444
13077,885.2459016393444
13078,885.2459016393444
13079,885.2459016393444
13080,885.2459016393444
13081,885.2459016393444
13082,885.2459016393444
13083,885.2459016393444
13084,885.2459016393444
13085,885.2459016393444
13086,885.2459016393444
13087,885.2459016393444
13088,885.2459016393444
13089,885.2459016393444
13090,885.2459016393444
13091,885.2459016393444
13092,885.2459016393444
13093,885.2459016393444
13094,885.2459016393444
13095,885.2459016393444
13096,885.2459016393444
13097,885.2459016393444
13098,885.2459016393444
13099,885.2459016393444
13100,885.2459016393444
13101,885.2459016393444
13102,885.2459016393444
13103,885.2459016393444
13104,885.2459016393444
13105,885.2459016393444
13106,885.2459016393444
13107,885.2459016393444
13108,885.2459016393444
13109,885.2459016393444
13110,885.2459016393444
13111,885.2459016393444
13112,885.2459016393444
13113,885.2459016393444
13114,885.2459016393444
13115,885.2459016393444
13116,885.2459016393444
13117,885.2459016393444
13118,885.2459016393444
13119,885.2459016393444
13120,885.2459016393444
13121,885.2459016393444
13122,885.2459016393444
13123,885.2459016393444
13124,885.2459016393444
13125,885.2459016393444
13126,885.2459016393444
13127,885.2459016393444
13128,885.2459016393444
13129,885.2459016393444
13130,885.2459016393444
13131,885.2459016393444
13132,885.2459016393444
13133,885.2459016393444
13134,885.2459016393444
13135,885.2459016393444
13136,885.2459016393444
13137,885.2459016393444
13138,885.2459016393444
13139,885.2459016393444
13140,885.2459016393444
13141,885.2459016393444
13142,885.2459016393444
13143,885.2459016393444
13144,885.2459016393444
13145,885.2459016393444
13146,885.2459016393444
13147,885.2459016393444
13148,1079.0123456790125
13149,1079.0123456790125
13150,1079.0123456790125
13151,1079.0123456790125
13152,1079.0123456790125
13153,1079.0123456790125
13154,1079.0123456790125
13155,1079.0123456790125
13156,1079.0123456790125
13157,1079.0123456790125
13158,1079.0123456790125
13159,1079.0123456790125
13160,1079.0123456790125
13161,1079.0123456790125
13162,1079.0123456790125
13163,1079.0123456790125
13164,1079.0123456790125
13165,1079.0123456790125
13166,1079.0123456790125
13167,1079.0123456790125
13168,1079.0123456790125
13169,1079.0123456790125
13170,1079.0123456790125
13171,1079.0123456790125
13172,1079.0123456790125
13173,1079.0123456790125
13174,1079.0123456790125
13175,1079.0123456790125
13176,1079.0123456790125
13177,1079.0123456790125
13178,1079.0123456790125
13179,1079.0123456790125
13180,1079.0123456790125
13181,1079.0123456790125
13182,1079.0123456790125
13183,1079.0123456790125
13184,1079.0123456790125
13185,1079.0123456790125
13186,1079.0123456790125
13187,1079.0123456790125
13188,1079.0123456790125
13189,1079.0123456790125
13190,1079.0123456790125
13191,1079.0123456790125
13192,1079.0123456790125
13193,1079.0123456790125
13194,1079.0123456790125
13195,1079.0123456790125
13196,1079.0123456790125
13197,1079.0123456790125
13198,1079.0123456790125
13199,1079.0123456790125
13200,1079.0123456790125
13201,1079.0123456790125
13202,1079.0123456790125
13203,1079.0123456790125
13204,1079.0123456790125
13205,1079.0123456790125
13206,1079.0123456790125
13207,1079.0123456790125
13208,1079.0123456790125
13209,1079.0123456790125
13210,1079.0123456790125
13211,1079.0123456790125
13212,1079.0123456790125
13213,1079.0123456790125
13214,1079.0123456790125
13215,1079.0123456790125
13216,1079.0123456790125
13217,1079.0123456790125
13218,1079.0123456790125
13219,1079.0123456790125
13220,1079.0123456790125
13221,1079.0123456790125
13222,1079.0123456790125
13223,1079.0123456790125
13224,1079.0123456790125
13225,1079.0123456790125
13226,1079.0123456790125
13227,1079.0123456790125
13228,1079.0123456790125
13229,1079.0123456790125
13230,1079.0123456790125
13231,1079.0123456790125
13232,1079.0123456790125
13233,1079.0123456790125
13234,1079.0123456790125
13235,1079.0123456790125
13236,1079.0123456790125
13237,1079.0123456790125
13238,-242.91497975708498
13239,-242.91497975708498
13240,-242.91497975708498
13241,-242.91497975708498
13242,-242.91497975708498
13243,-242.91497975708498
13244,-242.91497975708498
13245,-242.91497975708498
13246,-242.91497975708498
13247,-242.91497975708498
13248,-242.91497975708498
13249,-242.91497975708498
13250,-242.91497975708498
13251,-242.91497975708498
13252,-242.91497975708498
13253,-242.91497975708498
13254,-242.91497975708498
13255,-242.91497975708498
13256,-242.91497975708498
13257,-242.91497975708498
13258,-242.91497975708498
13259,-242.91497975708498
13260,-242.91497975708498
13261,-242.91497975708498
13262,-242.91497975708498
13263,-242.91497975708498
13264,-242.91497975708498
13265,-242.91497975708498
13266,-242.91497975708498
13267,-242.91497975708498
13268,-242.91497975708498
13269,-242.91497975708498
13270,-242.91497975708498
13271,-242.91497975708498
13272,-242.91497975708498
13273,-242.91497975708498
13274,-242.91497975708498
13275,-242.91497975708498
13276,-242.91497975708498
13277,-242.91497975708498
13278,-242.91497975708498
13279,-242.91497975708498
13280,-242.91497975708498
13281,-242.91497975708498
13282,-242.91497975708498
13283,-242.91497975708498
13284,-242.91497975708498
13285,-242.91497975708498
13286,-242.91497975708498
13287,-242.91497975708498
13288,-242.91497975708498
13289,-242.91497975708498
13290,-242.91497975708498
13291,-242.91497975708498
13292,-242.91497975708498
13293,-242.91497975708498
13294,-242.91497975708498
13295,-242.91497975708498
13296,-242.91497975708498
13297,-242.91497975708498
13298,-242.91497975708498
13299,-242.91497975708498
13300,-242.91497975708498
13301,-242.91497975708498
13302,-242.91497975708498
13303,-242.91497975708498
13304,-242.91497975708498
13305,-242.91497975708498
13306,-242.91497975708498
13307,-242.91497975708498
13308,-242.91497975708498
13309,-242.91497975708498
13310,-242.91497975708498
13311,-242.91497975708498
13312,-242.91497975708498
13313,-242.91497975708498
13314,-242.91497975708498
13315,-242.91497975708498
13316,-242.91497975708498
13317,-242.91497975708498
13318,-242.91497975708498
13319,-242.91497975708498
13320,-242.91497975708498
13321,-242.91497975708498
13322,-242.91497975708498
13323,-242.91497975708498
13324,-242.91497975708498
13325,-242.91497975708498
13326,-242.91497975708498
13327,-242.91497975708498
13328,-242.91497975708498
13329,-2702.445652173914
13330,-2702.445652173914
13331,-2702.445652173914
13332,-2702.445652173914
13333,-2702.445652173914
13334,-2702.445652173914
13335,-2702.445652173914
13336,-2702.445652173914
13337,-2702.445652173914
13338,-2702.445652173914
13339,-2702.445652173914
13340,-2702.445652173914
13341,-2702.445652173914
13342,-2702.445652173914
13343,-2702.445652173914
13344,-2702.445652173914
13345,-2702.445652173914
13346,-2702.445652173914
13347,-2702.445652173914
13348,-2702.445652173914
13349,-2702.445652173914
13350,-2702.445652173914
13351,-2702.445652173914
13352,-2702.445652173914
13353,-2702.445652173914
13354,-2702.445652173914
13355,-2702.445652173914
13356,-2702.445652173914
13357,-2702.445652173914
13358,-2702.445652173914
13359,-2702.445652173914
13360,-2702.445652173914
13361,-2702.445652173914
13362,-2702.445652173914
13363,-2702.445652173914
13364,-2702.445652173914
13365,-2702.445652173914
13366,-2702.445652173914
13367,-2702.445652173914
13368,-2702.445652173914
13369,-2702.445652173914
13370,-2702.445652173914
13371,-2702.445652173914
13372,-2702.445652173914
13373,-2702.445652173914
13374,-2702.445652173914
13375,-2702.445652173914
13376,-2702.445652173914
13377,-2702.445652173914
13378,-2702.445652173914
13379,-2702.445652173914
13380,-2702.445652173914
13381,-2702.445652173914
13382,-2702.445652173914
13383,-2702.445652173914
13384,-2702.445652173914
13385,-2702.445652173914
13386,-2702.445652173914
13387,-2702.445652173914
13388,-2702.445652173914
13389,-2702.445652173914
13390,-2702.445652173914
13391,-2702.445652173914
13392,-2702.445652173914
13393,-2702.445652173914
13394,-2702.445652173914
13395,-2702.445652173914
13396,-2702.445652173914
13397,-2702.445652173914
13398,-2702.445652173914
13399,-2702.445652173914
13400,-2702.445652173914
13401,-2702.445652173914
13402,-2702.445652173914
13403,-2702.445652173914
13404,-2702.445652173914
13405,-2702.445652173914
13406,-2702.445652173914
13407,-2702.445652173914
13408,-2702.445652173914
13409,-2702.445652173914
13410,-2702.445652173914
13411,-2702.445652173914
13412,-2702.445652173914
13413,-2702.445652173914
13414,-2702.445652173914
13415,-2702.445652173914
13416,-2702.445652173914
13417,-2702.445652173914
13418,-2702.445652173914
13419,-2702.445652173914
13420,-2702.445652173914
13421,1392.1568627450977
13422,1392.1568627450977
13423,1392.1568627450977
13424,1392.1568627450977
13425,1392.1568627450977
13426,1392.1568627450977
13427,1392.1568627450977
13428,1392.1568627450977
13429,1392.1568627450977
13430,1392.1568627450977
13431,1392.1568627450977
13432,1392.1568627450977
13433,1392.1568627450977
13434,1392.1568627450977
13435,1392.1568627450977
13436,1392.1568627450977
13437,1392.1568627450977
13438,1392.1568627450977
13439,1392.1568627450977
13440,1392.1568627450977
13441,1392.1568627450977
13442,1392.1568627450977
13443,1392.1568627450977
13444,1392.1568627450977
13445,1392.1568627450977
13446,1392.1568627450977
13447,1392.1568627450977
13448,1392.1568627450977
13449,1392.1568627450977
13450,1392.1568627450977
13451,1392.1568627450977
13452,1392.1568627450977
13453,1392.1568627450977
13454,1392.1568627450977
13455,1392.1568627450977
13456,1392.1568627450977
13457,1392.1568627450977
13458,1392.1568627450977
13459,1392.1568627450977
13460,1392.1568627450977
13461,1392.1568627450977
13462,1392.1568627450977
13463,1392.1568627450977
13464,1392.1568627450977
13465,1392.1568627450977
13466,1392.1568627450977
13467,1392.1568627450977
13468,1392.1568627450977
13469,1392.1568627450977
13470,1392.1568627450977
13471,1392.1568627450977
13472,1392.1568627450977
13473,1392.1568627450977
13474,1392.1568627450977
13475,1392.1568627450977
13476,1392.1568627450977
13477,1392.1568627450977
13478,1392.1568627450977
13479,1392.1568627450977
13480,1392.1568627450977
13481,1392.1568627450977
13482,1392.1568627450977
13483,1392.1568627450977
13484,1392.1568627450977
13485,1392.1568627450977
13486,1392.1568627450977
13487,1392.1568627450977
13488,1392.1568627450977
13489,1392.1568627450977
13490,1392.1568627450977
13491,1392.1568627450977
13492,1392.1568627450977
13493,1392.1568627450977
13494,1392.1568627450977
13495,1392.1568627450977
13496,1392.1568627450977
13497,1392.1568627450977
13498,1392.1568627450977
13499,1392.1568627450977
13500,1392.1568627450977
13501,1392.1568627450977
13502,1392.1568627450977
13503,1392.1568627450977
13504,1392.1568627450977
13505,1392.1568627450977
13506,1392.1568627450977
13507,1392.1568627450977
13508,1392.1568627450977
13509,1392.1568627450977
13510,1392.1568627450977
13511,1392.1568627450977
13512,1392.1568627450977
13513,1425.352112676056
13514,1425.352112676056
13515,1425.352112676056
13516,1425.352112676056
13517,1425.352112676056
13518,1425.352112676056
13519,1425.352112676056
13520,1425.352112676056
13521,1425.352112676056
13522,1425.352112676056
13523,1425.352112676056
13524,1425.352112676056
13525,1425.352112676056
13526,1425.352112676056
13527,1425.352112676056
13528,1425.352112676056
13529,1425.352112676056
13530,1425.352112676056
13531,1425.352112676056
13532,1425.352112676056
13533,1425.352112676056
13534,1425.352112676056
13535,1425.352112676056
13536,1425.352112676056
13537,1425.352112676056
13538,1425.352112676056
13539,1425.352112676056
13540,1425.352112676056
13541,1425.352112676056
13542,1425.352112676056
13543,1425.352112676056
13544,1425.352112676056
13545,1425.352112676056
13546,1425.352112676056
13547,1425.352112676056
13548,1425.352112676056
13549,1425.352112676056
13550,1425.352112676056
13551,1425.352112676056
13552,1425.352112676056
13553,1425.352112676056
13554,1425.352112676056
13555,1425.352112676056
13556,1425.352112676056
13557,1425.352112676056
13558,1425.352112676056
13559,1425.352112676056
13560,1425.352112676056
13561,1425.352112676056
13562,1425.352112676056
13563,1425.352112676056
13564,1425.352112676056
13565,1425.352112676056
13566,1425.352112676056
13567,1425.352112676056
13568,1425.352112676056
13569,1425.352112676056
13570,1425.352112676056
13571,1425.352112676056
13572,1425.352112676056
13573,1425.352112676056
13574,1425.352112676056
13575,1425.352112676056
13576,1425.352112676056
13577,1425.352112676056
13578,1425.352112676056
13579,1425.352112676056
13580,1425.352112676056
13581,1425.352112676056
13582,1425.352112676056
13583,1425.352112676056
13584,1425.352112676056
13585,1425.352112676056
13586,1425.352112676056
13587,1425.352112676056
13588,1425.352112676056
13589,1425.352112676056
13590,1425.352112676056
13591,1425.352112676056
13592,1425.352112676056
13593,1425.352112676056
13594,1425.352112676056
13595,1425.352112676056
13596,1425.352112676056
13597,1425.352112676056
13598,1425.352112676056
13599,1425.352112676056
13600,1425.352112676056
13601,1425.352112676056
13602,1425.352112676056
13603,915.7509157509157
13604,915.7509157509157
13605,915.7509157509157
13606,915.7509157509157
13607,915.7509157509157
13608,915.7509157509157
13609,915.7509157509157
13610,915.7509157509157
13611,915.7509157509157
13612,915.7509157509157
13613,915.7509157509157
13614,915.7509157509157
13615,915.7509157509157
13616,915.7509157509157
13617,915.7509157509157
13618,915.7509157509157
13619,915.7509157509157
13620,915.7509157509157
13621,915.7509157509157
13622,915.7509157509157
13623,915.7509157509157
13624,915.7509157509157
13625,915.7509157509157
13626,915.7509157509157
13627,915.7509157509157
13628,915.7509157509157
13629,915.7509157509157
13630,915.7509157509157
13631,915.7509157509157
13632,915.7509157509157
13633,915.7509157509157
13634,915.7509157509157
13635,915.7509157509157
13636,915.7509157509157
13637,915.7509157509157
13638,915.7509157509157
13639,915.7509157509157
13640,915.7509157509157
13641,915.7509157509157
13642,915.7509157509157
13643,915.7509157509157
13644,915.7509157509157
13645,915.7509157509157
13646,915.7509157509157
13647,915.7509157509157
13648,915.7509157509157
13649,915.7509157509157
13650,915.7509157509157
13651,915.7509157509157
13652,915.7509157509157
13653,915.7509157509157
13654,915.7509157509157
13655,915.7509157509157
13656,915.7509157509157
13657,915.7509157509157
13658,915.7509157509157
13659,915.7509157509157
13660,915.7509157509157
13661,915.7509157509157
13662,915.7509157509157
13663,915.7509157509157
13664,915.7509157509157
13665,915.7509157509157
13666,915.7509157509157
13667,915.7509157509157
13668,915.7509157509157
13669,915.7509157509157
13670,915.7509157509157
13671,915.7509157509157
13672,915.7509157509157
13673,915.7509157509157
13674,915.7509157509157
13675,915.7509157509157
13676,915.7509157509157
13677,915.7509157509157
13678,915.7509157509157
13679,915.7509157509157
13680,915.7509157509157
13681,915.7509157509157
13682,915.7509157509157
13683,915.7509157509157
13684,915.7509157509157
13685,915.7509157509157
13686,915.7509157509157
13687,915.7509157509157
13688,915.7509157509157
13689,915.7509157509157
13690,915.7509157509157
13691,915.7509157509157
13692,915.7509157509157
13693,915.7509157509157
13694,1097.0355731225295
13695,1097.0355731225295
13696,1097.0355731225295
13697,1097.0355731225295
13698,1097.0355731225295
13699,1097.0355731225295
13700,1097.0355731225295
13701,1097.0355731225295
13702,1097.0355731225295
13703,1097.0355731225295
13704,1097.0355731225295
13705,1097.0355731225295
13706,1097.0355731225295
13707,1097.0355731225295
13708,1097.0355731225295
13709,1097.0355731225295
13710,1097.0355731225295
13711,1097.0355731225295
13712,1097.0355731225295
13713,1097.0355731225295
13714,1097.0355731225295
13715,1097.0355731225295
13716,1097.0355731225295
13717,1097.0355731225295
13718,1097.0355731225295
13719,1097.0355731225295
13720,1097.0355731225295
13721,1097.0355731225295
13722,1097.0355731225295
13723,1097.0355731225295
13724,1097.0355731225295
13725,1097.0355731225295
13726,1097.0355731225295
13727,1097.0355731225295
13728,1097.0355731225295
13729,1097.0355731225295
13730,1097.0355731225295
13731,1097.0355731225295
13732,1097.0355731225295
13733,1097.0355731225295
13734,1097.0355731225295
13735,1097.0355731225295
13736,1097.0355731225295
13737,1097.0355731225295
13738,1097.0355731225295
13739,1097.0355731225295
13740,1097.0355731225295
13741,1097.0355731225295
13742,1097.0355731225295
13743,1097.0355731225295
13744,1097.0355731225295
13745,1097.0355731225295
13746,1097.0355731225295
13747,1097.0355731225295
13748,1097.0355731225295
13749,1097.0355731225295
13750,1097.0355731225295
13751,1097.0355731225295
13752,1097.0355731225295
13753,1097.0355731225295
13754,1097.0355731225295
13755,1097.0355731225295
13756,1097.0355731225295
13757,1097.0355731225295
13758,1097.0355731225295
13759,1097.0355731225295
13760,1097.0355731225295
13761,1097.0355731225295
13762,1097.0355731225295
13763,1097.0355731225295
13764,1097.0355731225295
13765,1097.0355731225295
13766,1097.0355731225295
13767,1097.0355731225295
13768,1097.0355731225295
13769,1097.0355731225295
13770,1097.0355731225295
13771,1097.0355731225295
13772,1097.0355731225295
13773,1097.0355731225295
13774,1097.0355731225295
13775,1097.0355731225295
13776,1097.0355731225295
