,DGNOXTCH Index_ratio
12013,548.1400437636764
12014,548.1400437636764
12015,548.1400437636764
12016,548.1400437636764
12017,548.1400437636764
12018,548.1400437636764
12019,548.1400437636764
12020,548.1400437636764
12021,548.1400437636764
12022,548.1400437636764
12023,548.1400437636764
12024,548.1400437636764
12025,548.1400437636764
12026,548.1400437636764
12027,548.1400437636764
12028,548.1400437636764
12029,548.1400437636764
12030,548.1400437636764
12031,548.1400437636764
12032,548.1400437636764
12033,548.1400437636764
12034,548.1400437636764
12035,548.1400437636764
12036,548.1400437636764
12037,548.1400437636764
12038,548.1400437636764
12039,548.1400437636764
12040,548.1400437636764
12041,548.1400437636764
12042,548.1400437636764
12043,548.1400437636764
12044,548.1400437636764
12045,548.1400437636764
12046,548.1400437636764
12047,548.1400437636764
12048,548.1400437636764
12049,548.1400437636764
12050,548.1400437636764
12051,548.1400437636764
12052,-3289.0663118208026
12053,-3289.0663118208026
12054,-3289.0663118208026
12055,-3289.0663118208026
12056,-3289.0663118208026
12057,-3289.0663118208026
12058,-3289.0663118208026
12059,-3289.0663118208026
12060,-3289.0663118208026
12061,-3289.0663118208026
12062,-3289.0663118208026
12063,-3289.0663118208026
12064,-3289.0663118208026
12065,-3289.0663118208026
12066,-3289.0663118208026
12067,-3289.0663118208026
12068,-3289.0663118208026
12069,-3289.0663118208026
12070,-3289.0663118208026
12071,-3289.0663118208026
12072,-3289.0663118208026
12073,-3289.0663118208026
12074,-3289.0663118208026
12075,-3289.0663118208026
12076,-3289.0663118208026
12077,-3289.0663118208026
12078,-3289.0663118208026
12079,-3289.0663118208026
12080,-3289.0663118208026
12081,-3289.0663118208026
12082,-3289.0663118208026
12083,-3289.0663118208026
12084,-3289.0663118208026
12085,-3289.0663118208026
12086,-3289.0663118208026
12087,-3289.0663118208026
12088,-3289.0663118208026
12089,-3289.0663118208026
12090,-3289.0663118208026
12091,-3289.0663118208026
12092,-3289.0663118208026
12093,-3289.0663118208026
12094,-3289.0663118208026
12095,-3289.0663118208026
12096,-3289.0663118208026
12097,-3289.0663118208026
12098,-3289.0663118208026
12099,-3289.0663118208026
12100,-3289.0663118208026
12101,-3289.0663118208026
12102,-3289.0663118208026
12103,-3289.0663118208026
12104,-3289.0663118208026
12105,-3289.0663118208026
12106,-3289.0663118208026
12107,-3289.0663118208026
12108,-3289.0663118208026
12109,-3289.0663118208026
12110,-3289.0663118208026
12111,-3289.0663118208026
12112,-3289.0663118208026
12113,-3289.0663118208026
12114,-3289.0663118208026
12115,-3289.0663118208026
12116,-3289.0663118208026
12117,-3289.0663118208026
12118,-3289.0663118208026
12119,-3289.0663118208026
12120,-3289.0663118208026
12121,-3289.0663118208026
12122,-3289.0663118208026
12123,-3289.0663118208026
12124,-3289.0663118208026
12125,-3289.0663118208026
12126,-3289.0663118208026
12127,-3289.0663118208026
12128,-3289.0663118208026
12129,-3289.0663118208026
12130,-3289.0663118208026
12131,-3289.0663118208026
12132,-3289.0663118208026
12133,-3289.0663118208026
12134,-3289.0663118208026
12135,-3289.0663118208026
12136,-3289.0663118208026
12137,-3289.0663118208026
12138,-3289.0663118208026
12139,-3289.0663118208026
12140,-3289.0663118208026
12141,-3289.0663118208026
12142,966.923894963597
12143,966.923894963597
12144,966.923894963597
12145,966.923894963597
12146,966.923894963597
12147,966.923894963597
12148,966.923894963597
12149,966.923894963597
12150,966.923894963597
12151,966.923894963597
12152,966.923894963597
12153,966.923894963597
12154,966.923894963597
12155,966.923894963597
12156,966.923894963597
12157,966.923894963597
12158,966.923894963597
12159,966.923894963597
12160,966.923894963597
12161,966.923894963597
12162,966.923894963597
12163,966.923894963597
12164,966.923894963597
12165,966.923894963597
12166,966.923894963597
12167,966.923894963597
12168,966.923894963597
12169,966.923894963597
12170,966.923894963597
12171,966.923894963597
12172,966.923894963597
12173,966.923894963597
12174,966.923894963597
12175,966.923894963597
12176,966.923894963597
12177,966.923894963597
12178,966.923894963597
12179,966.923894963597
12180,966.923894963597
12181,966.923894963597
12182,966.923894963597
12183,966.923894963597
12184,966.923894963597
12185,966.923894963597
12186,966.923894963597
12187,966.923894963597
12188,966.923894963597
12189,966.923894963597
12190,966.923894963597
12191,966.923894963597
12192,966.923894963597
12193,966.923894963597
12194,966.923894963597
12195,966.923894963597
12196,966.923894963597
12197,966.923894963597
12198,966.923894963597
12199,966.923894963597
12200,966.923894963597
12201,966.923894963597
12202,966.923894963597
12203,966.923894963597
12204,966.923894963597
12205,966.923894963597
12206,966.923894963597
12207,966.923894963597
12208,966.923894963597
12209,966.923894963597
12210,966.923894963597
12211,966.923894963597
12212,966.923894963597
12213,966.923894963597
12214,966.923894963597
12215,966.923894963597
12216,966.923894963597
12217,966.923894963597
12218,966.923894963597
12219,966.923894963597
12220,966.923894963597
12221,966.923894963597
12222,966.923894963597
12223,966.923894963597
12224,966.923894963597
12225,966.923894963597
12226,966.923894963597
12227,966.923894963597
12228,966.923894963597
12229,966.923894963597
12230,966.923894963597
12231,966.923894963597
12232,966.923894963597
12233,874.9034429485768
12234,874.9034429485768
12235,874.9034429485768
12236,874.9034429485768
12237,874.9034429485768
12238,874.9034429485768
12239,874.9034429485768
12240,874.9034429485768
12241,874.9034429485768
12242,874.9034429485768
12243,874.9034429485768
12244,874.9034429485768
12245,874.9034429485768
12246,874.9034429485768
12247,874.9034429485768
12248,874.9034429485768
12249,874.9034429485768
12250,874.9034429485768
12251,874.9034429485768
12252,874.9034429485768
12253,874.9034429485768
12254,874.9034429485768
12255,874.9034429485768
12256,874.9034429485768
12257,874.9034429485768
12258,874.9034429485768
12259,874.9034429485768
12260,874.9034429485768
12261,874.9034429485768
12262,874.9034429485768
12263,874.9034429485768
12264,874.9034429485768
12265,874.9034429485768
12266,874.9034429485768
12267,874.9034429485768
12268,874.9034429485768
12269,874.9034429485768
12270,874.9034429485768
12271,874.9034429485768
12272,874.9034429485768
12273,874.9034429485768
12274,874.9034429485768
12275,874.9034429485768
12276,874.9034429485768
12277,874.9034429485768
12278,874.9034429485768
12279,874.9034429485768
12280,874.9034429485768
12281,874.9034429485768
12282,874.9034429485768
12283,874.9034429485768
12284,874.9034429485768
12285,874.9034429485768
12286,874.9034429485768
12287,874.9034429485768
12288,874.9034429485768
12289,874.9034429485768
12290,874.9034429485768
12291,874.9034429485768
12292,874.9034429485768
12293,874.9034429485768
12294,874.9034429485768
12295,874.9034429485768
12296,874.9034429485768
12297,874.9034429485768
12298,874.9034429485768
12299,874.9034429485768
12300,874.9034429485768
12301,874.9034429485768
12302,874.9034429485768
12303,874.9034429485768
12304,874.9034429485768
12305,874.9034429485768
12306,874.9034429485768
12307,874.9034429485768
12308,874.9034429485768
12309,874.9034429485768
12310,874.9034429485768
12311,874.9034429485768
12312,874.9034429485768
12313,874.9034429485768
12314,874.9034429485768
12315,874.9034429485768
12316,874.9034429485768
12317,874.9034429485768
12318,874.9034429485768
12319,874.9034429485768
12320,874.9034429485768
12321,874.9034429485768
12322,874.9034429485768
12323,874.9034429485768
12324,874.9034429485768
12325,1291.9655667144903
12326,1291.9655667144903
12327,1291.9655667144903
12328,1291.9655667144903
12329,1291.9655667144903
12330,1291.9655667144903
12331,1291.9655667144903
12332,1291.9655667144903
12333,1291.9655667144903
12334,1291.9655667144903
12335,1291.9655667144903
12336,1291.9655667144903
12337,1291.9655667144903
12338,1291.9655667144903
12339,1291.9655667144903
12340,1291.9655667144903
12341,1291.9655667144903
12342,1291.9655667144903
12343,1291.9655667144903
12344,1291.9655667144903
12345,1291.9655667144903
12346,1291.9655667144903
12347,1291.9655667144903
12348,1291.9655667144903
12349,1291.9655667144903
12350,1291.9655667144903
12351,1291.9655667144903
12352,1291.9655667144903
12353,1291.9655667144903
12354,1291.9655667144903
12355,1291.9655667144903
12356,1291.9655667144903
12357,1291.9655667144903
12358,1291.9655667144903
12359,1291.9655667144903
12360,1291.9655667144903
12361,1291.9655667144903
12362,1291.9655667144903
12363,1291.9655667144903
12364,1291.9655667144903
12365,1291.9655667144903
12366,1291.9655667144903
12367,1291.9655667144903
12368,1291.9655667144903
12369,1291.9655667144903
12370,1291.9655667144903
12371,1291.9655667144903
12372,1291.9655667144903
12373,1291.9655667144903
12374,1291.9655667144903
12375,1291.9655667144903
12376,1291.9655667144903
12377,1291.9655667144903
12378,1291.9655667144903
12379,1291.9655667144903
12380,1291.9655667144903
12381,1291.9655667144903
12382,1291.9655667144903
12383,1291.9655667144903
12384,1291.9655667144903
12385,1291.9655667144903
12386,1291.9655667144903
12387,1291.9655667144903
12388,1291.9655667144903
12389,1291.9655667144903
12390,1291.9655667144903
12391,1291.9655667144903
12392,1291.9655667144903
12393,1291.9655667144903
12394,1291.9655667144903
12395,1291.9655667144903
12396,1291.9655667144903
12397,1291.9655667144903
12398,1291.9655667144903
12399,1291.9655667144903
12400,1291.9655667144903
12401,1291.9655667144903
12402,1291.9655667144903
12403,1291.9655667144903
12404,1291.9655667144903
12405,1291.9655667144903
12406,1291.9655667144903
12407,1291.9655667144903
12408,1291.9655667144903
12409,1291.9655667144903
12410,1291.9655667144903
12411,1291.9655667144903
12412,1291.9655667144903
12413,1291.9655667144903
12414,1291.9655667144903
12415,1291.9655667144903
12416,1291.9655667144903
12417,1113.1544746203265
12418,1113.1544746203265
12419,1113.1544746203265
12420,1113.1544746203265
12421,1113.1544746203265
12422,1113.1544746203265
12423,1113.1544746203265
12424,1113.1544746203265
12425,1113.1544746203265
12426,1113.1544746203265
12427,1113.1544746203265
12428,1113.1544746203265
12429,1113.1544746203265
12430,1113.1544746203265
12431,1113.1544746203265
12432,1113.1544746203265
12433,1113.1544746203265
12434,1113.1544746203265
12435,1113.1544746203265
12436,1113.1544746203265
12437,1113.1544746203265
12438,1113.1544746203265
12439,1113.1544746203265
12440,1113.1544746203265
12441,1113.1544746203265
12442,1113.1544746203265
12443,1113.1544746203265
12444,1113.1544746203265
12445,1113.1544746203265
12446,1113.1544746203265
12447,1113.1544746203265
12448,1113.1544746203265
12449,1113.1544746203265
12450,1113.1544746203265
12451,1113.1544746203265
12452,1113.1544746203265
12453,1113.1544746203265
12454,1113.1544746203265
12455,1113.1544746203265
12456,1113.1544746203265
12457,1113.1544746203265
12458,1113.1544746203265
12459,1113.1544746203265
12460,1113.1544746203265
12461,1113.1544746203265
12462,1113.1544746203265
12463,1113.1544746203265
12464,1113.1544746203265
12465,1113.1544746203265
12466,1113.1544746203265
12467,1113.1544746203265
12468,1113.1544746203265
12469,1113.1544746203265
12470,1113.1544746203265
12471,1113.1544746203265
12472,1113.1544746203265
12473,1113.1544746203265
12474,1113.1544746203265
12475,1113.1544746203265
12476,1113.1544746203265
12477,1113.1544746203265
12478,1113.1544746203265
12479,1113.1544746203265
12480,1113.1544746203265
12481,1113.1544746203265
12482,1113.1544746203265
12483,1113.1544746203265
12484,1113.1544746203265
12485,1113.1544746203265
12486,1113.1544746203265
12487,1113.1544746203265
12488,1113.1544746203265
12489,1113.1544746203265
12490,1113.1544746203265
12491,1113.1544746203265
12492,1113.1544746203265
12493,1113.1544746203265
12494,1113.1544746203265
12495,1113.1544746203265
12496,1113.1544746203265
12497,1113.1544746203265
12498,1113.1544746203265
12499,1113.1544746203265
12500,1113.1544746203265
12501,1113.1544746203265
12502,1113.1544746203265
12503,1113.1544746203265
12504,1113.1544746203265
12505,1113.1544746203265
12506,1113.1544746203265
12507,1113.1544746203265
12508,257.18608169440245
12509,257.18608169440245
12510,257.18608169440245
12511,257.18608169440245
12512,257.18608169440245
12513,257.18608169440245
12514,257.18608169440245
12515,257.18608169440245
12516,257.18608169440245
12517,257.18608169440245
12518,257.18608169440245
12519,257.18608169440245
12520,257.18608169440245
12521,257.18608169440245
12522,257.18608169440245
12523,257.18608169440245
12524,257.18608169440245
12525,257.18608169440245
12526,257.18608169440245
12527,257.18608169440245
12528,257.18608169440245
12529,257.18608169440245
12530,257.18608169440245
12531,257.18608169440245
12532,257.18608169440245
12533,257.18608169440245
12534,257.18608169440245
12535,257.18608169440245
12536,257.18608169440245
12537,257.18608169440245
12538,257.18608169440245
12539,257.18608169440245
12540,257.18608169440245
12541,257.18608169440245
12542,257.18608169440245
12543,257.18608169440245
12544,257.18608169440245
12545,257.18608169440245
12546,257.18608169440245
12547,257.18608169440245
12548,257.18608169440245
12549,257.18608169440245
12550,257.18608169440245
12551,257.18608169440245
12552,257.18608169440245
12553,257.18608169440245
12554,257.18608169440245
12555,257.18608169440245
12556,257.18608169440245
12557,257.18608169440245
12558,257.18608169440245
12559,257.18608169440245
12560,257.18608169440245
12561,257.18608169440245
12562,257.18608169440245
12563,257.18608169440245
12564,257.18608169440245
12565,257.18608169440245
12566,257.18608169440245
12567,257.18608169440245
12568,257.18608169440245
12569,257.18608169440245
12570,257.18608169440245
12571,257.18608169440245
12572,257.18608169440245
12573,257.18608169440245
12574,257.18608169440245
12575,257.18608169440245
12576,257.18608169440245
12577,257.18608169440245
12578,257.18608169440245
12579,257.18608169440245
12580,257.18608169440245
12581,257.18608169440245
12582,257.18608169440245
12583,257.18608169440245
12584,257.18608169440245
12585,257.18608169440245
12586,257.18608169440245
12587,257.18608169440245
12588,257.18608169440245
12589,257.18608169440245
12590,257.18608169440245
12591,257.18608169440245
12592,257.18608169440245
12593,257.18608169440245
12594,257.18608169440245
12595,257.18608169440245
12596,257.18608169440245
12597,257.18608169440245
12598,257.18608169440245
12599,-415.04688832054575
12600,-415.04688832054575
12601,-415.04688832054575
12602,-415.04688832054575
12603,-415.04688832054575
12604,-415.04688832054575
12605,-415.04688832054575
12606,-415.04688832054575
12607,-415.04688832054575
12608,-415.04688832054575
12609,-415.04688832054575
12610,-415.04688832054575
12611,-415.04688832054575
12612,-415.04688832054575
12613,-415.04688832054575
12614,-415.04688832054575
12615,-415.04688832054575
12616,-415.04688832054575
12617,-415.04688832054575
12618,-415.04688832054575
12619,-415.04688832054575
12620,-415.04688832054575
12621,-415.04688832054575
12622,-415.04688832054575
12623,-415.04688832054575
12624,-415.04688832054575
12625,-415.04688832054575
12626,-415.04688832054575
12627,-415.04688832054575
12628,-415.04688832054575
12629,-415.04688832054575
12630,-415.04688832054575
12631,-415.04688832054575
12632,-415.04688832054575
12633,-415.04688832054575
12634,-415.04688832054575
12635,-415.04688832054575
12636,-415.04688832054575
12637,-415.04688832054575
12638,-415.04688832054575
12639,-415.04688832054575
12640,-415.04688832054575
12641,-415.04688832054575
12642,-415.04688832054575
12643,-415.04688832054575
12644,-415.04688832054575
12645,-415.04688832054575
12646,-415.04688832054575
12647,-415.04688832054575
12648,-415.04688832054575
12649,-415.04688832054575
12650,-415.04688832054575
12651,-415.04688832054575
12652,-415.04688832054575
12653,-415.04688832054575
12654,-415.04688832054575
12655,-415.04688832054575
12656,-415.04688832054575
12657,-415.04688832054575
12658,-415.04688832054575
12659,-415.04688832054575
12660,-415.04688832054575
12661,-415.04688832054575
12662,-415.04688832054575
12663,-415.04688832054575
12664,-415.04688832054575
12665,-415.04688832054575
12666,-415.04688832054575
12667,-415.04688832054575
12668,-415.04688832054575
12669,-415.04688832054575
12670,-415.04688832054575
12671,-415.04688832054575
12672,-415.04688832054575
12673,-415.04688832054575
12674,-415.04688832054575
12675,-415.04688832054575
12676,-415.04688832054575
12677,-415.04688832054575
12678,-415.04688832054575
12679,-415.04688832054575
12680,-415.04688832054575
12681,-415.04688832054575
12682,-415.04688832054575
12683,-415.04688832054575
12684,-415.04688832054575
12685,-415.04688832054575
12686,-415.04688832054575
12687,-415.04688832054575
12688,-415.04688832054575
12689,-415.04688832054575
12690,-415.04688832054575
12691,3733.6448598130833
12692,3733.6448598130833
12693,3733.6448598130833
12694,3733.6448598130833
12695,3733.6448598130833
12696,3733.6448598130833
12697,3733.6448598130833
12698,3733.6448598130833
12699,3733.6448598130833
12700,3733.6448598130833
12701,3733.6448598130833
12702,3733.6448598130833
12703,3733.6448598130833
12704,3733.6448598130833
12705,3733.6448598130833
12706,3733.6448598130833
12707,3733.6448598130833
12708,3733.6448598130833
12709,3733.6448598130833
12710,3733.6448598130833
12711,3733.6448598130833
12712,3733.6448598130833
12713,3733.6448598130833
12714,3733.6448598130833
12715,3733.6448598130833
12716,3733.6448598130833
12717,3733.6448598130833
12718,3733.6448598130833
12719,3733.6448598130833
12720,3733.6448598130833
12721,3733.6448598130833
12722,3733.6448598130833
12723,3733.6448598130833
12724,3733.6448598130833
12725,3733.6448598130833
12726,3733.6448598130833
12727,3733.6448598130833
12728,3733.6448598130833
12729,3733.6448598130833
12730,3733.6448598130833
12731,3733.6448598130833
12732,3733.6448598130833
12733,3733.6448598130833
12734,3733.6448598130833
12735,3733.6448598130833
12736,3733.6448598130833
12737,3733.6448598130833
12738,3733.6448598130833
12739,3733.6448598130833
12740,3733.6448598130833
12741,3733.6448598130833
12742,3733.6448598130833
12743,3733.6448598130833
12744,3733.6448598130833
12745,3733.6448598130833
12746,3733.6448598130833
12747,3733.6448598130833
12748,3733.6448598130833
12749,3733.6448598130833
12750,3733.6448598130833
12751,3733.6448598130833
12752,3733.6448598130833
12753,3733.6448598130833
12754,3733.6448598130833
12755,3733.6448598130833
12756,3733.6448598130833
12757,3733.6448598130833
12758,3733.6448598130833
12759,3733.6448598130833
12760,3733.6448598130833
12761,3733.6448598130833
12762,3733.6448598130833
12763,3733.6448598130833
12764,3733.6448598130833
12765,3733.6448598130833
12766,3733.6448598130833
12767,3733.6448598130833
12768,3733.6448598130833
12769,3733.6448598130833
12770,3733.6448598130833
12771,3733.6448598130833
12772,3733.6448598130833
12773,3733.6448598130833
12774,3733.6448598130833
12775,3733.6448598130833
12776,3733.6448598130833
12777,3733.6448598130833
12778,3733.6448598130833
12779,3733.6448598130833
12780,3733.6448598130833
12781,3733.6448598130833
12782,3733.6448598130833
12783,-782.9787234042556
12784,-782.9787234042556
12785,-782.9787234042556
12786,-782.9787234042556
12787,-782.9787234042556
12788,-782.9787234042556
12789,-782.9787234042556
12790,-782.9787234042556
12791,-782.9787234042556
12792,-782.9787234042556
12793,-782.9787234042556
12794,-782.9787234042556
12795,-782.9787234042556
12796,-782.9787234042556
12797,-782.9787234042556
12798,-782.9787234042556
12799,-782.9787234042556
12800,-782.9787234042556
12801,-782.9787234042556
12802,-782.9787234042556
12803,-782.9787234042556
12804,-782.9787234042556
12805,-782.9787234042556
12806,-782.9787234042556
12807,-782.9787234042556
12808,-782.9787234042556
12809,-782.9787234042556
12810,-782.9787234042556
12811,-782.9787234042556
12812,-782.9787234042556
12813,-782.9787234042556
12814,-782.9787234042556
12815,-782.9787234042556
12816,-782.9787234042556
12817,-782.9787234042556
12818,-782.9787234042556
12819,-782.9787234042556
12820,-782.9787234042556
12821,-782.9787234042556
12822,-782.9787234042556
12823,-782.9787234042556
12824,-782.9787234042556
12825,-782.9787234042556
12826,-782.9787234042556
12827,-782.9787234042556
12828,-782.9787234042556
12829,-782.9787234042556
12830,-782.9787234042556
12831,-782.9787234042556
12832,-782.9787234042556
12833,-782.9787234042556
12834,-782.9787234042556
12835,-782.9787234042556
12836,-782.9787234042556
12837,-782.9787234042556
12838,-782.9787234042556
12839,-782.9787234042556
12840,-782.9787234042556
12841,-782.9787234042556
12842,-782.9787234042556
12843,-782.9787234042556
12844,-782.9787234042556
12845,-782.9787234042556
12846,-782.9787234042556
12847,-782.9787234042556
12848,-782.9787234042556
12849,-782.9787234042556
12850,-782.9787234042556
12851,-782.9787234042556
12852,-782.9787234042556
12853,-782.9787234042556
12854,-782.9787234042556
12855,-782.9787234042556
12856,-782.9787234042556
12857,-782.9787234042556
12858,-782.9787234042556
12859,-782.9787234042556
12860,-782.9787234042556
12861,-782.9787234042556
12862,-782.9787234042556
12863,-782.9787234042556
12864,-782.9787234042556
12865,-782.9787234042556
12866,-782.9787234042556
12867,-782.9787234042556
12868,-782.9787234042556
12869,-782.9787234042556
12870,-782.9787234042556
12871,-782.9787234042556
12872,-782.9787234042556
12873,-636.716224951519
12874,-636.716224951519
12875,-636.716224951519
12876,-636.716224951519
12877,-636.716224951519
12878,-636.716224951519
12879,-636.716224951519
12880,-636.716224951519
12881,-636.716224951519
12882,-636.716224951519
12883,-636.716224951519
12884,-636.716224951519
12885,-636.716224951519
12886,-636.716224951519
12887,-636.716224951519
12888,-636.716224951519
12889,-636.716224951519
12890,-636.716224951519
12891,-636.716224951519
12892,-636.716224951519
12893,-636.716224951519
12894,-636.716224951519
12895,-636.716224951519
12896,-636.716224951519
12897,-636.716224951519
12898,-636.716224951519
12899,-636.716224951519
12900,-636.716224951519
12901,-636.716224951519
12902,-636.716224951519
12903,-636.716224951519
12904,-636.716224951519
12905,-636.716224951519
12906,-636.716224951519
12907,-636.716224951519
12908,-636.716224951519
12909,-636.716224951519
12910,-636.716224951519
12911,-636.716224951519
12912,-636.716224951519
12913,-636.716224951519
12914,-636.716224951519
12915,-636.716224951519
12916,-636.716224951519
12917,-636.716224951519
12918,-636.716224951519
12919,-636.716224951519
12920,-636.716224951519
12921,-636.716224951519
12922,-636.716224951519
12923,-636.716224951519
12924,-636.716224951519
12925,-636.716224951519
12926,-636.716224951519
12927,-636.716224951519
12928,-636.716224951519
12929,-636.716224951519
12930,-636.716224951519
12931,-636.716224951519
12932,-636.716224951519
12933,-636.716224951519
12934,-636.716224951519
12935,-636.716224951519
12936,-636.716224951519
12937,-636.716224951519
12938,-636.716224951519
12939,-636.716224951519
12940,-636.716224951519
12941,-636.716224951519
12942,-636.716224951519
12943,-636.716224951519
12944,-636.716224951519
12945,-636.716224951519
12946,-636.716224951519
12947,-636.716224951519
12948,-636.716224951519
12949,-636.716224951519
12950,-636.716224951519
12951,-636.716224951519
12952,-636.716224951519
12953,-636.716224951519
12954,-636.716224951519
12955,-636.716224951519
12956,-636.716224951519
12957,-636.716224951519
12958,-636.716224951519
12959,-636.716224951519
12960,-636.716224951519
12961,-636.716224951519
12962,-636.716224951519
12963,-636.716224951519
12964,-512.1386007503859
12965,-512.1386007503859
12966,-512.1386007503859
12967,-512.1386007503859
12968,-512.1386007503859
12969,-512.1386007503859
12970,-512.1386007503859
12971,-512.1386007503859
12972,-512.1386007503859
12973,-512.1386007503859
12974,-512.1386007503859
12975,-512.1386007503859
12976,-512.1386007503859
12977,-512.1386007503859
12978,-512.1386007503859
12979,-512.1386007503859
12980,-512.1386007503859
12981,-512.1386007503859
12982,-512.1386007503859
12983,-512.1386007503859
12984,-512.1386007503859
12985,-512.1386007503859
12986,-512.1386007503859
12987,-512.1386007503859
12988,-512.1386007503859
12989,-512.1386007503859
12990,-512.1386007503859
12991,-512.1386007503859
12992,-512.1386007503859
12993,-512.1386007503859
12994,-512.1386007503859
12995,-512.1386007503859
12996,-512.1386007503859
12997,-512.1386007503859
12998,-512.1386007503859
12999,-512.1386007503859
13000,-512.1386007503859
13001,-512.1386007503859
13002,-512.1386007503859
13003,-512.1386007503859
13004,-512.1386007503859
13005,-512.1386007503859
13006,-512.1386007503859
13007,-512.1386007503859
13008,-512.1386007503859
13009,-512.1386007503859
13010,-512.1386007503859
13011,-512.1386007503859
13012,-512.1386007503859
13013,-512.1386007503859
13014,-512.1386007503859
13015,-512.1386007503859
13016,-512.1386007503859
13017,-512.1386007503859
13018,-512.1386007503859
13019,-512.1386007503859
13020,-512.1386007503859
13021,-512.1386007503859
13022,-512.1386007503859
13023,-512.1386007503859
13024,-512.1386007503859
13025,-512.1386007503859
13026,-512.1386007503859
13027,-512.1386007503859
13028,-512.1386007503859
13029,-512.1386007503859
13030,-512.1386007503859
13031,-512.1386007503859
13032,-512.1386007503859
13033,-512.1386007503859
13034,-512.1386007503859
13035,-512.1386007503859
13036,-512.1386007503859
13037,-512.1386007503859
13038,-512.1386007503859
13039,-512.1386007503859
13040,-512.1386007503859
13041,-512.1386007503859
13042,-512.1386007503859
13043,-512.1386007503859
13044,-512.1386007503859
13045,-512.1386007503859
13046,-512.1386007503859
13047,-512.1386007503859
13048,-512.1386007503859
13049,-512.1386007503859
13050,-512.1386007503859
13051,-512.1386007503859
13052,-512.1386007503859
13053,-512.1386007503859
13054,-512.1386007503859
13055,-512.1386007503859
13056,676.4705882352943
13057,676.4705882352943
13058,676.4705882352943
13059,676.4705882352943
13060,676.4705882352943
13061,676.4705882352943
13062,676.4705882352943
13063,676.4705882352943
13064,676.4705882352943
13065,676.4705882352943
13066,676.4705882352943
13067,676.4705882352943
13068,676.4705882352943
13069,676.4705882352943
13070,676.4705882352943
13071,676.4705882352943
13072,676.4705882352943
13073,676.4705882352943
13074,676.4705882352943
13075,676.4705882352943
13076,676.4705882352943
13077,676.4705882352943
13078,676.4705882352943
13079,676.4705882352943
13080,676.4705882352943
13081,676.4705882352943
13082,676.4705882352943
13083,676.4705882352943
13084,676.4705882352943
13085,676.4705882352943
13086,676.4705882352943
13087,676.4705882352943
13088,676.4705882352943
13089,676.4705882352943
13090,676.4705882352943
13091,676.4705882352943
13092,676.4705882352943
13093,676.4705882352943
13094,676.4705882352943
13095,676.4705882352943
13096,676.4705882352943
13097,676.4705882352943
13098,676.4705882352943
13099,676.4705882352943
13100,676.4705882352943
13101,676.4705882352943
13102,676.4705882352943
13103,676.4705882352943
13104,676.4705882352943
13105,676.4705882352943
13106,676.4705882352943
13107,676.4705882352943
13108,676.4705882352943
13109,676.4705882352943
13110,676.4705882352943
13111,676.4705882352943
13112,676.4705882352943
13113,676.4705882352943
13114,676.4705882352943
13115,676.4705882352943
13116,676.4705882352943
13117,676.4705882352943
13118,676.4705882352943
13119,676.4705882352943
13120,676.4705882352943
13121,676.4705882352943
13122,676.4705882352943
13123,676.4705882352943
13124,676.4705882352943
13125,676.4705882352943
13126,676.4705882352943
13127,676.4705882352943
13128,676.4705882352943
13129,676.4705882352943
13130,676.4705882352943
13131,676.4705882352943
13132,676.4705882352943
13133,676.4705882352943
13134,676.4705882352943
13135,676.4705882352943
13136,676.4705882352943
13137,676.4705882352943
13138,676.4705882352943
13139,676.4705882352943
13140,676.4705882352943
13141,676.4705882352943
13142,676.4705882352943
13143,676.4705882352943
13144,676.4705882352943
13145,676.4705882352943
13146,676.4705882352943
13147,676.4705882352943
13148,3681.4814814814818
13149,3681.4814814814818
13150,3681.4814814814818
13151,3681.4814814814818
13152,3681.4814814814818
13153,3681.4814814814818
13154,3681.4814814814818
13155,3681.4814814814818
13156,3681.4814814814818
13157,3681.4814814814818
13158,3681.4814814814818
13159,3681.4814814814818
13160,3681.4814814814818
13161,3681.4814814814818
13162,3681.4814814814818
13163,3681.4814814814818
13164,3681.4814814814818
13165,3681.4814814814818
13166,3681.4814814814818
13167,3681.4814814814818
13168,3681.4814814814818
13169,3681.4814814814818
13170,3681.4814814814818
13171,3681.4814814814818
13172,3681.4814814814818
13173,3681.4814814814818
13174,3681.4814814814818
13175,3681.4814814814818
13176,3681.4814814814818
13177,3681.4814814814818
13178,3681.4814814814818
13179,3681.4814814814818
13180,3681.4814814814818
13181,3681.4814814814818
13182,3681.4814814814818
13183,3681.4814814814818
13184,3681.4814814814818
13185,3681.4814814814818
13186,3681.4814814814818
13187,3681.4814814814818
13188,3681.4814814814818
13189,3681.4814814814818
13190,3681.4814814814818
13191,3681.4814814814818
13192,3681.4814814814818
13193,3681.4814814814818
13194,3681.4814814814818
13195,3681.4814814814818
13196,3681.4814814814818
13197,3681.4814814814818
13198,3681.4814814814818
13199,3681.4814814814818
13200,3681.4814814814818
13201,3681.4814814814818
13202,3681.4814814814818
13203,3681.4814814814818
13204,3681.4814814814818
13205,3681.4814814814818
13206,3681.4814814814818
13207,3681.4814814814818
13208,3681.4814814814818
13209,3681.4814814814818
13210,3681.4814814814818
13211,3681.4814814814818
13212,3681.4814814814818
13213,3681.4814814814818
13214,3681.4814814814818
13215,3681.4814814814818
13216,3681.4814814814818
13217,3681.4814814814818
13218,3681.4814814814818
