,NAPMPMI Index_ratio
13990,951.4950040609712
13991,951.4950040609712
13992,951.4950040609712
13993,951.4950040609712
13994,951.4950040609712
13995,951.4950040609712
13996,951.4950040609712
13997,951.4950040609712
13998,951.4950040609712
13999,951.4950040609712
14000,951.4950040609712
14001,951.4950040609712
14002,951.4950040609712
14003,951.4950040609712
14004,951.4950040609712
14005,951.4950040609712
14006,951.4950040609712
14007,951.4950040609712
14008,951.4950040609712
14009,951.4950040609712
14010,951.4950040609712
14011,951.4950040609712
14012,951.4950040609712
14013,951.4950040609712
14014,951.4950040609712
14015,951.4950040609712
14016,951.4950040609712
14017,951.4950040609712
14018,951.4950040609712
14019,951.4950040609712
14020,951.4950040609712
14021,951.4950040609712
14022,951.4950040609712
14023,951.4950040609712
14024,951.4950040609712
14025,951.4950040609712
14026,951.4950040609712
14027,951.4950040609712
14028,951.4950040609712
14029,951.4950040609712
14030,951.4950040609712
14031,951.4950040609712
14032,951.4950040609712
14033,951.4950040609712
14034,951.4950040609712
14035,951.4950040609712
14036,951.4950040609712
14037,951.4950040609712
14038,951.4950040609712
14039,951.4950040609712
14040,951.4950040609712
14041,951.4950040609712
14042,951.4950040609712
14043,951.4950040609712
14044,951.4950040609712
14045,951.4950040609712
14046,951.4950040609712
14047,951.4950040609712
14048,951.4950040609712
14049,951.4950040609712
14050,951.4950040609712
14051,951.4950040609712
14052,951.4950040609712
14053,951.4950040609712
14054,951.4950040609712
14055,951.4950040609712
14056,951.4950040609712
14057,951.4950040609712
14058,951.4950040609712
14059,951.4950040609712
14060,1044.1486676016827
14061,1044.1486676016827
14062,1044.1486676016827
14063,1044.1486676016827
14064,1044.1486676016827
14065,1044.1486676016827
14066,1044.1486676016827
14067,1044.1486676016827
14068,1044.1486676016827
14069,1044.1486676016827
14070,1044.1486676016827
14071,1044.1486676016827
14072,1044.1486676016827
14073,1044.1486676016827
14074,1044.1486676016827
14075,1044.1486676016827
14076,1044.1486676016827
14077,1044.1486676016827
14078,1044.1486676016827
14079,1044.1486676016827
14080,1044.1486676016827
14081,1044.1486676016827
14082,1044.1486676016827
14083,1044.1486676016827
14084,1044.1486676016827
14085,1044.1486676016827
14086,1044.1486676016827
14087,1044.1486676016827
14088,1044.1486676016827
14089,1044.1486676016827
14090,1044.1486676016827
14091,1044.1486676016827
14092,1044.1486676016827
14093,1044.1486676016827
14094,1044.1486676016827
14095,1044.1486676016827
14096,1044.1486676016827
14097,1044.1486676016827
14098,1044.1486676016827
14099,1044.1486676016827
14100,1044.1486676016827
14101,1044.1486676016827
14102,1044.1486676016827
14103,1044.1486676016827
14104,1044.1486676016827
14105,1044.1486676016827
14106,1044.1486676016827
14107,1044.1486676016827
14108,1044.1486676016827
14109,1044.1486676016827
14110,1044.1486676016827
14111,1044.1486676016827
14112,1044.1486676016827
14113,1044.1486676016827
14114,1044.1486676016827
14115,1044.1486676016827
14116,1044.1486676016827
14117,1044.1486676016827
14118,1044.1486676016827
14119,1044.1486676016827
14120,1044.1486676016827
14121,1044.1486676016827
14122,1044.1486676016827
14123,1044.1486676016827
14124,1044.1486676016827
14125,1044.1486676016827
14126,1044.1486676016827
14127,1044.1486676016827
14128,1044.1486676016827
14129,1044.1486676016827
14130,1044.1486676016827
14131,1044.1486676016827
14132,1044.1486676016827
14133,1044.1486676016827
14134,1044.1486676016827
14135,1044.1486676016827
14136,1044.1486676016827
14137,1044.1486676016827
14138,1044.1486676016827
14139,1044.1486676016827
14140,1044.1486676016827
14141,1044.1486676016827
14142,1044.1486676016827
14143,1044.1486676016827
14144,1044.1486676016827
14145,1044.1486676016827
14146,1044.1486676016827
14147,1044.1486676016827
14148,1044.1486676016827
14149,1044.1486676016827
14150,1044.1486676016827
14151,1044.1486676016827
14152,954.6608496154354
14153,954.6608496154354
14154,954.6608496154354
14155,954.6608496154354
14156,954.6608496154354
14157,954.6608496154354
14158,954.6608496154354
14159,954.6608496154354
14160,954.6608496154354
14161,954.6608496154354
14162,954.6608496154354
14163,954.6608496154354
14164,954.6608496154354
14165,954.6608496154354
14166,954.6608496154354
14167,954.6608496154354
14168,954.6608496154354
14169,954.6608496154354
14170,954.6608496154354
14171,954.6608496154354
14172,954.6608496154354
14173,954.6608496154354
14174,954.6608496154354
14175,954.6608496154354
14176,954.6608496154354
14177,954.6608496154354
14178,954.6608496154354
14179,954.6608496154354
14180,954.6608496154354
14181,954.6608496154354
14182,954.6608496154354
14183,954.6608496154354
14184,954.6608496154354
14185,954.6608496154354
14186,954.6608496154354
14187,954.6608496154354
14188,954.6608496154354
14189,954.6608496154354
14190,954.6608496154354
14191,954.6608496154354
14192,954.6608496154354
14193,954.6608496154354
14194,954.6608496154354
14195,954.6608496154354
14196,954.6608496154354
14197,954.6608496154354
14198,954.6608496154354
14199,954.6608496154354
14200,954.6608496154354
14201,954.6608496154354
14202,954.6608496154354
14203,954.6608496154354
14204,954.6608496154354
14205,954.6608496154354
14206,954.6608496154354
14207,954.6608496154354
14208,954.6608496154354
14209,954.6608496154354
14210,954.6608496154354
14211,954.6608496154354
14212,954.6608496154354
14213,954.6608496154354
14214,954.6608496154354
14215,954.6608496154354
14216,954.6608496154354
14217,954.6608496154354
14218,954.6608496154354
14219,954.6608496154354
14220,954.6608496154354
14221,954.6608496154354
14222,954.6608496154354
14223,954.6608496154354
14224,954.6608496154354
14225,954.6608496154354
14226,954.6608496154354
14227,954.6608496154354
14228,954.6608496154354
14229,954.6608496154354
14230,954.6608496154354
14231,954.6608496154354
14232,954.6608496154354
14233,954.6608496154354
14234,954.6608496154354
14235,954.6608496154354
14236,954.6608496154354
14237,954.6608496154354
14238,954.6608496154354
14239,954.6608496154354
14240,954.6608496154354
14241,954.6608496154354
14242,954.6608496154354
14243,954.6608496154354
14244,994.7567707170592
14245,994.7567707170592
14246,994.7567707170592
14247,994.7567707170592
14248,994.7567707170592
14249,994.7567707170592
14250,994.7567707170592
14251,994.7567707170592
14252,994.7567707170592
14253,994.7567707170592
14254,994.7567707170592
14255,994.7567707170592
14256,994.7567707170592
14257,994.7567707170592
14258,994.7567707170592
14259,994.7567707170592
14260,994.7567707170592
14261,994.7567707170592
14262,994.7567707170592
14263,994.7567707170592
14264,994.7567707170592
14265,994.7567707170592
14266,994.7567707170592
14267,994.7567707170592
14268,994.7567707170592
14269,994.7567707170592
14270,994.7567707170592
14271,994.7567707170592
14272,994.7567707170592
14273,994.7567707170592
14274,994.7567707170592
14275,994.7567707170592
14276,994.7567707170592
14277,994.7567707170592
14278,994.7567707170592
14279,994.7567707170592
14280,994.7567707170592
14281,994.7567707170592
14282,994.7567707170592
14283,994.7567707170592
14284,994.7567707170592
14285,994.7567707170592
14286,994.7567707170592
14287,994.7567707170592
14288,994.7567707170592
14289,994.7567707170592
14290,994.7567707170592
14291,994.7567707170592
14292,994.7567707170592
14293,994.7567707170592
14294,994.7567707170592
14295,994.7567707170592
14296,994.7567707170592
14297,994.7567707170592
14298,994.7567707170592
14299,994.7567707170592
14300,994.7567707170592
14301,994.7567707170592
14302,994.7567707170592
14303,994.7567707170592
14304,994.7567707170592
14305,994.7567707170592
14306,994.7567707170592
14307,994.7567707170592
14308,994.7567707170592
14309,994.7567707170592
14310,994.7567707170592
14311,994.7567707170592
14312,994.7567707170592
14313,994.7567707170592
14314,994.7567707170592
14315,994.7567707170592
14316,994.7567707170592
14317,994.7567707170592
14318,994.7567707170592
14319,994.7567707170592
14320,994.7567707170592
14321,994.7567707170592
14322,994.7567707170592
14323,994.7567707170592
14324,994.7567707170592
14325,994.7567707170592
14326,994.7567707170592
14327,994.7567707170592
14328,994.7567707170592
14329,994.7567707170592
14330,994.7567707170592
14331,994.7567707170592
14332,994.7567707170592
14333,994.7567707170592
14334,928.5115920474814
14335,928.5115920474814
14336,928.5115920474814
14337,928.5115920474814
14338,928.5115920474814
14339,928.5115920474814
14340,928.5115920474814
14341,928.5115920474814
14342,928.5115920474814
14343,928.5115920474814
14344,928.5115920474814
14345,928.5115920474814
14346,928.5115920474814
14347,928.5115920474814
14348,928.5115920474814
14349,928.5115920474814
14350,928.5115920474814
14351,928.5115920474814
14352,928.5115920474814
14353,928.5115920474814
14354,928.5115920474814
14355,928.5115920474814
14356,928.5115920474814
14357,928.5115920474814
14358,928.5115920474814
14359,928.5115920474814
14360,928.5115920474814
14361,928.5115920474814
14362,928.5115920474814
14363,928.5115920474814
14364,928.5115920474814
14365,928.5115920474814
14366,928.5115920474814
14367,928.5115920474814
14368,928.5115920474814
14369,928.5115920474814
14370,928.5115920474814
14371,928.5115920474814
14372,928.5115920474814
14373,928.5115920474814
14374,928.5115920474814
14375,928.5115920474814
14376,928.5115920474814
14377,928.5115920474814
14378,928.5115920474814
14379,928.5115920474814
14380,928.5115920474814
14381,928.5115920474814
14382,928.5115920474814
14383,928.5115920474814
14384,928.5115920474814
14385,928.5115920474814
14386,928.5115920474814
14387,928.5115920474814
14388,928.5115920474814
14389,928.5115920474814
14390,928.5115920474814
14391,928.5115920474814
14392,928.5115920474814
14393,928.5115920474814
14394,928.5115920474814
14395,928.5115920474814
14396,928.5115920474814
14397,928.5115920474814
14398,928.5115920474814
14399,928.5115920474814
14400,928.5115920474814
14401,928.5115920474814
14402,928.5115920474814
14403,928.5115920474814
14404,928.5115920474814
14405,928.5115920474814
14406,928.5115920474814
14407,928.5115920474814
14408,928.5115920474814
14409,928.5115920474814
14410,928.5115920474814
14411,928.5115920474814
14412,928.5115920474814
14413,928.5115920474814
14414,928.5115920474814
14415,928.5115920474814
14416,928.5115920474814
14417,928.5115920474814
14418,928.5115920474814
14419,928.5115920474814
14420,928.5115920474814
14421,928.5115920474814
14422,928.5115920474814
14423,928.5115920474814
14424,928.5115920474814
14425,904.4422727187507
14426,904.4422727187507
14427,904.4422727187507
14428,904.4422727187507
14429,904.4422727187507
14430,904.4422727187507
14431,904.4422727187507
14432,904.4422727187507
14433,904.4422727187507
14434,904.4422727187507
14435,904.4422727187507
14436,904.4422727187507
14437,904.4422727187507
14438,904.4422727187507
14439,904.4422727187507
14440,904.4422727187507
14441,904.4422727187507
14442,904.4422727187507
14443,904.4422727187507
14444,904.4422727187507
14445,904.4422727187507
14446,904.4422727187507
14447,904.4422727187507
14448,904.4422727187507
14449,904.4422727187507
14450,904.4422727187507
14451,904.4422727187507
14452,904.4422727187507
14453,904.4422727187507
14454,904.4422727187507
14455,904.4422727187507
14456,904.4422727187507
14457,904.4422727187507
14458,904.4422727187507
14459,904.4422727187507
14460,904.4422727187507
14461,904.4422727187507
14462,904.4422727187507
14463,904.4422727187507
14464,904.4422727187507
14465,904.4422727187507
14466,904.4422727187507
14467,904.4422727187507
14468,904.4422727187507
14469,904.4422727187507
14470,904.4422727187507
14471,904.4422727187507
14472,904.4422727187507
14473,904.4422727187507
14474,904.4422727187507
14475,904.4422727187507
14476,904.4422727187507
14477,904.4422727187507
14478,904.4422727187507
14479,904.4422727187507
14480,904.4422727187507
14481,904.4422727187507
14482,904.4422727187507
14483,904.4422727187507
14484,904.4422727187507
14485,904.4422727187507
14486,904.4422727187507
14487,904.4422727187507
14488,904.4422727187507
14489,904.4422727187507
14490,904.4422727187507
14491,904.4422727187507
14492,904.4422727187507
14493,904.4422727187507
14494,904.4422727187507
14495,904.4422727187507
14496,904.4422727187507
14497,904.4422727187507
14498,904.4422727187507
14499,904.4422727187507
14500,904.4422727187507
14501,904.4422727187507
14502,904.4422727187507
14503,904.4422727187507
14504,904.4422727187507
14505,904.4422727187507
14506,904.4422727187507
14507,904.4422727187507
14508,904.4422727187507
14509,904.4422727187507
14510,904.4422727187507
14511,904.4422727187507
14512,904.4422727187507
14513,904.4422727187507
14514,904.4422727187507
14515,904.4422727187507
14516,904.4422727187507
14517,1009.7384989035344
14518,1009.7384989035344
14519,1009.7384989035344
14520,1009.7384989035344
14521,1009.7384989035344
14522,1009.7384989035344
14523,1009.7384989035344
14524,1009.7384989035344
14525,1009.7384989035344
14526,1009.7384989035344
14527,1009.7384989035344
14528,1009.7384989035344
14529,1009.7384989035344
14530,1009.7384989035344
14531,1009.7384989035344
14532,1009.7384989035344
14533,1009.7384989035344
14534,1009.7384989035344
14535,1009.7384989035344
14536,1009.7384989035344
14537,1009.7384989035344
14538,1009.7384989035344
14539,1009.7384989035344
14540,1009.7384989035344
14541,1009.7384989035344
14542,1009.7384989035344
14543,1009.7384989035344
14544,1009.7384989035344
14545,1009.7384989035344
14546,1009.7384989035344
14547,1009.7384989035344
14548,1009.7384989035344
14549,1009.7384989035344
14550,1009.7384989035344
14551,1009.7384989035344
14552,1009.7384989035344
14553,1009.7384989035344
14554,1009.7384989035344
14555,1009.7384989035344
14556,1009.7384989035344
14557,1009.7384989035344
14558,1009.7384989035344
14559,1009.7384989035344
14560,1009.7384989035344
14561,1009.7384989035344
14562,1009.7384989035344
14563,1009.7384989035344
14564,1009.7384989035344
14565,1009.7384989035344
14566,1009.7384989035344
14567,1009.7384989035344
14568,1009.7384989035344
14569,1009.7384989035344
14570,1009.7384989035344
14571,1009.7384989035344
14572,1009.7384989035344
14573,1009.7384989035344
14574,1009.7384989035344
14575,1009.7384989035344
14576,1009.7384989035344
14577,1009.7384989035344
14578,1009.7384989035344
14579,1009.7384989035344
14580,1009.7384989035344
14581,1009.7384989035344
14582,1009.7384989035344
14583,1009.7384989035344
14584,1009.7384989035344
14585,1009.7384989035344
14586,1009.7384989035344
14587,1009.7384989035344
14588,1009.7384989035344
14589,1009.7384989035344
14590,1009.7384989035344
14591,1009.7384989035344
14592,1009.7384989035344
14593,1009.7384989035344
14594,1009.7384989035344
14595,1009.7384989035344
14596,1009.7384989035344
14597,1009.7384989035344
14598,1009.7384989035344
14599,1009.7384989035344
14600,1009.7384989035344
14601,1009.7384989035344
14602,1009.7384989035344
14603,1009.7384989035344
14604,1009.7384989035344
14605,1009.7384989035344
14606,1009.7384989035344
14607,1009.7384989035344
14608,1009.7384989035344
14609,1030.195278647009
14610,1030.195278647009
14611,1030.195278647009
14612,1030.195278647009
14613,1030.195278647009
14614,1030.195278647009
14615,1030.195278647009
14616,1030.195278647009
14617,1030.195278647009
14618,1030.195278647009
14619,1030.195278647009
14620,1030.195278647009
14621,1030.195278647009
14622,1030.195278647009
14623,1030.195278647009
14624,1030.195278647009
14625,1030.195278647009
14626,1030.195278647009
14627,1030.195278647009
14628,1030.195278647009
14629,1030.195278647009
14630,1030.195278647009
14631,1030.195278647009
14632,1030.195278647009
14633,1030.195278647009
14634,1030.195278647009
14635,1030.195278647009
14636,1030.195278647009
14637,1030.195278647009
14638,1030.195278647009
14639,1030.195278647009
14640,1030.195278647009
14641,1030.195278647009
14642,1030.195278647009
14643,1030.195278647009
14644,1030.195278647009
14645,1030.195278647009
14646,1030.195278647009
14647,1030.195278647009
14648,1030.195278647009
14649,1030.195278647009
14650,1030.195278647009
14651,1030.195278647009
14652,1030.195278647009
14653,1030.195278647009
14654,1030.195278647009
14655,1030.195278647009
14656,1030.195278647009
14657,1030.195278647009
14658,1030.195278647009
14659,1030.195278647009
14660,1030.195278647009
14661,1030.195278647009
14662,1030.195278647009
14663,1030.195278647009
14664,1030.195278647009
14665,1030.195278647009
14666,1030.195278647009
14667,1030.195278647009
14668,1030.195278647009
14669,1030.195278647009
14670,1030.195278647009
14671,1030.195278647009
14672,1030.195278647009
14673,1030.195278647009
14674,1030.195278647009
14675,1030.195278647009
14676,1030.195278647009
14677,1030.195278647009
14678,1030.195278647009
14679,1030.195278647009
14680,1030.195278647009
14681,1030.195278647009
14682,1030.195278647009
14683,1030.195278647009
14684,1030.195278647009
14685,1030.195278647009
14686,1030.195278647009
14687,1030.195278647009
14688,1030.195278647009
14689,1030.195278647009
14690,1030.195278647009
14691,1030.195278647009
14692,1030.195278647009
14693,1030.195278647009
14694,1030.195278647009
14695,1030.195278647009
14696,1030.195278647009
14697,1030.195278647009
14698,1030.195278647009
14699,1038.443204770019
14700,1038.443204770019
14701,1038.443204770019
14702,1038.443204770019
14703,1038.443204770019
14704,1038.443204770019
14705,1038.443204770019
14706,1038.443204770019
14707,1038.443204770019
14708,1038.443204770019
14709,1038.443204770019
14710,1038.443204770019
14711,1038.443204770019
14712,1038.443204770019
14713,1038.443204770019
14714,1038.443204770019
14715,1038.443204770019
14716,1038.443204770019
14717,1038.443204770019
14718,1038.443204770019
14719,1038.443204770019
14720,1038.443204770019
14721,1038.443204770019
14722,1038.443204770019
14723,1038.443204770019
14724,1038.443204770019
14725,1038.443204770019
14726,1038.443204770019
14727,1038.443204770019
14728,1038.443204770019
14729,1038.443204770019
14730,1038.443204770019
14731,1038.443204770019
14732,1038.443204770019
14733,1038.443204770019
14734,1038.443204770019
14735,1038.443204770019
14736,1038.443204770019
14737,1038.443204770019
14738,1038.443204770019
14739,1038.443204770019
14740,1038.443204770019
14741,1038.443204770019
14742,1038.443204770019
14743,1038.443204770019
14744,1038.443204770019
14745,1038.443204770019
14746,1038.443204770019
14747,1038.443204770019
14748,1038.443204770019
14749,1038.443204770019
14750,1038.443204770019
14751,1038.443204770019
14752,1038.443204770019
14753,1038.443204770019
14754,1038.443204770019
14755,1038.443204770019
14756,1038.443204770019
14757,1038.443204770019
14758,1038.443204770019
14759,1038.443204770019
14760,1038.443204770019
14761,1038.443204770019
14762,1038.443204770019
14763,1038.443204770019
14764,1038.443204770019
14765,1038.443204770019
14766,1038.443204770019
14767,1038.443204770019
14768,1038.443204770019
14769,1038.443204770019
14770,1038.443204770019
14771,1038.443204770019
14772,1038.443204770019
14773,1038.443204770019
14774,1038.443204770019
14775,1038.443204770019
14776,1038.443204770019
14777,1038.443204770019
14778,1038.443204770019
14779,1038.443204770019
14780,1038.443204770019
14781,1038.443204770019
14782,1038.443204770019
14783,1038.443204770019
14784,1038.443204770019
14785,1038.443204770019
14786,1038.443204770019
14787,1038.443204770019
14788,1038.443204770019
14789,1038.443204770019
14790,949.1399914987448
14791,949.1399914987448
14792,949.1399914987448
14793,949.1399914987448
14794,949.1399914987448
14795,949.1399914987448
14796,949.1399914987448
14797,949.1399914987448
14798,949.1399914987448
14799,949.1399914987448
14800,949.1399914987448
14801,949.1399914987448
14802,949.1399914987448
14803,949.1399914987448
14804,949.1399914987448
14805,949.1399914987448
14806,949.1399914987448
14807,949.1399914987448
14808,949.1399914987448
14809,949.1399914987448
14810,949.1399914987448
14811,949.1399914987448
14812,949.1399914987448
14813,949.1399914987448
14814,949.1399914987448
14815,949.1399914987448
14816,949.1399914987448
14817,949.1399914987448
14818,949.1399914987448
14819,949.1399914987448
14820,949.1399914987448
14821,949.1399914987448
14822,949.1399914987448
14823,949.1399914987448
14824,949.1399914987448
14825,949.1399914987448
14826,949.1399914987448
14827,949.1399914987448
14828,949.1399914987448
14829,949.1399914987448
14830,949.1399914987448
14831,949.1399914987448
14832,949.1399914987448
14833,949.1399914987448
14834,949.1399914987448
14835,949.1399914987448
14836,949.1399914987448
14837,949.1399914987448
14838,949.1399914987448
14839,949.1399914987448
14840,949.1399914987448
14841,949.1399914987448
14842,949.1399914987448
14843,949.1399914987448
14844,949.1399914987448
14845,949.1399914987448
14846,949.1399914987448
14847,949.1399914987448
14848,949.1399914987448
14849,949.1399914987448
14850,949.1399914987448
14851,949.1399914987448
14852,949.1399914987448
14853,949.1399914987448
14854,949.1399914987448
14855,949.1399914987448
14856,949.1399914987448
14857,949.1399914987448
14858,949.1399914987448
14859,949.1399914987448
14860,949.1399914987448
14861,949.1399914987448
14862,949.1399914987448
14863,949.1399914987448
14864,949.1399914987448
14865,949.1399914987448
14866,949.1399914987448
14867,949.1399914987448
14868,949.1399914987448
14869,949.1399914987448
14870,949.1399914987448
14871,949.1399914987448
14872,949.1399914987448
14873,949.1399914987448
14874,949.1399914987448
14875,949.1399914987448
14876,949.1399914987448
14877,949.1399914987448
14878,949.1399914987448
14879,949.1399914987448
14880,949.1399914987448
14881,949.1399914987448
14882,908.9257376785259
14883,908.9257376785259
14884,908.9257376785259
14885,908.9257376785259
14886,908.9257376785259
14887,908.9257376785259
14888,908.9257376785259
14889,908.9257376785259
14890,908.9257376785259
14891,908.9257376785259
14892,908.9257376785259
14893,908.9257376785259
14894,908.9257376785259
14895,908.9257376785259
14896,908.9257376785259
14897,908.9257376785259
14898,908.9257376785259
14899,908.9257376785259
14900,908.9257376785259
14901,908.9257376785259
14902,908.9257376785259
14903,908.9257376785259
14904,908.9257376785259
14905,908.9257376785259
14906,908.9257376785259
14907,908.9257376785259
14908,908.9257376785259
14909,908.9257376785259
14910,908.9257376785259
14911,908.9257376785259
14912,908.9257376785259
14913,908.9257376785259
14914,908.9257376785259
14915,908.9257376785259
14916,908.9257376785259
14917,908.9257376785259
14918,908.9257376785259
14919,908.9257376785259
14920,908.9257376785259
14921,908.9257376785259
14922,908.9257376785259
14923,908.9257376785259
14924,908.9257376785259
14925,908.9257376785259
14926,908.9257376785259
14927,908.9257376785259
14928,908.9257376785259
14929,908.9257376785259
14930,908.9257376785259
14931,908.9257376785259
14932,908.9257376785259
14933,908.9257376785259
14934,908.9257376785259
14935,908.9257376785259
14936,908.9257376785259
14937,908.9257376785259
14938,908.9257376785259
14939,908.9257376785259
14940,908.9257376785259
14941,908.9257376785259
14942,908.9257376785259
14943,908.9257376785259
14944,908.9257376785259
14945,908.9257376785259
14946,908.9257376785259
14947,908.9257376785259
14948,908.9257376785259
14949,908.9257376785259
14950,908.9257376785259
14951,908.9257376785259
14952,908.9257376785259
14953,908.9257376785259
14954,908.9257376785259
14955,908.9257376785259
14956,908.9257376785259
14957,908.9257376785259
14958,908.9257376785259
14959,908.9257376785259
14960,908.9257376785259
14961,908.9257376785259
14962,908.9257376785259
14963,908.9257376785259
14964,908.9257376785259
14965,908.9257376785259
14966,908.9257376785259
14967,908.9257376785259
14968,908.9257376785259
14969,908.9257376785259
14970,908.9257376785259
14971,908.9257376785259
14972,908.9257376785259
14973,908.9257376785259
14974,926.9344849011352
14975,926.9344849011352
14976,926.9344849011352
14977,926.9344849011352
14978,926.9344849011352
14979,926.9344849011352
14980,926.9344849011352
14981,926.9344849011352
14982,926.9344849011352
14983,926.9344849011352
14984,926.9344849011352
14985,926.9344849011352
14986,926.9344849011352
14987,926.9344849011352
14988,926.9344849011352
14989,926.9344849011352
14990,926.9344849011352
14991,926.9344849011352
14992,926.9344849011352
14993,926.9344849011352
14994,926.9344849011352
14995,926.9344849011352
14996,926.9344849011352
14997,926.9344849011352
14998,926.9344849011352
14999,926.9344849011352
15000,926.9344849011352
15001,926.9344849011352
15002,926.9344849011352
15003,926.9344849011352
15004,926.9344849011352
15005,926.9344849011352
15006,926.9344849011352
15007,926.9344849011352
15008,926.9344849011352
15009,926.9344849011352
15010,926.9344849011352
15011,926.9344849011352
15012,926.9344849011352
15013,926.9344849011352
15014,926.9344849011352
15015,926.9344849011352
15016,926.9344849011352
15017,926.9344849011352
15018,926.9344849011352
15019,926.9344849011352
15020,926.9344849011352
15021,926.9344849011352
15022,926.9344849011352
15023,926.9344849011352
15024,926.9344849011352
15025,926.9344849011352
15026,926.9344849011352
15027,926.9344849011352
15028,926.9344849011352
15029,926.9344849011352
15030,926.9344849011352
15031,926.9344849011352
15032,926.9344849011352
15033,926.9344849011352
15034,926.9344849011352
15035,926.9344849011352
15036,926.9344849011352
15037,926.9344849011352
15038,926.9344849011352
15039,926.9344849011352
15040,926.9344849011352
15041,926.9344849011352
15042,926.9344849011352
15043,926.9344849011352
15044,926.9344849011352
15045,926.9344849011352
15046,926.9344849011352
15047,926.9344849011352
15048,926.9344849011352
15049,926.9344849011352
15050,926.9344849011352
15051,926.9344849011352
15052,926.9344849011352
15053,926.9344849011352
15054,926.9344849011352
15055,926.9344849011352
15056,926.9344849011352
15057,926.9344849011352
15058,926.9344849011352
15059,926.9344849011352
15060,926.9344849011352
15061,926.9344849011352
15062,926.9344849011352
15063,926.9344849011352
15064,1074.2044182343318
15065,1074.2044182343318
15066,1074.2044182343318
15067,1074.2044182343318
15068,1074.2044182343318
15069,1074.2044182343318
15070,1074.2044182343318
15071,1074.2044182343318
15072,1074.2044182343318
15073,1074.2044182343318
15074,1074.2044182343318
15075,1074.2044182343318
15076,1074.2044182343318
15077,1074.2044182343318
15078,1074.2044182343318
15079,1074.2044182343318
15080,1074.2044182343318
15081,1074.2044182343318
15082,1074.2044182343318
15083,1074.2044182343318
15084,1074.2044182343318
15085,1074.2044182343318
15086,1074.2044182343318
15087,1074.2044182343318
15088,1074.2044182343318
15089,1074.2044182343318
15090,1074.2044182343318
15091,1074.2044182343318
15092,1074.2044182343318
15093,1074.2044182343318
15094,1074.2044182343318
15095,1074.2044182343318
15096,1074.2044182343318
15097,1074.2044182343318
15098,1074.2044182343318
15099,1074.2044182343318
15100,1074.2044182343318
15101,1074.2044182343318
15102,1074.2044182343318
15103,1074.2044182343318
15104,1074.2044182343318
15105,1074.2044182343318
15106,1074.2044182343318
15107,1074.2044182343318
15108,1074.2044182343318
15109,1074.2044182343318
15110,1074.2044182343318
15111,1074.2044182343318
15112,1074.2044182343318
15113,1074.2044182343318
15114,1074.2044182343318
15115,1074.2044182343318
15116,1074.2044182343318
15117,1074.2044182343318
15118,1074.2044182343318
15119,1074.2044182343318
15120,1074.2044182343318
15121,1074.2044182343318
15122,1074.2044182343318
15123,1074.2044182343318
15124,1074.2044182343318
15125,1074.2044182343318
15126,1074.2044182343318
15127,1074.2044182343318
15128,1074.2044182343318
15129,1074.2044182343318
15130,1074.2044182343318
15131,1074.2044182343318
15132,1074.2044182343318
15133,1074.2044182343318
15134,1074.2044182343318
15135,1074.2044182343318
15136,1074.2044182343318
15137,1074.2044182343318
15138,1074.2044182343318
15139,1074.2044182343318
15140,1074.2044182343318
15141,1074.2044182343318
15142,1074.2044182343318
15143,1074.2044182343318
15144,1074.2044182343318
15145,1074.2044182343318
15146,1074.2044182343318
15147,1074.2044182343318
15148,1074.2044182343318
15149,1074.2044182343318
15150,1074.2044182343318
15151,1074.2044182343318
15152,1074.2044182343318
15153,1074.2044182343318
15154,1074.2044182343318
15155,1199.3117580301407
15156,1199.3117580301407
15157,1199.3117580301407
15158,1199.3117580301407
15159,1199.3117580301407
15160,1199.3117580301407
15161,1199.3117580301407
15162,1199.3117580301407
15163,1199.3117580301407
15164,1199.3117580301407
15165,1199.3117580301407
15166,1199.3117580301407
15167,1199.3117580301407
15168,1199.3117580301407
15169,1199.3117580301407
15170,1199.3117580301407
15171,1199.3117580301407
15172,1199.3117580301407
15173,1199.3117580301407
15174,1199.3117580301407
15175,1199.3117580301407
15176,1199.3117580301407
15177,1199.3117580301407
15178,1199.3117580301407
15179,1199.3117580301407
15180,1199.3117580301407
15181,1199.3117580301407
15182,1199.3117580301407
15183,1199.3117580301407
15184,1199.3117580301407
15185,1199.3117580301407
15186,1199.3117580301407
15187,1199.3117580301407
15188,1199.3117580301407
15189,1199.3117580301407
15190,1199.3117580301407
15191,1199.3117580301407
15192,1199.3117580301407
15193,1199.3117580301407
15194,1199.3117580301407
15195,1199.3117580301407
15196,1199.3117580301407
15197,1199.3117580301407
15198,1199.3117580301407
15199,1199.3117580301407
15200,1199.3117580301407
15201,1199.3117580301407
15202,1199.3117580301407
15203,1199.3117580301407
15204,1199.3117580301407
15205,1199.3117580301407
15206,1199.3117580301407
15207,1199.3117580301407
15208,1199.3117580301407
15209,1199.3117580301407
15210,1199.3117580301407
15211,1199.3117580301407
15212,1199.3117580301407
15213,1199.3117580301407
15214,1199.3117580301407
15215,1199.3117580301407
15216,1199.3117580301407
15217,1199.3117580301407
15218,1199.3117580301407
15219,1199.3117580301407
15220,1199.3117580301407
15221,1199.3117580301407
15222,1199.3117580301407
15223,1199.3117580301407
15224,1199.3117580301407
15225,1199.3117580301407
15226,1199.3117580301407
15227,1199.3117580301407
15228,1199.3117580301407
