,CGSHXAI% Index_ratio
10117,0.6198757763975153
10118,0.6198757763975153
10119,0.6198757763975153
10120,0.6198757763975153
10121,0.6198757763975153
10122,0.6198757763975153
10123,0.6198757763975153
10124,0.6198757763975153
10125,0.6198757763975153
10126,0.6198757763975153
10127,0.6198757763975153
10128,0.6198757763975153
10129,0.6198757763975153
10130,0.6198757763975153
10131,0.6198757763975153
10132,0.6198757763975153
10133,0.6198757763975153
10134,0.29565217391304377
10135,0.29565217391304377
10136,0.29565217391304377
10137,0.29565217391304377
10138,0.29565217391304377
10139,0.29565217391304377
10140,0.29565217391304377
10141,0.29565217391304377
10142,0.29565217391304377
10143,0.29565217391304377
10144,0.29565217391304377
10145,0.29565217391304377
10146,0.29565217391304377
10147,0.29565217391304377
10148,0.29565217391304377
10149,0.29565217391304377
10150,0.29565217391304377
10151,0.29565217391304377
10152,0.29565217391304377
10153,0.29565217391304377
10154,0.29565217391304377
10155,0.29565217391304377
10156,0.29565217391304377
10157,0.29565217391304377
10158,0.29565217391304377
10159,0.29565217391304377
10160,0.29565217391304377
10161,0.29565217391304377
10162,0.29565217391304377
10163,0.29565217391304377
10164,0.29565217391304377
10165,0.29565217391304377
10166,0.29565217391304377
10167,0.29565217391304377
10168,0.29565217391304377
10169,0.29565217391304377
10170,0.29565217391304377
10171,0.29565217391304377
10172,0.29565217391304377
10173,0.29565217391304377
10174,0.29565217391304377
10175,0.29565217391304377
10176,0.29565217391304377
10177,0.29565217391304377
10178,0.29565217391304377
10179,0.29565217391304377
10180,0.29565217391304377
10181,0.29565217391304377
10182,0.29565217391304377
10183,0.29565217391304377
10184,0.29565217391304377
10185,0.29565217391304377
10186,0.29565217391304377
10187,0.29565217391304377
10188,0.29565217391304377
10189,0.29565217391304377
10190,0.29565217391304377
10191,0.29565217391304377
10192,0.29565217391304377
10193,0.29565217391304377
10194,0.29565217391304377
10195,0.29565217391304377
10196,0.29565217391304377
10197,0.29565217391304377
10198,0.29565217391304377
10199,0.29565217391304377
10200,0.29565217391304377
10201,0.29565217391304377
10202,0.29565217391304377
10203,0.29565217391304377
10204,0.29565217391304377
10205,0.29565217391304377
10206,0.29565217391304377
10207,0.29565217391304377
10208,0.29565217391304377
10209,0.29565217391304377
10210,0.29565217391304377
10211,0.29565217391304377
10212,0.29565217391304377
10213,0.29565217391304377
10214,0.29565217391304377
10215,0.29565217391304377
10216,0.29565217391304377
10217,0.29565217391304377
10218,0.29565217391304377
10219,0.29565217391304377
10220,0.29565217391304377
10221,0.29565217391304377
10222,0.29565217391304377
10223,0.29565217391304377
10224,0.29565217391304377
10225,0.29565217391304377
10226,-0.841400966183575
10227,-0.841400966183575
10228,-0.841400966183575
10229,-0.841400966183575
10230,-0.841400966183575
10231,-0.841400966183575
10232,-0.841400966183575
10233,-0.841400966183575
10234,-0.841400966183575
10235,-0.841400966183575
10236,-0.841400966183575
10237,-0.841400966183575
10238,-0.841400966183575
10239,-0.841400966183575
10240,-0.841400966183575
10241,-0.841400966183575
10242,-0.841400966183575
10243,-0.841400966183575
10244,-0.841400966183575
10245,-0.841400966183575
10246,-0.841400966183575
10247,-0.841400966183575
10248,-0.841400966183575
10249,-0.841400966183575
10250,-0.841400966183575
10251,-0.841400966183575
10252,-0.841400966183575
10253,-0.841400966183575
10254,-0.841400966183575
10255,-0.841400966183575
10256,-0.841400966183575
10257,-0.841400966183575
10258,-0.841400966183575
10259,-0.841400966183575
10260,-0.841400966183575
10261,-0.841400966183575
10262,-0.841400966183575
10263,-0.841400966183575
10264,-0.841400966183575
10265,-0.841400966183575
10266,-0.841400966183575
10267,-0.841400966183575
10268,-0.841400966183575
10269,-0.841400966183575
10270,-0.841400966183575
10271,-0.841400966183575
10272,-0.841400966183575
10273,-0.841400966183575
10274,-0.841400966183575
10275,-0.841400966183575
10276,-0.841400966183575
10277,-0.841400966183575
10278,-0.841400966183575
10279,-0.841400966183575
10280,-0.841400966183575
10281,-0.841400966183575
10282,-0.841400966183575
10283,-0.841400966183575
10284,-0.841400966183575
10285,-0.841400966183575
10286,-0.841400966183575
10287,-0.841400966183575
10288,-0.841400966183575
10289,-0.841400966183575
10290,-0.841400966183575
10291,-0.841400966183575
10292,-0.841400966183575
10293,-0.841400966183575
10294,-0.841400966183575
10295,-0.841400966183575
10296,-0.841400966183575
10297,-0.841400966183575
10298,-0.841400966183575
10299,-0.841400966183575
10300,-0.841400966183575
10301,-0.841400966183575
10302,-0.841400966183575
10303,-0.841400966183575
10304,-0.841400966183575
10305,-0.841400966183575
10306,-0.841400966183575
10307,-0.841400966183575
10308,-0.841400966183575
10309,-0.841400966183575
10310,-0.841400966183575
10311,-0.841400966183575
10312,-0.841400966183575
10313,-0.841400966183575
10314,-0.841400966183575
10315,-0.841400966183575
10316,1.791257631257631
10317,1.791257631257631
10318,1.791257631257631
10319,1.791257631257631
10320,1.791257631257631
10321,1.791257631257631
10322,1.791257631257631
10323,1.791257631257631
10324,1.791257631257631
10325,1.791257631257631
10326,1.791257631257631
10327,1.791257631257631
10328,1.791257631257631
10329,1.791257631257631
10330,1.791257631257631
10331,1.791257631257631
10332,1.791257631257631
10333,1.791257631257631
10334,1.791257631257631
10335,1.791257631257631
10336,1.791257631257631
10337,1.791257631257631
10338,1.791257631257631
10339,1.791257631257631
10340,1.791257631257631
10341,1.791257631257631
10342,1.791257631257631
10343,1.791257631257631
10344,1.791257631257631
10345,1.791257631257631
10346,1.791257631257631
10347,1.791257631257631
10348,1.791257631257631
10349,1.791257631257631
10350,1.791257631257631
10351,1.791257631257631
10352,1.791257631257631
10353,1.791257631257631
10354,1.791257631257631
10355,1.791257631257631
10356,1.791257631257631
10357,1.791257631257631
10358,1.791257631257631
10359,1.791257631257631
10360,1.791257631257631
10361,1.791257631257631
10362,1.791257631257631
10363,1.791257631257631
10364,1.791257631257631
10365,1.791257631257631
10366,1.791257631257631
10367,1.791257631257631
10368,1.791257631257631
10369,1.791257631257631
10370,1.791257631257631
10371,1.791257631257631
10372,1.791257631257631
10373,1.791257631257631
10374,1.791257631257631
10375,1.791257631257631
10376,1.791257631257631
10377,1.791257631257631
10378,1.791257631257631
10379,1.791257631257631
10380,1.791257631257631
10381,1.791257631257631
10382,1.791257631257631
10383,1.791257631257631
10384,1.791257631257631
10385,1.791257631257631
10386,1.791257631257631
10387,1.791257631257631
10388,1.791257631257631
10389,1.791257631257631
10390,1.791257631257631
10391,1.791257631257631
10392,1.791257631257631
10393,1.791257631257631
10394,1.791257631257631
10395,1.791257631257631
10396,1.791257631257631
10397,1.791257631257631
10398,1.791257631257631
10399,1.791257631257631
10400,1.791257631257631
10401,1.791257631257631
10402,1.791257631257631
10403,1.791257631257631
10404,1.791257631257631
10405,1.791257631257631
10406,1.791257631257631
10407,-1.1770305781175345
10408,-1.1770305781175345
10409,-1.1770305781175345
10410,-1.1770305781175345
10411,-1.1770305781175345
10412,-1.1770305781175345
10413,-1.1770305781175345
10414,-1.1770305781175345
10415,-1.1770305781175345
10416,-1.1770305781175345
10417,-1.1770305781175345
10418,-1.1770305781175345
10419,-1.1770305781175345
10420,-1.1770305781175345
10421,-1.1770305781175345
10422,-1.1770305781175345
10423,-1.1770305781175345
10424,-1.1770305781175345
10425,-1.1770305781175345
10426,-1.1770305781175345
10427,-1.1770305781175345
10428,-1.1770305781175345
10429,-1.1770305781175345
10430,-1.1770305781175345
10431,-1.1770305781175345
10432,-1.1770305781175345
10433,-1.1770305781175345
10434,-1.1770305781175345
10435,-1.1770305781175345
10436,-1.1770305781175345
10437,-1.1770305781175345
10438,-1.1770305781175345
10439,-1.1770305781175345
10440,-1.1770305781175345
10441,-1.1770305781175345
10442,-1.1770305781175345
10443,-1.1770305781175345
10444,-1.1770305781175345
10445,-1.1770305781175345
10446,-1.1770305781175345
10447,-1.1770305781175345
10448,-1.1770305781175345
10449,-1.1770305781175345
10450,-1.1770305781175345
10451,-1.1770305781175345
10452,-1.1770305781175345
10453,-1.1770305781175345
10454,-1.1770305781175345
10455,-1.1770305781175345
10456,-1.1770305781175345
10457,-1.1770305781175345
10458,-1.1770305781175345
10459,-1.1770305781175345
10460,-1.1770305781175345
10461,-1.1770305781175345
10462,-1.1770305781175345
10463,-1.1770305781175345
10464,-1.1770305781175345
10465,-1.1770305781175345
10466,-1.1770305781175345
10467,-1.1770305781175345
10468,-1.1770305781175345
10469,-1.1770305781175345
10470,-1.1770305781175345
10471,-1.1770305781175345
10472,-1.1770305781175345
10473,-1.1770305781175345
10474,-1.1770305781175345
10475,-1.1770305781175345
10476,-1.1770305781175345
10477,-1.1770305781175345
10478,-1.1770305781175345
10479,-1.1770305781175345
10480,-1.1770305781175345
10481,-1.1770305781175345
10482,-1.1770305781175345
10483,-1.1770305781175345
10484,-1.1770305781175345
10485,-1.1770305781175345
10486,-1.1770305781175345
10487,-1.1770305781175345
10488,-1.1770305781175345
10489,-1.1770305781175345
10490,-1.1770305781175345
10491,-1.1770305781175345
10492,-1.1770305781175345
10493,-1.1770305781175345
10494,-1.1770305781175345
10495,-1.1770305781175345
10496,-1.1770305781175345
10497,-1.1770305781175345
10498,-1.1770305781175345
10499,-0.15652173913043477
10500,-0.15652173913043477
10501,-0.15652173913043477
10502,-0.15652173913043477
10503,-0.15652173913043477
10504,-0.15652173913043477
10505,-0.15652173913043477
10506,-0.15652173913043477
10507,-0.15652173913043477
10508,-0.15652173913043477
10509,-0.15652173913043477
10510,-0.15652173913043477
10511,-0.15652173913043477
10512,-0.15652173913043477
10513,-0.15652173913043477
10514,-0.15652173913043477
10515,-0.15652173913043477
10516,-0.15652173913043477
10517,-0.15652173913043477
10518,-0.15652173913043477
10519,-0.15652173913043477
10520,-0.15652173913043477
10521,-0.15652173913043477
10522,-0.15652173913043477
10523,-0.15652173913043477
10524,-0.15652173913043477
10525,-0.15652173913043477
10526,-0.15652173913043477
10527,-0.15652173913043477
10528,-0.15652173913043477
10529,-0.15652173913043477
10530,-0.15652173913043477
10531,-0.15652173913043477
10532,-0.15652173913043477
10533,-0.15652173913043477
10534,-0.15652173913043477
10535,-0.15652173913043477
10536,-0.15652173913043477
10537,-0.15652173913043477
10538,-0.15652173913043477
10539,-0.15652173913043477
10540,-0.15652173913043477
10541,-0.15652173913043477
10542,-0.15652173913043477
10543,-0.15652173913043477
10544,-0.15652173913043477
10545,-0.15652173913043477
10546,-0.15652173913043477
10547,-0.15652173913043477
10548,-0.15652173913043477
10549,-0.15652173913043477
10550,-0.15652173913043477
10551,-0.15652173913043477
10552,-0.15652173913043477
10553,-0.15652173913043477
10554,-0.15652173913043477
10555,-0.15652173913043477
10556,-0.15652173913043477
10557,-0.15652173913043477
10558,-0.15652173913043477
10559,-0.15652173913043477
10560,-0.15652173913043477
10561,-0.15652173913043477
10562,-0.15652173913043477
10563,-0.15652173913043477
10564,-0.15652173913043477
10565,-0.15652173913043477
10566,-0.15652173913043477
10567,-0.15652173913043477
10568,-0.15652173913043477
10569,-0.15652173913043477
10570,-0.15652173913043477
10571,-0.15652173913043477
10572,-0.15652173913043477
10573,-0.15652173913043477
10574,-0.15652173913043477
10575,-0.15652173913043477
10576,-0.15652173913043477
10577,-0.15652173913043477
10578,-0.15652173913043477
10579,-0.15652173913043477
10580,-0.15652173913043477
10581,-0.15652173913043477
10582,-0.15652173913043477
10583,-0.15652173913043477
10584,-0.15652173913043477
10585,-0.15652173913043477
10586,-0.15652173913043477
10587,-0.15652173913043477
10588,-0.15652173913043477
10589,-0.15652173913043477
10590,-0.15652173913043477
10591,0.3811835748792276
10592,0.3811835748792276
10593,0.3811835748792276
10594,0.3811835748792276
10595,0.3811835748792276
10596,0.3811835748792276
10597,0.3811835748792276
10598,0.3811835748792276
10599,0.3811835748792276
10600,0.3811835748792276
10601,0.3811835748792276
10602,0.3811835748792276
10603,0.3811835748792276
10604,0.3811835748792276
10605,0.3811835748792276
10606,0.3811835748792276
10607,0.3811835748792276
10608,0.3811835748792276
10609,0.3811835748792276
10610,0.3811835748792276
10611,0.3811835748792276
10612,0.3811835748792276
10613,0.3811835748792276
10614,0.3811835748792276
10615,0.3811835748792276
10616,0.3811835748792276
10617,0.3811835748792276
10618,0.3811835748792276
10619,0.3811835748792276
10620,0.3811835748792276
10621,0.3811835748792276
10622,0.3811835748792276
10623,0.3811835748792276
10624,0.3811835748792276
10625,0.3811835748792276
10626,0.3811835748792276
10627,0.3811835748792276
10628,0.3811835748792276
10629,0.3811835748792276
10630,0.3811835748792276
10631,0.3811835748792276
10632,0.3811835748792276
10633,0.3811835748792276
10634,0.3811835748792276
10635,0.3811835748792276
10636,0.3811835748792276
10637,0.3811835748792276
10638,0.3811835748792276
10639,0.3811835748792276
10640,0.3811835748792276
10641,0.3811835748792276
10642,0.3811835748792276
10643,0.3811835748792276
10644,0.3811835748792276
10645,0.3811835748792276
10646,0.3811835748792276
10647,0.3811835748792276
10648,0.3811835748792276
10649,0.3811835748792276
10650,0.3811835748792276
10651,0.3811835748792276
10652,0.3811835748792276
10653,0.3811835748792276
10654,0.3811835748792276
10655,0.3811835748792276
10656,0.3811835748792276
10657,0.3811835748792276
10658,0.3811835748792276
10659,0.3811835748792276
10660,0.3811835748792276
10661,0.3811835748792276
10662,0.3811835748792276
10663,0.3811835748792276
10664,0.3811835748792276
10665,0.3811835748792276
10666,0.3811835748792276
10667,0.3811835748792276
10668,0.3811835748792276
10669,0.3811835748792276
10670,0.3811835748792276
10671,0.3811835748792276
10672,0.3811835748792276
10673,0.3811835748792276
10674,0.3811835748792276
10675,0.3811835748792276
10676,0.3811835748792276
10677,0.3811835748792276
10678,0.3811835748792276
10679,0.3811835748792276
10680,0.3811835748792276
10681,-0.37400488400488396
10682,-0.37400488400488396
10683,-0.37400488400488396
10684,-0.37400488400488396
10685,-0.37400488400488396
10686,-0.37400488400488396
10687,-0.37400488400488396
10688,-0.37400488400488396
10689,-0.37400488400488396
10690,-0.37400488400488396
10691,-0.37400488400488396
10692,-0.37400488400488396
10693,-0.37400488400488396
10694,-0.37400488400488396
10695,-0.37400488400488396
10696,-0.37400488400488396
10697,-0.37400488400488396
10698,-0.37400488400488396
10699,-0.37400488400488396
10700,-0.37400488400488396
10701,-0.37400488400488396
10702,-0.37400488400488396
10703,-0.37400488400488396
10704,-0.37400488400488396
10705,-0.37400488400488396
10706,-0.37400488400488396
10707,-0.37400488400488396
10708,-0.37400488400488396
10709,-0.37400488400488396
10710,-0.37400488400488396
10711,-0.37400488400488396
10712,-0.37400488400488396
10713,-0.37400488400488396
10714,-0.37400488400488396
10715,-0.37400488400488396
10716,-0.37400488400488396
10717,-0.37400488400488396
10718,-0.37400488400488396
10719,-0.37400488400488396
10720,-0.37400488400488396
10721,-0.37400488400488396
10722,-0.37400488400488396
10723,-0.37400488400488396
10724,-0.37400488400488396
10725,-0.37400488400488396
10726,-0.37400488400488396
10727,-0.37400488400488396
10728,-0.37400488400488396
10729,-0.37400488400488396
10730,-0.37400488400488396
10731,-0.37400488400488396
10732,-0.37400488400488396
10733,-0.37400488400488396
10734,-0.37400488400488396
10735,-0.37400488400488396
10736,-0.37400488400488396
10737,-0.37400488400488396
10738,-0.37400488400488396
10739,-0.37400488400488396
10740,-0.37400488400488396
10741,-0.37400488400488396
10742,-0.37400488400488396
10743,-0.37400488400488396
10744,-0.37400488400488396
10745,-0.37400488400488396
10746,-0.37400488400488396
10747,-0.37400488400488396
10748,-0.37400488400488396
10749,-0.37400488400488396
10750,-0.37400488400488396
10751,-0.37400488400488396
10752,-0.37400488400488396
10753,-0.37400488400488396
10754,-0.37400488400488396
10755,-0.37400488400488396
10756,-0.37400488400488396
10757,-0.37400488400488396
10758,-0.37400488400488396
10759,-0.37400488400488396
10760,-0.37400488400488396
10761,-0.37400488400488396
10762,-0.37400488400488396
10763,-0.37400488400488396
10764,-0.37400488400488396
10765,-0.37400488400488396
10766,-0.37400488400488396
10767,-0.37400488400488396
10768,-0.37400488400488396
10769,-0.37400488400488396
10770,-0.37400488400488396
10771,-0.37400488400488396
10772,-0.4180482560917347
10773,-0.4180482560917347
10774,-0.4180482560917347
10775,-0.4180482560917347
10776,-0.4180482560917347
10777,-0.4180482560917347
10778,-0.4180482560917347
10779,-0.4180482560917347
10780,-0.4180482560917347
10781,-0.4180482560917347
10782,-0.4180482560917347
10783,-0.4180482560917347
10784,-0.4180482560917347
10785,-0.4180482560917347
10786,-0.4180482560917347
10787,-0.4180482560917347
10788,-0.4180482560917347
10789,-0.4180482560917347
10790,-0.4180482560917347
10791,-0.4180482560917347
10792,-0.4180482560917347
10793,-0.4180482560917347
10794,-0.4180482560917347
10795,-0.4180482560917347
10796,-0.4180482560917347
10797,-0.4180482560917347
10798,-0.4180482560917347
10799,-0.4180482560917347
10800,-0.4180482560917347
10801,-0.4180482560917347
10802,-0.4180482560917347
10803,-0.4180482560917347
10804,-0.4180482560917347
10805,-0.4180482560917347
10806,-0.4180482560917347
10807,-0.4180482560917347
10808,-0.4180482560917347
10809,-0.4180482560917347
10810,-0.4180482560917347
10811,-0.4180482560917347
10812,-0.4180482560917347
10813,-0.4180482560917347
10814,-0.4180482560917347
10815,-0.4180482560917347
10816,-0.4180482560917347
10817,-0.4180482560917347
10818,-0.4180482560917347
10819,-0.4180482560917347
10820,-0.4180482560917347
10821,-0.4180482560917347
10822,-0.4180482560917347
10823,-0.4180482560917347
10824,-0.4180482560917347
10825,-0.4180482560917347
10826,-0.4180482560917347
10827,-0.4180482560917347
10828,-0.4180482560917347
10829,-0.4180482560917347
10830,-0.4180482560917347
10831,-0.4180482560917347
10832,-0.4180482560917347
10833,-0.4180482560917347
10834,-0.4180482560917347
10835,-0.4180482560917347
10836,-0.4180482560917347
10837,-0.4180482560917347
10838,-0.4180482560917347
10839,-0.4180482560917347
10840,-0.4180482560917347
10841,-0.4180482560917347
10842,-0.4180482560917347
10843,-0.4180482560917347
10844,-0.4180482560917347
10845,-0.4180482560917347
10846,-0.4180482560917347
10847,-0.4180482560917347
10848,-0.4180482560917347
10849,-0.4180482560917347
10850,-0.4180482560917347
10851,-0.4180482560917347
10852,-0.4180482560917347
10853,-0.4180482560917347
10854,-0.4180482560917347
10855,-0.4180482560917347
10856,-0.4180482560917347
10857,-0.4180482560917347
10858,-0.4180482560917347
10859,-0.4180482560917347
10860,-0.4180482560917347
10861,-0.4180482560917347
10862,-0.4180482560917347
10863,-0.4180482560917347
10864,-0.598913043478261
10865,-0.598913043478261
10866,-0.598913043478261
10867,-0.598913043478261
10868,-0.598913043478261
10869,-0.598913043478261
10870,-0.598913043478261
10871,-0.598913043478261
10872,-0.598913043478261
10873,-0.598913043478261
10874,-0.598913043478261
10875,-0.598913043478261
10876,-0.598913043478261
10877,-0.598913043478261
10878,-0.598913043478261
10879,-0.598913043478261
10880,-0.598913043478261
10881,-0.598913043478261
10882,-0.598913043478261
10883,-0.598913043478261
10884,-0.598913043478261
10885,-0.598913043478261
10886,-0.598913043478261
10887,-0.598913043478261
10888,-0.598913043478261
10889,-0.598913043478261
10890,-0.598913043478261
10891,-0.598913043478261
10892,-0.598913043478261
10893,-0.598913043478261
10894,-0.598913043478261
10895,-0.598913043478261
10896,-0.598913043478261
10897,-0.598913043478261
10898,-0.598913043478261
10899,-0.598913043478261
10900,-0.598913043478261
10901,-0.598913043478261
10902,-0.598913043478261
10903,-0.598913043478261
10904,-0.598913043478261
10905,-0.598913043478261
10906,-0.598913043478261
10907,-0.598913043478261
10908,-0.598913043478261
10909,-0.598913043478261
10910,-0.598913043478261
10911,-0.598913043478261
10912,-0.598913043478261
10913,-0.598913043478261
10914,-0.598913043478261
10915,-0.598913043478261
10916,-0.598913043478261
10917,-0.598913043478261
10918,-0.598913043478261
10919,-0.598913043478261
10920,-0.598913043478261
10921,-0.598913043478261
10922,-0.598913043478261
10923,-0.598913043478261
10924,-0.598913043478261
10925,-0.598913043478261
10926,-0.598913043478261
10927,-0.598913043478261
10928,-0.598913043478261
10929,-0.598913043478261
10930,-0.598913043478261
10931,-0.598913043478261
10932,-0.598913043478261
10933,-0.598913043478261
10934,-0.598913043478261
10935,-0.598913043478261
10936,-0.598913043478261
10937,-0.598913043478261
10938,-0.598913043478261
10939,-0.598913043478261
10940,-0.598913043478261
10941,-0.598913043478261
10942,-0.598913043478261
10943,-0.598913043478261
10944,-0.598913043478261
10945,-0.598913043478261
10946,-0.598913043478261
10947,-0.598913043478261
10948,-0.598913043478261
10949,-0.598913043478261
10950,-0.598913043478261
10951,-0.598913043478261
10952,-0.598913043478261
10953,-0.598913043478261
10954,-0.598913043478261
10955,-0.598913043478261
10956,2.325752508361204
10957,2.325752508361204
10958,2.325752508361204
10959,2.325752508361204
10960,2.325752508361204
10961,2.325752508361204
10962,2.325752508361204
10963,2.325752508361204
10964,2.325752508361204
10965,2.325752508361204
10966,2.325752508361204
10967,2.325752508361204
10968,2.325752508361204
10969,2.325752508361204
10970,2.325752508361204
10971,2.325752508361204
10972,2.325752508361204
10973,2.325752508361204
10974,2.325752508361204
10975,2.325752508361204
10976,2.325752508361204
10977,2.325752508361204
10978,2.325752508361204
10979,2.325752508361204
10980,2.325752508361204
10981,2.325752508361204
10982,2.325752508361204
10983,2.325752508361204
10984,2.325752508361204
10985,2.325752508361204
10986,2.325752508361204
10987,2.325752508361204
10988,2.325752508361204
10989,2.325752508361204
10990,2.325752508361204
10991,2.325752508361204
10992,2.325752508361204
10993,2.325752508361204
10994,2.325752508361204
10995,2.325752508361204
10996,2.325752508361204
10997,2.325752508361204
10998,2.325752508361204
10999,2.325752508361204
11000,2.325752508361204
11001,2.325752508361204
11002,2.325752508361204
11003,2.325752508361204
11004,2.325752508361204
11005,2.325752508361204
11006,2.325752508361204
11007,2.325752508361204
11008,2.325752508361204
11009,2.325752508361204
11010,2.325752508361204
11011,2.325752508361204
11012,2.325752508361204
11013,2.325752508361204
11014,2.325752508361204
11015,2.325752508361204
11016,2.325752508361204
11017,2.325752508361204
11018,2.325752508361204
11019,2.325752508361204
11020,2.325752508361204
11021,2.325752508361204
11022,2.325752508361204
11023,2.325752508361204
11024,2.325752508361204
11025,2.325752508361204
11026,2.325752508361204
11027,2.325752508361204
11028,2.325752508361204
11029,2.325752508361204
11030,2.325752508361204
11031,2.325752508361204
11032,2.325752508361204
11033,2.325752508361204
11034,2.325752508361204
11035,2.325752508361204
11036,2.325752508361204
11037,2.325752508361204
11038,2.325752508361204
11039,2.325752508361204
11040,2.325752508361204
11041,2.325752508361204
11042,2.325752508361204
11043,2.325752508361204
11044,2.325752508361204
11045,2.325752508361204
11046,2.325752508361204
11047,-3.2879120879120878
11048,-3.2879120879120878
11049,-3.2879120879120878
11050,-3.2879120879120878
11051,-3.2879120879120878
11052,-3.2879120879120878
11053,-3.2879120879120878
11054,-3.2879120879120878
11055,-3.2879120879120878
11056,-3.2879120879120878
11057,-3.2879120879120878
11058,-3.2879120879120878
11059,-3.2879120879120878
11060,-3.2879120879120878
11061,-3.2879120879120878
11062,-3.2879120879120878
11063,-3.2879120879120878
11064,-3.2879120879120878
11065,-3.2879120879120878
11066,-3.2879120879120878
11067,-3.2879120879120878
11068,-3.2879120879120878
11069,-3.2879120879120878
11070,-3.2879120879120878
11071,-3.2879120879120878
11072,-3.2879120879120878
11073,-3.2879120879120878
11074,-3.2879120879120878
11075,-3.2879120879120878
11076,-3.2879120879120878
11077,-3.2879120879120878
11078,-3.2879120879120878
11079,-3.2879120879120878
11080,-3.2879120879120878
11081,-3.2879120879120878
11082,-3.2879120879120878
11083,-3.2879120879120878
11084,-3.2879120879120878
11085,-3.2879120879120878
11086,-3.2879120879120878
11087,-3.2879120879120878
11088,-3.2879120879120878
11089,-3.2879120879120878
11090,-3.2879120879120878
11091,-3.2879120879120878
11092,-3.2879120879120878
11093,-3.2879120879120878
11094,-3.2879120879120878
11095,-3.2879120879120878
11096,-3.2879120879120878
11097,-3.2879120879120878
11098,-3.2879120879120878
11099,-3.2879120879120878
11100,-3.2879120879120878
11101,-3.2879120879120878
11102,-3.2879120879120878
11103,-3.2879120879120878
11104,-3.2879120879120878
11105,-3.2879120879120878
11106,-3.2879120879120878
11107,-3.2879120879120878
11108,-3.2879120879120878
11109,-3.2879120879120878
11110,-3.2879120879120878
11111,-3.2879120879120878
11112,-3.2879120879120878
11113,-3.2879120879120878
11114,-3.2879120879120878
11115,-3.2879120879120878
11116,-3.2879120879120878
11117,-3.2879120879120878
11118,-3.2879120879120878
11119,-3.2879120879120878
11120,-3.2879120879120878
11121,-3.2879120879120878
11122,-3.2879120879120878
11123,-3.2879120879120878
11124,-3.2879120879120878
11125,-3.2879120879120878
11126,-3.2879120879120878
11127,-3.2879120879120878
11128,-3.2879120879120878
11129,-3.2879120879120878
11130,-3.2879120879120878
11131,-3.2879120879120878
11132,-3.2879120879120878
11133,-3.2879120879120878
11134,-3.2879120879120878
11135,-3.2879120879120878
11136,-3.2879120879120878
11137,-3.2879120879120878
11138,0.3382465360726233
11139,0.3382465360726233
11140,0.3382465360726233
11141,0.3382465360726233
11142,0.3382465360726233
11143,0.3382465360726233
11144,0.3382465360726233
11145,0.3382465360726233
11146,0.3382465360726233
11147,0.3382465360726233
11148,0.3382465360726233
11149,0.3382465360726233
11150,0.3382465360726233
11151,0.3382465360726233
11152,0.3382465360726233
11153,0.3382465360726233
11154,0.3382465360726233
11155,0.3382465360726233
11156,0.3382465360726233
11157,0.3382465360726233
11158,0.3382465360726233
11159,0.3382465360726233
11160,0.3382465360726233
11161,0.3382465360726233
11162,0.3382465360726233
11163,0.3382465360726233
11164,0.3382465360726233
11165,0.3382465360726233
11166,0.3382465360726233
11167,0.3382465360726233
11168,0.3382465360726233
